@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R2,3,4,6,7-11,12-17,22'

@attribute fingersExtended numeric
@attribute ratio numeric
@attribute Max_X numeric
@attribute fingersAreas numeric
@attribute newFingerTipDistRefined_f1 numeric
@attribute newFingerTipDistRefined_f2 numeric
@attribute newFingerTipDistRefined_f3 numeric
@attribute newFingerTipDistRefined_f4 numeric
@attribute newFingerTipDistRefined_f5 numeric
@attribute fingertipAngles_f1 numeric
@attribute fingertipAngles_f2 numeric
@attribute fingertipAngles_f3 numeric
@attribute fingertipAngles_f4 numeric
@attribute fingertipAngles_f5 numeric
@attribute fingertipElevation_f1 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
11000,0.009741,-0.193841,73.717079,1.337237,1.440097,0,0,0,150.701721,158.119293,0,0,0,2.721886,G4
11000,1,0.761958,1,1.000008,0,0,0,0,137.432404,103.332138,0,0,0,1.400174,G4
11000,1,-0.870415,1,0.999998,0,0,0,0,144.07576,119.915398,0,0,0,1.687941,G4
11000,0.01593,-0.442109,36.890366,1.323784,0.890024,0,0,0,90.996857,90.841606,0,0,0,1.193801,G4
11000,0.026462,2.217399,99.374763,4.375272,4.654198,0,0,0,132.467941,131.626663,0,0,0,5.929871,G4
11000,0.020799,0.025788,54.74033,2.582871,2.650864,0,0,0,155.962585,139.936996,0,0,0,5.095947,G4
11000,0.010248,-0.216412,64.424599,1.264772,1.321828,0,0,0,162.99614,140.126602,0,0,0,2.639253,G4
11000,0.010268,-0.337742,69.695953,1.268483,1.443238,0,0,0,139.200562,155.319244,0,0,0,1.892025,G4
11000,0.010397,-0.201674,73.834328,1.361627,1.547966,0,0,0,106.547577,110.663086,0,0,0,1.015194,G4
1100,1,0.057267,1,0,1.000006,0,0,0,0,164.074326,121.83271,0,0,0,G5
1100,0.020365,0.064748,25.616379,0,0.996102,1.052119,0,0,0,145.479355,152.739304,0,0,0,G5
1100,0.020396,-0.022499,25.629665,0,1.002487,1.05151,0,0,0,163.900574,170.32338,0,0,0,G5
1100,0.020314,-0.009446,25.679893,0,1.006217,1.047653,0,0,0,162.605179,169.970291,0,0,0,G5
1100,0.019104,0.006147,27.027773,0,1.015902,1.033491,0,0,0,155.845551,163.895401,0,0,0,G5
1100,1,0.019301,1,0,1.000003,0,0,0,0,165.836548,117.268494,0,0,0,G5
1100,0.019072,0.039962,27.902817,0,0.991394,1.079594,0,0,0,172.524399,173.620392,0,0,0,G5
1100,1,0.032045,1,0,1.000001,0,0,0,0,176.36644,132.990967,0,0,0,G5
1100,0,0,0,0,0,0,0,0,0,125.737183,125.737183,0,0,0,G5
1100,1,0.08606,1,0,0.999999,0,0,0,0,163.471024,121.620369,0,0,0,G5
1110,0.014228,0.139896,18.979395,0,1.03676,1.153706,0.996826,0,0,162.548111,171.519302,164.818192,0,0,G6
1110,1,0.216966,1,0,0.999998,0,0,0,0,176.308212,138.512131,138.512131,0,0,G6
1110,0.014499,0.157546,18.622959,0,1.022139,1.155098,1.007376,0,0,159.927841,176.875122,164.071777,0,0,G6
1110,0.014726,0.14616,18.366129,0,1.016173,1.160586,1.011489,0,0,159.776962,175.001617,162.559204,0,0,G6
1110,0.015094,0.141615,17.936562,0,1.013224,1.162504,1.003669,0,0,159.760223,173.856689,162.611252,0,0,G6
1110,0.015183,0.212588,17.76836,0,1.020718,1.151267,0.996078,0,0,165.313492,172.76358,168.305649,0,0,G6
1110,0.015188,0.417174,17.800419,0,1.012118,1.152329,1.014069,0,0,163.474945,173.360367,165.86879,0,0,G6
1110,0.014549,-0.166341,38.0121,0,1.108947,1.053854,0,0,0,165.097717,166.641983,127.405434,0,0,G6
1110,0.014668,-0.073798,18.599554,0,1.037226,1.168654,0.993281,0,0,164.282593,172.933884,166.22258,0,0,G6
1110,0.01502,0.082209,18.201717,0,1.02111,1.179349,0.990766,0,0,169.11496,173.774216,171.354416,0,0,G6
10001,0.010028,0.844688,69.908165,1.362557,0,0,0,1.402702,147.085251,0,0,0,148.129181,2.482913,G7
10001,0.009677,0.811327,77.238541,1.49503,0,0,0,1.475383,157.913773,0,0,0,159.994034,3.797475,G7
10001,0.009634,0.842655,79.161362,1.525303,0,0,0,1.521094,157.507599,0,0,0,159.018936,3.830956,G7
10001,0.009664,1.014016,83.083595,1.608012,0,0,0,1.527633,153.025574,0,0,0,153.746048,3.459963,G7
10001,0.010198,0.91576,78.348076,1.533408,0,0,0,1.59939,161.066452,0,0,0,162.288223,4.532323,G7
10001,0.012656,0.86249,44.688377,1.742836,0,0,0,0.749623,163.005173,0,0,0,173.747086,5.440592,G7
10001,0.009721,0.508107,78.815231,1.527678,0,0,0,1.532306,142.965393,0,0,0,147.75795,2.534494,G7
10001,0.012008,0.839336,75.410538,1.655546,0,0,0,1.82029,167.050568,0,0,0,170.811218,7.381264,G7
10001,0.009612,0.644728,79.038055,1.520151,0,0,0,1.475261,152.067429,0,0,0,156.85112,3.23059,G7
10001,0.010206,0.29487,70.284538,1.364512,0,0,0,1.436626,160.481659,0,0,0,162.284927,3.801165,G7
11001,0.009102,0.483445,31.84795,1.323037,1.493186,0,0,1.272959,158.821487,176.447128,0,0,163.072083,3.647359,G8
11001,0.010508,0.829864,87.031273,1.71756,1.833586,0,0,0,161.688507,162.615356,0,0,139.254593,5.400174,G8
11001,0.009269,0.567829,31.582924,1.361092,1.63912,0,0,1.398472,158.159668,177.020065,0,0,161.198853,3.655792,G8
11001,0.010403,0.761607,88.510788,1.785503,1.842664,0,0,0,161.941376,163.952332,0,0,140.021179,5.708855,G8
11001,0.008864,0.642846,34.360435,1.48761,1.578832,0,0,1.496457,159.03038,177.220047,0,0,162.234543,4.143015,G8
11001,0.010401,0.283297,81.049911,1.585537,1.689582,0,0,0,159.653076,162.882004,0,0,140.35405,4.522891,G8
11001,0.009289,0.607018,31.013523,1.26745,1.388645,0,0,1.307492,160.37233,178.498825,0,0,161.39592,3.672434,G8
11001,0.010335,0.633312,71.723534,1.406872,1.484627,0,0,0,164.474838,165.52327,0,0,141.323166,4.833115,G8
11001,0.008903,0.447865,32.058792,1.319997,1.435065,0,0,1.356813,160.407837,175.823914,0,0,161.995728,3.885646,G8
11001,0.008751,0.622475,33.020748,1.435508,1.530495,0,0,1.41083,158.70433,176.894485,0,0,161.318726,3.950901,G8
11111,0.009334,0.530258,16.910755,1.224136,1.324927,1.553876,1.238791,0,162.803726,176.261475,172.393829,166.18251,148.512497,4.140366,G9
11111,0.007592,0.579419,13.740136,1.074618,1.262787,1.361333,1.338076,1.159443,159.451492,174.992706,175.693207,170.935547,165.446472,3.036631,G9
11111,0.007429,0.695679,14.779031,1.047285,1.206853,1.33998,1.340826,1.159624,156.939423,173.548355,173.992798,168.818237,164.833115,2.651221,G9
11111,0.008589,0.791347,11.713248,1.217972,1.308934,1.436707,1.390488,1.196891,160.515213,174.034134,176.175858,171.212189,166.561081,3.556464,G9
11111,1,-0.799085,1,0.999997,0,0,0,0,157.939636,116.752312,116.752312,116.752312,116.752312,1.899161,G9
11111,0.008053,0.850534,11.588235,1.247905,1.352915,1.45647,1.431388,1.293315,161.816162,175.978546,173.015305,168.582962,165.080215,3.914217,G9
11111,1,-0.788799,1,1.000001,0,0,0,0,158.935501,137.769104,137.769104,137.769104,137.769104,2.414654,G9
11111,0.008228,0.653589,11.072308,1.33949,1.335647,1.51667,1.479029,1.277968,153.579422,171.220642,172.619476,167.022858,161.291168,2.618071,G9
11111,0.008337,0.904786,10.192496,1.382982,1.337295,1.551566,1.540406,1.369454,156.853958,171.922501,172.539795,167.258636,161.931335,3.132445,G9
11111,0.008789,0.522232,16.426311,1.243544,1.592666,1.479567,1.313366,0,161.289032,176.33786,172.828476,167.542267,146.254669,3.590008,G9
0,1,-0.768864,1,0,0,0,0,0,0,0,0,0,0,0,G1
0,1,-0.616738,1,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,1,-0.553091,1,0,0,0,0,0,0,0,0,0,0,0,G1
0,1,-0.50255,1,0,0,0,0,0,0,0,0,0,0,0,G1
0,1,-0.617926,1,0,0,0,0,0,0,0,0,0,0,0,G1
0,1,-0.739105,1,0,0,0,0,0,0,0,0,0,0,0,G1
0,1,-0.698455,1,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
1101,0.01326,0.426401,19.429249,0,1.231878,1.262241,0,0.879664,0,137.589539,165.491531,0,139.746552,0,G0
1101,0.012111,0.588854,22.119347,0,1.213938,1.259384,0,0.978552,0,144.060455,173.66011,0,146.252029,0,G0
1101,0.011576,0.471281,22.894224,0,1.223794,1.256832,0,0.950819,0,147.897171,171.931229,0,153.66568,0,G0
1101,0.011578,0.58508,23.186516,0,1.295857,1.321249,0,0.995977,0,141.884567,172.789322,0,145.147034,0,G0
1101,0.013132,0.857719,19.955507,0,1.549778,1.569884,0,0.60851,0,129.621063,159.340668,0,157.472794,0,G0
1101,0.01185,0.270615,22.108004,0,1.221951,1.242878,0,0.906979,0,143.083313,172.259659,0,152.125031,0,G0
1101,0.011932,0.302741,22.267647,0,1.179179,1.158923,0,0.969525,0,167.66539,174.647568,0,169.756104,0,G0
1101,0.011733,0.347208,22.644402,0,1.218788,1.236561,0,0.961814,0,161.986633,177.714569,0,166.327347,0,G0
1101,0.012033,0.385278,21.962376,0,1.226584,1.255798,0,0.934295,0,146.546463,177.953003,0,152.492371,0,G0
1101,0.013269,0.543801,19.529358,0,1.31894,1.312376,0,0.900717,0,139.489548,165.725128,0,140.957748,0,G0
1000,1,-0.215154,1,0,0.999997,0,0,0,0,48.859921,0,0,0,0,G2
1000,1,0.795045,1,0,1.000006,0,0,0,0,124.367477,0,0,0,0,G2
1000,0,0,0,0,0,0,0,0,0,111.95285,0,0,0,0,G2
1000,0,0,0,0,0,0,0,0,0,81.93309,0,0,0,0,G2
1000,1,-0.186899,1,0,1.000004,0,0,0,0,69.507507,0,0,0,0,G2
1000,1,-0.122636,1,0,0.999998,0,0,0,0,69.701866,0,0,0,0,G2
1000,0.019961,0.024574,18.586517,0,1.390463,0,0,0,0,66.973549,0,0,0,0,G2
1000,0.019659,0.129716,18.952829,0,1.409498,0,0,0,0,68.05513,0,0,0,0,G2
1000,0.019598,0.138083,19.019991,0,1.402402,0,0,0,0,94.080872,0,0,0,0,G2
1000,0.019374,0.035481,20.502623,0,1.410377,0,0,0,0,48.285732,0,0,0,0,G2
1,1,-0.108901,1,0,0,0,0,1,0,0,0,0,171.664322,0,G3
1,1,0.483535,1,0,0,0,0,0.999993,0,0,0,0,165.615784,0,G3
1,1,0.313593,1,0,0,0,0,0.999995,0,0,0,0,171.766647,0,G3
1,1,0.147303,1,0,0,0,0,0.999996,0,0,0,0,171.608826,0,G3
1,1,0.40733,1,0,0,0,0,1.000003,0,0,0,0,171.026321,0,G3
1,1,0.261888,1,0,0,0,0,0.999998,0,0,0,0,170.609177,0,G3
1,0.01554,0.72652,43.806084,0,0,0,0,0.958515,0,0,0,0,162.612946,0,G3
1,1,0.20873,1,0,0,0,0,1,0,0,0,0,168.759064,0,G3
1,1,0.04827,1,0,0,0,0,0.999993,0,0,0,0,166.942734,0,G3
1,1,0.102806,1,0,0,0,0,0.999996,0,0,0,0,167.513641,0,G3
11000,0.012328,-0.373879,53.363533,1.044876,1.371887,0,0,0,123.108398,127.804382,0,0,0,1.225886,G4
11000,0.011536,-0.434245,55.445675,1.033141,1.32875,0,0,0,136.210159,138.401566,0,0,0,1.480442,G4
11000,0.011128,-0.413022,57.632858,1.035887,1.331885,0,0,0,130.734604,126.305679,0,0,0,1.364171,G4
11000,0.016534,-0.037151,18.210123,1.251108,1.613654,0,0,0,132.228668,130.718704,0,0,0,1.681572,G4
11000,0.017193,-0.000103,17.409941,1.24083,1.683763,0,0,0,120.209167,143.173737,0,0,0,1.307954,G4
11000,0.015802,-0.060346,18.754187,1.275016,1.635225,0,0,0,114.908333,141.555405,0,0,0,1.213791,G4
11000,0.015629,-0.033475,19.466267,1.28149,1.620566,0,0,0,132.090958,154.048996,0,0,0,1.6922,G4
11000,0.015646,-0.013315,19.616816,1.297518,1.662786,0,0,0,115.810112,137.619339,0,0,0,1.249614,G4
11000,0.012082,-0.447857,53.907883,1.055297,1.348256,0,0,0,136.935532,141.645401,0,0,0,1.54044,G4
11000,0.01208,-0.45698,54.080479,1.05845,1.351984,0,0,0,138.435791,145.068253,0,0,0,1.591134,G4
1100,0.0152,0.264451,35.383423,0,1.075698,1.07374,0,0,0,157.298141,151.47937,0,0,0,G5
1100,0.015219,0.30508,35.510876,0,1.043374,1.082661,0,0,0,161.109604,162.240845,0,0,0,G5
1100,0.014849,0.161662,36.217762,0,1.0362,1.077833,0,0,0,155.217468,161.949905,0,0,0,G5
1100,0.011702,1.997881,28.439514,0,2.48581,2.645688,0,0,0,141.009811,172.37114,0,0,0,G5
1100,0.015345,0.207566,35.175339,0,1.021521,1.085006,0,0,0,162.550568,164.515289,0,0,0,G5
1100,0.015076,0.263061,36.02306,0,1.035018,1.089704,0,0,0,167.017761,168.560501,0,0,0,G5
1100,0.015137,0.295778,35.848511,0,1.045831,1.087224,0,0,0,160.789627,160.651489,0,0,0,G5
1100,0.015417,0.302774,35.379021,0,1.072834,1.091221,0,0,0,155.125366,156.202133,0,0,0,G5
1100,0.015915,0.291047,33.79295,0,1.047691,1.07664,0,0,0,157.062805,157.414474,0,0,0,G5
1100,0.01531,0.345031,35.247337,0,1.062924,1.079592,0,0,0,155.830521,148.050812,0,0,0,G5
1110,0.016703,0.054545,15.573933,0,1.039738,1.102574,0.968234,0,0,162.40625,177.350327,160.028183,0,0,G6
1110,0.018297,0.341613,14.413544,0,1.289743,1.354535,0.600769,0,0,159.886642,176.202621,159.057236,0,0,G6
1110,0.014526,0.183539,17.945267,0,1.053252,1.096192,1.002217,0,0,154.972549,177.50769,153.820938,0,0,G6
1110,0.015055,0.132188,17.476412,0,1.104144,1.13758,0.98187,0,0,153.533035,176.96228,155.902496,0,0,G6
1110,0.01664,0.299692,15.826111,0,1.061707,1.123517,1.003842,0,0,164.910446,175.305054,158.253128,0,0,G6
1110,0.016096,0.177524,16.318581,0,1.039276,1.114566,1.001763,0,0,156.659332,174.431229,159.132797,0,0,G6
1110,0.016718,0.124065,15.603787,0,1.032271,1.097488,0.996239,0,0,165.980728,178.975113,167.706619,0,0,G6
1110,0.016642,0.15952,15.716647,0,1.040026,1.105346,0.986661,0,0,166.905579,177.663925,169.824829,0,0,G6
1110,0.016364,0.093541,16.018442,0,1.030374,1.105451,0.998874,0,0,167.622284,178.443542,168.931641,0,0,G6
1110,0.016364,0.025135,16.020119,0,1.016862,1.106096,0.989152,0,0,169.025162,178.344711,167.502808,0,0,G6
10001,0.009295,1.095423,80.422737,1.48451,0,0,0,1.49518,89.516724,0,0,0,89.543671,1.011761,G7
10001,0.010929,1.109315,41.267994,1.559991,0,0,0,0.991848,109.851532,0,0,0,138.285965,1.229554,G7
10001,0.010705,0.911542,40.350845,1.528112,0,0,0,1.00054,122.52356,0,0,0,149.83226,1.618637,G7
10001,0.010597,0.83926,74.734032,1.426544,0,0,0,1.593801,144.159943,0,0,0,147.573868,2.434556,G7
10001,0.010411,1.004514,76.033142,1.483248,0,0,0,1.586852,144.15802,0,0,0,142.55423,2.527049,G7
10001,0.010765,0.944776,40.558052,1.558043,0,0,0,0.992799,113.6362,0,0,0,142.817612,1.356734,G7
10001,0.01063,1.053624,26.645836,1.539908,0,0,0,1.049828,116.994324,0,0,0,154.234924,1.531411,G7
10001,0.012277,1.353392,26.544914,1.785498,0,0,0,1.063711,86.270149,0,0,0,73.566414,0.710862,G7
10001,0.012637,1.458554,27.584511,1.8943,0,0,0,1.034967,96.252411,0,0,0,115.578766,1.005833,G7
10001,0.012722,1.367796,26.861992,1.846189,0,0,0,1.083256,62.188419,0,0,0,24.563068,0.214614,G7
11001,0.014992,1.775124,17.067598,2.000286,2.868088,0,0,2.240181,131.880173,155.757553,0,0,142.389297,2.618955,G8
11001,0.014084,0.288527,40.308922,1.181476,0.970399,0,0,0,176.51709,149.82019,0,0,117.965179,2.265623,G8
11001,0.010925,0.32148,25.895041,1.08657,1.429004,0,0,1.213702,153.720856,177.791595,0,0,154.311493,2.406044,G8
11001,0.011431,0.155239,24.940514,1.07441,1.459263,0,0,1.144318,143.850189,179.438721,0,0,142.884216,1.811319,G8
11001,0.011112,0.274512,25.743473,1.064701,1.444367,0,0,1.169844,141.700806,179.223923,0,0,139.17041,1.712801,G8
11001,0.011275,0.31914,25.42441,1.079627,1.438079,0,0,1.13037,128.657257,175.82991,0,0,126.06456,1.375134,G8
11001,0.011513,0.479261,24.691273,1.028129,1.474874,0,0,1.198355,122.116074,157.150238,0,0,118.952278,1.172054,G8
11001,0.01142,0.500359,24.97603,1.024393,1.477353,0,0,1.210169,147.015656,173.247665,0,0,142.935913,1.856683,G8
11001,0.012065,0.446692,17.722002,1.139236,1.58053,0,0,0.867405,159.412155,176.559464,0,0,171.015945,3.146877,G8
11001,0.016023,2.231167,18.097288,2.261702,3.207307,0,0,2.541826,151.090042,169.06192,0,0,157.355667,4.657246,G8
11111,0.009365,0.912641,10.475904,0.987534,1.232345,1.450273,1.37026,1.241736,160.107834,174.631195,175.848938,169.01709,160.712158,2.886926,G9
11111,0.009064,0.795213,10.736491,0.980029,1.238618,1.403978,1.339413,1.234226,155.288025,173.037949,174.72496,166.217316,155.481995,2.330731,G9
11111,0.00898,0.66777,10.215485,1.012862,1.358075,1.392547,1.319458,1.194364,156.376144,170.923889,178.034958,170.251404,160.49585,2.448194,G9
11111,0.009104,0.777736,10.836102,0.963031,1.214734,1.409902,1.352957,1.209856,160.238403,176.249603,174.238602,167.391861,160.448593,2.848297,G9
11111,0.0092,0.782084,10.868353,0.994655,1.250605,1.382166,1.337317,1.207755,161.846405,174.749695,177.053833,170.403946,163.688889,3.191601,G9
11111,0.0099,0.792103,9.782095,1.013144,1.311636,1.397076,1.348434,1.1699,157.581375,173.405853,175.455627,167.736404,160.304428,2.628631,G9
11111,0.009947,0.642047,10.083056,1.022283,1.340071,1.405765,1.300771,1.113184,151.80928,169.919113,177.022842,167.159164,158.034683,2.091589,G9
11111,0.010154,-0.196212,25.220232,0.856836,1.26107,1.239719,0,0,159.835266,172.978333,163.220871,128.067398,128.067398,2.244422,G9
11111,0.010568,0.671083,25.929398,1.120799,1.566854,1.446449,0,0,165.539612,179.283447,164.180954,140.551788,140.551788,4.39732,G9
11111,0.009201,0.730756,10.531284,0.97992,1.245702,1.405805,1.372911,1.222945,160.455063,175.313614,175.767273,169.007629,161.499741,2.917695,G9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,1,0.734957,1,0,0,0,0,0,0,0,0,0,0,0,G1
0,0.084103,0.581342,5.416896,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,1,-0.667931,1,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
1101,0.012041,0.861251,4.915854,0,1.957854,2.010384,0,1.364175,0,142.332962,156.281662,0,176.483307,0,G0
1101,0.013015,0.461436,19.595537,0,1.224617,1.244116,0,0.864754,0,160.787567,176.201752,0,164.689804,0,G0
1101,0.013016,0.41388,19.243837,0,1.229299,1.240213,0,0.836934,0,165.657059,177.942795,0,168.724884,0,G0
1101,0.02434,1.781367,7.804761,0,4.023008,4.10746,0,3.410824,0,150.5522,166.814194,0,173.651367,0,G0
1101,0.012943,0.36219,19.793972,0,1.190412,1.207986,0,0.880788,0,145.580276,172.613708,0,153.259186,0,G0
1101,0.01283,0.457707,20.028419,0,1.208405,1.229555,0,0.881295,0,147.211563,176.082993,0,150.05191,0,G0
1101,0.013519,0.568438,19.043934,0,1.226237,1.254268,0,0.87878,0,160.27478,173.541443,0,159.658691,0,G0
1101,0.023369,-0.014742,22.023912,0,1.026995,1.029347,0,0,0,169.804062,172.109787,0,118.577271,0,G0
1101,0.012594,0.961435,1.973912,0,2.166436,2.158539,0,1.457891,0,156.990738,168.490891,0,171.412415,0,G0
1101,0.012185,0.910031,4.449722,0,2.065204,2.078488,0,1.363215,0,157.996826,168.456482,0,173.448929,0,G0
1000,1,-0.303567,1,0,1.000004,0,0,0,0,76.631912,0,0,0,0,G2
1000,0,0,0,0,0,0,0,0,0,89.042931,0,0,0,0,G2
1000,0,0,0,0,0,0,0,0,0,80.755898,0,0,0,0,G2
1000,0,0,0,0,0,0,0,0,0,69.18438,0,0,0,0,G2
1000,1,-0.315823,1,0,0.999996,0,0,0,0,71.548866,0,0,0,0,G2
1000,1,-0.111525,1,0,1.000002,0,0,0,0,71.709641,0,0,0,0,G2
1000,1,-0.210051,1,0,1.000004,0,0,0,0,103.47081,0,0,0,0,G2
1000,0,0,0,0,0,0,0,0,0,91.103645,0,0,0,0,G2
1000,1,-0.267906,1,0,1.000001,0,0,0,0,71.640854,0,0,0,0,G2
1000,1,-0.291259,1,0,1.000002,0,0,0,0,88.540672,0,0,0,0,G2
1,0.021951,0.488662,49.595951,0,0,0,0,1.767377,0,0,0,0,166.237671,0,G3
1,0,0,0,0,0,0,0,0,0,0,0,0,129.491425,0,G3
1,0.016166,0.822483,53.400436,0,0,0,0,2.123707,0,0,0,0,144.016495,0,G3
1,1,0.211315,1,0,0,0,0,0.999996,0,0,0,0,158.374939,0,G3
1,1,0.257286,1,0,0,0,0,1,0,0,0,0,171.498672,0,G3
1,1,0.294008,1,0,0,0,0,0.999998,0,0,0,0,170.657898,0,G3
1,1,0.213918,1,0,0,0,0,1,0,0,0,0,175.978775,0,G3
1,1,0.220521,1,0,0,0,0,1.000006,0,0,0,0,175.711761,0,G3
1,1,0.164169,1,0,0,0,0,1.000002,0,0,0,0,173.301636,0,G3
1,1,0.15234,1,0,0,0,0,0.999999,0,0,0,0,173.116989,0,G3
11000,0.012878,-0.174105,50.252277,1.044579,1.342763,0,0,0,150.429321,146.845932,0,0,0,1.92091,G4
11000,0.01306,-0.122953,48.429398,1.02026,1.317112,0,0,0,151.068497,151.967392,0,0,0,1.920436,G4
11000,0.01925,0.18846,14.786871,1.321736,1.651423,0,0,0,149.284546,162.463028,0,0,0,2.536567,G4
11000,0.012842,-0.164602,50.12207,1.062853,1.324382,0,0,0,148.854691,155.270782,0,0,0,1.971869,G4
11000,1,-0.94572,1,0.999999,0,0,0,0,164.039963,121.562927,0,0,0,2.732039,G4
11000,0.012948,-0.150126,49.292255,1.073794,1.305825,0,0,0,156.950668,157.529922,0,0,0,2.382105,G4
11000,1,-0.98293,1,1,0,0,0,0,160.305389,123.231895,0,0,0,2.472052,G4
11000,0.022598,-0.008154,77.524254,2.426124,3.016753,0,0,0,159.547836,145.906097,0,0,0,5.081109,G4
11000,0.012736,-0.180848,50.425652,1.064021,1.320108,0,0,0,149.536087,149.475662,0,0,0,1.956647,G4
