@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R1,3,4,18-22'

@attribute numFingers numeric
@attribute ratio numeric
@attribute Max_X numeric
@attribute fingertipElevation_f2 numeric
@attribute fingertipElevation_f3 numeric
@attribute fingertipElevation_f4 numeric
@attribute fingertipElevation_f5 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
3,0.013074,0.24501,2.963516,2.827507,0,0,G6
2,0.010995,0.13836,2.306137,0,0,0,G7
2,0.018794,-0.164355,1.75715,0,0,0,G7
1,1,-0.624042,0,0,0,0,G7
3,0.011389,0.329231,2.023843,2.321926,0,0,G7
3,0.011811,0.38034,1.875043,2.157629,0,0,G7
4,0.013733,0.793739,4.073871,4.702125,1.875468,0,G7
2,0.011211,0.29787,2.696643,0,0,0,G7
4,0.025956,3.005895,12.381773,6.060918,3.987506,0,G7
4,0.027612,1.964791,4.264287,7.81752,1.955696,0,G7
3,0.015468,2.029247,6.370481,1.248434,0,0,G7
3,0.014554,0.470137,3.189894,2.539773,0,0,G8
2,0.016555,-0.328652,2.908525,0,0,0,G8
3,0.013906,0.308704,3.310952,2.756505,0,0,G8
4,0.040954,4.830279,16.406713,14.285071,2.789194,0,G8
3,0.0143,0.317377,2.93282,2.30768,0,0,G8
3,0.0143,0.478468,3.216164,2.59698,0,0,G8
3,0.013716,0.378964,4.019603,3.459401,0,0,G8
3,0.013726,0.325927,5.407362,4.905256,0,0,G8
3,0.014045,0.254995,4.469506,3.892395,0,0,G8
3,0.01463,0.253362,3.858044,3.208477,0,0,G8
5,0.009553,0.985754,3.583256,3.591082,3.476862,2.806365,G9
5,0.010038,0.842018,2.19238,2.324479,2.169836,1.536889,G9
5,0.010154,1.16038,3.13889,3.205146,3.083863,2.320241,G9
4,0.01013,1.081631,5.136301,5.129916,4.419653,0,G9
4,0.010769,0.925269,4.039729,4.006492,3.576392,0,G9
4,0.010833,0.821203,2.401072,2.326977,1.889486,0,G9
5,0.009926,0.964381,2.764143,2.869909,2.733367,2.075783,G9
5,0.009939,0.810025,2.336564,2.509696,2.377496,1.753782,G9
5,0.010001,0.666753,2.628773,2.724137,2.545563,1.978785,G9
5,0.009463,0.702865,3.385308,3.56586,3.432508,2.926412,G9
1,1,-0.728452,0,0,0,0,G1
1,1,-0.672955,0,0,0,0,G1
1,1,-0.720727,0,0,0,0,G1
1,1,-0.701598,0,0,0,0,G1
1,1,-0.693084,0,0,0,0,G1
1,1,-0.762485,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
1,1,-0.698562,0,0,0,0,G1
3,0.009691,0.726182,3.448358,3.020074,0,0,G0
3,0.010008,0.792688,4.727411,4.205803,0,0,G0
3,0.009704,0.809091,4.012097,3.487435,0,0,G0
3,0.0098,0.838553,3.325052,2.7981,0,0,G0
3,0.009855,0.655823,3.389153,2.988763,0,0,G0
3,0.009939,0.86205,4.445772,3.949125,0,0,G0
3,0.010025,0.956434,3.977086,3.516061,0,0,G0
3,0.010064,0.955239,2.908622,2.460076,0,0,G0
4,0.011507,1.007363,3.323933,2.592962,2.944596,0,G0
3,0.009828,0.734132,3.381718,2.946951,0,0,G0
1,1,-0.357227,0,0,0,0,G2
1,1,-0.078084,0,0,0,0,G2
1,1,-0.18588,0,0,0,0,G2
1,1,-0.085474,0,0,0,0,G2
1,1,-0.179387,0,0,0,0,G2
1,1,-0.199327,0,0,0,0,G2
1,1,-0.255902,0,0,0,0,G2
1,1,-0.244464,0,0,0,0,G2
1,1,-0.125303,0,0,0,0,G2
1,1,-0.239968,0,0,0,0,G2
1,1,0.443697,0,0,0,0,G3
2,0.027471,0.86226,2.107758,0,0,0,G3
2,0.027034,0.750588,1.22534,0,0,0,G3
2,0.027406,0.893559,2.511358,0,0,0,G3
1,1,0.517816,0,0,0,0,G3
1,1,0.492226,0,0,0,0,G3
1,1,0.483866,0,0,0,0,G3
2,0.032967,0.967046,3.886456,0,0,0,G3
1,1,0.502763,0,0,0,0,G3
1,1,0.51584,0,0,0,0,G3
3,0.017313,0.00827,2.010482,1.050212,0,0,G4
2,0.012781,-0.44694,0.501815,0,0,0,G4
2,0.011889,-0.455291,1.475883,0,0,0,G4
3,0.016734,-0.073055,2.571226,1.619933,0,0,G4
3,0.01771,0.004683,2.580039,1.546137,0,0,G4
3,0.017813,0.010504,2.688617,1.643467,0,0,G4
3,0.017429,0.036607,2.891256,1.884853,0,0,G4
3,0.017021,-0.058973,2.984541,2.01054,0,0,G4
3,0.017078,-0.015395,2.168492,1.223954,0,0,G4
2,0.011987,-0.220726,1.356099,0,0,0,G4
2,0.019279,0.189658,1.161095,0,0,0,G5
2,0.019031,0.319402,2.218372,0,0,0,G5
2,0.018852,0.259142,2.080377,0,0,0,G5
2,0.018789,0.100846,1.983265,0,0,0,G5
2,0.019128,0.283289,2.115077,0,0,0,G5
2,0.018975,0.220504,1.495915,0,0,0,G5
2,0.018805,0.07513,1.474883,0,0,0,G5
2,0.018422,-0.022152,1.459107,0,0,0,G5
2,0.019224,0.04532,2.012777,0,0,0,G5
2,0.018755,0.025468,1.746467,0,0,0,G5
3,0.015212,0.322959,2.290388,2.118141,0,0,G6
3,0.015099,0.248405,2.394208,2.207506,0,0,G6
3,0.015395,0.340859,2.46392,2.269868,0,0,G6
3,0.015289,0.420885,2.451472,2.276577,0,0,G6
3,0.015566,0.329623,1.921484,1.724274,0,0,G6
3,0.015577,0.270949,2.067434,1.880118,0,0,G6
3,0.015452,0.288639,2.418892,2.241728,0,0,G6
3,0.015818,0.044501,2.589725,2.409889,0,0,G6
3,0.01405,0.239615,3.280604,3.168819,0,0,G6
3,0.014772,0.244437,2.632466,2.473182,0,0,G6
2,0.011602,1.347333,1.555722,0,0,0,G7
2,0.010613,1.202937,2.365039,0,0,0,G7
2,0.010653,1.145428,1.97073,0,0,0,G7
2,0.010793,1.153348,2.128826,0,0,0,G7
2,0.010667,1.182747,1.972337,0,0,0,G7
2,0.010679,1.150035,2.00705,0,0,0,G7
2,0.010435,0.951274,2.972112,0,0,0,G7
2,0.010907,0.945516,1.454624,0,0,0,G7
2,0.012078,0.999471,0.499218,0,0,0,G7
2,0.012448,1.297328,0.523019,0,0,0,G7
3,0.009312,0.544992,4.243196,3.681748,0,0,G8
3,0.009687,0.811194,3.741098,3.097004,0,0,G8
4,0.010678,0.873147,3.033857,1.957484,2.350348,0,G8
4,0.010698,0.921665,4.182112,3.096088,3.552491,0,G8
3,0.009731,0.690302,1.962115,1.304427,0,0,G8
3,0.009711,0.828407,2.103075,1.433966,0,0,G8
3,0.009788,0.923193,3.676888,3.039683,0,0,G8
3,0.009503,0.495076,3.210921,2.6298,0,0,G8
3,0.009626,0.376799,2.302745,1.664755,0,0,G8
4,0.010783,0.352291,1.576943,0.613251,1.059939,0,G8
5,0.008834,1.282685,1.850322,2.028571,1.907771,1.27657,G9
5,0.0082,1.095357,3.41393,3.611273,3.501278,2.952716,G9
5,0.007958,1.047545,3.542961,3.685598,3.565313,3.045263,G9
5,0.008063,1.152834,3.550491,3.67174,3.587299,3.055944,G9
5,0.008047,0.9195,3.46041,3.578918,3.489384,2.952679,G9
5,0.008023,0.735712,2.961399,3.087937,3.00403,2.48096,G9
5,0.008293,0.897672,1.99697,2.14448,2.011722,1.46829,G9
5,0.008237,1.009016,2.618608,2.739181,2.630876,2.055403,G9
5,0.008358,1.13926,3.669908,3.816625,3.714485,3.154437,G9
5,0.008271,1.177129,2.263813,2.351481,2.220672,1.65872,G9
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
3,0.012631,0.493973,2.771589,2.434547,0,0,G0
3,0.012653,0.707169,1.961989,1.473321,0,0,G0
3,0.012625,0.405435,2.342911,1.965872,0,0,G0
3,0.012654,0.807531,2.759218,2.066185,0,0,G0
3,0.01246,0.639225,2.928436,2.506925,0,0,G0
2,0.026022,-0.38578,2.023987,0,0,0,G0
3,0.012846,0.334742,2.16077,1.64098,0,0,G0
3,0.012614,0.587771,2.161285,1.620225,0,0,G0
3,0.01251,0.771776,2.558391,2.006091,0,0,G0
3,0.012624,0.809268,2.713761,2.120425,0,0,G0
1,1,-0.446635,0,0,0,0,G2
0,0,0,0,0,0,0,G2
1,1,-0.63726,0,0,0,0,G2
1,1,-0.562339,0,0,0,0,G2
1,1,-0.023712,0,0,0,0,G2
1,1,-0.295672,0,0,0,0,G2
1,1,-0.329493,0,0,0,0,G2
1,1,-0.377284,0,0,0,0,G2
1,1,-0.260873,0,0,0,0,G2
1,1,-0.251762,0,0,0,0,G2
0,0,0,0,0,0,0,G3
2,0.016718,1.007043,0.541037,0,0,0,G3
0,0,0,0,0,0,0,G3
0,0,0,0,0,0,0,G3
1,1,0.398717,0,0,0,0,G3
0,0,0,0,0,0,0,G3
1,1,0.496599,0,0,0,0,G3
1,1,0.473024,0,0,0,0,G3
1,1,0.490308,0,0,0,0,G3
0,0,0,0,0,0,0,G3
1,1,-0.49783,0,0,0,0,G4
2,0.014298,0.265145,2.826909,0,0,0,G4
2,0.017128,0.150528,0.587854,0,0,0,G4
2,0.013906,0.479933,0.578001,0,0,0,G4
2,0.016069,0.540778,0.526616,0,0,0,G4
2,0.013521,0.402733,2.143939,0,0,0,G4
2,0.011151,-0.211578,2.881587,0,0,0,G4
2,0.012976,0.20852,2.4291,0,0,0,G4
2,0.013781,0.6976,1.16707,0,0,0,G4
1,1,0.446533,0,0,0,0,G4
2,0.024069,0.317808,1.02083,0,0,0,G5
2,0.021582,0.21086,1.610657,0,0,0,G5
2,0.020918,0.354287,1.640749,0,0,0,G5
0,0,0,0,0,0,0,G5
2,0.02335,0.01223,1.738286,0,0,0,G5
2,0.023011,0.229529,1.997056,0,0,0,G5
2,0.023433,0.26645,1.439554,0,0,0,G5
3,0.03708,0.800136,1.234775,2.711801,0,0,G5
0,0,0,0,0,0,0,G5
0,0,0,0,0,0,0,G5
2,0.029199,-0.043368,1.466297,0,0,0,G6
3,0.019888,0.511672,2.312101,2.157485,0,0,G6
1,1,-0.489108,0,0,0,0,G6
3,0.019445,0.481586,2.461677,2.198257,0,0,G6
3,0.019722,0.43352,2.052802,1.807447,0,0,G6
2,0.024261,0.508264,1.033499,0,0,0,G6
3,0.021595,0.622914,2.702308,2.228577,0,0,G6
1,1,0.004846,0,0,0,0,G6
1,1,-0.563037,0,0,0,0,G6
3,0.020074,0.184303,2.541336,2.300484,0,0,G6
2,0.016136,1.172664,0.189126,0,0,0,G7
2,0.012156,1.219794,0.641166,0,0,0,G7
0,0,0,0,0,0,0,G7
1,1,-0.152401,0,0,0,0,G7
2,0.010072,1.045063,0.181889,0,0,0,G7
2,0.010905,1.187844,0.500134,0,0,0,G7
0,0,0,0,0,0,0,G7
2,0.010467,1.172019,0.790985,0,0,0,G7
2,0.010653,1.116929,0.400748,0,0,0,G7
2,0.01051,1.323805,0.246611,0,0,0,G7
3,0.010541,0.89502,4.201895,3.589105,0,0,G8
3,0.011822,0.857352,5.474811,4.758352,0,0,G8
2,0.015422,-0.245824,3.744194,0,0,0,G8
2,0.017883,-0.206555,2.773104,0,0,0,G8
3,0.011711,0.644384,3.88082,3.13008,0,0,G8
3,0.011191,0.731228,4.55499,3.808392,0,0,G8
3,0.011619,1.015224,6.948523,6.150044,0,0,G8
2,0.015418,0.221916,5.623022,0,0,0,G8
3,0.010716,0.887352,6.914099,6.290797,0,0,G8
3,0.011375,1.033524,6.020041,5.137407,0,0,G8
5,0.009301,1.074907,3.467142,3.42099,3.247894,2.651787,G9
5,0.010669,1.392195,4.331477,4.479289,4.214166,3.448234,G9
5,0.009081,0.94556,3.084621,3.221116,3.054302,2.562638,G9
5,0.009167,0.939469,5.105647,5.120188,4.926242,4.246762,G9
5,0.009374,0.943199,1.97503,2.01991,1.812495,1.255303,G9
4,0.010555,0.896367,2.098935,2.041083,1.80605,0,G9
5,0.009925,0.667916,4.696747,4.803766,4.735086,4.276867,G9
5,0.009157,0.58002,7.086591,7.203006,7.151492,6.706867,G9
5,0.009493,1.052728,6.340759,6.365201,6.127171,5.617724,G9
5,0.009193,0.936526,4.566732,4.599581,4.503874,3.978602,G9
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
1,1,0.556589,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
3,0.011755,0.598957,1.679687,1.332674,0,0,G0
3,0.012031,0.553095,2.505263,2.023229,0,0,G0
3,0.012075,0.616175,2.666659,2.159433,0,0,G0
3,0.011871,0.612207,2.285386,1.775265,0,0,G0
3,0.012626,0.463449,2.021174,1.665006,0,0,G0
3,0.011668,0.705224,2.424119,1.833871,0,0,G0
3,0.011908,0.483673,1.869291,1.527964,0,0,G0
3,0.012328,0.628469,2.244421,1.813531,0,0,G0
3,0.012007,0.528844,1.925906,1.527198,0,0,G0
3,0.011619,0.721161,2.235826,1.758586,0,0,G0
0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,G2
1,1,0.467396,0,0,0,0,G3
