@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R3,12-17,22'

@attribute ratio numeric
@attribute fingertipAngles_f1 numeric
@attribute fingertipAngles_f2 numeric
@attribute fingertipAngles_f3 numeric
@attribute fingertipAngles_f4 numeric
@attribute fingertipAngles_f5 numeric
@attribute fingertipElevation_f1 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
0.008053,161.816162,175.978546,173.015305,168.582962,165.080215,3.914217,G9
1,158.935501,137.769104,137.769104,137.769104,137.769104,2.414654,G9
0.008228,153.579422,171.220642,172.619476,167.022858,161.291168,2.618071,G9
0.008337,156.853958,171.922501,172.539795,167.258636,161.931335,3.132445,G9
0.008789,161.289032,176.33786,172.828476,167.542267,146.254669,3.590008,G9
1,0,0,0,0,0,0,G1
1,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
1,0,0,0,0,0,0,G1
1,0,0,0,0,0,0,G1
1,0,0,0,0,0,0,G1
1,0,0,0,0,0,0,G1
1,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0.01326,0,137.589539,165.491531,0,139.746552,0,G0
0.012111,0,144.060455,173.66011,0,146.252029,0,G0
0.011576,0,147.897171,171.931229,0,153.66568,0,G0
0.011578,0,141.884567,172.789322,0,145.147034,0,G0
0.013132,0,129.621063,159.340668,0,157.472794,0,G0
0.01185,0,143.083313,172.259659,0,152.125031,0,G0
0.011932,0,167.66539,174.647568,0,169.756104,0,G0
0.011733,0,161.986633,177.714569,0,166.327347,0,G0
0.012033,0,146.546463,177.953003,0,152.492371,0,G0
0.013269,0,139.489548,165.725128,0,140.957748,0,G0
1,0,48.859921,0,0,0,0,G2
1,0,124.367477,0,0,0,0,G2
0,0,111.95285,0,0,0,0,G2
0,0,81.93309,0,0,0,0,G2
1,0,69.507507,0,0,0,0,G2
1,0,69.701866,0,0,0,0,G2
0.019961,0,66.973549,0,0,0,0,G2
0.019659,0,68.05513,0,0,0,0,G2
0.019598,0,94.080872,0,0,0,0,G2
0.019374,0,48.285732,0,0,0,0,G2
1,0,0,0,0,171.664322,0,G3
1,0,0,0,0,165.615784,0,G3
1,0,0,0,0,171.766647,0,G3
1,0,0,0,0,171.608826,0,G3
1,0,0,0,0,171.026321,0,G3
1,0,0,0,0,170.609177,0,G3
0.01554,0,0,0,0,162.612946,0,G3
1,0,0,0,0,168.759064,0,G3
1,0,0,0,0,166.942734,0,G3
1,0,0,0,0,167.513641,0,G3
0.012328,123.108398,127.804382,0,0,0,1.225886,G4
0.011536,136.210159,138.401566,0,0,0,1.480442,G4
0.011128,130.734604,126.305679,0,0,0,1.364171,G4
0.016534,132.228668,130.718704,0,0,0,1.681572,G4
0.017193,120.209167,143.173737,0,0,0,1.307954,G4
0.015802,114.908333,141.555405,0,0,0,1.213791,G4
0.015629,132.090958,154.048996,0,0,0,1.6922,G4
0.015646,115.810112,137.619339,0,0,0,1.249614,G4
0.012082,136.935532,141.645401,0,0,0,1.54044,G4
0.01208,138.435791,145.068253,0,0,0,1.591134,G4
0.0152,0,157.298141,151.47937,0,0,0,G5
0.015219,0,161.109604,162.240845,0,0,0,G5
0.014849,0,155.217468,161.949905,0,0,0,G5
0.011702,0,141.009811,172.37114,0,0,0,G5
0.015345,0,162.550568,164.515289,0,0,0,G5
0.015076,0,167.017761,168.560501,0,0,0,G5
0.015137,0,160.789627,160.651489,0,0,0,G5
0.015417,0,155.125366,156.202133,0,0,0,G5
0.015915,0,157.062805,157.414474,0,0,0,G5
0.01531,0,155.830521,148.050812,0,0,0,G5
0.016703,0,162.40625,177.350327,160.028183,0,0,G6
0.018297,0,159.886642,176.202621,159.057236,0,0,G6
0.014526,0,154.972549,177.50769,153.820938,0,0,G6
0.015055,0,153.533035,176.96228,155.902496,0,0,G6
0.01664,0,164.910446,175.305054,158.253128,0,0,G6
0.016096,0,156.659332,174.431229,159.132797,0,0,G6
0.016718,0,165.980728,178.975113,167.706619,0,0,G6
0.016642,0,166.905579,177.663925,169.824829,0,0,G6
0.016364,0,167.622284,178.443542,168.931641,0,0,G6
0.016364,0,169.025162,178.344711,167.502808,0,0,G6
0.009295,89.516724,0,0,0,89.543671,1.011761,G7
0.010929,109.851532,0,0,0,138.285965,1.229554,G7
0.010705,122.52356,0,0,0,149.83226,1.618637,G7
0.010597,144.159943,0,0,0,147.573868,2.434556,G7
0.010411,144.15802,0,0,0,142.55423,2.527049,G7
0.010765,113.6362,0,0,0,142.817612,1.356734,G7
0.01063,116.994324,0,0,0,154.234924,1.531411,G7
0.012277,86.270149,0,0,0,73.566414,0.710862,G7
0.012637,96.252411,0,0,0,115.578766,1.005833,G7
0.012722,62.188419,0,0,0,24.563068,0.214614,G7
0.014992,131.880173,155.757553,0,0,142.389297,2.618955,G8
0.014084,176.51709,149.82019,0,0,117.965179,2.265623,G8
0.010925,153.720856,177.791595,0,0,154.311493,2.406044,G8
0.011431,143.850189,179.438721,0,0,142.884216,1.811319,G8
0.011112,141.700806,179.223923,0,0,139.17041,1.712801,G8
0.011275,128.657257,175.82991,0,0,126.06456,1.375134,G8
0.011513,122.116074,157.150238,0,0,118.952278,1.172054,G8
0.01142,147.015656,173.247665,0,0,142.935913,1.856683,G8
0.012065,159.412155,176.559464,0,0,171.015945,3.146877,G8
0.016023,151.090042,169.06192,0,0,157.355667,4.657246,G8
0.009365,160.107834,174.631195,175.848938,169.01709,160.712158,2.886926,G9
0.009064,155.288025,173.037949,174.72496,166.217316,155.481995,2.330731,G9
0.00898,156.376144,170.923889,178.034958,170.251404,160.49585,2.448194,G9
0.009104,160.238403,176.249603,174.238602,167.391861,160.448593,2.848297,G9
0.0092,161.846405,174.749695,177.053833,170.403946,163.688889,3.191601,G9
0.0099,157.581375,173.405853,175.455627,167.736404,160.304428,2.628631,G9
0.009947,151.80928,169.919113,177.022842,167.159164,158.034683,2.091589,G9
0.010154,159.835266,172.978333,163.220871,128.067398,128.067398,2.244422,G9
0.010568,165.539612,179.283447,164.180954,140.551788,140.551788,4.39732,G9
0.009201,160.455063,175.313614,175.767273,169.007629,161.499741,2.917695,G9
0,0,0,0,0,0,0,G1
1,0,0,0,0,0,0,G1
0.084103,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
1,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0.012041,0,142.332962,156.281662,0,176.483307,0,G0
0.013015,0,160.787567,176.201752,0,164.689804,0,G0
0.013016,0,165.657059,177.942795,0,168.724884,0,G0
0.02434,0,150.5522,166.814194,0,173.651367,0,G0
0.012943,0,145.580276,172.613708,0,153.259186,0,G0
0.01283,0,147.211563,176.082993,0,150.05191,0,G0
0.013519,0,160.27478,173.541443,0,159.658691,0,G0
0.023369,0,169.804062,172.109787,0,118.577271,0,G0
0.012594,0,156.990738,168.490891,0,171.412415,0,G0
0.012185,0,157.996826,168.456482,0,173.448929,0,G0
1,0,76.631912,0,0,0,0,G2
0,0,89.042931,0,0,0,0,G2
0,0,80.755898,0,0,0,0,G2
0,0,69.18438,0,0,0,0,G2
1,0,71.548866,0,0,0,0,G2
1,0,71.709641,0,0,0,0,G2
1,0,103.47081,0,0,0,0,G2
0,0,91.103645,0,0,0,0,G2
1,0,71.640854,0,0,0,0,G2
1,0,88.540672,0,0,0,0,G2
0.021951,0,0,0,0,166.237671,0,G3
0,0,0,0,0,129.491425,0,G3
0.016166,0,0,0,0,144.016495,0,G3
1,0,0,0,0,158.374939,0,G3
1,0,0,0,0,171.498672,0,G3
1,0,0,0,0,170.657898,0,G3
1,0,0,0,0,175.978775,0,G3
1,0,0,0,0,175.711761,0,G3
1,0,0,0,0,173.301636,0,G3
1,0,0,0,0,173.116989,0,G3
0.012878,150.429321,146.845932,0,0,0,1.92091,G4
0.01306,151.068497,151.967392,0,0,0,1.920436,G4
0.01925,149.284546,162.463028,0,0,0,2.536567,G4
0.012842,148.854691,155.270782,0,0,0,1.971869,G4
1,164.039963,121.562927,0,0,0,2.732039,G4
0.012948,156.950668,157.529922,0,0,0,2.382105,G4
1,160.305389,123.231895,0,0,0,2.472052,G4
0.022598,159.547836,145.906097,0,0,0,5.081109,G4
0.012736,149.536087,149.475662,0,0,0,1.956647,G4
0.024596,149.248337,151.168625,0,0,0,4.982361,G4
0.038341,0,159.585892,140.582916,0,0,0,G5
0.012941,0,143.613663,166.919235,0,0,0,G5
0.013449,0,162.262024,175.851837,0,0,0,G5
0.019839,0,164.674164,168.732422,0,0,0,G5
0.012127,0,150.221451,170.661713,0,0,0,G5
0.019658,0,153.755936,164.539261,0,0,0,G5
0.018716,0,160.427338,161.81131,0,0,0,G5
0.018838,0,169.577728,170.070908,0,0,0,G5
0.018583,0,169.768372,174.412598,0,0,0,G5
0.039843,0,172.394135,155.047699,0,0,0,G5
0.013051,0,137.544159,159.832901,170.051941,0,0,G6
0.012564,0,134.139099,160.811981,148.163284,0,0,G6
0.01325,0,143.387024,158.568115,155.211288,0,0,G6
0.009914,0,146.291122,162.02771,164.283127,0,0,G6
0.013093,0,136.786469,155.803604,167.825119,0,0,G6
0.013391,0,141.794525,159.851151,173.523972,0,0,G6
0.010097,0,141.09761,160.426376,172.090042,0,0,G6
0.012,0,120.411613,145.582108,153.855331,0,0,G6
0.012938,0,158.09407,177.012131,163.414658,0,0,G6
0.013074,0,165.891724,177.825241,168.170349,0,0,G6
0.010995,150.866776,0,0,0,160.885162,2.192527,G7
0.018794,155.767197,0,0,0,160.37619,2.098306,G7
1,168.665237,0,0,0,121.673973,2.219085,G7
0.011389,152.517059,0,0,0,164.810593,2.246607,G7
0.011811,146.980499,0,0,0,155.708069,2.159252,G7
0.013733,154.054306,0,0,0,168.350494,4.417421,G7
0.011211,157.02507,0,0,0,162.3703,2.523398,G7
0.025956,149.606033,0,0,0,171.202713,9.964713,G7
0.027612,167.218613,0,0,0,156.438965,8.969092,G7
0.015468,150.675461,0,0,0,162.227585,5.735237,G7
0.014554,155.961044,167.585281,0,0,154.640747,2.463647,G8
0.016555,164.735199,165.001053,0,0,125.562599,2.552048,G8
0.013906,157.161865,170.758362,0,0,159.944489,2.625465,G8
0.040954,160.598526,172.398666,0,0,167.251312,13.37717,G8
0.0143,154.976593,167.743378,0,0,153.04213,2.271872,G8
0.0143,153.281052,170.502991,0,0,156.384583,2.384982,G8
0.013716,162.362473,173.528778,0,0,164.775055,3.270124,G8
0.013726,168.317596,175.326996,0,0,170.124725,4.73728,G8
0.014045,163.177673,172.859192,0,0,166.632324,3.730794,G8
0.01463,159.355789,170.543777,0,0,162.294601,3.08476,G8
0.009553,157.120651,172.834534,175.773148,167.556152,154.049805,2.605869,G9
0.010038,133.280258,155.881714,174.511292,157.903885,132.996231,1.26991,G9
0.010154,148.056274,166.669312,176.250839,165.183868,147.019974,1.967825,G9
0.01013,164.037476,173.334671,173.708176,164.406357,134.793076,4.289592,G9
0.010769,167.370453,174.924911,177.908005,164.890381,129.877228,3.943308,G9
0.010833,152.74411,167.642105,174.411667,149.000046,112.352119,2.229235,G9
0.009926,146.375336,166.564178,176.570923,164.338974,144.973083,1.830875,G9
0.009939,138.483383,159.846359,173.930008,162.044144,139.356567,1.48832,G9
0.010001,146.686935,165.483521,176.055344,166.265366,146.893875,1.746774,G9
0.009463,158.587219,172.542953,178.163986,171.31279,158.134842,2.687785,G9
1,0,0,0,0,0,0,G1
1,0,0,0,0,0,0,G1
1,0,0,0,0,0,0,G1
1,0,0,0,0,0,0,G1
1,0,0,0,0,0,0,G1
1,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
1,0,0,0,0,0,0,G1
0.009691,0,164.586594,175.419617,0,161.868759,0,G0
0.010008,0,169.246262,176.524734,0,167.220749,0,G0
0.009704,0,166.229385,175.302261,0,163.737961,0,G0
0.0098,0,162.313019,173.31636,0,158.420868,0,G0
0.009855,0,162.672577,174.737122,0,162.50795,0,G0
0.009939,0,167.870651,173.573944,0,165.190262,0,G0
0.010025,0,164.778549,172.810669,0,163.217773,0,G0
0.010064,0,157.022293,168.845734,0,153.842758,0,G0
0.011507,0,155.468872,165.176437,0,171.806549,0,G0
0.009828,0,163.517426,174.128189,0,161.526047,0,G0
1,0,29.618279,0,0,0,0,G2
1,0,64.836624,0,0,0,0,G2
1,0,87.888992,0,0,0,0,G2
1,0,137.011215,0,0,0,0,G2
1,0,80.060638,0,0,0,0,G2
1,0,108.287598,0,0,0,0,G2
1,0,52.191212,0,0,0,0,G2
1,0,61.061859,0,0,0,0,G2
1,0,134.098007,0,0,0,0,G2
1,0,132.361725,0,0,0,0,G2
1,0,0,0,0,159.892532,0,G3
0.027471,0,0,0,0,169.495255,0,G3
0.027034,0,0,0,0,52.036568,0,G3
0.027406,0,0,0,0,175.768677,0,G3
1,0,0,0,0,164.998001,0,G3
1,0,0,0,0,164.103256,0,G3
1,0,0,0,0,170.759048,0,G3
0.032967,0,0,0,0,173.704575,0,G3
1,0,0,0,0,44.889503,0,G3
1,0,0,0,0,50.7924,0,G3
0.017313,114.560387,133.119064,0,0,0,1.240211,G4
0.012781,42.42955,39.22506,0,0,0,0.0255,G4
0.011889,105.002586,112.334946,0,0,0,0.912342,G4
0.016734,136.017624,154.751144,0,0,0,1.84212,G4
0.01771,132.005554,154.144653,0,0,0,1.674193,G4
0.017813,133.874084,156.922607,0,0,0,1.76166,G4
0.017429,140.183441,163.246262,0,0,0,1.995824,G4
0.017021,142.316177,166.072464,0,0,0,2.123151,G4
0.017078,121.624878,142.849915,0,0,0,1.396748,G4
0.011987,98.345917,100.853981,0,0,0,0.849059,G4
0.019279,0,113.05056,115.385757,0,0,0,G5
0.019031,0,161.440491,158.827652,0,0,0,G5
0.018852,0,165.068985,166.924835,0,0,0,G5
0.018789,0,161.058945,167.725616,0,0,0,G5
0.019128,0,167.03392,164.433136,0,0,0,G5
0.018975,0,146.130478,150.86702,0,0,0,G5
0.018805,0,143.394028,148.480362,0,0,0,G5
0.018422,0,139.990692,157.262695,0,0,0,G5
0.019224,0,164.123718,166.710754,0,0,0,G5
0.018755,0,159.079269,160.872421,0,0,0,G5
0.015212,0,161.027771,179.620499,161.343567,0,0,G6
0.015099,0,163.040894,177.300781,162.125793,0,0,G6
0.015395,0,164.326721,176.373337,163.052551,0,0,G6
0.015289,0,164.659592,175.36908,162.747375,0,0,G6
0.015566,0,150.335907,177.270844,152.010605,0,0,G6
0.015577,0,155.022339,177.815735,157.191086,0,0,G6
0.015452,0,162.073257,178.786301,162.991867,0,0,G6
0.015818,0,163.447113,177.285797,166.949493,0,0,G6
0.01405,0,170.774841,177.92868,170.193192,0,0,G6
0.014772,0,166.34668,178.606033,166.365814,0,0,G6
0.011602,118.23542,0,0,0,113.262886,1.615601,G7
0.010613,144.603088,0,0,0,139.1371,2.32244,G7
0.010653,131.547043,0,0,0,127.874481,1.884668,G7
0.010793,138.251114,0,0,0,132.642227,2.047573,G7
0.010667,136.212906,0,0,0,129.446472,1.963119,G7
0.010679,132.074844,0,0,0,129.911301,1.82528,G7
0.010435,152.091919,0,0,0,150.431808,2.839518,G7
0.010907,107.580704,0,0,0,106.688972,1.222643,G7
0.012078,59.235878,0,0,0,61.574509,0.12081,G7
0.012448,65.826645,0,0,0,69.152672,0.354456,G7
0.009312,162.860626,175.380936,0,0,159.62619,3.463594,G8
0.009687,151.784622,172.088409,0,0,151.70462,2.692305,G8
0.010678,137.575256,166.137772,0,0,164.62056,1.933424,G8
0.010698,153.336975,171.383102,0,0,170.821045,3.0454,G8
0.009731,114.441086,149.183395,0,0,112.304909,1.060611,G8
0.009711,121.839569,152.409531,0,0,117.406815,1.230555,G8
0.009788,154.104965,170.507935,0,0,151.102371,2.73273,G8
0.009503,151.300125,170.097061,0,0,149.241684,2.3773,G8
0.009626,134.340576,168.879211,0,0,129.27301,1.505794,G8
0.010783,89.489441,88.212166,0,0,88.85627,0.59654,G8
0.008834,107.318939,126.482452,150.565216,129.755005,111.18824,0.280518,G9
0.0082,151.101456,169.677444,176.936111,165.013382,153.708817,2.162024,G9
0.007958,151.609161,169.963013,176.565445,166.173065,155.13327,2.319769,G9
0.008063,151.674011,169.399872,174.127243,165.732803,154.407227,2.223627,G9
0.008047,150.510559,168.58168,173.24472,164.774063,153.321396,2.158136,G9
0.008023,143.956863,164.832611,172.048721,161.635193,147.648056,1.716219,G9
0.008293,118.778854,146.280884,162.181259,137.01091,120.309029,0.676198,G9
0.008237,136.848541,163.62825,169.982956,153.229736,138.763962,1.347131,G9
0.008358,153.222229,169.816025,174.65889,165.533905,154.993118,2.370163,G9
0.008271,126.653564,158.265045,162.61908,144.897522,129.189285,1.015792,G9
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0.012631,0,154.250717,166.113617,0,164.773148,0,G0
0.012653,0,144.264816,169.900009,0,143.445404,0,G0
0.012625,0,152.200607,167.515976,0,158.567612,0,G0
0.012654,0,170.047729,168.956039,0,152.372986,0,G0
0.01246,0,156.319061,169.235611,0,163.216797,0,G0
0.026022,0,150.471741,166.993591,0,109.7043,0,G0
0.012846,0,150.697983,174.074387,0,148.416092,0,G0
0.012614,0,151.363327,176.211777,0,145.785751,0,G0
0.01251,0,160.377319,173.900589,0,152.376373,0,G0
0.012624,0,168.891693,174.234146,0,155.848175,0,G0
1,0,130.576035,0,0,0,0,G2
0,0,104.219337,0,0,0,0,G2
1,0,89.120705,0,0,0,0,G2
1,0,83.041534,0,0,0,0,G2
1,0,94.194473,0,0,0,0,G2
1,0,159.865707,0,0,0,0,G2
1,0,174.5327,0,0,0,0,G2
1,0,130.564636,0,0,0,0,G2
1,0,45.742229,0,0,0,0,G2
1,0,173.859787,0,0,0,0,G2
0,0,0,0,0,77.61145,0,G3
0.016718,0,0,0,0,33.976433,0,G3
0,0,0,0,0,74.729301,0,G3
0,0,0,0,0,84.557747,0,G3
1,0,0,0,0,168.993698,0,G3
0,0,0,0,0,85.49054,0,G3
1,0,0,0,0,178.465454,0,G3
1,0,0,0,0,162.326813,0,G3
1,0,0,0,0,148.071777,0,G3
0,0,0,0,0,72.57737,0,G3
1,15.980985,72.636932,0,0,0,0.291708,G4
0.014298,162.514709,159.485199,0,0,0,2.395534,G4
0.017128,59.11134,51.19342,0,0,0,0.670186,G4
0.013906,44.586025,49.813931,0,0,0,0.348918,G4
0.016069,64.228134,44.40876,0,0,0,0.577604,G4
0.013521,142.109726,148.76796,0,0,0,1.648453,G4
0.011151,156.502136,165.28302,0,0,0,2.468504,G4
0.012976,159.992325,152.358551,0,0,0,2.201258,G4
0.013781,106.819969,98.186317,0,0,0,1.022954,G4
1,28.308504,73.921104,0,0,0,0.468058,G4
0.024069,0,93.443291,94.300819,0,0,0,G5
0.021582,0,151.506027,159.472275,0,0,0,G5
0.020918,0,166.776642,161.350739,0,0,0,G5
0,0,93.766418,93.766418,0,0,0,G5
0.02335,0,158.190247,165.830353,0,0,0,G5
0.023011,0,166.683151,166.313187,0,0,0,G5
0.023433,0,146.574524,154.072083,0,0,0,G5
0.03708,0,151.121231,152.214645,0,0,0,G5
0,0,104.059784,104.059784,0,0,0,G5
0,0,85.238174,85.238174,0,0,0,G5
0.029199,0,140.549011,168.024002,98.835403,0,0,G6
0.019888,0,161.945007,175.18158,162.5867,0,0,G6
1,0,167.250854,111.96981,111.96981,0,0,G6
0.019445,0,169.566971,171.674271,159.935257,0,0,G6
0.019722,0,157.424408,174.604202,157.472473,0,0,G6
0.024261,0,163.171722,115.279877,92.816658,0,0,G6
0.021595,0,155.913086,174.922562,155.40683,0,0,G6
1,0,168.454819,112.216362,112.216362,0,0,G6
1,0,166.21344,105.115471,105.115471,0,0,G6
0.020074,0,167.117966,175.919952,165.749878,0,0,G6
0.016136,23.37867,0,0,0,35.986023,0.340684,G7
0.012156,75.618027,0,0,0,75.555916,0.613948,G7
0,80.78389,0,0,0,80.78389,0,G7
1,14.110051,0,0,0,75.489555,0.053994,G7
0.010072,39.631954,0,0,0,31.592991,0.533867,G7
0.010905,33.395641,0,0,0,34.730873,0.666647,G7
0,69.368477,0,0,0,69.368477,0,G7
0.010467,94.386497,0,0,0,92.3908,1.228466,G7
0.010653,64.176888,0,0,0,64.945175,0.620907,G7
0.01051,40.846462,0,0,0,48.554039,0.122793,G7
0.010541,161.582443,173.266022,0,0,160.606415,3.744105,G8
0.011822,164.930695,174.049683,0,0,165.51091,4.739797,G8
0.015422,164.295853,170.964905,0,0,124.826836,3.295316,G8
0.017883,153.516357,167.133942,0,0,114.590202,2.312316,G8
0.011711,162.524734,169.025787,0,0,157.100876,3.357679,G8
0.011191,164.199875,169.970428,0,0,160.725662,4.073969,G8
0.011619,168.725571,172.989197,0,0,166.028915,6.128428,G8
0.015418,171.90184,173.911469,0,0,143.788696,5.694261,G8
0.010716,169.96254,175.127045,0,0,168.788864,6.427003,G8
0.011375,169.134293,175.218353,0,0,166.528946,5.480635,G8
0.009301,155.038269,175.887955,169.799332,161.883636,153.550247,2.674495,G9
0.010669,150.168198,166.719437,173.620667,165.035873,154.315918,2.786075,G9
0.009081,146.859039,163.985458,171.220215,163.482773,151.590088,1.965601,G9
0.009167,163.759888,176.741943,173.659576,168.810577,164.231049,4.15389,G9
0.009374,117.066833,145.936798,157.395798,134.554031,120.591537,0.817203,G9
0.010555,129.125961,162.191605,150.170685,136.621933,118.618126,1.384658,G9
0.009925,162.522278,170.623154,176.618164,174.632721,166.298843,3.601786,G9
0.009157,169.0009,174.303299,177.562317,176.332108,171.26474,6.017807,G9
0.009493,167.112549,176.145111,177.550797,173.446671,168.2453,5.221117,G9
0.009193,161.455475,173.36377,176.105438,171.215652,163.851273,3.601325,G9
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
1,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
