@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R2,3,4,5,7-11,17-21,22'

@attribute fingersExtended numeric
@attribute ratio numeric
@attribute Max_X numeric
@attribute Max_Y numeric
@attribute newFingerTipDistRefined_f1 numeric
@attribute newFingerTipDistRefined_f2 numeric
@attribute newFingerTipDistRefined_f3 numeric
@attribute newFingerTipDistRefined_f4 numeric
@attribute newFingerTipDistRefined_f5 numeric
@attribute fingertipElevation_f1 numeric
@attribute fingertipElevation_f2 numeric
@attribute fingertipElevation_f3 numeric
@attribute fingertipElevation_f4 numeric
@attribute fingertipElevation_f5 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
1101,0.011234,0.724144,0.870628,0,1.191666,1.217141,0,0.975672,0,2.98129,3.161629,0,2.710331,G0
1101,0.011063,0.508686,0.998301,0,1.186488,1.220379,0,0.961907,0,2.936894,3.16389,0,2.742073,G0
1101,0.011482,0.530267,1.068097,0,1.158527,1.233534,0,0.983986,0,3.430044,3.662693,0,3.202039,G0
1101,0.017025,0.362851,1.121722,0,1.190305,0.904634,0,0,0,3.074636,2.818256,0,0,G0
1101,0.016541,0.221858,1.068544,0,1.158608,0.917696,0,0,0,2.631731,2.418613,0,0,G0
1000,0,0,0,0,0,0,0,0,0,0,0,0,0,G2
1000,1,-0.10714,0.827349,0,0.999999,0,0,0,0,0.854355,0,0,0,G2
1000,1,-0.176397,0.885353,0,0.999996,0,0,0,0,0.93164,0,0,0,G2
1000,1,-0.180172,0.929243,0,1.000003,0,0,0,0,0.895883,0,0,0,G2
1000,1,-0.163734,0.943691,0,1.000005,0,0,0,0,1.561169,0,0,0,G2
1000,1,-0.147143,0.935648,0,1.000003,0,0,0,0,1.806269,0,0,0,G2
1000,1,-0.138131,0.873468,0,1.000003,0,0,0,0,1.290485,0,0,0,G2
1000,1,-0.20808,0.727005,0,1.000001,0,0,0,0,1.071057,0,0,0,G2
1000,0,0,0,0,0,0,0,0,0,0,0,0,0,G2
1000,1,-0.358454,0.729622,0,1,0,0,0,0,0.478922,0,0,0,G2
1,1,0.541412,0.83058,0,0,0,0,1.000003,0,0,0,0,3.137535,G3
1,0,0,0,0,0,0,0,0,0,0,0,0,0,G3
1,1,0.462858,0.841609,0,0,0,0,0.999997,0,0,0,0,3.661253,G3
1,1,0.659998,0.728467,0,0,0,0,1.000007,0,0,0,0,3.471903,G3
1,0,0,0,0,0,0,0,0,0,0,0,0,0,G3
1,1,0.476256,0.828946,0,0,0,0,1.000001,0,0,0,0,3.61491,G3
1,1,0.392557,0.889354,0,0,0,0,0.999997,0,0,0,0,3.042249,G3
1,1,0.390461,0.873453,0,0,0,0,1.000003,0,0,0,0,3.268291,G3
1,1,0.306161,0.746036,0,0,0,0,1.000001,0,0,0,0,2.449478,G3
1,1,0.465563,0.87375,0,0,0,0,1.000002,0,0,0,0,3.606038,G3
11000,0.00996,-0.308619,1.28561,1.145792,1.390461,0,0,0,1.955073,2.493204,0,0,0,G4
11000,0.009741,-0.193841,1.128605,1.337237,1.440097,0,0,0,2.721886,3.170856,0,0,0,G4
11000,1,0.761958,-0.644317,1.000008,0,0,0,0,1.400174,0,0,0,0,G4
11000,1,-0.870415,0.246019,0.999998,0,0,0,0,1.687941,0,0,0,0,G4
11000,0.01593,-0.442109,0.342575,1.323784,0.890024,0,0,0,1.193801,0.556692,0,0,0,G4
11000,0.026462,2.217399,3.957813,4.375272,4.654198,0,0,0,5.929871,6.226292,0,0,0,G4
11000,0.020799,0.025788,2.411074,2.582871,2.650864,0,0,0,5.095947,3.985072,0,0,0,G4
11000,0.010248,-0.216412,1.204008,1.264772,1.321828,0,0,0,2.639253,1.974227,0,0,0,G4
11000,0.010268,-0.337742,1.27062,1.268483,1.443238,0,0,0,1.892025,2.613186,0,0,0,G4
11000,0.010397,-0.201674,1.357879,1.361627,1.547966,0,0,0,1.015194,1.585306,0,0,0,G4
1100,1,0.057267,0.972637,0,1.000006,0,0,0,0,2.122289,0,0,0,G5
1100,0.020365,0.064748,0.974128,0,0.996102,1.052119,0,0,0,1.586052,1.706897,0,0,G5
1100,0.020396,-0.022499,0.867764,0,1.002487,1.05151,0,0,0,2.089303,2.175918,0,0,G5
1100,0.020314,-0.009446,0.877682,0,1.006217,1.047653,0,0,0,2.076686,2.163668,0,0,G5
1100,0.019104,0.006147,0.997972,0,1.015902,1.033491,0,0,0,2.077395,2.193389,0,0,G5
1100,1,0.019301,0.960213,0,1.000003,0,0,0,0,2.069059,0,0,0,G5
1100,0.019072,0.039962,1.034228,0,0.991394,1.079594,0,0,0,3.18826,3.2916,0,0,G5
1100,1,0.032045,0.996419,0,1.000001,0,0,0,0,3.190281,0,0,0,G5
1100,0,0,0,0,0,0,0,0,0,0,0,0,0,G5
1100,1,0.08606,0.969423,0,0.999999,0,0,0,0,2.101639,0,0,0,G5
1110,0.014228,0.139896,0.993641,0,1.03676,1.153706,0.996826,0,0,2.324026,2.517935,2.306317,0,G6
1110,1,0.216966,0.938215,0,0.999998,0,0,0,0,3.054793,0,0,0,G6
1110,0.014499,0.157546,0.926696,0,1.022139,1.155098,1.007376,0,0,2.235231,2.490292,2.269758,0,G6
1110,0.014726,0.14616,0.912681,0,1.016173,1.160586,1.011489,0,0,2.162264,2.413261,2.189,0,G6
1110,0.015094,0.141615,0.922221,0,1.013224,1.162504,1.003669,0,0,2.120311,2.365904,2.140013,0,G6
1110,0.015183,0.212588,1.078765,0,1.020718,1.151267,0.996078,0,0,2.546532,2.750862,2.556167,0,G6
1110,0.015188,0.417174,1.005026,0,1.012118,1.152329,1.014069,0,0,2.380176,2.605932,2.410807,0,G6
1110,0.014549,-0.166341,0.745789,0,1.108947,1.053854,0,0,0,2.747643,2.709472,0,0,G6
1110,0.014668,-0.073798,1.073336,0,1.037226,1.168654,0.993281,0,0,2.535672,2.753147,2.513848,0,G6
1110,0.01502,0.082209,1.170329,0,1.02111,1.179349,0.990766,0,0,3.225746,3.458158,3.232599,0,G6
10001,0.010028,0.844688,0.81088,1.362557,0,0,0,1.402702,2.482913,0,0,0,2.585142,G7
10001,0.009677,0.811327,1.022262,1.49503,0,0,0,1.475383,3.797475,0,0,0,3.898848,G7
10001,0.009634,0.842655,1.057828,1.525303,0,0,0,1.521094,3.830956,0,0,0,3.925811,G7
10001,0.009664,1.014016,1.037736,1.608012,0,0,0,1.527633,3.459963,0,0,0,3.379407,G7
10001,0.010198,0.91576,1.124422,1.533408,0,0,0,1.59939,4.532323,0,0,0,4.741308,G7
10001,0.012656,0.86249,1.360674,1.742836,0,0,0,0.749623,5.440592,0,0,0,4.877326,G7
10001,0.009721,0.508107,0.776607,1.527678,0,0,0,1.532306,2.534494,0,0,0,2.779773,G7
10001,0.012008,0.839336,1.519801,1.655546,0,0,0,1.82029,7.381264,0,0,0,8.375031,G7
10001,0.009612,0.644728,0.944019,1.520151,0,0,0,1.475261,3.23059,0,0,0,3.456703,G7
10001,0.010206,0.29487,1.060393,1.364512,0,0,0,1.436626,3.801165,0,0,0,4.002843,G7
11001,0.009102,0.483445,1.367308,1.323037,1.493186,0,0,1.272959,3.647359,4.541636,0,0,3.928185,G8
11001,0.010508,0.829864,1.373388,1.71756,1.833586,0,0,0,5.400174,5.742901,0,0,0,G8
11001,0.009269,0.567829,1.426975,1.361092,1.63912,0,0,1.398472,3.655792,4.830408,0,0,4.076703,G8
11001,0.010403,0.761607,1.478418,1.785503,1.842664,0,0,0,5.708855,6.109691,0,0,0,G8
11001,0.008864,0.642846,1.471149,1.48761,1.578832,0,0,1.496457,4.143015,5.293864,0,0,4.627994,G8
11001,0.010401,0.283297,1.272335,1.585537,1.689582,0,0,0,4.522891,5.009287,0,0,0,G8
11001,0.009289,0.607018,1.179867,1.26745,1.388645,0,0,1.307492,3.672434,4.37043,0,0,3.820997,G8
11001,0.010335,0.633312,1.259652,1.406872,1.484627,0,0,0,4.833115,5.031978,0,0,0,G8
11001,0.008903,0.447865,1.236284,1.319997,1.435065,0,0,1.356813,3.885646,4.664822,0,0,4.101339,G8
11001,0.008751,0.622475,1.343418,1.435508,1.530495,0,0,1.41083,3.950901,4.909639,0,0,4.212711,G8
11111,0.009334,0.530258,1.504573,1.224136,1.324927,1.553876,1.238791,0,4.140366,5.090964,5.258568,4.605475,0,G9
11111,0.007592,0.579419,1.340814,1.074618,1.262787,1.361333,1.338076,1.159443,3.036631,4.029668,4.13579,4.052598,3.695958,G9
11111,0.007429,0.695679,1.295621,1.047285,1.206853,1.33998,1.340826,1.159624,2.651221,3.54582,3.685647,3.625459,3.334631,G9
11111,0.008589,0.791347,1.412484,1.217972,1.308934,1.436707,1.390488,1.196891,3.556464,4.680151,4.839375,4.706978,4.295236,G9
11111,1,-0.799085,0.600263,0.999997,0,0,0,0,1.899161,0,0,0,0,G9
11111,0.008053,0.850534,1.42811,1.247905,1.352915,1.45647,1.431388,1.293315,3.914217,5.102254,5.15669,4.987046,4.58841,G9
11111,1,-0.788799,0.610598,1.000001,0,0,0,0,2.414654,0,0,0,0,G9
11111,0.008228,0.653589,1.178239,1.33949,1.335647,1.51667,1.479029,1.277968,2.618071,3.961159,4.167908,4.034494,3.587493,G9
11111,0.008337,0.904786,1.352818,1.382982,1.337295,1.551566,1.540406,1.369454,3.132445,4.483907,4.720399,4.584064,4.103108,G9
11111,0.008789,0.522232,1.510261,1.243544,1.592666,1.479567,1.313366,0,3.590008,5.240202,5.070769,4.699021,0,G9
0,1,-0.768864,0.635808,0,0,0,0,0,0,0,0,0,0,G1
0,1,-0.616738,0.778669,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,1,-0.553091,0.81432,0,0,0,0,0,0,0,0,0,0,G1
0,1,-0.50255,0.864201,0,0,0,0,0,0,0,0,0,0,G1
0,1,-0.617926,0.786069,0,0,0,0,0,0,0,0,0,0,G1
0,1,-0.739105,0.671906,0,0,0,0,0,0,0,0,0,0,G1
0,1,-0.698455,0.71264,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
1101,0.01326,0.426401,0.79501,0,1.231878,1.262241,0,0.879664,0,1.747296,1.937189,0,1.347058,G0
1101,0.012111,0.588854,1.055807,0,1.213938,1.259384,0,0.978552,0,1.956516,2.218632,0,1.700621,G0
1101,0.011576,0.471281,1.026527,0,1.223794,1.256832,0,0.950819,0,2.161407,2.43873,0,1.93843,G0
1101,0.011578,0.58508,1.053928,0,1.295857,1.321249,0,0.995977,0,2.057047,2.383836,0,1.730752,G0
1101,0.013132,0.857719,1.283488,0,1.549778,1.569884,0,0.60851,0,1.960845,2.540933,0,1.456636,G0
1101,0.01185,0.270615,0.965162,0,1.221951,1.242878,0,0.906979,0,1.945522,2.194056,0,1.710254,G0
1101,0.011932,0.302741,0.956813,0,1.179179,1.158923,0,0.969525,0,3.866393,3.99514,0,3.687164,G0
1101,0.011733,0.347208,0.999659,0,1.218788,1.236561,0,0.961814,0,3.266629,3.53889,0,3.087073,G0
1101,0.012033,0.385278,1.013991,0,1.226584,1.255798,0,0.934295,0,2.081799,2.343077,0,1.830847,G0
1101,0.013269,0.543801,1.032953,0,1.31894,1.312376,0,0.900717,0,1.955744,2.154966,0,1.429949,G0
1000,1,-0.215154,0.69643,0,0.999997,0,0,0,0,0.514539,0,0,0,G2
1000,1,0.795045,-0.381329,0,1.000006,0,0,0,0,0.680598,0,0,0,G2
1000,0,0,0,0,0,0,0,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,0,0,0,0,0,0,0,G2
1000,1,-0.186899,0.780266,0,1.000004,0,0,0,0,0.651294,0,0,0,G2
1000,1,-0.122636,0.768555,0,0.999998,0,0,0,0,0.708041,0,0,0,G2
1000,0.019961,0.024574,1.024957,0,1.390463,0,0,0,0,1.044729,0,0,0,G2
1000,0.019659,0.129716,1.0396,0,1.409498,0,0,0,0,1.10383,0,0,0,G2
1000,0.019598,0.138083,1.060463,0,1.402402,0,0,0,0,1.345424,0,0,0,G2
1000,0.019374,0.035481,0.939747,0,1.410377,0,0,0,0,0.845885,0,0,0,G2
1,1,-0.108901,0.843878,0,0,0,0,1,0,0,0,0,1.761956,G3
1,1,0.483535,0.808117,0,0,0,0,0.999993,0,0,0,0,2.427105,G3
1,1,0.313593,0.901246,0,0,0,0,0.999995,0,0,0,0,1.959951,G3
1,1,0.147303,0.9465,0,0,0,0,0.999996,0,0,0,0,2.267077,G3
1,1,0.40733,0.887323,0,0,0,0,1.000003,0,0,0,0,2.859358,G3
1,1,0.261888,0.942052,0,0,0,0,0.999998,0,0,0,0,2.23115,G3
1,0.01554,0.72652,1.277046,0,0,0,0,0.958515,0,0,0,0,2.81739,G3
1,1,0.20873,0.864457,0,0,0,0,1,0,0,0,0,1.703367,G3
1,1,0.04827,0.831736,0,0,0,0,0.999993,0,0,0,0,1.72396,G3
1,1,0.102806,0.8412,0,0,0,0,0.999996,0,0,0,0,1.93749,G3
11000,0.012328,-0.373879,1.007392,1.044876,1.371887,0,0,0,1.225886,1.701352,0,0,0,G4
11000,0.011536,-0.434245,1.03995,1.033141,1.32875,0,0,0,1.480442,1.861036,0,0,0,G4
11000,0.011128,-0.413022,0.995725,1.035887,1.331885,0,0,0,1.364171,1.650402,0,0,0,G4
11000,0.016534,-0.037151,1.404686,1.251108,1.613654,0,0,0,1.681572,2.086187,0,0,0,G4
11000,0.017193,-0.000103,1.494884,1.24083,1.683763,0,0,0,1.307954,2.213711,0,0,0,G4
11000,0.015802,-0.060346,1.271162,1.275016,1.635225,0,0,0,1.213791,2.075226,0,0,0,G4
11000,0.015629,-0.033475,1.291995,1.28149,1.620566,0,0,0,1.6922,2.487475,0,0,0,G4
11000,0.015646,-0.013315,1.089693,1.297518,1.662786,0,0,0,1.249614,2.112467,0,0,0,G4
11000,0.012082,-0.447857,0.903819,1.055297,1.348256,0,0,0,1.54044,1.96664,0,0,0,G4
11000,0.01208,-0.45698,0.939392,1.05845,1.351984,0,0,0,1.591134,2.053533,0,0,0,G4
1100,0.0152,0.264451,0.887494,0,1.075698,1.07374,0,0,0,1.905487,1.854031,0,0,G5
1100,0.015219,0.30508,0.925899,0,1.043374,1.082661,0,0,0,2.062269,2.112619,0,0,G5
1100,0.014849,0.161662,0.88639,0,1.0362,1.077833,0,0,0,1.831598,1.917133,0,0,G5
1100,0.011702,1.997881,2.267486,0,2.48581,2.645688,0,0,0,3.896853,4.667479,0,0,G5
1100,0.015345,0.207566,0.888379,0,1.021521,1.085006,0,0,0,2.131417,2.21418,0,0,G5
1100,0.015076,0.263061,0.867388,0,1.035018,1.089704,0,0,0,2.620394,2.695342,0,0,G5
1100,0.015137,0.295778,0.891259,0,1.045831,1.087224,0,0,0,2.040568,2.083658,0,0,G5
1100,0.015417,0.302774,0.913023,0,1.072834,1.091221,0,0,0,1.926158,1.955444,0,0,G5
1100,0.015915,0.291047,0.896674,0,1.047691,1.07664,0,0,0,1.899811,1.933576,0,0,G5
1100,0.01531,0.345031,0.843593,0,1.062924,1.079592,0,0,0,1.763835,1.727625,0,0,G5
1110,0.016703,0.054545,0.949435,0,1.039738,1.102574,0.968234,0,0,1.958068,2.065973,1.866892,0,G6
1110,0.018297,0.341613,1.252604,0,1.289743,1.354535,0.600769,0,0,2.57332,2.739355,1.668595,0,G6
1110,0.014526,0.183539,0.811824,0,1.053252,1.096192,1.002217,0,0,1.801968,1.916539,1.738299,0,G6
1110,0.015055,0.132188,0.937772,0,1.104144,1.13758,0.98187,0,0,1.997224,2.151975,1.88613,0,G6
1110,0.01664,0.299692,1.043624,0,1.061707,1.123517,1.003842,0,0,2.32594,2.444495,2.179388,0,G6
1110,0.016096,0.177524,0.979963,0,1.039276,1.114566,1.001763,0,0,1.909319,2.065951,1.888517,0,G6
1110,0.016718,0.124065,0.917098,0,1.032271,1.097488,0.996239,0,0,2.470532,2.606683,2.449893,0,G6
1110,0.016642,0.15952,0.901396,0,1.040026,1.105346,0.986661,0,0,2.815992,2.974155,2.799173,0,G6
1110,0.016364,0.093541,0.866462,0,1.030374,1.105451,0.998874,0,0,2.799346,2.95688,2.783392,0,G6
1110,0.016364,0.025135,0.956087,0,1.016862,1.106096,0.989152,0,0,2.559534,2.695724,2.51478,0,G6
10001,0.009295,1.095423,0.518405,1.48451,0,0,0,1.49518,1.011761,0,0,0,0.956591,G7
10001,0.010929,1.109315,0.908251,1.559991,0,0,0,0.991848,1.229554,0,0,0,1.384579,G7
10001,0.010705,0.911542,0.783362,1.528112,0,0,0,1.00054,1.618637,0,0,0,1.711591,G7
10001,0.010597,0.83926,0.900812,1.426544,0,0,0,1.593801,2.434556,0,0,0,2.848105,G7
10001,0.010411,1.004514,0.870361,1.483248,0,0,0,1.586852,2.527049,0,0,0,2.606421,G7
10001,0.010765,0.944776,0.805686,1.558043,0,0,0,0.992799,1.356734,0,0,0,1.479126,G7
10001,0.01063,1.053624,1.08874,1.539908,0,0,0,1.049828,1.531411,0,0,0,1.642864,G7
10001,0.012277,1.353392,1.285265,1.785498,0,0,0,1.063711,0.710862,0,0,0,0.900476,G7
10001,0.012637,1.458554,1.449588,1.8943,0,0,0,1.034967,1.005833,0,0,0,1.145414,G7
10001,0.012722,1.367796,1.142757,1.846189,0,0,0,1.083256,0.214614,0,0,0,0.09792,G7
11001,0.014992,1.775124,1.977088,2.000286,2.868088,0,0,2.240181,2.618955,4.25606,0,0,3.400037,G8
11001,0.014084,0.288527,1.033955,1.181476,0.970399,0,0,0,2.265623,1.822753,0,0,0,G8
11001,0.010925,0.32148,1.165574,1.08657,1.429004,0,0,1.213702,2.406044,3.169844,0,0,2.620257,G8
11001,0.011431,0.155239,0.956686,1.07441,1.459263,0,0,1.144318,1.811319,2.549367,0,0,1.883199,G8
11001,0.011112,0.274512,0.993523,1.064701,1.444367,0,0,1.169844,1.712801,2.434833,0,0,1.788014,G8
11001,0.011275,0.31914,1.031452,1.079627,1.438079,0,0,1.13037,1.375134,2.043718,0,0,1.370904,G8
11001,0.011513,0.479261,1.177462,1.028129,1.474874,0,0,1.198355,1.172054,1.934845,0,0,1.312227,G8
11001,0.01142,0.500359,1.209937,1.024393,1.477353,0,0,1.210169,1.856683,2.637744,0,0,1.996173,G8
11001,0.012065,0.446692,1.195472,1.139236,1.58053,0,0,0.867405,3.146877,4.077566,0,0,3.276005,G8
11001,0.016023,2.231167,2.391885,2.261702,3.207307,0,0,2.541826,4.657246,6.520862,0,0,5.495451,G8
11111,0.009365,0.912641,1.349664,0.987534,1.232345,1.450273,1.37026,1.241736,2.886926,3.855342,4.085877,3.918613,3.474774,G9
11111,0.009064,0.795213,1.367724,0.980029,1.238618,1.403978,1.339413,1.234226,2.330731,3.232668,3.410392,3.26334,2.84068,G9
11111,0.00898,0.66777,1.302834,1.012862,1.358075,1.392547,1.319458,1.194364,2.448194,3.593818,3.676095,3.54543,3.163843,G9
11111,0.009104,0.777736,1.302651,0.963031,1.214734,1.409902,1.352957,1.209856,2.848297,3.72731,3.910608,3.753439,3.336542,G9
11111,0.0092,0.782084,1.310955,0.994655,1.250605,1.382166,1.337317,1.207755,3.191601,4.125418,4.277683,4.147567,3.761934,G9
11111,0.0099,0.792103,1.300923,1.013144,1.311636,1.397076,1.348434,1.1699,2.628631,3.664258,3.766043,3.626928,3.182909,G9
11111,0.009947,0.642047,1.339228,1.022283,1.340071,1.405765,1.300771,1.113184,2.091589,3.154746,3.258385,3.08598,2.679865,G9
11111,0.010154,-0.196212,1.136419,0.856836,1.26107,1.239719,0,0,2.244422,2.877027,2.769956,0,0,G9
11111,0.010568,0.671083,1.357636,1.120799,1.566854,1.446449,0,0,4.39732,5.471673,4.837096,0,0,G9
11111,0.009201,0.730756,1.307832,0.97992,1.245702,1.405805,1.372911,1.222945,2.917695,3.898855,4.064389,3.943558,3.506793,G9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,1,0.734957,-0.436434,0,0,0,0,0,0,0,0,0,0,G1
0,0.084103,0.581342,-0.577997,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,1,-0.667931,0.62587,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
1101,0.012041,0.861251,1.653102,0,1.957854,2.010384,0,1.364175,0,3.200804,3.866323,0,3.432589,G0
1101,0.013015,0.461436,1.011152,0,1.224617,1.244116,0,0.864754,0,2.869781,3.06101,0,2.529032,G0
1101,0.013016,0.41388,1.065574,0,1.229299,1.240213,0,0.836934,0,3.455971,3.626464,0,3.077377,G0
1101,0.02434,1.781367,3.374366,0,4.023008,4.10746,0,3.410824,0,7.758927,8.722976,0,1.401234,G0
1101,0.012943,0.36219,0.929811,0,1.190412,1.207986,0,0.880788,0,1.929311,2.121263,0,1.66838,G0
1101,0.01283,0.457707,0.937605,0,1.208405,1.229555,0,0.881295,0,1.962166,2.130976,0,1.614336,G0
1101,0.013519,0.568438,0.962773,0,1.226237,1.254268,0,0.87878,0,2.668828,2.823006,0,2.236153,G0
1101,0.023369,-0.014742,0.848819,0,1.026995,1.029347,0,0,0,2.519809,2.537647,0,0,G0
1101,0.012594,0.961435,1.621572,0,2.166436,2.158539,0,1.457891,0,5.07996,5.543409,0,4.864698,G0
1101,0.012185,0.910031,1.746894,0,2.065204,2.078488,0,1.363215,0,5.056568,5.529736,0,4.884039,G0
1000,1,-0.303567,0.691537,0,1.000004,0,0,0,0,0.782167,0,0,0,G2
1000,0,0,0,0,0,0,0,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,0,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,0,0,0,0,0,0,0,G2
1000,1,-0.315823,0.645461,0,0.999996,0,0,0,0,0.811374,0,0,0,G2
1000,1,-0.111525,0.73004,0,1.000002,0,0,0,0,0.624098,0,0,0,G2
1000,1,-0.210051,0.817998,0,1.000004,0,0,0,0,0.96388,0,0,0,G2
1000,0,0,0,0,0,0,0,0,0,0,0,0,0,G2
1000,1,-0.267906,0.715518,0,1.000001,0,0,0,0,0.669806,0,0,0,G2
1000,1,-0.291259,0.765787,0,1.000002,0,0,0,0,0.819212,0,0,0,G2
1,0.021951,0.488662,2.687721,0,0,0,0,1.767377,0,0,0,0,5.588802,G3
1,0,0,0,0,0,0,0,0,0,0,0,0,0,G3
1,0.016166,0.822483,1.57313,0,0,0,0,2.123707,0,0,0,0,3.357691,G3
1,1,0.211315,0.854765,0,0,0,0,0.999996,0,0,0,0,1.962697,G3
1,1,0.257286,0.895916,0,0,0,0,1,0,0,0,0,2.435554,G3
1,1,0.294008,0.85043,0,0,0,0,0.999998,0,0,0,0,2.509979,G3
1,1,0.213918,0.866428,0,0,0,0,1,0,0,0,0,2.32126,G3
1,1,0.220521,0.823966,0,0,0,0,1.000006,0,0,0,0,2.432033,G3
1,1,0.164169,0.803636,0,0,0,0,1.000002,0,0,0,0,2.480385,G3
1,1,0.15234,0.808144,0,0,0,0,0.999999,0,0,0,0,2.548279,G3
11000,0.012878,-0.174105,1.103987,1.044579,1.342763,0,0,0,1.92091,2.217389,0,0,0,G4
11000,0.01306,-0.122953,1.115498,1.02026,1.317112,0,0,0,1.920436,2.281158,0,0,0,G4
11000,0.01925,0.18846,1.460319,1.321736,1.651423,0,0,0,2.536567,3.216953,0,0,0,G4
11000,0.012842,-0.164602,1.124563,1.062853,1.324382,0,0,0,1.971869,2.394318,0,0,0,G4
11000,1,-0.94572,0.261743,0.999999,0,0,0,0,2.732039,0,0,0,0,G4
11000,0.012948,-0.150126,1.15236,1.073794,1.305825,0,0,0,2.382105,2.670159,0,0,0,G4
11000,1,-0.98293,0.149529,1,0,0,0,0,2.472052,0,0,0,0,G4
11000,0.022598,-0.008154,2.584348,2.426124,3.016753,0,0,0,5.081109,5.19557,0,0,0,G4
11000,0.012736,-0.180848,1.120862,1.064021,1.320108,0,0,0,1.956647,2.264404,0,0,0,G4
11000,0.024596,1.36589,3.074546,2.693211,3.576104,0,0,0,4.982361,6.120978,0,0,0,G4
1100,0.038341,-0.063246,1.608927,0,2.199013,1.639511,0,0,0,3.765091,0.737544,0,0,G5
1100,0.012941,0.972259,1.275522,0,2.141881,2.164818,0,0,0,3.384465,3.725769,0,0,G5
1100,0.013449,0.856262,1.844815,0,2.333805,2.369005,0,0,0,5.593565,5.910605,0,0,G5
1100,0.019839,-0.077521,0.717603,0,1.039329,1.026227,0,0,0,2.093861,2.101737,0,0,G5
1100,0.012127,1.139007,1.570754,0,2.224451,2.196905,0,0,0,4.059782,4.40859,0,0,G5
1100,0.019658,-0.078388,0.701412,0,1.031068,1.032578,0,0,0,1.656116,1.69653,0,0,G5
1100,0.018716,0.136451,0.731091,0,1.036524,1.036543,0,0,0,1.798941,1.804901,0,0,G5
1100,0.018838,0.192035,0.831773,0,1.043691,1.033134,0,0,0,2.568328,2.561266,0,0,G5
1100,0.018583,0.017633,0.82368,0,1.053787,1.028065,0,0,0,3.158669,3.18687,0,0,G5
1100,0.039843,-0.183645,1.71031,0,2.297198,1.865203,0,0,0,5.362423,1.921971,0,0,G5
1110,0.013051,0.15807,0.829726,0,1.077399,1.096178,0.999451,0,0,1.579357,1.806409,1.735807,0,G6
1110,0.012564,0.699618,1.753694,0,2.026054,2.017691,1.018541,0,0,2.820252,3.387056,0.9349,0,G6
1110,0.01325,0.125004,0.876376,0,1.049706,1.090622,1.000589,0,0,1.585589,1.715658,1.609502,0,G6
