@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R4,7-11,12-16,22'

@attribute Max_X numeric
@attribute newFingerTipDistRefined_f1 numeric
@attribute newFingerTipDistRefined_f2 numeric
@attribute newFingerTipDistRefined_f3 numeric
@attribute newFingerTipDistRefined_f4 numeric
@attribute newFingerTipDistRefined_f5 numeric
@attribute fingertipAngles_f1 numeric
@attribute fingertipAngles_f2 numeric
@attribute fingertipAngles_f3 numeric
@attribute fingertipAngles_f4 numeric
@attribute fingertipAngles_f5 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
0.283297,1.585537,1.689582,0,0,0,159.653076,162.882004,0,0,140.35405,G8
0.607018,1.26745,1.388645,0,0,1.307492,160.37233,178.498825,0,0,161.39592,G8
0.633312,1.406872,1.484627,0,0,0,164.474838,165.52327,0,0,141.323166,G8
0.447865,1.319997,1.435065,0,0,1.356813,160.407837,175.823914,0,0,161.995728,G8
0.622475,1.435508,1.530495,0,0,1.41083,158.70433,176.894485,0,0,161.318726,G8
0.530258,1.224136,1.324927,1.553876,1.238791,0,162.803726,176.261475,172.393829,166.18251,148.512497,G9
0.579419,1.074618,1.262787,1.361333,1.338076,1.159443,159.451492,174.992706,175.693207,170.935547,165.446472,G9
0.695679,1.047285,1.206853,1.33998,1.340826,1.159624,156.939423,173.548355,173.992798,168.818237,164.833115,G9
0.791347,1.217972,1.308934,1.436707,1.390488,1.196891,160.515213,174.034134,176.175858,171.212189,166.561081,G9
-0.799085,0.999997,0,0,0,0,157.939636,116.752312,116.752312,116.752312,116.752312,G9
0.850534,1.247905,1.352915,1.45647,1.431388,1.293315,161.816162,175.978546,173.015305,168.582962,165.080215,G9
-0.788799,1.000001,0,0,0,0,158.935501,137.769104,137.769104,137.769104,137.769104,G9
0.653589,1.33949,1.335647,1.51667,1.479029,1.277968,153.579422,171.220642,172.619476,167.022858,161.291168,G9
0.904786,1.382982,1.337295,1.551566,1.540406,1.369454,156.853958,171.922501,172.539795,167.258636,161.931335,G9
0.522232,1.243544,1.592666,1.479567,1.313366,0,161.289032,176.33786,172.828476,167.542267,146.254669,G9
-0.768864,0,0,0,0,0,0,0,0,0,0,G1
-0.616738,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
-0.553091,0,0,0,0,0,0,0,0,0,0,G1
-0.50255,0,0,0,0,0,0,0,0,0,0,G1
-0.617926,0,0,0,0,0,0,0,0,0,0,G1
-0.739105,0,0,0,0,0,0,0,0,0,0,G1
-0.698455,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
0.426401,0,1.231878,1.262241,0,0.879664,0,137.589539,165.491531,0,139.746552,G0
0.588854,0,1.213938,1.259384,0,0.978552,0,144.060455,173.66011,0,146.252029,G0
0.471281,0,1.223794,1.256832,0,0.950819,0,147.897171,171.931229,0,153.66568,G0
0.58508,0,1.295857,1.321249,0,0.995977,0,141.884567,172.789322,0,145.147034,G0
0.857719,0,1.549778,1.569884,0,0.60851,0,129.621063,159.340668,0,157.472794,G0
0.270615,0,1.221951,1.242878,0,0.906979,0,143.083313,172.259659,0,152.125031,G0
0.302741,0,1.179179,1.158923,0,0.969525,0,167.66539,174.647568,0,169.756104,G0
0.347208,0,1.218788,1.236561,0,0.961814,0,161.986633,177.714569,0,166.327347,G0
0.385278,0,1.226584,1.255798,0,0.934295,0,146.546463,177.953003,0,152.492371,G0
0.543801,0,1.31894,1.312376,0,0.900717,0,139.489548,165.725128,0,140.957748,G0
-0.215154,0,0.999997,0,0,0,0,48.859921,0,0,0,G2
0.795045,0,1.000006,0,0,0,0,124.367477,0,0,0,G2
0,0,0,0,0,0,0,111.95285,0,0,0,G2
0,0,0,0,0,0,0,81.93309,0,0,0,G2
-0.186899,0,1.000004,0,0,0,0,69.507507,0,0,0,G2
-0.122636,0,0.999998,0,0,0,0,69.701866,0,0,0,G2
0.024574,0,1.390463,0,0,0,0,66.973549,0,0,0,G2
0.129716,0,1.409498,0,0,0,0,68.05513,0,0,0,G2
0.138083,0,1.402402,0,0,0,0,94.080872,0,0,0,G2
0.035481,0,1.410377,0,0,0,0,48.285732,0,0,0,G2
-0.108901,0,0,0,0,1,0,0,0,0,171.664322,G3
0.483535,0,0,0,0,0.999993,0,0,0,0,165.615784,G3
0.313593,0,0,0,0,0.999995,0,0,0,0,171.766647,G3
0.147303,0,0,0,0,0.999996,0,0,0,0,171.608826,G3
0.40733,0,0,0,0,1.000003,0,0,0,0,171.026321,G3
0.261888,0,0,0,0,0.999998,0,0,0,0,170.609177,G3
0.72652,0,0,0,0,0.958515,0,0,0,0,162.612946,G3
0.20873,0,0,0,0,1,0,0,0,0,168.759064,G3
0.04827,0,0,0,0,0.999993,0,0,0,0,166.942734,G3
0.102806,0,0,0,0,0.999996,0,0,0,0,167.513641,G3
-0.373879,1.044876,1.371887,0,0,0,123.108398,127.804382,0,0,0,G4
-0.434245,1.033141,1.32875,0,0,0,136.210159,138.401566,0,0,0,G4
-0.413022,1.035887,1.331885,0,0,0,130.734604,126.305679,0,0,0,G4
-0.037151,1.251108,1.613654,0,0,0,132.228668,130.718704,0,0,0,G4
-0.000103,1.24083,1.683763,0,0,0,120.209167,143.173737,0,0,0,G4
-0.060346,1.275016,1.635225,0,0,0,114.908333,141.555405,0,0,0,G4
-0.033475,1.28149,1.620566,0,0,0,132.090958,154.048996,0,0,0,G4
-0.013315,1.297518,1.662786,0,0,0,115.810112,137.619339,0,0,0,G4
-0.447857,1.055297,1.348256,0,0,0,136.935532,141.645401,0,0,0,G4
-0.45698,1.05845,1.351984,0,0,0,138.435791,145.068253,0,0,0,G4
0.264451,0,1.075698,1.07374,0,0,0,157.298141,151.47937,0,0,G5
0.30508,0,1.043374,1.082661,0,0,0,161.109604,162.240845,0,0,G5
0.161662,0,1.0362,1.077833,0,0,0,155.217468,161.949905,0,0,G5
1.997881,0,2.48581,2.645688,0,0,0,141.009811,172.37114,0,0,G5
0.207566,0,1.021521,1.085006,0,0,0,162.550568,164.515289,0,0,G5
0.263061,0,1.035018,1.089704,0,0,0,167.017761,168.560501,0,0,G5
0.295778,0,1.045831,1.087224,0,0,0,160.789627,160.651489,0,0,G5
0.302774,0,1.072834,1.091221,0,0,0,155.125366,156.202133,0,0,G5
0.291047,0,1.047691,1.07664,0,0,0,157.062805,157.414474,0,0,G5
0.345031,0,1.062924,1.079592,0,0,0,155.830521,148.050812,0,0,G5
0.054545,0,1.039738,1.102574,0.968234,0,0,162.40625,177.350327,160.028183,0,G6
0.341613,0,1.289743,1.354535,0.600769,0,0,159.886642,176.202621,159.057236,0,G6
0.183539,0,1.053252,1.096192,1.002217,0,0,154.972549,177.50769,153.820938,0,G6
0.132188,0,1.104144,1.13758,0.98187,0,0,153.533035,176.96228,155.902496,0,G6
0.299692,0,1.061707,1.123517,1.003842,0,0,164.910446,175.305054,158.253128,0,G6
0.177524,0,1.039276,1.114566,1.001763,0,0,156.659332,174.431229,159.132797,0,G6
0.124065,0,1.032271,1.097488,0.996239,0,0,165.980728,178.975113,167.706619,0,G6
0.15952,0,1.040026,1.105346,0.986661,0,0,166.905579,177.663925,169.824829,0,G6
0.093541,0,1.030374,1.105451,0.998874,0,0,167.622284,178.443542,168.931641,0,G6
0.025135,0,1.016862,1.106096,0.989152,0,0,169.025162,178.344711,167.502808,0,G6
1.095423,1.48451,0,0,0,1.49518,89.516724,0,0,0,89.543671,G7
1.109315,1.559991,0,0,0,0.991848,109.851532,0,0,0,138.285965,G7
0.911542,1.528112,0,0,0,1.00054,122.52356,0,0,0,149.83226,G7
0.83926,1.426544,0,0,0,1.593801,144.159943,0,0,0,147.573868,G7
1.004514,1.483248,0,0,0,1.586852,144.15802,0,0,0,142.55423,G7
0.944776,1.558043,0,0,0,0.992799,113.6362,0,0,0,142.817612,G7
1.053624,1.539908,0,0,0,1.049828,116.994324,0,0,0,154.234924,G7
1.353392,1.785498,0,0,0,1.063711,86.270149,0,0,0,73.566414,G7
1.458554,1.8943,0,0,0,1.034967,96.252411,0,0,0,115.578766,G7
1.367796,1.846189,0,0,0,1.083256,62.188419,0,0,0,24.563068,G7
1.775124,2.000286,2.868088,0,0,2.240181,131.880173,155.757553,0,0,142.389297,G8
0.288527,1.181476,0.970399,0,0,0,176.51709,149.82019,0,0,117.965179,G8
0.32148,1.08657,1.429004,0,0,1.213702,153.720856,177.791595,0,0,154.311493,G8
0.155239,1.07441,1.459263,0,0,1.144318,143.850189,179.438721,0,0,142.884216,G8
0.274512,1.064701,1.444367,0,0,1.169844,141.700806,179.223923,0,0,139.17041,G8
0.31914,1.079627,1.438079,0,0,1.13037,128.657257,175.82991,0,0,126.06456,G8
0.479261,1.028129,1.474874,0,0,1.198355,122.116074,157.150238,0,0,118.952278,G8
0.500359,1.024393,1.477353,0,0,1.210169,147.015656,173.247665,0,0,142.935913,G8
0.446692,1.139236,1.58053,0,0,0.867405,159.412155,176.559464,0,0,171.015945,G8
2.231167,2.261702,3.207307,0,0,2.541826,151.090042,169.06192,0,0,157.355667,G8
0.912641,0.987534,1.232345,1.450273,1.37026,1.241736,160.107834,174.631195,175.848938,169.01709,160.712158,G9
0.795213,0.980029,1.238618,1.403978,1.339413,1.234226,155.288025,173.037949,174.72496,166.217316,155.481995,G9
0.66777,1.012862,1.358075,1.392547,1.319458,1.194364,156.376144,170.923889,178.034958,170.251404,160.49585,G9
0.777736,0.963031,1.214734,1.409902,1.352957,1.209856,160.238403,176.249603,174.238602,167.391861,160.448593,G9
0.782084,0.994655,1.250605,1.382166,1.337317,1.207755,161.846405,174.749695,177.053833,170.403946,163.688889,G9
0.792103,1.013144,1.311636,1.397076,1.348434,1.1699,157.581375,173.405853,175.455627,167.736404,160.304428,G9
0.642047,1.022283,1.340071,1.405765,1.300771,1.113184,151.80928,169.919113,177.022842,167.159164,158.034683,G9
-0.196212,0.856836,1.26107,1.239719,0,0,159.835266,172.978333,163.220871,128.067398,128.067398,G9
0.671083,1.120799,1.566854,1.446449,0,0,165.539612,179.283447,164.180954,140.551788,140.551788,G9
0.730756,0.97992,1.245702,1.405805,1.372911,1.222945,160.455063,175.313614,175.767273,169.007629,161.499741,G9
0,0,0,0,0,0,0,0,0,0,0,G1
0.734957,0,0,0,0,0,0,0,0,0,0,G1
0.581342,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
-0.667931,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
0.861251,0,1.957854,2.010384,0,1.364175,0,142.332962,156.281662,0,176.483307,G0
0.461436,0,1.224617,1.244116,0,0.864754,0,160.787567,176.201752,0,164.689804,G0
0.41388,0,1.229299,1.240213,0,0.836934,0,165.657059,177.942795,0,168.724884,G0
1.781367,0,4.023008,4.10746,0,3.410824,0,150.5522,166.814194,0,173.651367,G0
0.36219,0,1.190412,1.207986,0,0.880788,0,145.580276,172.613708,0,153.259186,G0
0.457707,0,1.208405,1.229555,0,0.881295,0,147.211563,176.082993,0,150.05191,G0
0.568438,0,1.226237,1.254268,0,0.87878,0,160.27478,173.541443,0,159.658691,G0
-0.014742,0,1.026995,1.029347,0,0,0,169.804062,172.109787,0,118.577271,G0
0.961435,0,2.166436,2.158539,0,1.457891,0,156.990738,168.490891,0,171.412415,G0
0.910031,0,2.065204,2.078488,0,1.363215,0,157.996826,168.456482,0,173.448929,G0
-0.303567,0,1.000004,0,0,0,0,76.631912,0,0,0,G2
0,0,0,0,0,0,0,89.042931,0,0,0,G2
0,0,0,0,0,0,0,80.755898,0,0,0,G2
0,0,0,0,0,0,0,69.18438,0,0,0,G2
-0.315823,0,0.999996,0,0,0,0,71.548866,0,0,0,G2
-0.111525,0,1.000002,0,0,0,0,71.709641,0,0,0,G2
-0.210051,0,1.000004,0,0,0,0,103.47081,0,0,0,G2
0,0,0,0,0,0,0,91.103645,0,0,0,G2
-0.267906,0,1.000001,0,0,0,0,71.640854,0,0,0,G2
-0.291259,0,1.000002,0,0,0,0,88.540672,0,0,0,G2
0.488662,0,0,0,0,1.767377,0,0,0,0,166.237671,G3
0,0,0,0,0,0,0,0,0,0,129.491425,G3
0.822483,0,0,0,0,2.123707,0,0,0,0,144.016495,G3
0.211315,0,0,0,0,0.999996,0,0,0,0,158.374939,G3
0.257286,0,0,0,0,1,0,0,0,0,171.498672,G3
0.294008,0,0,0,0,0.999998,0,0,0,0,170.657898,G3
0.213918,0,0,0,0,1,0,0,0,0,175.978775,G3
0.220521,0,0,0,0,1.000006,0,0,0,0,175.711761,G3
0.164169,0,0,0,0,1.000002,0,0,0,0,173.301636,G3
0.15234,0,0,0,0,0.999999,0,0,0,0,173.116989,G3
-0.174105,1.044579,1.342763,0,0,0,150.429321,146.845932,0,0,0,G4
-0.122953,1.02026,1.317112,0,0,0,151.068497,151.967392,0,0,0,G4
0.18846,1.321736,1.651423,0,0,0,149.284546,162.463028,0,0,0,G4
-0.164602,1.062853,1.324382,0,0,0,148.854691,155.270782,0,0,0,G4
-0.94572,0.999999,0,0,0,0,164.039963,121.562927,0,0,0,G4
-0.150126,1.073794,1.305825,0,0,0,156.950668,157.529922,0,0,0,G4
-0.98293,1,0,0,0,0,160.305389,123.231895,0,0,0,G4
-0.008154,2.426124,3.016753,0,0,0,159.547836,145.906097,0,0,0,G4
-0.180848,1.064021,1.320108,0,0,0,149.536087,149.475662,0,0,0,G4
1.36589,2.693211,3.576104,0,0,0,149.248337,151.168625,0,0,0,G4
-0.063246,0,2.199013,1.639511,0,0,0,159.585892,140.582916,0,0,G5
0.972259,0,2.141881,2.164818,0,0,0,143.613663,166.919235,0,0,G5
0.856262,0,2.333805,2.369005,0,0,0,162.262024,175.851837,0,0,G5
-0.077521,0,1.039329,1.026227,0,0,0,164.674164,168.732422,0,0,G5
1.139007,0,2.224451,2.196905,0,0,0,150.221451,170.661713,0,0,G5
-0.078388,0,1.031068,1.032578,0,0,0,153.755936,164.539261,0,0,G5
0.136451,0,1.036524,1.036543,0,0,0,160.427338,161.81131,0,0,G5
0.192035,0,1.043691,1.033134,0,0,0,169.577728,170.070908,0,0,G5
0.017633,0,1.053787,1.028065,0,0,0,169.768372,174.412598,0,0,G5
-0.183645,0,2.297198,1.865203,0,0,0,172.394135,155.047699,0,0,G5
0.15807,0,1.077399,1.096178,0.999451,0,0,137.544159,159.832901,170.051941,0,G6
0.699618,0,2.026054,2.017691,1.018541,0,0,134.139099,160.811981,148.163284,0,G6
0.125004,0,1.049706,1.090622,1.000589,0,0,143.387024,158.568115,155.211288,0,G6
0.641382,0,1.657774,1.69472,1.652385,0,0,146.291122,162.02771,164.283127,0,G6
0.070663,0,1.060436,1.085205,0.994053,0,0,136.786469,155.803604,167.825119,0,G6
-0.009252,0,1.053888,1.09321,0.987669,0,0,141.794525,159.851151,173.523972,0,G6
0.667561,0,1.63105,1.675169,1.546914,0,0,141.09761,160.426376,172.090042,0,G6
1.009683,0,1.930304,1.973412,1.798294,0,0,120.411613,145.582108,153.855331,0,G6
0.356224,0,1.092186,1.095433,1.04096,0,0,158.09407,177.012131,163.414658,0,G6
0.24501,0,1.102524,1.072247,1.014559,0,0,165.891724,177.825241,168.170349,0,G6
0.13836,1.168152,0,0,0,1.134924,150.866776,0,0,0,160.885162,G7
-0.164355,1.2235,0,0,0,0.873493,155.767197,0,0,0,160.37619,G7
-0.624042,0.999999,0,0,0,0,168.665237,0,0,0,121.673973,G7
0.329231,1.216756,0,0,0,0.883307,152.517059,0,0,0,164.810593,G7
0.38034,1.285367,0,0,0,0.929975,146.980499,0,0,0,155.708069,G7
0.793739,2.118214,0,0,0,1.404917,154.054306,0,0,0,168.350494,G7
0.29787,1.137744,0,0,0,1.197526,157.02507,0,0,0,162.3703,G7
3.005895,5.048185,0,0,0,4.890343,149.606033,0,0,0,171.202713,G7
1.964791,4.32368,0,0,0,2.149859,167.218613,0,0,0,156.438965,G7
2.029247,2.969179,0,0,0,3.065298,150.675461,0,0,0,162.227585,G7
0.470137,1.055774,1.485595,0,0,1.143429,155.961044,167.585281,0,0,154.640747,G8
-0.328652,0.944878,1.26286,0,0,0,164.735199,165.001053,0,0,125.562599,G8
0.308704,1.07555,1.432347,0,0,1.095186,157.161865,170.758362,0,0,159.944489,G8
4.830279,4.60176,5.814095,0,0,4.274877,160.598526,172.398666,0,0,167.251312,G8
0.317377,1.035106,1.45382,0,0,1.1048,154.976593,167.743378,0,0,153.04213,G8
0.478468,1.085714,1.494149,0,0,1.140944,153.281052,170.502991,0,0,156.384583,G8
0.378964,1.063753,1.448928,0,0,1.112618,162.362473,173.528778,0,0,164.775055,G8
0.325927,1.088946,1.408298,0,0,1.116171,168.317596,175.326996,0,0,170.124725,G8
0.254995,1.141094,1.456139,0,0,1.10237,163.177673,172.859192,0,0,166.632324,G8
0.253362,1.128674,1.494479,0,0,1.10443,159.355789,170.543777,0,0,162.294601,G8
0.985754,1.013167,1.392894,1.382275,1.35018,1.229319,157.120651,172.834534,175.773148,167.556152,154.049805,G9
0.842018,1.024812,1.35373,1.427096,1.321351,1.156444,133.280258,155.881714,174.511292,157.903885,132.996231,G9
1.16038,1.110522,1.454101,1.464803,1.416359,1.270068,148.056274,166.669312,176.250839,165.183868,147.019974,G9
1.081631,1.201026,1.455374,1.441992,1.242956,0,164.037476,173.334671,173.708176,164.406357,134.793076,G9
0.925269,1.235293,1.176536,1.119924,1.038524,0,167.370453,174.924911,177.908005,164.890381,129.877228,G9
0.821203,1.193114,1.217632,1.120491,0.994459,0,152.74411,167.642105,174.411667,149.000046,112.352119,G9
0.964381,1.038205,1.353935,1.416966,1.341328,1.193952,146.375336,166.564178,176.570923,164.338974,144.973083,G9
0.810025,1.047191,1.30295,1.417088,1.328558,1.148161,138.483383,159.846359,173.930008,162.044144,139.356567,G9
0.666753,0.967904,1.346189,1.399944,1.260825,1.083267,146.686935,165.483521,176.055344,166.265366,146.893875,G9
0.702865,0.990773,1.217849,1.365623,1.275622,1.14261,158.587219,172.542953,178.163986,171.31279,158.134842,G9
-0.728452,0,0,0,0,0,0,0,0,0,0,G1
-0.672955,0,0,0,0,0,0,0,0,0,0,G1
-0.720727,0,0,0,0,0,0,0,0,0,0,G1
-0.701598,0,0,0,0,0,0,0,0,0,0,G1
-0.693084,0,0,0,0,0,0,0,0,0,0,G1
-0.762485,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,G1
-0.698562,0,0,0,0,0,0,0,0,0,0,G1
0.726182,0,1.217814,1.204221,0,1.061919,0,164.586594,175.419617,0,161.868759,G0
0.792688,0,1.236175,1.246215,0,1.062514,0,169.246262,176.524734,0,167.220749,G0
0.809091,0,1.246101,1.252304,0,1.075778,0,166.229385,175.302261,0,163.737961,G0
0.838553,0,1.240257,1.251794,0,1.085787,0,162.313019,173.31636,0,158.420868,G0
0.655823,0,1.245692,1.195182,0,1.04399,0,162.672577,174.737122,0,162.50795,G0
0.86205,0,1.23234,1.251699,0,1.108289,0,167.870651,173.573944,0,165.190262,G0
0.956434,0,1.246368,1.250357,0,1.117048,0,164.778549,172.810669,0,163.217773,G0
0.955239,0,1.246951,1.235723,0,1.12298,0,157.022293,168.845734,0,153.842758,G0
1.007363,0,1.432204,1.399129,0,0.632419,0,155.468872,165.176437,0,171.806549,G0
0.734132,0,1.232924,1.210999,0,1.051843,0,163.517426,174.128189,0,161.526047,G0
-0.357227,0,1.000002,0,0,0,0,29.618279,0,0,0,G2
-0.078084,0,0.999997,0,0,0,0,64.836624,0,0,0,G2
-0.18588,0,0.999999,0,0,0,0,87.888992,0,0,0,G2
-0.085474,0,1.000001,0,0,0,0,137.011215,0,0,0,G2
-0.179387,0,1.000006,0,0,0,0,80.060638,0,0,0,G2
-0.199327,0,1.000002,0,0,0,0,108.287598,0,0,0,G2
-0.255902,0,0.999994,0,0,0,0,52.191212,0,0,0,G2
-0.244464,0,1,0,0,0,0,61.061859,0,0,0,G2
-0.125303,0,0.999996,0,0,0,0,134.098007,0,0,0,G2
-0.239968,0,1.000002,0,0,0,0,132.361725,0,0,0,G2
0.443697,0,0,0,0,0.999998,0,0,0,0,159.892532,G3
0.86226,0,0,0,0,0.658807,0,0,0,0,169.495255,G3
0.750588,0,0,0,0,0.660618,0,0,0,0,52.036568,G3
