@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R2,3,5,18-22'

@attribute fingersExtended numeric
@attribute ratio numeric
@attribute Max_Y numeric
@attribute fingertipElevation_f2 numeric
@attribute fingertipElevation_f3 numeric
@attribute fingertipElevation_f4 numeric
@attribute fingertipElevation_f5 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
11111,0.007429,1.295621,3.54582,3.685647,3.625459,3.334631,G9
11111,0.008589,1.412484,4.680151,4.839375,4.706978,4.295236,G9
11111,1,0.600263,0,0,0,0,G9
11111,0.008053,1.42811,5.102254,5.15669,4.987046,4.58841,G9
11111,1,0.610598,0,0,0,0,G9
11111,0.008228,1.178239,3.961159,4.167908,4.034494,3.587493,G9
11111,0.008337,1.352818,4.483907,4.720399,4.584064,4.103108,G9
11111,0.008789,1.510261,5.240202,5.070769,4.699021,0,G9
0,1,0.635808,0,0,0,0,G1
0,1,0.778669,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,1,0.81432,0,0,0,0,G1
0,1,0.864201,0,0,0,0,G1
0,1,0.786069,0,0,0,0,G1
0,1,0.671906,0,0,0,0,G1
0,1,0.71264,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
1101,0.01326,0.79501,1.937189,1.347058,0,0,G0
1101,0.012111,1.055807,2.218632,1.700621,0,0,G0
1101,0.011576,1.026527,2.43873,1.93843,0,0,G0
1101,0.011578,1.053928,2.383836,1.730752,0,0,G0
1101,0.013132,1.283488,2.540933,1.456636,2.030975,0,G0
1101,0.01185,0.965162,2.194056,1.710254,0,0,G0
1101,0.011932,0.956813,3.99514,3.687164,0,0,G0
1101,0.011733,0.999659,3.53889,3.087073,0,0,G0
1101,0.012033,1.013991,2.343077,1.830847,0,0,G0
1101,0.013269,1.032953,2.154966,1.429949,0,0,G0
1000,1,0.69643,0,0,0,0,G2
1000,1,-0.381329,0,0,0,0,G2
1000,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,G2
1000,1,0.780266,0,0,0,0,G2
1000,1,0.768555,0,0,0,0,G2
1000,0.019961,1.024957,0.433266,0,0,0,G2
1000,0.019659,1.0396,0.43582,0,0,0,G2
1000,0.019598,1.060463,0.686488,0,0,0,G2
1000,0.019374,0.939747,0.188437,0,0,0,G2
1,1,0.843878,0,0,0,0,G3
1,1,0.808117,0,0,0,0,G3
1,1,0.901246,0,0,0,0,G3
1,1,0.9465,0,0,0,0,G3
1,1,0.887323,0,0,0,0,G3
1,1,0.942052,0,0,0,0,G3
1,0.01554,1.277046,3.385674,0,0,0,G3
1,1,0.864457,0,0,0,0,G3
1,1,0.831736,0,0,0,0,G3
1,1,0.8412,0,0,0,0,G3
11000,0.012328,1.007392,1.701352,0,0,0,G4
11000,0.011536,1.03995,1.861036,0,0,0,G4
11000,0.011128,0.995725,1.650402,0,0,0,G4
11000,0.016534,1.404686,2.086187,1.209855,0,0,G4
11000,0.017193,1.494884,2.213711,1.230309,0,0,G4
11000,0.015802,1.271162,2.075226,1.145435,0,0,G4
11000,0.015629,1.291995,2.487475,1.600553,0,0,G4
11000,0.015646,1.089693,2.112467,1.179361,0,0,G4
11000,0.012082,0.903819,1.96664,0,0,0,G4
11000,0.01208,0.939392,2.053533,0,0,0,G4
1100,0.0152,0.887494,1.854031,0,0,0,G5
1100,0.015219,0.925899,2.112619,0,0,0,G5
1100,0.014849,0.88639,1.917133,0,0,0,G5
1100,0.011702,2.267486,4.667479,0.378649,0,0,G5
1100,0.015345,0.888379,2.21418,0,0,0,G5
1100,0.015076,0.867388,2.695342,0,0,0,G5
1100,0.015137,0.891259,2.083658,0,0,0,G5
1100,0.015417,0.913023,1.955444,0,0,0,G5
1100,0.015915,0.896674,1.933576,0,0,0,G5
1100,0.01531,0.843593,1.727625,0,0,0,G5
1110,0.016703,0.949435,2.065973,1.866892,0,0,G6
1110,0.018297,1.252604,2.739355,1.668595,2.538485,0,G6
1110,0.014526,0.811824,1.916539,1.738299,0,0,G6
1110,0.015055,0.937772,2.151975,1.88613,0,0,G6
1110,0.01664,1.043624,2.444495,2.179388,0,0,G6
1110,0.016096,0.979963,2.065951,1.888517,0,0,G6
1110,0.016718,0.917098,2.606683,2.449893,0,0,G6
1110,0.016642,0.901396,2.974155,2.799173,0,0,G6
1110,0.016364,0.866462,2.95688,2.783392,0,0,G6
1110,0.016364,0.956087,2.695724,2.51478,0,0,G6
10001,0.009295,0.518405,0.956591,0,0,0,G7
10001,0.010929,0.908251,1.384579,1.869916,0,0,G7
10001,0.010705,0.783362,1.711591,2.142963,0,0,G7
10001,0.010597,0.900812,2.848105,0,0,0,G7
10001,0.010411,0.870361,2.606421,0,0,0,G7
10001,0.010765,0.805686,1.479126,1.934364,0,0,G7
10001,0.01063,1.08874,1.642864,1.471326,1.872988,0,G7
10001,0.012277,1.285265,0.900476,0.729625,1.209474,0,G7
10001,0.012637,1.449588,1.145414,0.992289,1.53884,0,G7
10001,0.012722,1.142757,0.09792,0.0326,0.50894,0,G7
11001,0.014992,1.977088,4.25606,3.400037,0.51094,0,G8
11001,0.014084,1.033955,1.822753,0,0,0,G8
11001,0.010925,1.165574,3.169844,2.620257,0,0,G8
11001,0.011431,0.956686,2.549367,1.883199,0,0,G8
11001,0.011112,0.993523,2.434833,1.788014,0,0,G8
11001,0.011275,1.031452,2.043718,1.370904,0,0,G8
11001,0.011513,1.177462,1.934845,1.312227,0,0,G8
11001,0.01142,1.209937,2.637744,1.996173,0,0,G8
11001,0.012065,1.195472,4.077566,3.276005,3.425293,0,G8
11001,0.016023,2.391885,6.520862,5.495451,0.825639,0,G8
11111,0.009365,1.349664,3.855342,4.085877,3.918613,3.474774,G9
11111,0.009064,1.367724,3.232668,3.410392,3.26334,2.84068,G9
11111,0.00898,1.302834,3.593818,3.676095,3.54543,3.163843,G9
11111,0.009104,1.302651,3.72731,3.910608,3.753439,3.336542,G9
11111,0.0092,1.310955,4.125418,4.277683,4.147567,3.761934,G9
11111,0.0099,1.300923,3.664258,3.766043,3.626928,3.182909,G9
11111,0.009947,1.339228,3.154746,3.258385,3.08598,2.679865,G9
11111,0.010154,1.136419,2.877027,2.769956,0,0,G9
11111,0.010568,1.357636,5.471673,4.837096,0,0,G9
11111,0.009201,1.307832,3.898855,4.064389,3.943558,3.506793,G9
0,0,0,0,0,0,0,G1
0,1,-0.436434,0,0,0,0,G1
0,0.084103,-0.577997,0.994497,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,1,0.62587,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
1101,0.012041,1.653102,3.866323,3.432589,1.578599,0,G0
1101,0.013015,1.011152,3.06101,2.529032,0,0,G0
1101,0.013016,1.065574,3.626464,3.077377,0,0,G0
1101,0.02434,3.374366,8.722976,1.401234,7.393506,3.218856,G0
1101,0.012943,0.929811,2.121263,1.66838,0,0,G0
1101,0.01283,0.937605,2.130976,1.614336,0,0,G0
1101,0.013519,0.962773,2.823006,2.236153,0,0,G0
1101,0.023369,0.848819,2.537647,0,0,0,G0
1101,0.012594,1.621572,5.543409,4.864698,2.488564,0,G0
1101,0.012185,1.746894,5.529736,4.884039,2.807004,0,G0
1000,1,0.691537,0,0,0,0,G2
1000,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,G2
1000,1,0.645461,0,0,0,0,G2
1000,1,0.73004,0,0,0,0,G2
1000,1,0.817998,0,0,0,0,G2
1000,0,0,0,0,0,0,G2
1000,1,0.715518,0,0,0,0,G2
1000,1,0.765787,0,0,0,0,G2
1,0.021951,2.687721,8.966497,0,0,0,G3
1,0,0,0,0,0,0,G3
1,0.016166,1.57313,1.68142,0,0,0,G3
1,1,0.854765,0,0,0,0,G3
1,1,0.895916,0,0,0,0,G3
1,1,0.85043,0,0,0,0,G3
1,1,0.866428,0,0,0,0,G3
1,1,0.823966,0,0,0,0,G3
1,1,0.803636,0,0,0,0,G3
1,1,0.808144,0,0,0,0,G3
11000,0.012878,1.103987,2.217389,0,0,0,G4
11000,0.01306,1.115498,2.281158,0,0,0,G4
11000,0.01925,1.460319,3.216953,2.18216,0,0,G4
11000,0.012842,1.124563,2.394318,0,0,0,G4
11000,1,0.261743,0,0,0,0,G4
11000,0.012948,1.15236,2.670159,0,0,0,G4
11000,1,0.149529,0,0,0,0,G4
11000,0.022598,2.584348,5.19557,0.39465,0,0,G4
11000,0.012736,1.120862,2.264404,0,0,0,G4
11000,0.024596,3.074546,6.120978,0.608062,0,0,G4
1100,0.038341,1.608927,0.737544,3.4505,0,0,G5
1100,0.012941,1.275522,3.725769,0.638286,0,0,G5
1100,0.013449,1.844815,5.910605,2.083252,0,0,G5
1100,0.019839,0.717603,2.101737,0,0,0,G5
1100,0.012127,1.570754,4.40859,1.17984,0,0,G5
1100,0.019658,0.701412,1.69653,0,0,0,G5
1100,0.018716,0.731091,1.804901,0,0,0,G5
1100,0.018838,0.831773,2.561266,0,0,0,G5
1100,0.018583,0.82368,3.18687,0,0,0,G5
1100,0.039843,1.71031,1.921971,5.017191,0,0,G5
1110,0.013051,0.829726,1.806409,1.735807,0,0,G6
1110,0.012564,1.753694,3.387056,0.9349,0,0,G6
1110,0.01325,0.876376,1.715658,1.609502,0,0,G6
1110,0.009914,1.39442,2.996877,2.968055,0.722541,0,G6
1110,0.013093,0.7709,1.69428,1.633131,0,0,G6
1110,0.013391,0.785042,1.852884,1.783288,0,0,G6
1110,0.010097,1.313331,2.884054,2.807809,0.778021,0,G6
1110,0.012,0.913673,2.692333,2.55109,0.262122,0,G6
1110,0.012938,0.865698,2.460773,2.325623,0,0,G6
1110,0.013074,0.913107,2.963516,2.827507,0,0,G6
10001,0.010995,0.783446,2.306137,0,0,0,G7
10001,0.018794,0.71422,1.75715,0,0,0,G7
10001,1,0.682302,0,0,0,0,G7
10001,0.011389,0.982685,2.023843,2.321926,0,0,G7
10001,0.011811,0.829572,1.875043,2.157629,0,0,G7
10001,0.013733,1.705116,4.073871,4.702125,1.875468,0,G7
10001,0.011211,1.017446,2.696643,0,0,0,G7
10001,0.025956,-4.037921,12.381773,6.060918,3.987506,0,G7
10001,0.027612,3.744629,4.264287,7.81752,1.955696,0,G7
10001,0.015468,2.149701,6.370481,1.248434,0,0,G7
11001,0.014554,1.070538,3.189894,2.539773,0,0,G8
11001,0.016555,1.079445,2.908525,0,0,0,G8
11001,0.013906,1.041452,3.310952,2.756505,0,0,G8
11001,0.040954,-5.929143,16.406713,14.285071,2.789194,0,G8
11001,0.0143,1.018776,2.93282,2.30768,0,0,G8
11001,0.0143,1.080394,3.216164,2.59698,0,0,G8
11001,0.013716,1.171522,4.019603,3.459401,0,0,G8
11001,0.013726,1.207806,5.407362,4.905256,0,0,G8
11001,0.014045,1.092935,4.469506,3.892395,0,0,G8
11001,0.01463,1.049074,3.858044,3.208477,0,0,G8
11111,0.009553,1.059274,3.583256,3.591082,3.476862,2.806365,G9
11111,0.010038,0.910056,2.19238,2.324479,2.169836,1.536889,G9
11111,0.010154,1.12397,3.13889,3.205146,3.083863,2.320241,G9
11111,0.01013,1.244326,5.136301,5.129916,4.419653,0,G9
11111,0.010769,0.988158,4.039729,4.006492,3.576392,0,G9
11111,0.010833,0.742008,2.401072,2.326977,1.889486,0,G9
11111,0.009926,0.971874,2.764143,2.869909,2.733367,2.075783,G9
11111,0.009939,0.942821,2.336564,2.509696,2.377496,1.753782,G9
11111,0.010001,0.964272,2.628773,2.724137,2.545563,1.978785,G9
11111,0.009463,1.080709,3.385308,3.56586,3.432508,2.926412,G9
0,1,0.513998,0,0,0,0,G1
0,1,0.584972,0,0,0,0,G1
0,1,0.537501,0,0,0,0,G1
0,1,0.532832,0,0,0,0,G1
0,1,0.469594,0,0,0,0,G1
0,1,0.47517,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,1,0.527928,0,0,0,0,G1
1101,0.009691,1.074775,3.448358,3.020074,0,0,G0
1101,0.010008,1.182609,4.727411,4.205803,0,0,G0
1101,0.009704,1.164044,4.012097,3.487435,0,0,G0
1101,0.0098,1.075516,3.325052,2.7981,0,0,G0
1101,0.009855,1.051815,3.389153,2.988763,0,0,G0
1101,0.009939,1.089669,4.445772,3.949125,0,0,G0
1101,0.010025,1.02905,3.977086,3.516061,0,0,G0
1101,0.010064,0.944636,2.908622,2.460076,0,0,G0
1101,0.011507,1.118087,3.323933,2.592962,2.944596,0,G0
1101,0.009828,1.070149,3.381718,2.946951,0,0,G0
1000,1,0.413412,0,0,0,0,G2
1000,1,0.81329,0,0,0,0,G2
1000,1,0.787667,0,0,0,0,G2
1000,1,0.800882,0,0,0,0,G2
1000,1,0.713245,0,0,0,0,G2
1000,1,0.855622,0,0,0,0,G2
1000,1,0.608424,0,0,0,0,G2
1000,1,0.461732,0,0,0,0,G2
1000,1,0.601262,0,0,0,0,G2
1000,1,0.602885,0,0,0,0,G2
1,1,0.555626,0,0,0,0,G3
1,0.027471,0.653779,2.107758,0,0,0,G3
1,0.027034,0.592454,1.22534,0,0,0,G3
1,0.027406,0.828634,2.511358,0,0,0,G3
1,1,0.639066,0,0,0,0,G3
1,1,0.655908,0,0,0,0,G3
1,1,0.707425,0,0,0,0,G3
1,0.032967,0.872807,3.886456,0,0,0,G3
1,1,0.467815,0,0,0,0,G3
1,1,0.433847,0,0,0,0,G3
11000,0.017313,1.100329,2.010482,1.050212,0,0,G4
11000,0.012781,0.466721,0.501815,0,0,0,G4
11000,0.011889,0.861769,1.475883,0,0,0,G4
11000,0.016734,1.135414,2.571226,1.619933,0,0,G4
11000,0.01771,1.254171,2.580039,1.546137,0,0,G4
11000,0.017813,1.342452,2.688617,1.643467,0,0,G4
11000,0.017429,1.219558,2.891256,1.884853,0,0,G4
11000,0.017021,1.180501,2.984541,2.01054,0,0,G4
11000,0.017078,1.10555,2.168492,1.223954,0,0,G4
11000,0.011987,0.979685,1.356099,0,0,0,G4
1100,0.019279,0.558474,1.161095,0,0,0,G5
1100,0.019031,0.773781,2.218372,0,0,0,G5
1100,0.018852,0.804876,2.080377,0,0,0,G5
1100,0.018789,0.767767,1.983265,0,0,0,G5
1100,0.019128,0.794308,2.115077,0,0,0,G5
1100,0.018975,0.705901,1.495915,0,0,0,G5
1100,0.018805,0.703821,1.474883,0,0,0,G5
1100,0.018422,0.783468,1.459107,0,0,0,G5
1100,0.019224,0.700131,2.012777,0,0,0,G5
1100,0.018755,0.636403,1.746467,0,0,0,G5
1110,0.015212,0.972516,2.290388,2.118141,0,0,G6
1110,0.015099,1.014125,2.394208,2.207506,0,0,G6
1110,0.015395,1.031472,2.46392,2.269868,0,0,G6
1110,0.015289,1.009359,2.451472,2.276577,0,0,G6
1110,0.015566,0.88497,1.921484,1.724274,0,0,G6
1110,0.015577,0.826688,2.067434,1.880118,0,0,G6
1110,0.015452,0.853461,2.418892,2.241728,0,0,G6
1110,0.015818,0.861331,2.589725,2.409889,0,0,G6
1110,0.01405,1.035168,3.280604,3.168819,0,0,G6
1110,0.014772,1.004307,2.632466,2.473182,0,0,G6
10001,0.011602,1.206629,1.555722,0,0,0,G7
10001,0.010613,1.044722,2.365039,0,0,0,G7
10001,0.010653,1.029672,1.97073,0,0,0,G7
10001,0.010793,0.965388,2.128826,0,0,0,G7
10001,0.010667,0.962683,1.972337,0,0,0,G7
10001,0.010679,1.056092,2.00705,0,0,0,G7
10001,0.010435,1.032187,2.972112,0,0,0,G7
10001,0.010907,0.979077,1.454624,0,0,0,G7
10001,0.012078,0.773504,0.499218,0,0,0,G7
10001,0.012448,0.795194,0.523019,0,0,0,G7
11001,0.009312,1.059212,4.243196,3.681748,0,0,G8
11001,0.009687,1.076568,3.741098,3.097004,0,0,G8
11001,0.010678,0.919678,3.033857,1.957484,2.350348,0,G8
11001,0.010698,1.107732,4.182112,3.096088,3.552491,0,G8
11001,0.009731,0.837593,1.962115,1.304427,0,0,G8
11001,0.009711,0.942505,2.103075,1.433966,0,0,G8
11001,0.009788,1.022956,3.676888,3.039683,0,0,G8
11001,0.009503,0.890381,3.210921,2.6298,0,0,G8
11001,0.009626,0.721406,2.302745,1.664755,0,0,G8
11001,0.010783,0.659854,1.576943,0.613251,1.059939,0,G8
11111,0.008834,1.085027,1.850322,2.028571,1.907771,1.27657,G9
11111,0.0082,1.343303,3.41393,3.611273,3.501278,2.952716,G9
11111,0.007958,1.26462,3.542961,3.685598,3.565313,3.045263,G9
11111,0.008063,1.095991,3.550491,3.67174,3.587299,3.055944,G9
11111,0.008047,1.082165,3.46041,3.578918,3.489384,2.952679,G9
11111,0.008023,0.949379,2.961399,3.087937,3.00403,2.48096,G9
11111,0.008293,0.787352,1.99697,2.14448,2.011722,1.46829,G9
11111,0.008237,1.035568,2.618608,2.739181,2.630876,2.055403,G9
11111,0.008358,1.116737,3.669908,3.816625,3.714485,3.154437,G9
11111,0.008271,1.061109,2.263813,2.351481,2.220672,1.65872,G9
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
1101,0.012631,1.002696,2.771589,2.434547,0,0,G0
1101,0.012653,1.083003,1.961989,1.473321,0,0,G0
1101,0.012625,0.902968,2.342911,1.965872,0,0,G0
1101,0.012654,0.954368,2.759218,2.066185,0,0,G0
1101,0.01246,0.95313,2.928436,2.506925,0,0,G0
1101,0.026022,0.637863,2.023987,0,0,0,G0
1101,0.012846,0.725178,2.16077,1.64098,0,0,G0
1101,0.012614,0.656027,2.161285,1.620225,0,0,G0
1101,0.01251,0.975539,2.558391,2.006091,0,0,G0
1101,0.012624,0.942541,2.713761,2.120425,0,0,G0
1000,1,0.705502,0,0,0,0,G2
1000,0,0,0,0,0,0,G2
1000,1,0.535409,0,0,0,0,G2
1000,1,0.593751,0,0,0,0,G2
1000,1,0.731584,0,0,0,0,G2
1000,1,0.700807,0,0,0,0,G2
1000,1,0.490158,0,0,0,0,G2
1000,1,0.443086,0,0,0,0,G2
1000,1,0.698579,0,0,0,0,G2
1000,1,0.734569,0,0,0,0,G2
1,0,0,0,0,0,0,G3
1,0.016718,0.84771,0.541037,0,0,0,G3
1,0,0,0,0,0,0,G3
1,0,0,0,0,0,0,G3
1,1,0.625731,0,0,0,0,G3
1,0,0,0,0,0,0,G3
1,1,0.788017,0,0,0,0,G3
1,1,0.777787,0,0,0,0,G3
1,1,0.871298,0,0,0,0,G3
1,0,0,0,0,0,0,G3
11000,1,0.404073,0,0,0,0,G4
11000,0.014298,1.207832,2.826909,0,0,0,G4
11000,0.017128,0.849024,0.587854,0,0,0,G4
11000,0.013906,0.793335,0.578001,0,0,0,G4
11000,0.016069,0.450618,0.526616,0,0,0,G4
11000,0.013521,0.679362,2.143939,0,0,0,G4
11000,0.011151,0.869945,2.881587,0,0,0,G4
11000,0.012976,0.954483,2.4291,0,0,0,G4
11000,0.013781,0.678877,1.16707,0,0,0,G4
11000,1,0.420077,0,0,0,0,G4
1100,0.024069,0.572572,1.02083,0,0,0,G5
1100,0.021582,0.785725,1.610657,0,0,0,G5
1100,0.020918,1.157577,1.640749,0,0,0,G5
1100,0,0,0,0,0,0,G5
1100,0.02335,0.734557,1.738286,0,0,0,G5
1100,0.023011,0.676725,1.997056,0,0,0,G5
1100,0.023433,0.711991,1.439554,0,0,0,G5
1100,0.03708,1.109469,1.234775,2.711801,0,0,G5
1100,0,0,0,0,0,0,G5
1100,0,0,0,0,0,0,G5
1110,0.029199,0.636413,1.466297,0,0,0,G6
1110,0.019888,0.889369,2.312101,2.157485,0,0,G6
1110,1,0.570999,0,0,0,0,G6
1110,0.019445,0.950306,2.461677,2.198257,0,0,G6
1110,0.019722,0.825631,2.052802,1.807447,0,0,G6
1110,0.024261,0.909745,1.033499,0,0,0,G6
1110,0.021595,0.966036,2.702308,2.228577,0,0,G6
1110,1,0.791876,0,0,0,0,G6
1110,1,0.54199,0,0,0,0,G6
1110,0.020074,0.889428,2.541336,2.300484,0,0,G6
10001,0.016136,0.473931,0.189126,0,0,0,G7
10001,0.012156,1.121157,0.641166,0,0,0,G7
10001,0,0,0,0,0,0,G7
10001,1,0.136272,0,0,0,0,G7
10001,0.010072,0.33766,0.181889,0,0,0,G7
10001,0.010905,0.367019,0.500134,0,0,0,G7
10001,0,0,0,0,0,0,G7
10001,0.010467,0.706372,0.790985,0,0,0,G7
10001,0.010653,0.576606,0.400748,0,0,0,G7
10001,0.01051,0.52991,0.246611,0,0,0,G7
11001,0.010541,0.971917,4.201895,3.589105,0,0,G8
11001,0.011822,1.302132,5.474811,4.758352,0,0,G8
11001,0.015422,0.975185,3.744194,0,0,0,G8
11001,0.017883,0.721539,2.773104,0,0,0,G8
11001,0.011711,0.877267,3.88082,3.13008,0,0,G8
11001,0.011191,0.768287,4.55499,3.808392,0,0,G8
11001,0.011619,0.791049,6.948523,6.150044,0,0,G8
11001,0.015418,0.705051,5.623022,0,0,0,G8
11001,0.010716,0.935331,6.914099,6.290797,0,0,G8
11001,0.011375,1.031711,6.020041,5.137407,0,0,G8
11111,0.009301,0.908757,3.467142,3.42099,3.247894,2.651787,G9
11111,0.010669,1.385827,4.331477,4.479289,4.214166,3.448234,G9
11111,0.009081,0.861541,3.084621,3.221116,3.054302,2.562638,G9
11111,0.009167,1.090867,5.105647,5.120188,4.926242,4.246762,G9
11111,0.009374,0.798409,1.97503,2.01991,1.812495,1.255303,G9
11111,0.010555,0.941229,2.098935,2.041083,1.80605,0,G9
11111,0.009925,1.119402,4.696747,4.803766,4.735086,4.276867,G9
11111,0.009157,1.052011,7.086591,7.203006,7.151492,6.706867,G9
11111,0.009493,0.948001,6.340759,6.365201,6.127171,5.617724,G9
11111,0.009193,0.877846,4.566732,4.599581,4.503874,3.978602,G9
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,1,-0.371725,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,G1
1101,0.011755,1.025194,1.679687,1.332674,0,0,G0
1101,0.012031,1.148941,2.505263,2.023229,0,0,G0
1101,0.012075,1.146282,2.666659,2.159433,0,0,G0
1101,0.011871,1.153117,2.285386,1.775265,0,0,G0
1101,0.012626,1.17592,2.021174,1.665006,0,0,G0
1101,0.011668,1.15498,2.424119,1.833871,0,0,G0
