@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R1,2,4,12-16,22'

@attribute numFingers numeric
@attribute fingersExtended numeric
@attribute Max_X numeric
@attribute fingertipAngles_f1 numeric
@attribute fingertipAngles_f2 numeric
@attribute fingertipAngles_f3 numeric
@attribute fingertipAngles_f4 numeric
@attribute fingertipAngles_f5 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
3,11001,0.690302,114.441086,149.183395,0,0,112.304909,G8
3,11001,0.828407,121.839569,152.409531,0,0,117.406815,G8
3,11001,0.923193,154.104965,170.507935,0,0,151.102371,G8
3,11001,0.495076,151.300125,170.097061,0,0,149.241684,G8
3,11001,0.376799,134.340576,168.879211,0,0,129.27301,G8
4,11001,0.352291,89.489441,88.212166,0,0,88.85627,G8
5,11111,1.282685,107.318939,126.482452,150.565216,129.755005,111.18824,G9
5,11111,1.095357,151.101456,169.677444,176.936111,165.013382,153.708817,G9
5,11111,1.047545,151.609161,169.963013,176.565445,166.173065,155.13327,G9
5,11111,1.152834,151.674011,169.399872,174.127243,165.732803,154.407227,G9
5,11111,0.9195,150.510559,168.58168,173.24472,164.774063,153.321396,G9
5,11111,0.735712,143.956863,164.832611,172.048721,161.635193,147.648056,G9
5,11111,0.897672,118.778854,146.280884,162.181259,137.01091,120.309029,G9
5,11111,1.009016,136.848541,163.62825,169.982956,153.229736,138.763962,G9
5,11111,1.13926,153.222229,169.816025,174.65889,165.533905,154.993118,G9
5,11111,1.177129,126.653564,158.265045,162.61908,144.897522,129.189285,G9
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
3,1101,0.493973,0,154.250717,166.113617,0,164.773148,G0
3,1101,0.707169,0,144.264816,169.900009,0,143.445404,G0
3,1101,0.405435,0,152.200607,167.515976,0,158.567612,G0
3,1101,0.807531,0,170.047729,168.956039,0,152.372986,G0
3,1101,0.639225,0,156.319061,169.235611,0,163.216797,G0
2,1101,-0.38578,0,150.471741,166.993591,0,109.7043,G0
3,1101,0.334742,0,150.697983,174.074387,0,148.416092,G0
3,1101,0.587771,0,151.363327,176.211777,0,145.785751,G0
3,1101,0.771776,0,160.377319,173.900589,0,152.376373,G0
3,1101,0.809268,0,168.891693,174.234146,0,155.848175,G0
1,1000,-0.446635,0,130.576035,0,0,0,G2
0,1000,0,0,104.219337,0,0,0,G2
1,1000,-0.63726,0,89.120705,0,0,0,G2
1,1000,-0.562339,0,83.041534,0,0,0,G2
1,1000,-0.023712,0,94.194473,0,0,0,G2
1,1000,-0.295672,0,159.865707,0,0,0,G2
1,1000,-0.329493,0,174.5327,0,0,0,G2
1,1000,-0.377284,0,130.564636,0,0,0,G2
1,1000,-0.260873,0,45.742229,0,0,0,G2
1,1000,-0.251762,0,173.859787,0,0,0,G2
0,1,0,0,0,0,0,77.61145,G3
2,1,1.007043,0,0,0,0,33.976433,G3
0,1,0,0,0,0,0,74.729301,G3
0,1,0,0,0,0,0,84.557747,G3
1,1,0.398717,0,0,0,0,168.993698,G3
0,1,0,0,0,0,0,85.49054,G3
1,1,0.496599,0,0,0,0,178.465454,G3
1,1,0.473024,0,0,0,0,162.326813,G3
1,1,0.490308,0,0,0,0,148.071777,G3
0,1,0,0,0,0,0,72.57737,G3
1,11000,-0.49783,15.980985,72.636932,0,0,0,G4
2,11000,0.265145,162.514709,159.485199,0,0,0,G4
2,11000,0.150528,59.11134,51.19342,0,0,0,G4
2,11000,0.479933,44.586025,49.813931,0,0,0,G4
2,11000,0.540778,64.228134,44.40876,0,0,0,G4
2,11000,0.402733,142.109726,148.76796,0,0,0,G4
2,11000,-0.211578,156.502136,165.28302,0,0,0,G4
2,11000,0.20852,159.992325,152.358551,0,0,0,G4
2,11000,0.6976,106.819969,98.186317,0,0,0,G4
1,11000,0.446533,28.308504,73.921104,0,0,0,G4
2,1100,0.317808,0,93.443291,94.300819,0,0,G5
2,1100,0.21086,0,151.506027,159.472275,0,0,G5
2,1100,0.354287,0,166.776642,161.350739,0,0,G5
0,1100,0,0,93.766418,93.766418,0,0,G5
2,1100,0.01223,0,158.190247,165.830353,0,0,G5
2,1100,0.229529,0,166.683151,166.313187,0,0,G5
2,1100,0.26645,0,146.574524,154.072083,0,0,G5
3,1100,0.800136,0,151.121231,152.214645,0,0,G5
0,1100,0,0,104.059784,104.059784,0,0,G5
0,1100,0,0,85.238174,85.238174,0,0,G5
2,1110,-0.043368,0,140.549011,168.024002,98.835403,0,G6
3,1110,0.511672,0,161.945007,175.18158,162.5867,0,G6
1,1110,-0.489108,0,167.250854,111.96981,111.96981,0,G6
3,1110,0.481586,0,169.566971,171.674271,159.935257,0,G6
3,1110,0.43352,0,157.424408,174.604202,157.472473,0,G6
2,1110,0.508264,0,163.171722,115.279877,92.816658,0,G6
