@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R1,2,4,5,12-17,22'

@attribute numFingers numeric
@attribute fingersExtended numeric
@attribute Max_X numeric
@attribute Max_Y numeric
@attribute fingertipAngles_f1 numeric
@attribute fingertipAngles_f2 numeric
@attribute fingertipAngles_f3 numeric
@attribute fingertipAngles_f4 numeric
@attribute fingertipAngles_f5 numeric
@attribute fingertipElevation_f1 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
5,11111,0.579419,1.340814,159.451492,174.992706,175.693207,170.935547,165.446472,3.036631,G9
5,11111,0.695679,1.295621,156.939423,173.548355,173.992798,168.818237,164.833115,2.651221,G9
5,11111,0.791347,1.412484,160.515213,174.034134,176.175858,171.212189,166.561081,3.556464,G9
1,11111,-0.799085,0.600263,157.939636,116.752312,116.752312,116.752312,116.752312,1.899161,G9
5,11111,0.850534,1.42811,161.816162,175.978546,173.015305,168.582962,165.080215,3.914217,G9
1,11111,-0.788799,0.610598,158.935501,137.769104,137.769104,137.769104,137.769104,2.414654,G9
5,11111,0.653589,1.178239,153.579422,171.220642,172.619476,167.022858,161.291168,2.618071,G9
5,11111,0.904786,1.352818,156.853958,171.922501,172.539795,167.258636,161.931335,3.132445,G9
4,11111,0.522232,1.510261,161.289032,176.33786,172.828476,167.542267,146.254669,3.590008,G9
1,0,-0.768864,0.635808,0,0,0,0,0,0,G1
1,0,-0.616738,0.778669,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
1,0,-0.553091,0.81432,0,0,0,0,0,0,G1
1,0,-0.50255,0.864201,0,0,0,0,0,0,G1
1,0,-0.617926,0.786069,0,0,0,0,0,0,G1
1,0,-0.739105,0.671906,0,0,0,0,0,0,G1
1,0,-0.698455,0.71264,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
3,1101,0.426401,0.79501,0,137.589539,165.491531,0,139.746552,0,G0
3,1101,0.588854,1.055807,0,144.060455,173.66011,0,146.252029,0,G0
3,1101,0.471281,1.026527,0,147.897171,171.931229,0,153.66568,0,G0
3,1101,0.58508,1.053928,0,141.884567,172.789322,0,145.147034,0,G0
4,1101,0.857719,1.283488,0,129.621063,159.340668,0,157.472794,0,G0
3,1101,0.270615,0.965162,0,143.083313,172.259659,0,152.125031,0,G0
3,1101,0.302741,0.956813,0,167.66539,174.647568,0,169.756104,0,G0
3,1101,0.347208,0.999659,0,161.986633,177.714569,0,166.327347,0,G0
3,1101,0.385278,1.013991,0,146.546463,177.953003,0,152.492371,0,G0
3,1101,0.543801,1.032953,0,139.489548,165.725128,0,140.957748,0,G0
1,1000,-0.215154,0.69643,0,48.859921,0,0,0,0,G2
1,1000,0.795045,-0.381329,0,124.367477,0,0,0,0,G2
0,1000,0,0,0,111.95285,0,0,0,0,G2
0,1000,0,0,0,81.93309,0,0,0,0,G2
1,1000,-0.186899,0.780266,0,69.507507,0,0,0,0,G2
1,1000,-0.122636,0.768555,0,69.701866,0,0,0,0,G2
2,1000,0.024574,1.024957,0,66.973549,0,0,0,0,G2
2,1000,0.129716,1.0396,0,68.05513,0,0,0,0,G2
2,1000,0.138083,1.060463,0,94.080872,0,0,0,0,G2
2,1000,0.035481,0.939747,0,48.285732,0,0,0,0,G2
1,1,-0.108901,0.843878,0,0,0,0,171.664322,0,G3
1,1,0.483535,0.808117,0,0,0,0,165.615784,0,G3
1,1,0.313593,0.901246,0,0,0,0,171.766647,0,G3
1,1,0.147303,0.9465,0,0,0,0,171.608826,0,G3
1,1,0.40733,0.887323,0,0,0,0,171.026321,0,G3
1,1,0.261888,0.942052,0,0,0,0,170.609177,0,G3
2,1,0.72652,1.277046,0,0,0,0,162.612946,0,G3
1,1,0.20873,0.864457,0,0,0,0,168.759064,0,G3
1,1,0.04827,0.831736,0,0,0,0,166.942734,0,G3
1,1,0.102806,0.8412,0,0,0,0,167.513641,0,G3
2,11000,-0.373879,1.007392,123.108398,127.804382,0,0,0,1.225886,G4
2,11000,-0.434245,1.03995,136.210159,138.401566,0,0,0,1.480442,G4
2,11000,-0.413022,0.995725,130.734604,126.305679,0,0,0,1.364171,G4
3,11000,-0.037151,1.404686,132.228668,130.718704,0,0,0,1.681572,G4
3,11000,-0.000103,1.494884,120.209167,143.173737,0,0,0,1.307954,G4
3,11000,-0.060346,1.271162,114.908333,141.555405,0,0,0,1.213791,G4
3,11000,-0.033475,1.291995,132.090958,154.048996,0,0,0,1.6922,G4
3,11000,-0.013315,1.089693,115.810112,137.619339,0,0,0,1.249614,G4
2,11000,-0.447857,0.903819,136.935532,141.645401,0,0,0,1.54044,G4
2,11000,-0.45698,0.939392,138.435791,145.068253,0,0,0,1.591134,G4
2,1100,0.264451,0.887494,0,157.298141,151.47937,0,0,0,G5
2,1100,0.30508,0.925899,0,161.109604,162.240845,0,0,0,G5
2,1100,0.161662,0.88639,0,155.217468,161.949905,0,0,0,G5
3,1100,1.997881,2.267486,0,141.009811,172.37114,0,0,0,G5
2,1100,0.207566,0.888379,0,162.550568,164.515289,0,0,0,G5
2,1100,0.263061,0.867388,0,167.017761,168.560501,0,0,0,G5
2,1100,0.295778,0.891259,0,160.789627,160.651489,0,0,0,G5
2,1100,0.302774,0.913023,0,155.125366,156.202133,0,0,0,G5
2,1100,0.291047,0.896674,0,157.062805,157.414474,0,0,0,G5
2,1100,0.345031,0.843593,0,155.830521,148.050812,0,0,0,G5
3,1110,0.054545,0.949435,0,162.40625,177.350327,160.028183,0,0,G6
4,1110,0.341613,1.252604,0,159.886642,176.202621,159.057236,0,0,G6
3,1110,0.183539,0.811824,0,154.972549,177.50769,153.820938,0,0,G6
3,1110,0.132188,0.937772,0,153.533035,176.96228,155.902496,0,0,G6
3,1110,0.299692,1.043624,0,164.910446,175.305054,158.253128,0,0,G6
3,1110,0.177524,0.979963,0,156.659332,174.431229,159.132797,0,0,G6
3,1110,0.124065,0.917098,0,165.980728,178.975113,167.706619,0,0,G6
3,1110,0.15952,0.901396,0,166.905579,177.663925,169.824829,0,0,G6
3,1110,0.093541,0.866462,0,167.622284,178.443542,168.931641,0,0,G6
3,1110,0.025135,0.956087,0,169.025162,178.344711,167.502808,0,0,G6
2,10001,1.095423,0.518405,89.516724,0,0,0,89.543671,1.011761,G7
3,10001,1.109315,0.908251,109.851532,0,0,0,138.285965,1.229554,G7
3,10001,0.911542,0.783362,122.52356,0,0,0,149.83226,1.618637,G7
2,10001,0.83926,0.900812,144.159943,0,0,0,147.573868,2.434556,G7
2,10001,1.004514,0.870361,144.15802,0,0,0,142.55423,2.527049,G7
3,10001,0.944776,0.805686,113.6362,0,0,0,142.817612,1.356734,G7
4,10001,1.053624,1.08874,116.994324,0,0,0,154.234924,1.531411,G7
4,10001,1.353392,1.285265,86.270149,0,0,0,73.566414,0.710862,G7
4,10001,1.458554,1.449588,96.252411,0,0,0,115.578766,1.005833,G7
4,10001,1.367796,1.142757,62.188419,0,0,0,24.563068,0.214614,G7
4,11001,1.775124,1.977088,131.880173,155.757553,0,0,142.389297,2.618955,G8
2,11001,0.288527,1.033955,176.51709,149.82019,0,0,117.965179,2.265623,G8
3,11001,0.32148,1.165574,153.720856,177.791595,0,0,154.311493,2.406044,G8
3,11001,0.155239,0.956686,143.850189,179.438721,0,0,142.884216,1.811319,G8
3,11001,0.274512,0.993523,141.700806,179.223923,0,0,139.17041,1.712801,G8
3,11001,0.31914,1.031452,128.657257,175.82991,0,0,126.06456,1.375134,G8
3,11001,0.479261,1.177462,122.116074,157.150238,0,0,118.952278,1.172054,G8
3,11001,0.500359,1.209937,147.015656,173.247665,0,0,142.935913,1.856683,G8
4,11001,0.446692,1.195472,159.412155,176.559464,0,0,171.015945,3.146877,G8
4,11001,2.231167,2.391885,151.090042,169.06192,0,0,157.355667,4.657246,G8
5,11111,0.912641,1.349664,160.107834,174.631195,175.848938,169.01709,160.712158,2.886926,G9
5,11111,0.795213,1.367724,155.288025,173.037949,174.72496,166.217316,155.481995,2.330731,G9
5,11111,0.66777,1.302834,156.376144,170.923889,178.034958,170.251404,160.49585,2.448194,G9
5,11111,0.777736,1.302651,160.238403,176.249603,174.238602,167.391861,160.448593,2.848297,G9
5,11111,0.782084,1.310955,161.846405,174.749695,177.053833,170.403946,163.688889,3.191601,G9
5,11111,0.792103,1.300923,157.581375,173.405853,175.455627,167.736404,160.304428,2.628631,G9
5,11111,0.642047,1.339228,151.80928,169.919113,177.022842,167.159164,158.034683,2.091589,G9
3,11111,-0.196212,1.136419,159.835266,172.978333,163.220871,128.067398,128.067398,2.244422,G9
3,11111,0.671083,1.357636,165.539612,179.283447,164.180954,140.551788,140.551788,4.39732,G9
5,11111,0.730756,1.307832,160.455063,175.313614,175.767273,169.007629,161.499741,2.917695,G9
0,0,0,0,0,0,0,0,0,0,G1
1,0,0.734957,-0.436434,0,0,0,0,0,0,G1
2,0,0.581342,-0.577997,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
1,0,-0.667931,0.62587,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
4,1101,0.861251,1.653102,0,142.332962,156.281662,0,176.483307,0,G0
3,1101,0.461436,1.011152,0,160.787567,176.201752,0,164.689804,0,G0
3,1101,0.41388,1.065574,0,165.657059,177.942795,0,168.724884,0,G0
5,1101,1.781367,3.374366,0,150.5522,166.814194,0,173.651367,0,G0
3,1101,0.36219,0.929811,0,145.580276,172.613708,0,153.259186,0,G0
3,1101,0.457707,0.937605,0,147.211563,176.082993,0,150.05191,0,G0
3,1101,0.568438,0.962773,0,160.27478,173.541443,0,159.658691,0,G0
2,1101,-0.014742,0.848819,0,169.804062,172.109787,0,118.577271,0,G0
4,1101,0.961435,1.621572,0,156.990738,168.490891,0,171.412415,0,G0
4,1101,0.910031,1.746894,0,157.996826,168.456482,0,173.448929,0,G0
1,1000,-0.303567,0.691537,0,76.631912,0,0,0,0,G2
0,1000,0,0,0,89.042931,0,0,0,0,G2
0,1000,0,0,0,80.755898,0,0,0,0,G2
0,1000,0,0,0,69.18438,0,0,0,0,G2
1,1000,-0.315823,0.645461,0,71.548866,0,0,0,0,G2
1,1000,-0.111525,0.73004,0,71.709641,0,0,0,0,G2
1,1000,-0.210051,0.817998,0,103.47081,0,0,0,0,G2
0,1000,0,0,0,91.103645,0,0,0,0,G2
1,1000,-0.267906,0.715518,0,71.640854,0,0,0,0,G2
1,1000,-0.291259,0.765787,0,88.540672,0,0,0,0,G2
2,1,0.488662,2.687721,0,0,0,0,166.237671,0,G3
0,1,0,0,0,0,0,0,129.491425,0,G3
2,1,0.822483,1.57313,0,0,0,0,144.016495,0,G3
1,1,0.211315,0.854765,0,0,0,0,158.374939,0,G3
1,1,0.257286,0.895916,0,0,0,0,171.498672,0,G3
1,1,0.294008,0.85043,0,0,0,0,170.657898,0,G3
1,1,0.213918,0.866428,0,0,0,0,175.978775,0,G3
1,1,0.220521,0.823966,0,0,0,0,175.711761,0,G3
1,1,0.164169,0.803636,0,0,0,0,173.301636,0,G3
1,1,0.15234,0.808144,0,0,0,0,173.116989,0,G3
2,11000,-0.174105,1.103987,150.429321,146.845932,0,0,0,1.92091,G4
2,11000,-0.122953,1.115498,151.068497,151.967392,0,0,0,1.920436,G4
3,11000,0.18846,1.460319,149.284546,162.463028,0,0,0,2.536567,G4
2,11000,-0.164602,1.124563,148.854691,155.270782,0,0,0,1.971869,G4
1,11000,-0.94572,0.261743,164.039963,121.562927,0,0,0,2.732039,G4
2,11000,-0.150126,1.15236,156.950668,157.529922,0,0,0,2.382105,G4
1,11000,-0.98293,0.149529,160.305389,123.231895,0,0,0,2.472052,G4
3,11000,-0.008154,2.584348,159.547836,145.906097,0,0,0,5.081109,G4
2,11000,-0.180848,1.120862,149.536087,149.475662,0,0,0,1.956647,G4
3,11000,1.36589,3.074546,149.248337,151.168625,0,0,0,4.982361,G4
3,1100,-0.063246,1.608927,0,159.585892,140.582916,0,0,0,G5
3,1100,0.972259,1.275522,0,143.613663,166.919235,0,0,0,G5
3,1100,0.856262,1.844815,0,162.262024,175.851837,0,0,0,G5
2,1100,-0.077521,0.717603,0,164.674164,168.732422,0,0,0,G5
3,1100,1.139007,1.570754,0,150.221451,170.661713,0,0,0,G5
2,1100,-0.078388,0.701412,0,153.755936,164.539261,0,0,0,G5
2,1100,0.136451,0.731091,0,160.427338,161.81131,0,0,0,G5
2,1100,0.192035,0.831773,0,169.577728,170.070908,0,0,0,G5
2,1100,0.017633,0.82368,0,169.768372,174.412598,0,0,0,G5
3,1100,-0.183645,1.71031,0,172.394135,155.047699,0,0,0,G5
3,1110,0.15807,0.829726,0,137.544159,159.832901,170.051941,0,0,G6
3,1110,0.699618,1.753694,0,134.139099,160.811981,148.163284,0,0,G6
3,1110,0.125004,0.876376,0,143.387024,158.568115,155.211288,0,0,G6
4,1110,0.641382,1.39442,0,146.291122,162.02771,164.283127,0,0,G6
3,1110,0.070663,0.7709,0,136.786469,155.803604,167.825119,0,0,G6
3,1110,-0.009252,0.785042,0,141.794525,159.851151,173.523972,0,0,G6
4,1110,0.667561,1.313331,0,141.09761,160.426376,172.090042,0,0,G6
4,1110,1.009683,0.913673,0,120.411613,145.582108,153.855331,0,0,G6
3,1110,0.356224,0.865698,0,158.09407,177.012131,163.414658,0,0,G6
3,1110,0.24501,0.913107,0,165.891724,177.825241,168.170349,0,0,G6
2,10001,0.13836,0.783446,150.866776,0,0,0,160.885162,2.192527,G7
2,10001,-0.164355,0.71422,155.767197,0,0,0,160.37619,2.098306,G7
1,10001,-0.624042,0.682302,168.665237,0,0,0,121.673973,2.219085,G7
3,10001,0.329231,0.982685,152.517059,0,0,0,164.810593,2.246607,G7
3,10001,0.38034,0.829572,146.980499,0,0,0,155.708069,2.159252,G7
4,10001,0.793739,1.705116,154.054306,0,0,0,168.350494,4.417421,G7
2,10001,0.29787,1.017446,157.02507,0,0,0,162.3703,2.523398,G7
4,10001,3.005895,-4.037921,149.606033,0,0,0,171.202713,9.964713,G7
4,10001,1.964791,3.744629,167.218613,0,0,0,156.438965,8.969092,G7
3,10001,2.029247,2.149701,150.675461,0,0,0,162.227585,5.735237,G7
3,11001,0.470137,1.070538,155.961044,167.585281,0,0,154.640747,2.463647,G8
2,11001,-0.328652,1.079445,164.735199,165.001053,0,0,125.562599,2.552048,G8
3,11001,0.308704,1.041452,157.161865,170.758362,0,0,159.944489,2.625465,G8
4,11001,4.830279,-5.929143,160.598526,172.398666,0,0,167.251312,13.37717,G8
3,11001,0.317377,1.018776,154.976593,167.743378,0,0,153.04213,2.271872,G8
3,11001,0.478468,1.080394,153.281052,170.502991,0,0,156.384583,2.384982,G8
3,11001,0.378964,1.171522,162.362473,173.528778,0,0,164.775055,3.270124,G8
3,11001,0.325927,1.207806,168.317596,175.326996,0,0,170.124725,4.73728,G8
3,11001,0.254995,1.092935,163.177673,172.859192,0,0,166.632324,3.730794,G8
3,11001,0.253362,1.049074,159.355789,170.543777,0,0,162.294601,3.08476,G8
5,11111,0.985754,1.059274,157.120651,172.834534,175.773148,167.556152,154.049805,2.605869,G9
5,11111,0.842018,0.910056,133.280258,155.881714,174.511292,157.903885,132.996231,1.26991,G9
5,11111,1.16038,1.12397,148.056274,166.669312,176.250839,165.183868,147.019974,1.967825,G9
4,11111,1.081631,1.244326,164.037476,173.334671,173.708176,164.406357,134.793076,4.289592,G9
4,11111,0.925269,0.988158,167.370453,174.924911,177.908005,164.890381,129.877228,3.943308,G9
4,11111,0.821203,0.742008,152.74411,167.642105,174.411667,149.000046,112.352119,2.229235,G9
5,11111,0.964381,0.971874,146.375336,166.564178,176.570923,164.338974,144.973083,1.830875,G9
5,11111,0.810025,0.942821,138.483383,159.846359,173.930008,162.044144,139.356567,1.48832,G9
5,11111,0.666753,0.964272,146.686935,165.483521,176.055344,166.265366,146.893875,1.746774,G9
5,11111,0.702865,1.080709,158.587219,172.542953,178.163986,171.31279,158.134842,2.687785,G9
1,0,-0.728452,0.513998,0,0,0,0,0,0,G1
1,0,-0.672955,0.584972,0,0,0,0,0,0,G1
1,0,-0.720727,0.537501,0,0,0,0,0,0,G1
1,0,-0.701598,0.532832,0,0,0,0,0,0,G1
1,0,-0.693084,0.469594,0,0,0,0,0,0,G1
1,0,-0.762485,0.47517,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
1,0,-0.698562,0.527928,0,0,0,0,0,0,G1
3,1101,0.726182,1.074775,0,164.586594,175.419617,0,161.868759,0,G0
3,1101,0.792688,1.182609,0,169.246262,176.524734,0,167.220749,0,G0
3,1101,0.809091,1.164044,0,166.229385,175.302261,0,163.737961,0,G0
3,1101,0.838553,1.075516,0,162.313019,173.31636,0,158.420868,0,G0
3,1101,0.655823,1.051815,0,162.672577,174.737122,0,162.50795,0,G0
3,1101,0.86205,1.089669,0,167.870651,173.573944,0,165.190262,0,G0
3,1101,0.956434,1.02905,0,164.778549,172.810669,0,163.217773,0,G0
3,1101,0.955239,0.944636,0,157.022293,168.845734,0,153.842758,0,G0
4,1101,1.007363,1.118087,0,155.468872,165.176437,0,171.806549,0,G0
3,1101,0.734132,1.070149,0,163.517426,174.128189,0,161.526047,0,G0
1,1000,-0.357227,0.413412,0,29.618279,0,0,0,0,G2
1,1000,-0.078084,0.81329,0,64.836624,0,0,0,0,G2
1,1000,-0.18588,0.787667,0,87.888992,0,0,0,0,G2
1,1000,-0.085474,0.800882,0,137.011215,0,0,0,0,G2
1,1000,-0.179387,0.713245,0,80.060638,0,0,0,0,G2
1,1000,-0.199327,0.855622,0,108.287598,0,0,0,0,G2
1,1000,-0.255902,0.608424,0,52.191212,0,0,0,0,G2
1,1000,-0.244464,0.461732,0,61.061859,0,0,0,0,G2
1,1000,-0.125303,0.601262,0,134.098007,0,0,0,0,G2
1,1000,-0.239968,0.602885,0,132.361725,0,0,0,0,G2
1,1,0.443697,0.555626,0,0,0,0,159.892532,0,G3
2,1,0.86226,0.653779,0,0,0,0,169.495255,0,G3
2,1,0.750588,0.592454,0,0,0,0,52.036568,0,G3
2,1,0.893559,0.828634,0,0,0,0,175.768677,0,G3
1,1,0.517816,0.639066,0,0,0,0,164.998001,0,G3
1,1,0.492226,0.655908,0,0,0,0,164.103256,0,G3
1,1,0.483866,0.707425,0,0,0,0,170.759048,0,G3
2,1,0.967046,0.872807,0,0,0,0,173.704575,0,G3
1,1,0.502763,0.467815,0,0,0,0,44.889503,0,G3
1,1,0.51584,0.433847,0,0,0,0,50.7924,0,G3
3,11000,0.00827,1.100329,114.560387,133.119064,0,0,0,1.240211,G4
2,11000,-0.44694,0.466721,42.42955,39.22506,0,0,0,0.0255,G4
2,11000,-0.455291,0.861769,105.002586,112.334946,0,0,0,0.912342,G4
3,11000,-0.073055,1.135414,136.017624,154.751144,0,0,0,1.84212,G4
3,11000,0.004683,1.254171,132.005554,154.144653,0,0,0,1.674193,G4
3,11000,0.010504,1.342452,133.874084,156.922607,0,0,0,1.76166,G4
3,11000,0.036607,1.219558,140.183441,163.246262,0,0,0,1.995824,G4
3,11000,-0.058973,1.180501,142.316177,166.072464,0,0,0,2.123151,G4
3,11000,-0.015395,1.10555,121.624878,142.849915,0,0,0,1.396748,G4
2,11000,-0.220726,0.979685,98.345917,100.853981,0,0,0,0.849059,G4
2,1100,0.189658,0.558474,0,113.05056,115.385757,0,0,0,G5
2,1100,0.319402,0.773781,0,161.440491,158.827652,0,0,0,G5
2,1100,0.259142,0.804876,0,165.068985,166.924835,0,0,0,G5
2,1100,0.100846,0.767767,0,161.058945,167.725616,0,0,0,G5
2,1100,0.283289,0.794308,0,167.03392,164.433136,0,0,0,G5
2,1100,0.220504,0.705901,0,146.130478,150.86702,0,0,0,G5
2,1100,0.07513,0.703821,0,143.394028,148.480362,0,0,0,G5
2,1100,-0.022152,0.783468,0,139.990692,157.262695,0,0,0,G5
2,1100,0.04532,0.700131,0,164.123718,166.710754,0,0,0,G5
2,1100,0.025468,0.636403,0,159.079269,160.872421,0,0,0,G5
3,1110,0.322959,0.972516,0,161.027771,179.620499,161.343567,0,0,G6
3,1110,0.248405,1.014125,0,163.040894,177.300781,162.125793,0,0,G6
3,1110,0.340859,1.031472,0,164.326721,176.373337,163.052551,0,0,G6
3,1110,0.420885,1.009359,0,164.659592,175.36908,162.747375,0,0,G6
3,1110,0.329623,0.88497,0,150.335907,177.270844,152.010605,0,0,G6
