@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R1,7-11,19'

@attribute numFingers numeric
@attribute fingertipAngles_f1 numeric
@attribute fingertipAngles_f2 numeric
@attribute fingertipAngles_f3 numeric
@attribute fingertipAngles_f4 numeric
@attribute fingertipAngles_f5 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
3,1.923013,2.865753,2.011668,0,0,G0
3,1.772041,2.913146,1.688519,0,0,G0
4,1.344904,2.533819,1.98081,1.865545,0,G0
3,1.867449,2.901536,2.062291,0,0,G0
3,2.365585,2.814207,2.398824,0,0,G0
3,2.164585,3.027217,2.280319,0,0,G0
3,1.931605,3.074897,2.010055,0,0,G0
3,1.842888,2.724744,1.573076,0,0,G0
1,0.397919,0,0,0,0,G2
1,0.596546,0,0,0,0,G2
0,0,0,0,0,0,G2
0,0,0,0,0,0,G2
1,0.65616,0,0,0,0,G2
1,0.726251,0,0,0,0,G2
2,0.763552,0.217111,0,0,0,G2
2,0.813055,0.368347,0,0,0,G2
2,1.276263,1.651752,0,0,0,G2
2,0.464191,0.082241,0,0,0,G2
1,2.883296,0,0,0,0,G3
1,2.4944,0,0,0,0,G3
1,2.857095,0,0,0,0,G3
1,2.804402,0,0,0,0,G3
1,2.679297,0,0,0,0,G3
1,2.768977,0,0,0,0,G3
2,2.069209,2.164771,0,0,0,G3
1,2.80312,0,0,0,0,G3
1,2.741521,0,0,0,0,G3
1,2.709359,0,0,0,0,G3
2,1.384781,1.771853,0,0,0,G4
2,1.7003,1.947558,0,0,0,G4
2,1.636003,1.62374,0,0,0,G4
3,1.668418,1.771799,1.481592,0,0,G4
3,1.145567,2.233959,1.709542,0,0,G4
3,1.042032,2.232322,1.627072,0,0,G4
3,1.370029,2.405096,1.893224,0,0,G4
3,1.04916,2.113447,1.563685,0,0,G4
2,1.651715,2.009898,0,0,0,G4
2,1.643523,2.086944,0,0,0,G4
2,2.388844,2.172344,0,0,0,G5
2,2.447196,2.504097,0,0,0,G5
2,2.307125,2.557878,0,0,0,G5
3,1.736284,2.905191,0.101731,0,0,G5
2,2.465603,2.565403,0,0,0,G5
2,2.536602,2.628853,0,0,0,G5
2,2.444486,2.453632,0,0,0,G5
2,2.28562,2.333337,0,0,0,G5
2,2.356778,2.380452,0,0,0,G5
2,2.394614,2.131652,0,0,0,G5
3,2.536019,3.054857,2.422673,0,0,G6
4,2.385465,3.007252,1.691326,2.349698,0,G6
3,2.332323,3.065488,2.270235,0,0,G6
3,2.203954,3.041177,2.240016,0,0,G6
3,2.534703,2.96255,2.206951,0,0,G6
3,2.326373,2.960735,2.405349,0,0,G6
3,2.523149,3.099095,2.590533,0,0,G6
3,2.481199,3.031696,2.616626,0,0,G6
3,2.519959,3.068863,2.577138,0,0,G6
3,2.641851,3.07114,2.559056,0,0,G6
2,0.74984,0.694192,0,0,0,G7
3,0.835067,1.950184,1.413482,0,0,G7
3,1.104243,2.106975,1.640615,0,0,G7
2,1.532338,1.86092,0,0,0,G7
2,1.639751,1.62252,0,0,0,G7
3,0.92354,2.020906,1.539627,0,0,G7
4,1.088928,2.393508,1.917122,1.460588,0,G7
4,0.408562,0.947514,0.747971,0.725901,0,G7
4,0.556029,1.629816,1.087929,0.936455,0,G7
4,0.103001,0.037586,0.017629,0.219632,0,G7
4,1.345961,2.486413,1.957213,0.145219,0,G8
2,3.024831,1.906193,0,0,0,G8
3,1.769153,3.056013,1.93098,0,0,G8
3,1.675741,3.124461,1.688704,0,0,G8
3,1.647909,3.118744,1.608276,0,0,G8
3,1.467196,3.038068,1.372311,0,0,G8
3,1.307495,2.607083,1.280535,0,0,G8
3,1.733899,2.930089,1.678895,0,0,G8
4,1.810821,2.986142,2.510803,2.008935,0,G8
4,1.6659,2.745538,2.158177,0.116163,0,G8
5,1.467565,2.844522,2.936215,2.565406,1.962327,G9
5,1.46337,2.819708,2.916372,2.522315,1.871544,G9
5,1.319551,2.710966,3.050954,2.669243,2.056329,G9
5,1.569472,2.939518,2.859422,2.491112,1.966046,G9
5,1.547698,2.834949,2.981842,2.598239,2.076569,G9
5,1.425565,2.815006,2.926353,2.533472,1.981269,G9
5,1.311384,2.716866,3.020911,2.58622,2.020733,G9
3,2.014968,2.858955,2.440551,0,0,G9
3,1.772606,3.097934,1.994416,0,0,G9
5,1.482504,2.883003,2.926547,2.561973,1.998591,G9
0,0,0,0,0,0,G1
1,0.955988,0,0,0,0,G1
2,0.535686,0.647236,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
1,2.370572,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
4,1.526395,2.257123,2.986625,0.660066,0,G0
3,2.260941,2.977875,2.259257,0,0,G0
3,2.371172,3.036436,2.339345,0,0,G0
5,1.894132,2.635877,0.045443,2.574658,0.506698,G0
3,1.98333,2.913876,2.12123,0,0,G0
3,2.067129,3.022923,1.98746,0,0,G0
3,2.31657,2.885637,2.056099,0,0,G0
2,2.69231,2.796352,0,0,0,G0
4,1.982211,2.603611,2.62001,0.522626,0,G0
4,1.980264,2.580167,2.720504,0.651039,0,G0
1,0.864813,0,0,0,0,G2
0,0,0,0,0,0,G2
0,0,0,0,0,0,G2
0,0,0,0,0,0,G2
1,0.878316,0,0,0,0,G2
1,0.634243,0,0,0,0,G2
1,1.214981,0,0,0,0,G2
0,0,0,0,0,0,G2
1,0.688932,0,0,0,0,G2
1,0.959572,0,0,0,0,G2
2,0.851511,2.24432,0,0,0,G3
0,0,0,0,0,0,G3
2,1.95001,1.048279,0,0,0,G3
1,2.333002,0,0,0,0,G3
1,2.773269,0,0,0,0,G3
1,2.721941,0,0,0,0,G3
1,2.978084,0,0,0,0,G3
1,2.958722,0,0,0,0,G3
1,2.848078,0,0,0,0,G3
1,2.831246,0,0,0,0,G3
2,2.004285,2.014616,0,0,0,G4
2,1.996889,2.190649,0,0,0,G4
3,1.769943,2.514284,2.047784,0,0,G4
2,1.856158,2.28397,0,0,0,G4
1,2.291684,0,0,0,0,G4
2,2.089313,2.244496,0,0,0,G4
1,2.156908,0,0,0,0,G4
3,2.320615,1.834633,0.072446,0,0,G4
2,1.940806,2.083908,0,0,0,G4
3,1.90116,2.170673,0.082008,0,0,G4
3,2.501569,0.289675,1.918442,0,0,G5
3,1.926566,2.741486,0.250341,0,0,G5
3,2.322969,2.960121,0.346066,0,0,G5
2,2.580063,2.729897,0,0,0,G5
3,2.006875,2.809927,0.354558,0,0,G5
2,2.351727,2.688235,0,0,0,G5
2,2.521131,2.566952,0,0,0,G5
2,2.680233,2.699894,0,0,0,G5
2,2.580122,2.834997,0,0,0,G5
3,2.827489,0.449709,2.217872,0,0,G5
3,1.715708,2.537352,2.836864,0,0,G6
3,1.525339,2.557153,0.505429,0,0,G6
3,2.019798,2.529229,2.401409,0,0,G6
4,1.973807,2.564436,2.633433,0.365885,0,G6
3,1.774795,2.447221,2.787774,0,0,G6
3,1.834636,2.518157,2.936513,0,0,G6
4,1.782567,2.526805,2.889133,0.453156,0,G6
4,1.322955,2.260967,2.466335,0.140211,0,G6
3,2.231565,3.02423,2.450066,0,0,G6
3,2.448985,3.036522,2.533471,0,0,G6
2,1.989126,2.413562,0,0,0,G7
2,2.360695,2.399822,0,0,0,G7
1,2.690287,0,0,0,0,G7
3,2.121653,2.497693,2.157243,0,0,G7
3,1.985083,2.163472,1.901991,0,0,G7
4,1.992423,2.516061,2.306331,0.430566,0,G7
2,2.095033,2.391093,0,0,0,G7
4,1.519694,2.743973,0.705538,0.347904,0,G7
4,2.664806,0.915498,1.696776,0.127816,0,G7
3,1.900903,2.454406,0.198404,0,0,G7
3,1.886526,2.661771,1.884106,0,0,G8
2,2.350528,2.50302,0,0,0,G8
3,1.896448,2.761254,2.100148,0,0,G8
4,1.833655,2.759053,2.312354,0.078119,0,G8
3,1.951545,2.699029,1.898096,0,0,G8
3,1.728008,2.77851,1.993878,0,0,G8
3,1.943237,2.823601,2.186256,0,0,G8
3,2.063858,2.823438,2.287894,0,0,G8
3,1.900286,2.750114,2.186526,0,0,G8
3,1.841493,2.703593,2.058298,0,0,G8
5,1.56373,2.814935,2.948923,2.553362,1.61643,G9
5,1.124665,2.418417,2.985157,2.475768,1.333657,G9
5,1.215467,2.620622,2.998021,2.551088,1.465394,G9
4,1.759626,2.719538,2.741096,1.869108,0,G9
4,2.36904,2.832973,3.010623,2.027138,0,G9
4,2.114746,2.705912,2.937952,1.778146,0,G9
5,1.353749,2.647345,3.020145,2.559113,1.50563,G9
5,1.228734,2.475577,2.953203,2.557208,1.469958,G9
5,1.437756,2.630109,3.007327,2.641675,1.638387,G9
5,1.709444,2.772505,3.057835,2.723049,1.87582,G9
1,2.598817,0,0,0,0,G1
1,2.598858,0,0,0,0,G1
1,2.470571,0,0,0,0,G1
1,2.137102,0,0,0,0,G1
1,2.433113,0,0,0,0,G1
1,2.52065,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
1,2.370869,0,0,0,0,G1
3,2.336072,2.910873,2.055037,0,0,G0
3,2.386261,2.909562,2.074977,0,0,G0
3,2.322563,2.876096,2.003586,0,0,G0
3,2.263254,2.827295,1.89536,0,0,G0
3,2.252162,2.878462,2.105362,0,0,G0
3,2.327559,2.732781,1.996378,0,0,G0
3,2.224649,2.732185,2.001122,0,0,G0
3,2.11568,2.668838,1.833364,0,0,G0
4,2.008995,2.488293,2.517543,1.968373,0,G0
3,2.300003,2.851879,2.049079,0,0,G0
1,0.199437,0,0,0,0,G2
1,0.633166,0,0,0,0,G2
1,1.029667,0,0,0,0,G2
1,2.019135,0,0,0,0,G2
1,1.087135,0,0,0,0,G2
1,1.3934,0,0,0,0,G2
1,0.509009,0,0,0,0,G2
1,0.939927,0,0,0,0,G2
1,2.147207,0,0,0,0,G2
1,2.231846,0,0,0,0,G2
1,2.538551,0,0,0,0,G3
2,2.733055,2.463676,0,0,0,G3
2,0.713092,1.023042,0,0,0,G3
2,2.935031,2.73801,0,0,0,G3
1,2.600883,0,0,0,0,G3
1,2.574096,0,0,0,0,G3
1,2.728224,0,0,0,0,G3
2,2.51349,2.771687,0,0,0,G3
1,0.502981,0,0,0,0,G3
1,0.595703,0,0,0,0,G3
3,1.095089,2.01994,1.647316,0,0,G4
2,0.017094,0.234259,0,0,0,G4
2,1.003376,1.583546,0,0,0,G4
3,1.486095,2.394704,1.992143,0,0,G4
3,1.324332,2.411036,1.962397,0,0,G4
3,1.33564,2.469465,2.054466,0,0,G4
3,1.463968,2.613571,2.168261,0,0,G4
3,1.502027,2.682678,2.217109,0,0,G4
3,1.217857,2.202569,1.838715,0,0,G4
2,0.919915,1.325936,0,0,0,G4
2,1.639179,1.727546,0,0,0,G5
2,2.38097,2.277821,0,0,0,G5
2,2.599812,2.676903,0,0,0,G5
2,2.48416,2.728325,0,0,0,G5
2,2.662861,2.579127,0,0,0,G5
2,2.234879,2.381168,0,0,0,G5
2,2.162508,2.319259,0,0,0,G5
2,2.074601,2.564017,0,0,0,G5
2,2.583813,2.684749,0,0,0,G5
2,2.49802,2.557208,0,0,0,G5
3,2.408787,3.127666,2.402865,0,0,G6
3,2.462569,3.038346,2.395495,0,0,G6
3,2.496193,3.000284,2.417941,0,0,G6
3,2.512055,2.960103,2.408365,0,0,G6
3,2.170026,3.058142,2.199834,0,0,G6
3,2.267733,3.069482,2.318608,0,0,G6
3,2.413148,3.094556,2.425439,0,0,G6
3,2.420687,3.029946,2.553887,0,0,G6
3,2.62476,3.031228,2.592846,0,0,G6
3,2.537448,3.082713,2.520079,0,0,G6
2,1.235474,1.011185,0,0,0,G7
2,1.745278,1.573166,0,0,0,G7
2,1.462236,1.376239,0,0,0,G7
2,1.615238,1.460409,0,0,0,G7
2,1.618351,1.386647,0,0,0,G7
2,1.462942,1.478213,0,0,0,G7
2,1.827106,1.830361,0,0,0,G7
2,0.996412,1.069214,0,0,0,G7
2,0.073732,0.255408,0,0,0,G7
2,0.21224,0.272969,0,0,0,G7
3,1.901541,2.900926,1.897845,0,0,G8
3,1.461517,2.804789,1.714898,0,0,G8
4,1.251683,2.698768,2.301054,1.439549,0,G8
4,1.489126,2.762708,2.353758,1.74976,0,G8
3,0.928944,2.412815,1.002822,0,0,G8
3,1.082297,2.437477,1.055666,0,0,G8
3,1.569244,2.728299,1.661252,0,0,G8
3,1.614999,2.753652,1.705991,0,0,G8
3,1.428869,2.834436,1.358271,0,0,G8
4,0.524301,1.356951,0.916408,0.809907,0,G8
5,0.172013,1.761091,2.452972,1.876954,0.935796,G9
5,1.089933,2.666495,3.010926,2.484121,1.771954,G9
5,1.145684,2.672855,2.989482,2.508349,1.800911,G9
5,1.073084,2.651293,2.881741,2.497837,1.784264,G9
5,1.070173,2.625567,2.849096,2.467872,1.751445,G9
5,0.98911,2.544395,2.842059,2.432439,1.669942,G9
5,0.507886,2.228484,2.685763,1.956176,1.138171,G9
5,0.868659,2.57975,2.811791,2.225125,1.450388,G9
5,1.11648,2.652692,2.89892,2.468982,1.763724,G9
5,0.723247,2.499019,2.6421,2.072678,1.271375,G9
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
3,1.97297,2.566561,2.383049,0,0,G0
3,2.045018,2.857976,1.861892,0,0,G0
3,2.098061,2.711937,2.258363,0,0,G0
3,2.727472,2.697648,1.635123,0,0,G0
3,2.047957,2.683755,2.252206,0,0,G0
2,2.014741,2.686297,0,0,0,G0
3,2.169345,2.958973,1.90542,0,0,G0
3,2.194789,3.024983,1.795823,0,0,G0
3,2.369234,2.916901,1.840673,0,0,G0
3,2.692267,2.913292,1.872679,0,0,G0
1,1.81504,0,0,0,0,G2
0,0,0,0,0,0,G2
1,1.106992,0,0,0,0,G2
1,1.034836,0,0,0,0,G2
1,1.210054,0,0,0,0,G2
1,2.39169,0,0,0,0,G2
1,2.922197,0,0,0,0,G2
1,1.771195,0,0,0,0,G2
1,0.494564,0,0,0,0,G2
1,2.918643,0,0,0,0,G2
0,0,0,0,0,0,G3
2,0.08469,0.299662,0,0,0,G3
0,0,0,0,0,0,G3
0,0,0,0,0,0,G3
1,2.753353,0,0,0,0,G3
0,0,0,0,0,0,G3
1,3.093764,0,0,0,0,G3
1,2.476472,0,0,0,0,G3
1,1.931476,0,0,0,0,G3
0,0,0,0,0,0,G3
1,0.080398,0,0,0,0,G4
2,2.260919,2.32241,0,0,0,G4
2,0.527101,0.472607,0,0,0,G4
2,0.241441,0.353531,0,0,0,G4
2,0.403405,0.364758,0,0,0,G4
2,1.720919,2.178931,0,0,0,G4
2,1.975558,2.528421,0,0,0,G4
2,2.288976,2.097944,0,0,0,G4
2,1.447055,1.036933,0,0,0,G4
1,0.223826,0,0,0,0,G4
2,1.334024,1.412879,0,0,0,G5
2,2.314718,2.555441,0,0,0,G5
2,2.717621,2.067785,0,0,0,G5
0,0,0,0,0,0,G5
2,2.468515,2.706148,0,0,0,G5
2,2.673938,2.660002,0,0,0,G5
2,2.272522,2.48012,0,0,0,G5
3,2.19697,1.141414,2.496311,0,0,G5
0,0,0,0,0,0,G5
0,0,0,0,0,0,G5
2,2.109167,2.855146,0,0,0,G6
3,2.438399,2.961904,2.443241,0,0,G6
1,2.639127,0,0,0,0,G6
3,2.714842,2.81626,2.252649,0,0,G6
3,2.368797,2.969851,2.336939,0,0,G6
2,2.783533,1.423336,0,0,0,G6
3,2.047429,2.941513,1.950089,0,0,G6
1,2.671309,0,0,0,0,G6
1,2.653483,0,0,0,0,G6
3,2.597227,2.980313,2.504215,0,0,G6
2,0.160826,0.076329,0,0,0,G7
2,0.345695,0.35944,0,0,0,G7
0,0,0,0,0,0,G7
1,0.01317,0,0,0,0,G7
2,0.250523,0.067003,0,0,0,G7
2,0.268191,0.186409,0,0,0,G7
0,0,0,0,0,0,G7
2,1.110354,0.562642,0,0,0,G7
2,0.382027,0.267926,0,0,0,G7
2,0.054122,0.129019,0,0,0,G7
3,1.990432,2.775007,1.851158,0,0,G8
3,1.881855,2.75308,1.922992,0,0,G8
2,2.04947,2.633801,0,0,0,G8
2,1.741067,2.57286,0,0,0,G8
3,2.065624,2.599517,1.677558,0,0,G8
3,2.03449,2.556299,1.700874,0,0,G8
3,1.797002,2.538109,1.686737,0,0,G8
2,2.380234,2.510655,0,0,0,G8
3,2.083262,2.704654,1.923632,0,0,G8
3,2.170583,2.795361,1.795941,0,0,G8
5,1.627314,2.954369,2.671444,2.26164,1.556995,G9
5,0.98766,2.467917,2.829734,2.35247,1.504644,G9
5,1.124029,2.475445,2.792979,2.446472,1.73107,G9
5,1.637973,2.927924,2.734605,2.38164,1.730725,G9
5,0.64666,2.255096,2.56975,1.874851,1.095966,G9
4,1.123988,2.604561,2.213841,1.657091,0,G9
5,1.38519,2.540682,2.929924,2.795538,2.092925,G9
5,1.496582,2.588675,2.911621,2.788719,2.157742,G9
5,1.560398,2.834008,2.9472,2.567509,1.922669,G9
5,1.524236,2.735192,2.904646,2.592594,1.916797,G9
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
1,0.701888,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
3,1.389257,2.272448,2.242213,0,0,G0
3,2.142934,2.791823,2.256077,0,0,G0
3,2.371621,2.876047,2.13027,0,0,G0
3,2.191604,2.565856,2.015152,0,0,G0
3,1.607086,2.216415,2.672917,0,0,G0
3,2.450854,2.638866,1.872562,0,0,G0
3,1.510646,2.150185,2.568915,0,0,G0
3,2.155254,2.9548,2.153526,0,0,G0
3,1.752808,2.526044,2.2226,0,0,G0
3,2.161528,2.700703,2.005085,0,0,G0
0,0,0,0,0,0,G2
0,0,0,0,0,0,G2
0,0,0,0,0,0,G2
0,0,0,0,0,0,G2
0,0,0,0,0,0,G2
0,0,0,0,0,0,G2
0,0,0,0,0,0,G2
0,0,0,0,0,0,G2
0,0,0,0,0,0,G2
0,0,0,0,0,0,G2
1,2.331548,0,0,0,0,G3
1,2.507429,0,0,0,0,G3
1,2.612895,0,0,0,0,G3
1,2.491612,0,0,0,0,G3
0,0,0,0,0,0,G3
0,0,0,0,0,0,G3
0,0,0,0,0,0,G3
1,2.900757,0,0,0,0,G3
1,2.599613,0,0,0,0,G3
1,2.666073,0,0,0,0,G3
2,1.75679,2.094414,0,0,0,G4
2,1.687368,2.048662,0,0,0,G4
2,1.721808,2.27477,0,0,0,G4
1,1.689834,0,0,0,0,G4
3,1.540503,2.074642,1.835644,0,0,G4
1,1.565239,0,0,0,0,G4
2,1.037217,0.914295,0,0,0,G4
2,1.829139,2.032892,0,0,0,G4
2,1.607195,1.930599,0,0,0,G4
2,1.4899,1.307444,0,0,0,G4
2,2.78718,1.858225,0,0,0,G5
1,1.834682,0,0,0,0,G5
1,2.286558,0,0,0,0,G5
0,0,0,0,0,0,G5
2,2.255089,2.405413,0,0,0,G5
2,2.299241,2.402075,0,0,0,G5
2,1.764119,2.583404,0,0,0,G5
2,1.970963,2.397522,0,0,0,G5
0,0,0,0,0,0,G5
2,1.709873,2.268391,0,0,0,G5
3,2.256958,2.959303,2.428206,0,0,G6
3,2.347421,3.063176,2.385669,0,0,G6
3,2.446578,2.874757,2.283902,0,0,G6
3,2.53495,2.892586,2.284904,0,0,G6
3,1.84344,2.85615,2.300815,0,0,G6
3,2.747272,2.566588,2.039648,0,0,G6
3,1.985174,2.610931,2.250142,0,0,G6
3,2.034267,3.069192,2.062408,0,0,G6
3,1.535647,2.94163,1.588926,0,0,G6
3,1.982721,3.072277,2.178506,0,0,G6
2,2.011652,1.763118,0,0,0,G7
3,1.675105,2.610343,1.875136,0,0,G7
3,1.444511,0.078297,2.030632,0,0,G7
3,1.792466,2.606433,1.687796,0,0,G7
2,1.855242,1.704623,0,0,0,G7
3,1.970554,2.789513,1.934245,0,0,G7
2,1.85919,1.882434,0,0,0,G7
2,2.079758,1.670694,0,0,0,G7
2,1.89538,1.933544,0,0,0,G7
2,1.600011,1.750397,0,0,0,G7
4,1.490741,2.307009,2.155798,1.94469,0,G8
3,1.752535,2.693007,1.546932,0,0,G8
3,1.494799,2.484551,1.846233,0,0,G8
3,1.643637,2.528064,1.765859,0,0,G8
3,1.825171,2.541469,1.655484,0,0,G8
3,1.629653,2.458466,1.605647,0,0,G8
3,1.810395,2.471886,1.555871,0,0,G8
3,1.666698,2.50921,1.747777,0,0,G8
3,1.807413,2.543249,1.797609,0,0,G8
3,1.627042,2.220227,1.382271,0,0,G8
5,0.992263,2.506169,2.732272,1.507535,1.845019,G9
5,0.797118,2.17921,2.981768,1.511489,1.959117,G9
5,1.089297,2.598868,2.531744,1.260833,1.656961,G9
4,1.003256,2.294045,2.674265,1.758455,0,G9
5,0.903423,2.336407,2.784303,1.334957,1.812469,G9
5,1.09093,2.352816,3.074993,1.829347,2.26639,G9
5,1.064498,2.401851,2.944968,1.81669,2.097137,G9
4,1.306342,2.655286,2.72184,1.928682,0,G9
5,1.108158,2.517927,3.004897,2.318133,1.531262,G9
4,1.57229,3.010433,2.387718,1.690058,0,G9
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
3,2.248309,3.011858,1.836696,0,0,G0
3,1.9913,2.835133,2.019253,0,0,G0
3,2.086431,2.918716,1.929605,0,0,G0
2,2.030367,1.99414,0,0,0,G0
3,2.342331,2.964985,1.770217,0,0,G0
3,2.140893,2.876093,1.76384,0,0,G0
3,2.065784,2.783148,1.995442,0,0,G0
3,2.144641,2.905241,2.014077,0,0,G0
1,2.414072,0,0,0,0,G0
3,2.373211,3.125759,1.876421,0,0,G0
1,0.674309,0,0,0,0,G2
1,1.224986,0,0,0,0,G2
1,0.954235,0,0,0,0,G2
1,1.089772,0,0,0,0,G2
0,0,0,0,0,0,G2
1,1.365195,0,0,0,0,G2
1,0.975415,0,0,0,0,G2
0,0,0,0,0,0,G2
2,2.553914,2.103738,0,0,0,G2
1,1.050861,0,0,0,0,G2
1,1.191436,0,0,0,0,G3
1,2.68983,0,0,0,0,G3
1,2.670798,0,0,0,0,G3
1,2.459649,0,0,0,0,G3
1,2.655443,0,0,0,0,G3
1,2.694155,0,0,0,0,G3
