% 1. Title: Leap Data Database
%
% 2. Sources :
% (a)Creator : Giulio Marin, Fabio Dominio, Pietro Zanuttigh, and Binghamton SRI 2016
% (b)Date : Summer 2016
%
@RELATION gesture

@ATTRIBUTE numFingers  NUMERIC
@ATTRIBUTE newFingerTipDistRefined_f1  NUMERIC
@ATTRIBUTE newFingerTipDistRefined_f2  NUMERIC
@ATTRIBUTE newFingerTipDistRefined_f3  NUMERIC
@ATTRIBUTE newFingerTipDistRefined_f4  NUMERIC
@ATTRIBUTE newFingerTipDistRefined_f5  NUMERIC
@ATTRIBUTE fingertipPosition_f1x  NUMERIC
@ATTRIBUTE fingertipPosition_f1y  NUMERIC
@ATTRIBUTE fingertipPosition_f1z  NUMERIC
@ATTRIBUTE fingertipPosition_f2x  NUMERIC
@ATTRIBUTE fingertipPosition_f2y  NUMERIC
@ATTRIBUTE fingertipPosition_f2z  NUMERIC
@ATTRIBUTE fingertipPosition_f3x  NUMERIC
@ATTRIBUTE fingertipPosition_f3y  NUMERIC
@ATTRIBUTE fingertipPosition_f3z  NUMERIC
@ATTRIBUTE fingertipPosition_f4x  NUMERIC
@ATTRIBUTE fingertipPosition_f4y  NUMERIC
@ATTRIBUTE fingertipPosition_f4z  NUMERIC
@ATTRIBUTE fingertipPosition_f5x  NUMERIC
@ATTRIBUTE fingertipPosition_f5y  NUMERIC
@ATTRIBUTE fingertipPosition_f5z  NUMERIC
@ATTRIBUTE fingertipAngles_f1   NUMERIC
@ATTRIBUTE fingertipAngles_f2   NUMERIC
@ATTRIBUTE fingertipAngles_f3   NUMERIC
@ATTRIBUTE fingertipAngles_f4   NUMERIC
@ATTRIBUTE fingertipAngles_f5   NUMERIC
@ATTRIBUTE fingertipElevation_f1   NUMERIC
@ATTRIBUTE fingertipElevation_f2   NUMERIC
@ATTRIBUTE fingertipElevation_f3   NUMERIC
@ATTRIBUTE fingertipElevation_f4   NUMERIC
@ATTRIBUTE fingertipElevation_f5   NUMERIC
@ATTRIBUTE fingersExtended   NUMERIC
@ATTRIBUTE fingersAreasAverage   NUMERIC
@ATTRIBUTE class { G1, G2, G3, G4, G5, G6, G7, G8, G9, G0 }

@DATA
1,1.000000,0.000000,0.000000,0.000000,0.000000,49.005100,375.463989,164.382004,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.514540,0.000000,0.000000,0.000000,0.000000,1.806269,0.000000,0.000000,0.000000,0.000000,01000,0.000000,G2
1,1.000000,0.000000,0.000000,0.000000,0.000000,-22.116501,357.721008,41.901100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.752592,0.000000,0.000000,0.000000,0.000000,1.290485,0.000000,0.000000,0.000000,0.000000,01000,0.000000,G2
1,1.000000,0.000000,0.000000,0.000000,0.000000,-15.999600,326.325012,90.820198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.737373,0.000000,0.000000,0.000000,0.000000,1.071057,0.000000,0.000000,0.000000,0.000000,01000,0.000000,G2
1,1.000000,0.000000,0.000000,0.000000,0.000000,-84.746902,316.441010,106.047997,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.359457,0.000000,0.000000,0.000000,0.000000,0.478922,0.000000,0.000000,0.000000,0.000000,01000,0.000000,G2
1,1.000000,0.000000,0.000000,0.000000,0.000000,23.684700,369.800995,140.367996,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.638085,0.000000,0.000000,0.000000,0.000000,3.137535,0.000000,0.000000,0.000000,0.000000,00001,0.000000,G3
1,1.000000,0.000000,0.000000,0.000000,0.000000,23.393000,397.164001,89.808800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.636158,0.000000,0.000000,0.000000,0.000000,3.661253,0.000000,0.000000,0.000000,0.000000,00001,0.000000,G3
1,1.000000,0.000000,0.000000,0.000000,0.000000,60.125999,398.990997,130.789001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.599695,0.000000,0.000000,0.000000,0.000000,3.471903,0.000000,0.000000,0.000000,0.000000,00001,0.000000,G3
1,1.000000,0.000000,0.000000,0.000000,0.000000,27.893200,398.490997,114.710999,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.636268,0.000000,0.000000,0.000000,0.000000,3.614910,0.000000,0.000000,0.000000,0.000000,00001,0.000000,G3
1,1.000000,0.000000,0.000000,0.000000,0.000000,6.591400,334.585999,151.841003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.746553,0.000000,0.000000,0.000000,0.000000,3.042249,0.000000,0.000000,0.000000,0.000000,00001,0.000000,G3
1,1.000000,0.000000,0.000000,0.000000,0.000000,-1.343860,339.494995,59.919399,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.662758,0.000000,0.000000,0.000000,0.000000,3.268291,0.000000,0.000000,0.000000,0.000000,00001,0.000000,G3
1,1.000000,0.000000,0.000000,0.000000,0.000000,-17.903500,325.067993,45.332199,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.732230,0.000000,0.000000,0.000000,0.000000,2.449478,0.000000,0.000000,0.000000,0.000000,00001,0.000000,G3
1,1.000000,0.000000,0.000000,0.000000,0.000000,-6.861110,377.682007,134.662994,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.588061,0.000000,0.000000,0.000000,0.000000,3.606038,0.000000,0.000000,0.000000,0.000000,00001,0.000000,G3
2,1.145790,1.390468,0.000000,0.000000,0.000000,-118.087997,200.139008,114.280998,-44.460800,309.476013,68.290703,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.610852,2.221542,0.000000,0.000000,0.000000,1.955073,2.493204,0.000000,0.000000,0.000000,11000,-15723580.000000,G4
2,1.337238,1.440091,0.000000,0.000000,0.000000,-46.504200,285.549988,109.724998,38.428600,366.950012,20.187201,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.659571,2.179182,0.000000,0.000000,0.000000,2.721886,3.170856,0.000000,0.000000,0.000000,11000,-15723574.000000,G4
2,1.323789,0.890019,0.000000,0.000000,0.000000,3.725510,266.079987,79.301201,65.710503,218.085007,51.740002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.123615,0.675665,0.000000,0.000000,0.000000,1.193801,0.556692,0.000000,0.000000,0.000000,11000,-15723611.000000,G4
2,1.264770,1.321825,0.000000,0.000000,0.000000,-36.688400,250.533997,177.820007,41.671700,330.942993,114.338997,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.485229,1.278250,0.000000,0.000000,0.000000,2.639253,1.974227,0.000000,0.000000,0.000000,11000,-15723584.000000,G4
2,1.268485,1.443231,0.000000,0.000000,0.000000,-30.752800,190.723999,142.160995,38.588699,296.105988,80.158997,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.344959,2.284323,0.000000,0.000000,0.000000,1.892025,2.613186,0.000000,0.000000,0.000000,11000,-15723578.000000,G4
2,1.361626,1.547962,0.000000,0.000000,0.000000,12.246200,163.570007,81.934502,82.747803,292.890015,60.166401,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.796189,1.280798,0.000000,0.000000,0.000000,1.015194,1.585306,0.000000,0.000000,0.000000,11000,-15723574.000000,G4
2,0.996106,1.052117,0.000000,0.000000,0.000000,-39.072800,313.627014,91.754402,7.120100,320.274994,69.593803,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.016438,2.303903,0.000000,0.000000,0.000000,1.586052,1.706897,0.000000,0.000000,0.000000,01100,-15723622.000000,G5
2,1.002491,1.051517,0.000000,0.000000,0.000000,-42.662701,351.526001,90.139099,1.689380,355.213013,64.114899,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.525398,2.786342,0.000000,0.000000,0.000000,2.089303,2.175918,0.000000,0.000000,0.000000,01100,-15723622.000000,G5
2,1.006215,1.047652,0.000000,0.000000,0.000000,-42.632702,359.035004,98.177696,1.643210,361.463013,71.844101,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.476669,2.773665,0.000000,0.000000,0.000000,2.076686,2.163668,0.000000,0.000000,0.000000,01100,-15723622.000000,G5
2,1.015901,1.033498,0.000000,0.000000,0.000000,-40.399200,396.921997,157.557007,4.532350,403.019989,128.048996,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.150255,2.512133,0.000000,0.000000,0.000000,2.077395,2.193389,0.000000,0.000000,0.000000,01100,-15723621.000000,G5
2,0.991395,1.079591,0.000000,0.000000,0.000000,-24.354700,370.795990,139.313004,27.929501,389.697998,128.664001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.709904,2.795972,0.000000,0.000000,0.000000,3.188260,3.291600,0.000000,0.000000,0.000000,01100,-15723620.000000,G5
3,1.036761,1.153701,0.996828,0.000000,0.000000,-46.972698,308.664001,6.831120,1.202910,343.777008,2.149550,30.565399,307.223999,-16.847500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.404317,2.813895,2.490687,0.000000,0.000000,2.324026,2.517935,2.306317,0.000000,0.000000,01110,-7861796.000000,G6
3,1.022140,1.155104,1.007378,0.000000,0.000000,-59.851299,303.494995,23.299601,-15.727800,340.747986,16.879601,17.357800,307.546997,4.081410,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.292740,3.023798,2.474971,0.000000,0.000000,2.235231,2.490292,2.269758,0.000000,0.000000,01110,-7861797.000000,G6
3,1.016171,1.160585,1.011492,0.000000,0.000000,-61.366501,296.729004,26.663700,-14.533300,334.209015,16.671400,14.631700,303.417999,6.893270,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.315117,2.959417,2.435804,0.000000,0.000000,2.162264,2.413261,2.189000,0.000000,0.000000,01110,-7861797.500000,G6
3,1.013230,1.162508,1.003663,0.000000,0.000000,-60.886501,295.156006,26.115900,-13.553100,332.416992,16.569700,13.550500,300.386993,7.046700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.332092,2.922037,2.450712,0.000000,0.000000,2.120311,2.365904,2.140013,0.000000,0.000000,01110,-7861798.000000,G6
3,1.020718,1.151259,0.996078,0.000000,0.000000,-43.151600,329.005005,56.474400,7.236450,359.151001,58.198101,29.920500,325.980988,36.453602,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.456793,2.835870,2.594562,0.000000,0.000000,2.546532,2.750862,2.556167,0.000000,0.000000,01110,-7861798.000000,G6
3,1.012124,1.152325,1.014071,0.000000,0.000000,7.179080,313.117004,28.436300,56.678501,346.675995,42.014900,82.820702,314.722992,34.075199,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.408872,2.877037,2.522352,0.000000,0.000000,2.380176,2.605932,2.410807,0.000000,0.000000,01110,-7861798.000000,G6
3,1.037224,1.168654,0.993292,0.000000,0.000000,-69.275299,315.980011,81.418800,-23.844200,357.653015,73.779602,-0.969470,322.309998,40.894798,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.417784,2.847576,2.494690,0.000000,0.000000,2.535672,2.753147,2.513848,0.000000,0.000000,01110,-7861795.000000,G6
3,1.021107,1.179351,0.990766,0.000000,0.000000,-59.517700,373.562012,181.863007,-8.757980,412.162994,189.147003,13.052200,384.894012,154.110001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.502391,2.817981,2.628977,0.000000,0.000000,3.225746,3.458158,3.232599,0.000000,0.000000,01110,-7861795.500000,G6
2,1.362553,1.402706,0.000000,0.000000,0.000000,-100.681000,334.105011,114.043999,29.860600,382.079987,128.957993,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.710957,1.803276,0.000000,0.000000,0.000000,2.482913,2.585142,0.000000,0.000000,0.000000,10001,-15723578.000000,G7
2,1.495028,1.475390,0.000000,0.000000,0.000000,-111.277000,383.651001,182.397003,37.618301,406.235992,147.936996,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.871696,2.012380,0.000000,0.000000,0.000000,3.797475,3.898848,0.000000,0.000000,0.000000,10001,-15723571.000000,G7
2,1.525296,1.521101,0.000000,0.000000,0.000000,-116.139000,380.567993,188.501007,35.571800,407.135010,151.835999,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.851555,1.962879,0.000000,0.000000,0.000000,3.830956,3.925811,0.000000,0.000000,0.000000,10001,-15723569.000000,G7
2,1.608017,1.527635,0.000000,0.000000,0.000000,-80.959198,359.618011,115.216003,75.647797,406.351013,146.475006,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.790354,1.778244,0.000000,0.000000,0.000000,3.459963,3.379407,0.000000,0.000000,0.000000,10001,-15723565.000000,G7
2,1.533414,1.599384,0.000000,0.000000,0.000000,-100.353996,388.390991,158.925995,50.041801,428.260986,139.169998,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.857993,2.017506,0.000000,0.000000,0.000000,4.532323,4.741308,0.000000,0.000000,0.000000,10001,-15723570.000000,G7
2,1.527672,1.532308,0.000000,0.000000,0.000000,-122.695000,373.018005,184.440994,9.017440,388.821014,99.295898,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.531925,1.825168,0.000000,0.000000,0.000000,2.534494,2.779773,0.000000,0.000000,0.000000,10001,-15723569.000000,G7
2,1.655551,1.820297,0.000000,0.000000,0.000000,-121.588997,394.664001,230.921005,10.281800,462.812012,200.175995,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.613042,2.316349,0.000000,0.000000,0.000000,7.381264,8.375031,0.000000,0.000000,0.000000,10001,-15723573.000000,G7
2,1.520147,1.475253,0.000000,0.000000,0.000000,-146.843994,345.054993,136.677002,-2.359870,404.897003,113.138000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.665666,1.970610,0.000000,0.000000,0.000000,3.230590,3.456703,0.000000,0.000000,0.000000,10001,-15723569.000000,G7
2,1.364509,1.436620,0.000000,0.000000,0.000000,-142.695999,371.031006,187.444000,-27.508101,420.054993,123.097000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.945165,2.129726,0.000000,0.000000,0.000000,3.801165,4.002843,0.000000,0.000000,0.000000,10001,-15723578.000000,G7
3,1.323038,1.493192,1.272961,0.000000,0.000000,-99.578499,314.765015,173.279999,-26.266100,408.519012,134.970993,41.941299,376.306000,117.607002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.660666,2.951969,2.025239,0.000000,0.000000,3.647359,4.541636,3.928185,0.000000,0.000000,11001,-7861763.500000,G8
3,1.361097,1.639122,1.398471,0.000000,0.000000,-113.393997,337.459991,141.330002,-44.158699,441.386993,78.779701,30.418699,396.463989,57.025002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.531257,2.987785,1.920433,0.000000,0.000000,3.655792,4.830408,4.076703,0.000000,0.000000,11001,-7861753.000000,G8
3,1.487607,1.578825,1.496449,0.000000,0.000000,-83.218201,307.459015,157.651001,-18.910801,428.007996,162.139999,61.044800,410.575012,140.856995,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.489335,2.978245,1.908152,0.000000,0.000000,4.143015,5.293864,4.627994,0.000000,0.000000,11001,-7861753.500000,G8
3,1.267448,1.388642,1.307486,0.000000,0.000000,-81.398804,315.446991,94.153999,-38.416500,397.040985,102.001999,49.931301,386.641998,99.946198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.802439,3.059047,1.940806,0.000000,0.000000,3.672434,4.370430,3.820997,0.000000,0.000000,11001,-7861770.000000,G8
3,1.319996,1.435062,1.356818,0.000000,0.000000,-96.894096,319.033997,169.007004,-37.920898,401.141998,124.264000,34.711899,381.378998,99.913200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.731696,2.902609,1.935304,0.000000,0.000000,3.885646,4.664822,4.101339,0.000000,0.000000,11001,-7861766.500000,G8
3,1.435517,1.530489,1.410834,0.000000,0.000000,-103.440002,304.516998,167.352997,-42.298698,405.893005,142.830994,45.421200,386.993988,127.054001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.600357,2.966914,1.867119,0.000000,0.000000,3.950901,4.909639,4.212711,0.000000,0.000000,11001,-7861757.000000,G8
5,1.074623,1.262796,1.361339,1.338072,1.159438,-77.778702,309.604004,132.729004,-2.996930,409.415009,118.957001,34.347401,419.763000,101.433998,55.398800,411.473999,90.161797,78.733902,376.321991,76.094902,1.442987,2.859332,2.911420,2.644178,2.212591,3.036631,4.029668,4.135790,4.052598,3.695958,11111,-3930879.750000,G9
5,1.047290,1.206860,1.339974,1.340831,1.159621,-43.056801,304.174011,54.621498,28.164499,403.269012,82.942902,72.102402,416.821991,89.312500,97.171204,409.914001,93.997803,115.902000,378.328003,97.101700,1.441096,2.805149,2.849608,2.589648,2.289967,2.651221,3.545820,3.685647,3.625459,3.334631,11111,-3930880.750000,G9
5,1.217972,1.308928,1.436699,1.390486,1.196883,-52.542702,282.511993,146.100998,15.260600,369.445007,141.841003,58.888699,381.138000,133.477005,82.659203,370.397003,130.154999,103.831001,337.776001,124.372002,1.342182,2.760829,2.915002,2.598053,2.155200,3.556464,4.680151,4.839375,4.706978,4.295236,11111,-3930879.750000,G9
5,1.247904,1.352921,1.456467,1.431395,1.293319,-85.440598,297.921997,112.764999,-21.101299,402.321991,109.550003,25.947100,414.532013,111.088997,51.691601,405.415009,109.824997,76.574600,378.281006,115.043999,1.364714,2.873924,2.696498,2.380569,1.989951,3.914217,5.102254,5.156690,4.987046,4.588410,11111,-3930877.000000,G9
5,1.339485,1.335655,1.516683,1.479023,1.277966,-91.366798,269.045990,110.973000,-41.979198,358.768005,36.095901,-1.139940,377.143005,18.028500,24.176901,371.167999,17.294201,55.525700,347.294006,31.756399,1.054562,2.671854,2.780809,2.482291,2.020833,2.618071,3.961159,4.167908,4.034494,3.587493,11111,-3930876.250000,G9
5,1.382980,1.337304,1.551574,1.540417,1.369457,-40.007301,268.968994,82.822601,18.747000,369.946991,50.228001,61.976299,396.112000,53.094002,88.443604,395.015991,66.684502,115.347000,371.181000,90.144302,1.098039,2.651018,2.735512,2.425652,1.949140,3.132445,4.483907,4.720399,4.584064,4.103108,11111,-3930874.500000,G9
0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,00000,0.000000,G1
0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,00000,0.000000,G1
0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,00000,0.000000,G1
