@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R1,2,3,4,5,7-11,12'

@attribute numFingers numeric
@attribute fingersExtended numeric
@attribute ratio numeric
@attribute Max_X numeric
@attribute Max_Y numeric
@attribute newFingerTipDistRefined_f1 numeric
@attribute newFingerTipDistRefined_f2 numeric
@attribute newFingerTipDistRefined_f3 numeric
@attribute newFingerTipDistRefined_f4 numeric
@attribute newFingerTipDistRefined_f5 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
1,1000,1,-0.358454,0.729622,112.519997,0,0,0,0,G2
1,1,1,0.541412,0.83058,109.230003,0,0,0,0,G3
0,1,0,0,0,0,0,0,0,0,G3
1,1,1,0.462858,0.841609,100.240997,0,0,0,0,G3
1,1,1,0.659998,0.728467,107.528,0,0,0,0,G3
0,1,0,0,0,0,0,0,0,0,G3
1,1,1,0.476256,0.828946,99.727997,0,0,0,0,G3
1,1,1,0.392557,0.889354,98.974899,0,0,0,0,G3
1,1,1,0.390461,0.873453,98.621498,0,0,0,0,G3
1,1,1,0.306161,0.746036,100.572998,0,0,0,0,G3
1,1,1,0.465563,0.87375,99.053703,0,0,0,0,G3
2,11000,0.00996,-0.308619,1.28561,101.321999,122.958,0,0,0,G4
2,11000,0.009741,-0.193841,1.128605,102.444,110.323997,0,0,0,G4
1,11000,1,0.761958,-0.644317,63.297001,0,0,0,0,G4
1,11000,1,-0.870415,0.246019,114.759003,0,0,0,0,G4
2,11000,0.01593,-0.442109,0.342575,105.407997,70.869301,0,0,0,G4
3,11000,0.026462,2.217399,3.957813,103.403,109.995003,102.380997,0,0,G4
3,11000,0.020799,0.025788,2.411074,98.816704,101.417999,84.853104,0,0,G4
2,11000,0.010248,-0.216412,1.204008,99.393204,103.876999,0,0,0,G4
2,11000,0.010268,-0.337742,1.27062,96.926697,110.279999,0,0,0,G4
2,11000,0.010397,-0.201674,1.357879,95.564003,108.641998,0,0,0,G4
1,1100,1,0.057267,0.972637,126.640999,0,0,0,0,G5
2,1100,0.020365,0.064748,0.974128,115.547997,122.045998,0,0,0,G5
2,1100,0.020396,-0.022499,0.867764,109.852997,115.224998,0,0,0,G5
2,1100,0.020314,-0.009446,0.877682,110.613998,115.168999,0,0,0,G5
2,1100,0.019104,0.006147,0.997972,122.787003,124.913002,0,0,0,G5
1,1100,1,0.019301,0.960213,126.237999,0,0,0,0,G5
2,1100,0.019072,0.039962,1.034228,103.016998,112.181999,0,0,0,G5
1,1100,1,0.032045,0.996419,121.447998,0,0,0,0,G5
0,1100,0,0,0,0,0,0,0,0,G5
1,1100,1,0.08606,0.969423,123.167,0,0,0,0,G5
3,1110,0.014228,0.139896,0.993641,106.755997,118.797997,102.643997,0,0,G6
1,1110,1,0.216966,0.938215,102.876999,0,0,0,0,G6
3,1110,0.014499,0.157546,0.926696,103.367996,116.814003,101.875,0,0,G6
3,1110,0.014726,0.14616,0.912681,100.446999,114.722,99.984001,0,0,G6
3,1110,0.015094,0.141615,0.922221,101.064003,115.954002,100.111,0,0,G6
3,1110,0.015183,0.212588,1.078765,104.433998,117.791,101.913002,0,0,G6
3,1110,0.015188,0.417174,1.005026,100.619003,114.557999,100.813004,0,0,G6
2,1110,0.014549,-0.166341,0.745789,102.448997,97.359299,0,0,0,G6
3,1110,0.014668,-0.073798,1.073336,104.584,117.835999,100.153,0,0,G6
3,1110,0.01502,0.082209,1.170329,103.240997,119.239998,100.172997,0,0,G6
2,10001,0.010028,0.844688,0.81088,99.782097,102.722,0,0,0,G7
2,10001,0.009677,0.811327,1.022262,105.162003,103.779999,0,0,0,G7
2,10001,0.009634,0.842655,1.057828,105.089996,104.800003,0,0,0,G7
2,10001,0.009664,1.014016,1.037736,110.730003,105.195,0,0,0,G7
2,10001,0.010198,0.91576,1.124422,99.700897,103.990997,0,0,0,G7
3,10001,0.012656,0.86249,1.360674,94.523804,40.6563,103.947998,0,0,G7
2,10001,0.009721,0.508107,0.776607,103.980003,104.294998,0,0,0,G7
2,10001,0.012008,0.839336,1.519801,88.132301,96.902397,0,0,0,G7
2,10001,0.009612,0.644728,0.944019,107.790001,104.607002,0,0,0,G7
2,10001,0.010206,0.29487,1.060393,97.864899,103.037003,0,0,0,G7
3,11001,0.009102,0.483445,1.367308,104.358002,117.778999,100.407997,0,0,G8
2,11001,0.010508,0.829864,1.373388,102.054001,108.947998,0,0,0,G8
3,11001,0.009269,0.567829,1.426975,101.954002,122.779999,104.753998,0,0,G8
2,11001,0.010403,0.761607,1.478418,104.455002,107.799004,0,0,0,G8
3,11001,0.008864,0.642846,1.471149,103.748001,110.110001,104.364998,0,0,G8
2,11001,0.010401,0.283297,1.272335,99.2332,105.745003,0,0,0,G8
3,11001,0.009289,0.607018,1.179867,96.258698,105.462997,99.299698,0,0,G8
2,11001,0.010335,0.633312,1.259652,96.715698,102.060997,0,0,0,G8
3,11001,0.008903,0.447865,1.236284,98.849998,107.467003,101.607002,0,0,G8
3,11001,0.008751,0.622475,1.343418,104.066002,110.952003,102.277,0,0,G8
4,11111,0.009334,0.530258,1.504573,95.220802,103.060997,120.870003,96.360802,0,G9
5,11111,0.007592,0.579419,1.340814,103.224998,121.300003,130.766006,128.531998,111.373001,G9
5,11111,0.007429,0.695679,1.295621,106.547997,122.781998,136.326004,136.412003,117.976997,G9
5,11111,0.008589,0.791347,1.412484,95.237396,102.349998,112.341003,108.726997,93.588997,G9
1,11111,1,-0.799085,0.600263,133.960999,0,0,0,0,G9
5,11111,0.008053,0.850534,1.42811,97.067802,105.236,113.291,111.339996,100.599998,G9
1,11111,1,-0.788799,0.610598,126.260002,0,0,0,0,G9
5,11111,0.008228,0.653589,1.178239,101.417999,101.126999,114.833,111.983002,96.759903,G9
5,11111,0.008337,0.904786,1.352818,98.643501,95.384804,110.667999,109.872002,97.678596,G9
4,11111,0.008789,0.522232,1.510261,97.3955,124.738998,115.880997,102.863998,0,G9
1,0,1,-0.768864,0.635808,86.944199,0,0,0,0,G1
1,0,1,-0.616738,0.778669,98.389503,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
1,0,1,-0.553091,0.81432,106.129997,0,0,0,0,G1
1,0,1,-0.50255,0.864201,102.500999,0,0,0,0,G1
1,0,1,-0.617926,0.786069,105.296997,0,0,0,0,G1
1,0,1,-0.739105,0.671906,109.553001,0,0,0,0,G1
1,0,1,-0.698455,0.71264,98.824997,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
3,1101,0.01326,0.426401,0.79501,93.812103,96.124397,66.9897,0,0,G0
3,1101,0.012111,0.588854,1.055807,93.563904,97.066597,75.4216,0,0,G0
3,1101,0.011576,0.471281,1.026527,100.234001,102.940002,77.876198,0,0,G0
3,1101,0.011578,0.58508,1.053928,93.298302,95.126404,71.707703,0,0,G0
4,1101,0.013132,0.857719,1.283488,95.024597,96.257401,37.310799,77.351898,0,G0
3,1101,0.01185,0.270615,0.965162,105.160004,106.960999,78.053802,0,0,G0
3,1101,0.011932,0.302741,0.956813,104.260002,102.469002,85.7229,0,0,G0
3,1101,0.011733,0.347208,0.999659,99.112701,100.557999,78.215401,0,0,G0
3,1101,0.012033,0.385278,1.013991,98.651398,101.000999,75.143204,0,0,G0
3,1101,0.013269,0.543801,1.032953,87.440903,87.005699,59.714199,0,0,G0
1,1000,1,-0.215154,0.69643,115.737,0,0,0,0,G2
1,1000,1,0.795045,-0.381329,80.178101,0,0,0,0,G2
0,1000,0,0,0,0,0,0,0,0,G2
0,1000,0,0,0,0,0,0,0,0,G2
1,1000,1,-0.186899,0.780266,116.958,0,0,0,0,G2
1,1000,1,-0.122636,0.768555,113.138,0,0,0,0,G2
2,1000,0.019961,0.024574,1.024957,110.500999,53.357498,0,0,0,G2
2,1000,0.019659,0.129716,1.0396,110.375,51.494499,0,0,0,G2
2,1000,0.019598,0.138083,1.060463,111.318001,52.629601,0,0,0,G2
2,1000,0.019374,0.035481,0.939747,109.982002,52.1091,0,0,0,G2
1,1,1,-0.108901,0.843878,113.277,0,0,0,0,G3
1,1,1,0.483535,0.808117,91.757103,0,0,0,0,G3
1,1,1,0.313593,0.901246,106.957001,0,0,0,0,G3
1,1,1,0.147303,0.9465,110.268997,0,0,0,0,G3
1,1,1,0.40733,0.887323,109.665001,0,0,0,0,G3
1,1,1,0.261888,0.942052,135.882996,0,0,0,0,G3
2,1,0.01554,0.72652,1.277046,59.834099,94.816498,0,0,0,G3
1,1,1,0.20873,0.864457,108.246002,0,0,0,0,G3
1,1,1,0.04827,0.831736,106.544998,0,0,0,0,G3
1,1,1,0.102806,0.8412,101.910004,0,0,0,0,G3
2,11000,0.012328,-0.373879,1.007392,83.315903,109.390999,0,0,0,G4
2,11000,0.011536,-0.434245,1.03995,92.199402,118.580002,0,0,0,G4
2,11000,0.011128,-0.413022,0.995725,95.2593,122.478996,0,0,0,G4
3,11000,0.016534,-0.037151,1.404686,87.117996,112.362999,58.881401,0,0,G4
3,11000,0.017193,-0.000103,1.494884,83.523903,113.338997,56.2192,0,0,G4
3,11000,0.015802,-0.060346,1.271162,88.517601,113.525002,58.933201,0,0,G4
3,11000,0.015629,-0.033475,1.291995,89.174004,112.768997,60.979599,0,0,G4
3,11000,0.015646,-0.013315,1.089693,88.610901,113.556,60.487099,0,0,G4
2,11000,0.012082,-0.447857,0.903819,86.2808,110.233002,0,0,0,G4
2,11000,0.01208,-0.45698,0.939392,86.022003,109.877998,0,0,0,G4
2,1100,0.0152,0.264451,0.887494,96.672798,96.496902,0,0,0,G5
2,1100,0.015219,0.30508,0.925899,102.778999,106.649002,0,0,0,G5
2,1100,0.014849,0.161662,0.88639,109.610001,114.014,0,0,0,G5
3,1100,0.011702,1.997881,2.267486,112.366997,119.594002,121.306,0,0,G5
2,1100,0.015345,0.207566,0.888379,108.709999,115.466003,0,0,0,G5
2,1100,0.015076,0.263061,0.867388,104.001999,109.497002,0,0,0,G5
2,1100,0.015137,0.295778,0.891259,101.138,105.140999,0,0,0,G5
2,1100,0.015417,0.302774,0.913023,91.851303,93.425598,0,0,0,G5
2,1100,0.015915,0.291047,0.896674,98.891502,101.624001,0,0,0,G5
2,1100,0.01531,0.345031,0.843593,97.521202,99.0504,0,0,0,G5
3,1110,0.016703,0.054545,0.949435,105.122002,111.474998,97.892601,0,0,G6
4,1110,0.018297,0.341613,1.252604,92.447098,97.091301,43.062302,90.696602,0,G6
3,1110,0.014526,0.183539,0.811824,103.485001,107.704002,98.470703,0,0,G6
3,1110,0.015055,0.132188,0.937772,89.549202,92.261002,79.6325,0,0,G6
3,1110,0.01664,0.299692,1.043624,83.667999,88.539001,79.108002,0,0,G6
3,1110,0.016096,0.177524,0.979963,92.661301,99.374199,89.316704,0,0,G6
3,1110,0.016718,0.124065,0.917098,96.857697,102.976997,93.476799,0,0,G6
3,1110,0.016642,0.15952,0.901396,97.362999,103.477997,92.367203,0,0,G6
3,1110,0.016364,0.093541,0.866462,97.2173,104.301003,94.2453,0,0,G6
3,1110,0.016364,0.025135,0.956087,105.761002,115.042,102.878998,0,0,G6
2,10001,0.009295,1.095423,0.518405,108.107002,108.884003,0,0,0,G7
3,10001,0.010929,1.109315,0.908251,98.513298,62.635101,106.789001,0,0,G7
3,10001,0.010705,0.911542,0.783362,99.552498,65.182602,106.087997,0,0,G7
2,10001,0.010597,0.83926,0.900812,94.540497,105.625,0,0,0,G7
2,10001,0.010411,1.004514,0.870361,96.964104,103.737,0,0,0,G7
3,10001,0.010765,0.944776,0.805686,100.123001,63.799301,104.551003,0,0,G7
4,10001,0.01063,1.053624,1.08874,100.950996,68.823097,63.991699,104.011002,0,G7
4,10001,0.012277,1.353392,1.285265,91.495903,54.508701,54.2957,93.050697,0,G7
4,10001,0.012637,1.458554,1.449588,92.336098,50.448601,52.889301,92.208603,0,G7
4,10001,0.012722,1.367796,1.142757,89.891197,52.7439,53.3228,93.218102,0,G7
4,11001,0.014992,1.775124,1.977088,89.828796,128.800003,100.601997,107.473999,0,G8
2,11001,0.014084,0.288527,1.033955,120.622002,99.072304,0,0,0,G8
3,11001,0.010925,0.32148,1.165574,85.422897,112.344002,95.417603,0,0,G8
3,11001,0.011431,0.155239,0.956686,87.181602,118.410004,92.854202,0,0,G8
3,11001,0.011112,0.274512,0.993523,88.029999,119.420998,96.723297,0,0,G8
3,11001,0.011275,0.31914,1.031452,90.052299,119.950996,94.284798,0,0,G8
3,11001,0.011513,0.479261,1.177462,82.440697,118.263,96.090302,0,0,G8
3,11001,0.01142,0.500359,1.209937,82.578796,119.093002,97.554703,0,0,G8
4,11001,0.012065,0.446692,1.195472,82.320396,114.208,62.678101,93.828796,0,G8
4,11001,0.016023,2.231167,2.391885,88.002602,124.795998,98.902199,116.662003,0,G8
5,11111,0.009365,0.912641,1.349664,78.682098,98.1875,115.551003,109.176003,98.935799,G9
5,11111,0.009064,0.795213,1.367724,79.446404,100.408997,113.814003,108.580002,100.053001,G9
5,11111,0.00898,0.66777,1.302834,81.096802,108.737,111.497002,105.644997,95.629097,G9
5,11111,0.009104,0.777736,1.302651,80.346298,101.346001,117.628998,112.877998,100.939003,G9
5,11111,0.0092,0.782084,1.310955,79.9515,100.525002,111.099998,107.495003,97.080704,G9
5,11111,0.0099,0.792103,1.300923,76.128197,98.556999,104.976997,101.321999,87.906898,G9
5,11111,0.009947,0.642047,1.339228,80.093201,104.990997,110.138,101.912003,87.214996,G9
3,11111,0.010154,-0.196212,1.136419,88.005898,129.524994,127.332001,0,0,G9
3,11111,0.010568,0.671083,1.357636,77.586998,108.464996,100.129997,0,0,G9
5,11111,0.009201,0.730756,1.307832,78.734901,100.089996,112.954002,110.310997,98.261497,G9
0,0,0,0,0,0,0,0,0,0,G1
1,0,1,0.734957,-0.436434,70.420799,0,0,0,0,G1
2,0,0.084103,0.581342,-0.577997,89.3414,83.4944,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
1,0,1,-0.667931,0.62587,49.6796,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
4,1101,0.012041,0.861251,1.653102,104.249001,107.045998,72.637604,63.828499,0,G0
3,1101,0.013015,0.461436,1.011152,98.852097,100.426003,69.803596,0,0,G0
3,1101,0.013016,0.41388,1.065574,102.278,103.185997,69.633102,0,0,G0
5,1101,0.02434,1.781367,3.374366,105.611,107.828003,89.5401,73.624702,64.329597,G0
3,1101,0.012943,0.36219,0.929811,103.638,105.167999,76.681999,0,0,G0
3,1101,0.01283,0.457707,0.937605,100.558998,102.319,73.338097,0,0,G0
3,1101,0.013519,0.568438,0.962773,92.939598,95.064102,66.604897,0,0,G0
2,1101,0.023369,-0.014742,0.848819,94.625999,94.842697,0,0,0,G0
4,1101,0.012594,0.961435,1.621572,101.498001,101.127998,68.302498,70.649498,0,G0
4,1101,0.012185,0.910031,1.746894,104.625999,105.299004,69.062302,66.723999,0,G0
1,1000,1,-0.303567,0.691537,111.202003,0,0,0,0,G2
0,1000,0,0,0,0,0,0,0,0,G2
0,1000,0,0,0,0,0,0,0,0,G2
0,1000,0,0,0,0,0,0,0,0,G2
1,1000,1,-0.315823,0.645461,90.2397,0,0,0,0,G2
1,1000,1,-0.111525,0.73004,97.142799,0,0,0,0,G2
1,1000,1,-0.210051,0.817998,98.831902,0,0,0,0,G2
0,1000,0,0,0,0,0,0,0,0,G2
1,1000,1,-0.267906,0.715518,100.456001,0,0,0,0,G2
1,1000,1,-0.291259,0.765787,106.125,0,0,0,0,G2
2,1,0.021951,0.488662,2.687721,53.955299,96.091202,0,0,0,G3
0,1,0,0,0,0,0,0,0,0,G3
2,1,0.016166,0.822483,1.57313,101.106003,54.215,0,0,0,G3
1,1,1,0.211315,0.854765,102.898003,0,0,0,0,G3
1,1,1,0.257286,0.895916,111.007004,0,0,0,0,G3
1,1,1,0.294008,0.85043,103.665001,0,0,0,0,G3
1,1,1,0.213918,0.866428,103.464996,0,0,0,0,G3
1,1,1,0.220521,0.823966,94.733803,0,0,0,0,G3
1,1,1,0.164169,0.803636,94.151001,0,0,0,0,G3
1,1,1,0.15234,0.808144,94.468201,0,0,0,0,G3
2,11000,0.012878,-0.174105,1.103987,81.444099,104.693001,0,0,0,G4
2,11000,0.01306,-0.122953,1.115498,82.606903,106.641998,0,0,0,G4
3,11000,0.01925,0.18846,1.460319,79.563797,99.409798,45.200901,0,0,G4
2,11000,0.012842,-0.164602,1.124563,82.450897,102.738998,0,0,0,G4
1,11000,1,-0.94572,0.261743,80.345802,0,0,0,0,G4
2,11000,0.012948,-0.150126,1.15236,82.655403,100.515999,0,0,0,G4
1,11000,1,-0.98293,0.149529,83.321503,0,0,0,0,G4
3,11000,0.022598,-0.008154,2.584348,82.270599,102.299004,132.115005,0,0,G4
2,11000,0.012736,-0.180848,1.120862,83.3769,103.444,0,0,0,G4
3,11000,0.024596,1.36589,3.074546,79.847298,106.023003,75.832497,0,0,G4
3,1100,0.038341,-0.063246,1.608927,109.807999,81.869202,108.115997,0,0,G5
3,1100,0.012941,0.972259,1.275522,101.319,102.403999,67.296097,0,0,G5
3,1100,0.013449,0.856262,1.844815,98.9683,100.460999,78.587799,0,0,G5
2,1100,0.019839,-0.077521,0.717603,105.43,104.100998,0,0,0,G5
3,1100,0.012127,1.139007,1.570754,109.017998,107.667999,78.561501,0,0,G5
2,1100,0.019658,-0.078388,0.701412,106.488998,106.644997,0,0,0,G5
2,1100,0.018716,0.136451,0.731091,105.225998,105.227997,0,0,0,G5
2,1100,0.018838,0.192035,0.831773,103.306,102.261002,0,0,0,G5
2,1100,0.018583,0.017633,0.82368,103.278,100.757004,0,0,0,G5
3,1100,0.039843,-0.183645,1.71031,106.117996,86.162201,104.172997,0,0,G5
3,1110,0.013051,0.15807,0.829726,109.470001,111.377998,101.550003,0,0,G6
3,1110,0.012564,0.699618,1.753694,108.288002,107.841003,54.438702,0,0,G6
3,1110,0.01325,0.125004,0.876376,117.348999,121.922997,111.858002,0,0,G6
4,1110,0.009914,0.641382,1.39442,107.685997,110.085999,107.335999,66.395798,0,G6
3,1110,0.013093,0.070663,0.7709,118.036003,120.792999,110.647003,0,0,G6
3,1110,0.013391,-0.009252,0.785042,118.408997,122.827003,110.969002,0,0,G6
4,1110,0.010097,0.667561,1.313331,110.906998,113.906998,105.185997,57.7229,0,G6
4,1110,0.012,1.009683,0.913673,92.632797,94.7015,86.297798,72.273399,0,G6
3,1110,0.012938,0.356224,0.865698,96.690903,96.978401,92.155899,0,0,G6
3,1110,0.013074,0.24501,0.913107,106.295998,103.376999,97.815201,0,0,G6
2,10001,0.010995,0.13836,0.783446,108.629997,105.540001,0,0,0,G7
2,10001,0.018794,-0.164355,0.71422,110.470001,78.867798,0,0,0,G7
1,10001,1,-0.624042,0.682302,116.438004,0,0,0,0,G7
3,10001,0.011389,0.329231,0.982685,109.402,79.420601,115.086998,0,0,G7
3,10001,0.011811,0.38034,0.829572,97.747597,70.721298,100.450996,0,0,G7
4,10001,0.013733,0.793739,1.705116,101.245003,67.151299,103.316002,57.3367,0,G7
2,10001,0.011211,0.29787,1.017446,100.677002,105.967003,0,0,0,G7
4,10001,0.025956,3.005895,-4.037921,101.487,98.313797,63.998501,108.275002,0,G7
4,10001,0.027612,1.964791,3.744629,97.7491,48.603699,102.117996,67.434998,0,G7
3,10001,0.015468,2.029247,2.149701,100.240997,103.486,98.358803,0,0,G7
3,11001,0.014554,0.470137,1.070538,67.805801,95.4105,73.435303,0,0,G8
2,11001,0.016555,-0.328652,1.079445,72.985603,97.5476,0,0,0,G8
3,11001,0.013906,0.308704,1.041452,74.391403,99.069603,75.749603,0,0,G8
4,11001,0.040954,4.830279,-5.929143,76.928802,97.195702,71.464203,140.391998,0,G8
3,11001,0.0143,0.317377,1.018776,71.557899,100.503998,76.3759,0,0,G8
3,11001,0.0143,0.478468,1.080394,69.734703,95.968201,73.282097,0,0,G8
3,11001,0.013716,0.378964,1.171522,74.223396,101.098999,77.633003,0,0,G8
3,11001,0.013726,0.325927,1.207806,73.683403,95.292297,75.525597,0,0,G8
3,11001,0.014045,0.254995,1.092935,73.379898,93.639397,70.889702,0,0,G8
3,11001,0.01463,0.253362,1.049074,70.679703,93.587097,69.161499,0,0,G8
5,11111,0.009553,0.985754,1.059274,72.9674,100.315002,99.550201,97.2388,88.5345,G9
5,11111,0.010038,0.842018,0.910056,75.194,99.327904,104.710999,96.952103,84.852303,G9
5,11111,0.010154,1.16038,1.12397,71.341103,93.413002,94.100502,90.988403,81.5905,G9
4,11111,0.01013,1.081631,1.244326,82.800797,100.335999,99.413399,85.691498,0,G9
4,11111,0.010769,0.925269,0.988158,96.412399,91.8265,87.408096,81.054901,0,G9
4,11111,0.010833,0.821203,0.742008,96.104202,98.079102,90.254501,80.102699,0,G9
5,11111,0.009926,0.964381,0.971874,74.068199,96.593201,101.089996,95.693802,85.179604,G9
5,11111,0.009939,0.810025,0.942821,77.534599,96.471199,104.921997,98.367203,85.010498,G9
5,11111,0.010001,0.666753,0.964272,77.532898,107.834999,112.140999,100.997002,86.773903,G9
5,11111,0.009463,0.702865,1.080709,81.7164,100.445,112.633003,105.209999,94.239502,G9
1,0,1,-0.728452,0.513998,92.757401,0,0,0,0,G1
1,0,1,-0.672955,0.584972,88.7939,0,0,0,0,G1
1,0,1,-0.720727,0.537501,91.302002,0,0,0,0,G1
1,0,1,-0.701598,0.532832,89.174301,0,0,0,0,G1
1,0,1,-0.693084,0.469594,91.323898,0,0,0,0,G1
1,0,1,-0.762485,0.47517,93.280502,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
1,0,1,-0.698562,0.527928,92.1054,0,0,0,0,G1
3,1101,0.009691,0.726182,1.074775,110.100998,108.872002,96.006699,0,0,G0
3,1101,0.010008,0.792688,1.182609,103.665001,104.507004,89.101898,0,0,G0
3,1101,0.009704,0.809091,1.164044,105.664001,106.190002,91.221397,0,0,G0
3,1101,0.0098,0.838553,1.075516,103.954002,104.920998,91.006897,0,0,G0
3,1101,0.009855,0.655823,1.051815,112.164001,107.615997,94.002403,0,0,G0
3,1101,0.009939,0.86205,1.089669,100.766998,102.349998,90.623497,0,0,G0
3,1101,0.010025,0.956434,1.02905,98.759903,99.075996,88.512802,0,0,G0
3,1101,0.010064,0.955239,0.944636,98.685699,97.797096,88.874496,0,0,G0
4,1101,0.011507,1.007363,1.118087,101.384003,99.042603,44.7682,89.588097,0,G0
3,1101,0.009828,0.734132,1.070149,109.601997,107.653,93.5047,0,0,G0
1,1000,1,-0.357227,0.413412,108.240997,0,0,0,0,G2
1,1000,1,-0.078084,0.81329,113.851997,0,0,0,0,G2
1,1000,1,-0.18588,0.787667,118.884003,0,0,0,0,G2
1,1000,1,-0.085474,0.800882,111.732002,0,0,0,0,G2
1,1000,1,-0.179387,0.713245,108.666,0,0,0,0,G2
1,1000,1,-0.199327,0.855622,119.919998,0,0,0,0,G2
1,1000,1,-0.255902,0.608424,111.024002,0,0,0,0,G2
1,1000,1,-0.244464,0.461732,104.801003,0,0,0,0,G2
1,1000,1,-0.125303,0.601262,106.720001,0,0,0,0,G2
1,1000,1,-0.239968,0.602885,103.684998,0,0,0,0,G2
1,1,1,0.443697,0.555626,94.5905,0,0,0,0,G3
2,1,0.027471,0.86226,0.653779,43.213799,89.242302,0,0,0,G3
2,1,0.027034,0.750588,0.592454,44.604401,91.579201,0,0,0,G3
2,1,0.027406,0.893559,0.828634,46.279999,93.237801,0,0,0,G3
1,1,1,0.517816,0.639066,87.092697,0,0,0,0,G3
1,1,1,0.492226,0.655908,96.373497,0,0,0,0,G3
1,1,1,0.483866,0.707425,89.412697,0,0,0,0,G3
2,1,0.032967,0.967046,0.872807,24.764601,67.292702,0,0,0,G3
1,1,1,0.502763,0.467815,86.0812,0,0,0,0,G3
1,1,1,0.51584,0.433847,91.511299,0,0,0,0,G3
3,11000,0.017313,0.00827,1.100329,88.104698,113.115997,53.1287,0,0,G4
2,11000,0.012781,-0.44694,0.466721,81.058502,110.088997,0,0,0,G4
2,11000,0.011889,-0.455291,0.861769,86.782997,113.379997,0,0,0,G4
3,11000,0.016734,-0.073055,1.135414,89.873199,113.014,53.868401,0,0,G4
3,11000,0.01771,0.004683,1.254171,85.680901,112.621002,51.333099,0,0,G4
3,11000,0.017813,0.010504,1.342452,85.057404,110.245003,48.794998,0,0,G4
3,11000,0.017429,0.036607,1.219558,87.821098,113.025002,51.2234,0,0,G4
3,11000,0.017021,-0.058973,1.180501,90.376404,112.655998,52.140301,0,0,G4
3,11000,0.017078,-0.015395,1.10555,88.048302,112.733002,53.362499,0,0,G4
2,11000,0.011987,-0.220726,0.979685,85.526604,111.188004,0,0,0,G4
2,1100,0.019279,0.189658,0.558474,96.607101,100.533997,0,0,0,G5
2,1100,0.019031,0.319402,0.773781,100.203003,103.064003,0,0,0,G5
2,1100,0.018852,0.259142,0.804876,107.435997,110.830002,0,0,0,G5
2,1100,0.018789,0.100846,0.767767,106.809998,109.952003,0,0,0,G5
2,1100,0.019128,0.283289,0.794308,101.716003,107.213997,0,0,0,G5
