@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R1,3,6,7-11,12'

@attribute numFingers numeric
@attribute ratio numeric
@attribute fingersAreas numeric
@attribute newFingerTipDistRefined_f1 numeric
@attribute newFingerTipDistRefined_f2 numeric
@attribute newFingerTipDistRefined_f3 numeric
@attribute newFingerTipDistRefined_f4 numeric
@attribute newFingerTipDistRefined_f5 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
2,0.019598,19.019991,111.318001,52.629601,0,0,0,G2
2,0.019374,20.502623,109.982002,52.1091,0,0,0,G2
1,1,1,113.277,0,0,0,0,G3
1,1,1,91.757103,0,0,0,0,G3
1,1,1,106.957001,0,0,0,0,G3
1,1,1,110.268997,0,0,0,0,G3
1,1,1,109.665001,0,0,0,0,G3
1,1,1,135.882996,0,0,0,0,G3
2,0.01554,43.806084,59.834099,94.816498,0,0,0,G3
1,1,1,108.246002,0,0,0,0,G3
1,1,1,106.544998,0,0,0,0,G3
1,1,1,101.910004,0,0,0,0,G3
2,0.012328,53.363533,83.315903,109.390999,0,0,0,G4
2,0.011536,55.445675,92.199402,118.580002,0,0,0,G4
2,0.011128,57.632858,95.2593,122.478996,0,0,0,G4
3,0.016534,18.210123,87.117996,112.362999,58.881401,0,0,G4
3,0.017193,17.409941,83.523903,113.338997,56.2192,0,0,G4
3,0.015802,18.754187,88.517601,113.525002,58.933201,0,0,G4
3,0.015629,19.466267,89.174004,112.768997,60.979599,0,0,G4
3,0.015646,19.616816,88.610901,113.556,60.487099,0,0,G4
2,0.012082,53.907883,86.2808,110.233002,0,0,0,G4
2,0.01208,54.080479,86.022003,109.877998,0,0,0,G4
2,0.0152,35.383423,96.672798,96.496902,0,0,0,G5
2,0.015219,35.510876,102.778999,106.649002,0,0,0,G5
2,0.014849,36.217762,109.610001,114.014,0,0,0,G5
3,0.011702,28.439514,112.366997,119.594002,121.306,0,0,G5
2,0.015345,35.175339,108.709999,115.466003,0,0,0,G5
2,0.015076,36.02306,104.001999,109.497002,0,0,0,G5
2,0.015137,35.848511,101.138,105.140999,0,0,0,G5
2,0.015417,35.379021,91.851303,93.425598,0,0,0,G5
2,0.015915,33.79295,98.891502,101.624001,0,0,0,G5
2,0.01531,35.247337,97.521202,99.0504,0,0,0,G5
3,0.016703,15.573933,105.122002,111.474998,97.892601,0,0,G6
4,0.018297,14.413544,92.447098,97.091301,43.062302,90.696602,0,G6
3,0.014526,17.945267,103.485001,107.704002,98.470703,0,0,G6
3,0.015055,17.476412,89.549202,92.261002,79.6325,0,0,G6
3,0.01664,15.826111,83.667999,88.539001,79.108002,0,0,G6
3,0.016096,16.318581,92.661301,99.374199,89.316704,0,0,G6
3,0.016718,15.603787,96.857697,102.976997,93.476799,0,0,G6
3,0.016642,15.716647,97.362999,103.477997,92.367203,0,0,G6
3,0.016364,16.018442,97.2173,104.301003,94.2453,0,0,G6
3,0.016364,16.020119,105.761002,115.042,102.878998,0,0,G6
2,0.009295,80.422737,108.107002,108.884003,0,0,0,G7
3,0.010929,41.267994,98.513298,62.635101,106.789001,0,0,G7
3,0.010705,40.350845,99.552498,65.182602,106.087997,0,0,G7
2,0.010597,74.734032,94.540497,105.625,0,0,0,G7
2,0.010411,76.033142,96.964104,103.737,0,0,0,G7
3,0.010765,40.558052,100.123001,63.799301,104.551003,0,0,G7
4,0.01063,26.645836,100.950996,68.823097,63.991699,104.011002,0,G7
4,0.012277,26.544914,91.495903,54.508701,54.2957,93.050697,0,G7
4,0.012637,27.584511,92.336098,50.448601,52.889301,92.208603,0,G7
4,0.012722,26.861992,89.891197,52.7439,53.3228,93.218102,0,G7
4,0.014992,17.067598,89.828796,128.800003,100.601997,107.473999,0,G8
2,0.014084,40.308922,120.622002,99.072304,0,0,0,G8
3,0.010925,25.895041,85.422897,112.344002,95.417603,0,0,G8
3,0.011431,24.940514,87.181602,118.410004,92.854202,0,0,G8
3,0.011112,25.743473,88.029999,119.420998,96.723297,0,0,G8
3,0.011275,25.42441,90.052299,119.950996,94.284798,0,0,G8
3,0.011513,24.691273,82.440697,118.263,96.090302,0,0,G8
3,0.01142,24.97603,82.578796,119.093002,97.554703,0,0,G8
4,0.012065,17.722002,82.320396,114.208,62.678101,93.828796,0,G8
4,0.016023,18.097288,88.002602,124.795998,98.902199,116.662003,0,G8
5,0.009365,10.475904,78.682098,98.1875,115.551003,109.176003,98.935799,G9
5,0.009064,10.736491,79.446404,100.408997,113.814003,108.580002,100.053001,G9
5,0.00898,10.215485,81.096802,108.737,111.497002,105.644997,95.629097,G9
5,0.009104,10.836102,80.346298,101.346001,117.628998,112.877998,100.939003,G9
5,0.0092,10.868353,79.9515,100.525002,111.099998,107.495003,97.080704,G9
5,0.0099,9.782095,76.128197,98.556999,104.976997,101.321999,87.906898,G9
5,0.009947,10.083056,80.093201,104.990997,110.138,101.912003,87.214996,G9
3,0.010154,25.220232,88.005898,129.524994,127.332001,0,0,G9
3,0.010568,25.929398,77.586998,108.464996,100.129997,0,0,G9
5,0.009201,10.531284,78.734901,100.089996,112.954002,110.310997,98.261497,G9
0,0,0,0,0,0,0,0,G1
1,1,1,70.420799,0,0,0,0,G1
2,0.084103,5.416896,89.3414,83.4944,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
1,1,1,49.6796,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
4,0.012041,4.915854,104.249001,107.045998,72.637604,63.828499,0,G0
3,0.013015,19.595537,98.852097,100.426003,69.803596,0,0,G0
3,0.013016,19.243837,102.278,103.185997,69.633102,0,0,G0
5,0.02434,7.804761,105.611,107.828003,89.5401,73.624702,64.329597,G0
3,0.012943,19.793972,103.638,105.167999,76.681999,0,0,G0
3,0.01283,20.028419,100.558998,102.319,73.338097,0,0,G0
3,0.013519,19.043934,92.939598,95.064102,66.604897,0,0,G0
2,0.023369,22.023912,94.625999,94.842697,0,0,0,G0
4,0.012594,1.973912,101.498001,101.127998,68.302498,70.649498,0,G0
4,0.012185,4.449722,104.625999,105.299004,69.062302,66.723999,0,G0
1,1,1,111.202003,0,0,0,0,G2
0,0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,0,G2
1,1,1,90.2397,0,0,0,0,G2
1,1,1,97.142799,0,0,0,0,G2
1,1,1,98.831902,0,0,0,0,G2
0,0,0,0,0,0,0,0,G2
1,1,1,100.456001,0,0,0,0,G2
1,1,1,106.125,0,0,0,0,G2
2,0.021951,49.595951,53.955299,96.091202,0,0,0,G3
0,0,0,0,0,0,0,0,G3
2,0.016166,53.400436,101.106003,54.215,0,0,0,G3
1,1,1,102.898003,0,0,0,0,G3
1,1,1,111.007004,0,0,0,0,G3
1,1,1,103.665001,0,0,0,0,G3
1,1,1,103.464996,0,0,0,0,G3
1,1,1,94.733803,0,0,0,0,G3
1,1,1,94.151001,0,0,0,0,G3
1,1,1,94.468201,0,0,0,0,G3
2,0.012878,50.252277,81.444099,104.693001,0,0,0,G4
2,0.01306,48.429398,82.606903,106.641998,0,0,0,G4
3,0.01925,14.786871,79.563797,99.409798,45.200901,0,0,G4
2,0.012842,50.12207,82.450897,102.738998,0,0,0,G4
1,1,1,80.345802,0,0,0,0,G4
2,0.012948,49.292255,82.655403,100.515999,0,0,0,G4
1,1,1,83.321503,0,0,0,0,G4
3,0.022598,77.524254,82.270599,102.299004,132.115005,0,0,G4
2,0.012736,50.425652,83.3769,103.444,0,0,0,G4
3,0.024596,34.100098,79.847298,106.023003,75.832497,0,0,G4
3,0.038341,30.171564,109.807999,81.869202,108.115997,0,0,G5
3,0.012941,9.168107,101.319,102.403999,67.296097,0,0,G5
3,0.013449,11.501387,98.9683,100.460999,78.587799,0,0,G5
2,0.019839,26.184465,105.43,104.100998,0,0,0,G5
3,0.012127,18.09214,109.017998,107.667999,78.561501,0,0,G5
2,0.019658,26.263199,106.488998,106.644997,0,0,0,G5
2,0.018716,27.691299,105.225998,105.227997,0,0,0,G5
2,0.018838,27.695864,103.306,102.261002,0,0,0,G5
2,0.018583,28.322369,103.278,100.757004,0,0,0,G5
3,0.039843,31.533884,106.117996,86.162201,104.172997,0,0,G5
3,0.013051,19.914471,109.470001,111.377998,101.550003,0,0,G6
3,0.012564,7.737838,108.288002,107.841003,54.438702,0,0,G6
3,0.01325,19.64415,117.348999,121.922997,111.858002,0,0,G6
4,0.009914,7.008226,107.685997,110.085999,107.335999,66.395798,0,G6
3,0.013093,19.759106,118.036003,120.792999,110.647003,0,0,G6
3,0.013391,19.387762,118.408997,122.827003,110.969002,0,0,G6
4,0.010097,5.810316,110.906998,113.906998,105.185997,57.7229,0,G6
4,0.012,3.458053,92.632797,94.7015,86.297798,72.273399,0,G6
3,0.012938,20.15057,96.690903,96.978401,92.155899,0,0,G6
3,0.013074,20.21986,106.295998,103.376999,97.815201,0,0,G6
2,0.010995,53.090115,108.629997,105.540001,0,0,0,G7
2,0.018794,28.018694,110.470001,78.867798,0,0,0,G7
1,1,1,116.438004,0,0,0,0,G7
3,0.011389,30.324524,109.402,79.420601,115.086998,0,0,G7
3,0.011811,30.072052,97.747597,70.721298,100.450996,0,0,G7
4,0.013733,5.104064,101.245003,67.151299,103.316002,57.3367,0,G7
2,0.011211,53.317043,100.677002,105.967003,0,0,0,G7
4,0.025956,26.40741,101.487,98.313797,63.998501,108.275002,0,G7
4,0.027612,13.585074,97.7491,48.603699,102.117996,67.434998,0,G7
3,0.015468,9.604671,100.240997,103.486,98.358803,0,0,G7
3,0.014554,19.364756,67.805801,95.4105,73.435303,0,0,G8
2,0.016555,35.649731,72.985603,97.5476,0,0,0,G8
3,0.013906,20.332781,74.391403,99.069603,75.749603,0,0,G8
4,0.040954,69.943497,76.928802,97.195702,71.464203,140.391998,0,G8
3,0.0143,19.7327,71.557899,100.503998,76.3759,0,0,G8
3,0.0143,19.846165,69.734703,95.968201,73.282097,0,0,G8
3,0.013716,20.634821,74.223396,101.098999,77.633003,0,0,G8
3,0.013726,20.530083,73.683403,95.292297,75.525597,0,0,G8
3,0.014045,20.212069,73.379898,93.639397,70.889702,0,0,G8
3,0.01463,19.471188,70.679703,93.587097,69.161499,0,0,G8
5,0.009553,8.73686,72.9674,100.315002,99.550201,97.2388,88.5345,G9
5,0.010038,8.881664,75.194,99.327904,104.710999,96.952103,84.852303,G9
5,0.010154,7.105643,71.341103,93.413002,94.100502,90.988403,81.5905,G9
4,0.01013,15.284383,82.800797,100.335999,99.413399,85.691498,0,G9
4,0.010769,16.43553,96.412399,91.8265,87.408096,81.054901,0,G9
4,0.010833,15.619578,96.104202,98.079102,90.254501,80.102699,0,G9
5,0.009926,8.800071,74.068199,96.593201,101.089996,95.693802,85.179604,G9
5,0.009939,9.380643,77.534599,96.471199,104.921997,98.367203,85.010498,G9
5,0.010001,9.375968,77.532898,107.834999,112.140999,100.997002,86.773903,G9
5,0.009463,10.967755,81.7164,100.445,112.633003,105.209999,94.239502,G9
1,1,1,92.757401,0,0,0,0,G1
1,1,1,88.7939,0,0,0,0,G1
1,1,1,91.302002,0,0,0,0,G1
1,1,1,89.174301,0,0,0,0,G1
1,1,1,91.323898,0,0,0,0,G1
1,1,1,93.280502,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
1,1,1,92.1054,0,0,0,0,G1
3,0.009691,28.205624,110.100998,108.872002,96.006699,0,0,G0
3,0.010008,27.12533,103.665001,104.507004,89.101898,0,0,G0
3,0.009704,28.109241,105.664001,106.190002,91.221397,0,0,G0
3,0.0098,27.913639,103.954002,104.920998,91.006897,0,0,G0
3,0.009855,28.283398,112.164001,107.615997,94.002403,0,0,G0
3,0.009939,27.656107,100.766998,102.349998,90.623497,0,0,G0
3,0.010025,27.393061,98.759903,99.075996,88.512802,0,0,G0
3,0.010064,27.468975,98.685699,97.797096,88.874496,0,0,G0
4,0.011507,21.126677,101.384003,99.042603,44.7682,89.588097,0,G0
3,0.009828,27.943962,109.601997,107.653,93.5047,0,0,G0
1,1,1,108.240997,0,0,0,0,G2
1,1,1,113.851997,0,0,0,0,G2
1,1,1,118.884003,0,0,0,0,G2
1,1,1,111.732002,0,0,0,0,G2
1,1,1,108.666,0,0,0,0,G2
1,1,1,119.919998,0,0,0,0,G2
1,1,1,111.024002,0,0,0,0,G2
1,1,1,104.801003,0,0,0,0,G2
1,1,1,106.720001,0,0,0,0,G2
1,1,1,103.684998,0,0,0,0,G2
1,1,1,94.5905,0,0,0,0,G3
2,0.027471,8.558611,43.213799,89.242302,0,0,0,G3
2,0.027034,8.260798,44.604401,91.579201,0,0,0,G3
2,0.027406,6.617039,46.279999,93.237801,0,0,0,G3
1,1,1,87.092697,0,0,0,0,G3
1,1,1,96.373497,0,0,0,0,G3
1,1,1,89.412697,0,0,0,0,G3
2,0.032967,6.362509,24.764601,67.292702,0,0,0,G3
1,1,1,86.0812,0,0,0,0,G3
1,1,1,91.511299,0,0,0,0,G3
3,0.017313,16.562922,88.104698,113.115997,53.1287,0,0,G4
2,0.012781,50.63102,81.058502,110.088997,0,0,0,G4
2,0.011889,55.133663,86.782997,113.379997,0,0,0,G4
3,0.016734,17.029902,89.873199,113.014,53.868401,0,0,G4
3,0.01771,16.374195,85.680901,112.621002,51.333099,0,0,G4
3,0.017813,15.88985,85.057404,110.245003,48.794998,0,0,G4
3,0.017429,16.279348,87.821098,113.025002,51.2234,0,0,G4
3,0.017021,16.642817,90.376404,112.655998,52.140301,0,0,G4
3,0.017078,16.67091,88.048302,112.733002,53.362499,0,0,G4
2,0.011987,55.099251,85.526604,111.188004,0,0,0,G4
2,0.019279,27.466497,96.607101,100.533997,0,0,0,G5
2,0.019031,27.646662,100.203003,103.064003,0,0,0,G5
2,0.018852,27.798517,107.435997,110.830002,0,0,0,G5
2,0.018789,27.890408,106.809998,109.952003,0,0,0,G5
2,0.019128,27.676783,101.716003,107.213997,0,0,0,G5
2,0.018975,27.788082,100.238998,103.624001,0,0,0,G5
2,0.018805,27.94903,100.918999,103.399002,0,0,0,G5
2,0.018422,28.034847,112.789001,112.904999,0,0,0,G5
2,0.019224,27.223623,107.183998,110.566002,0,0,0,G5
2,0.018755,27.652082,107.901001,108.522003,0,0,0,G5
3,0.015212,17.168375,99.731201,103.691002,95.385902,0,0,G6
3,0.015099,17.378466,105.178001,108.317001,98.829399,0,0,G6
3,0.015395,17.14905,102.57,108.024002,97.5467,0,0,G6
3,0.015289,17.237867,102.334999,106.429001,97.915604,0,0,G6
3,0.015566,16.897444,98.624702,101.056999,92.139198,0,0,G6
3,0.015577,16.801483,100.558998,102.740997,93.388199,0,0,G6
3,0.015452,16.922415,101.649002,103.987999,95.304398,0,0,G6
3,0.015818,16.54907,104.345001,108.488998,96.738098,0,0,G6
3,0.01405,18.471989,107.361,112.332001,107.963997,0,0,G6
3,0.014772,17.622847,106.583,110.602997,101.742996,0,0,G6
2,0.011602,72.201683,87.765198,98.198303,0,0,0,G7
2,0.010613,72.33197,93.669601,106.105003,0,0,0,G7
2,0.010653,73.953262,93.931999,104.966003,0,0,0,G7
2,0.010793,72.239662,91.997299,106.206001,0,0,0,G7
2,0.010667,72.002129,93.113701,106.073997,0,0,0,G7
2,0.010679,71.816238,93.060204,105.580002,0,0,0,G7
2,0.010435,72.34948,95.456398,105.427002,0,0,0,G7
2,0.010907,72.178688,91.325104,104.530998,0,0,0,G7
2,0.012078,70.320694,82.694504,101.974998,0,0,0,G7
2,0.012448,71.736969,82.8283,97.822304,0,0,0,G7
3,0.009312,29.699686,89.0159,118.25,111.641998,0,0,G8
3,0.009687,28.802959,87.262901,106.184998,101.087997,0,0,G8
4,0.010678,21.44853,85.8162,105.974998,43.532501,102.863998,0,G8
4,0.010698,21.427652,84.794296,104.760002,43.0877,103.070999,0,G8
3,0.009731,28.632725,85.798302,107.428001,101.891998,0,0,G8
3,0.009711,28.429342,83.594398,106.244003,103.294998,0,0,G8
3,0.009788,28.363503,82.986,104.980003,102.559998,0,0,G8
3,0.009503,29.338818,89.027901,113.727997,105.744003,0,0,G8
3,0.009626,29.090879,89.667503,121.080002,108.667999,0,0,G8
4,0.010783,21.3776,88.526802,119.829002,57.411598,108.728996,0,G8
5,0.008834,7.51787,93.653099,90.691704,93.905197,92.075302,88.500198,G9
5,0.0082,10.037858,90.600998,102.817001,113.889,113.903999,102.617996,G9
5,0.007958,10.449368,94.1446,106.278999,113.304001,111.959,102.265999,G9
5,0.008063,9.683265,91.177597,105.319,111.027,111.846001,102.566002,G9
5,0.008047,9.851491,91.791,105.237,110.667999,111.336998,102.150002,G9
5,0.008023,10.246622,92.161598,105.071999,110.390999,110.834,101.737999,G9
5,0.008293,9.076012,88.107498,101.271004,107.776001,107.021004,100.945,G9
5,0.008237,9.387828,89.900398,103.209999,109.597,111.253998,101.665001,G9
5,0.008358,9.189385,87.906197,102.197998,109.362999,110.168999,100.502998,G9
5,0.008271,9.54729,89.914803,102.153,107.088997,106.363998,98.248398,G9
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
3,0.012631,20.882399,99.106003,102.475998,77.884804,0,0,G0
3,0.012653,20.860098,102.163002,107.524002,80.106499,0,0,G0
3,0.012625,20.991903,103.384003,109.427002,83.659798,0,0,G0
3,0.012654,21.261385,97.610603,104.010002,81.145798,0,0,G0
3,0.01246,21.232153,97.965897,100.165001,75.444099,0,0,G0
2,0.026022,19.8237,102.301003,105.824997,0,0,0,G0
3,0.012846,20.460182,100.564003,104.541,77.441902,0,0,G0
3,0.012614,21.052015,99.334702,103.165001,78.558601,0,0,G0
3,0.01251,21.471386,98.757004,104.573997,82.718803,0,0,G0
3,0.012624,20.57741,103.198997,105.330002,79.452103,0,0,G0
1,1,1,118.742996,0,0,0,0,G2
0,0,0,0,0,0,0,0,G2
1,1,1,111.456001,0,0,0,0,G2
1,1,1,113.245003,0,0,0,0,G2
1,1,1,112.677002,0,0,0,0,G2
1,1,1,100.258003,0,0,0,0,G2
1,1,1,77.093399,0,0,0,0,G2
1,1,1,74.0868,0,0,0,0,G2
1,1,1,109.299004,0,0,0,0,G2
1,1,1,104.555,0,0,0,0,G2
0,0,0,0,0,0,0,0,G3
2,0.016718,37.467548,58.749001,94.4468,0,0,0,G3
0,0,0,0,0,0,0,0,G3
0,0,0,0,0,0,0,0,G3
1,1,1,91.157097,0,0,0,0,G3
0,0,0,0,0,0,0,0,G3
1,1,1,114.378998,0,0,0,0,G3
1,1,1,112.337997,0,0,0,0,G3
1,1,1,73.053902,0,0,0,0,G3
0,0,0,0,0,0,0,0,G3
1,1,1,94.032402,0,0,0,0,G4
2,0.014298,43.335747,74.2901,107.931999,0,0,0,G4
2,0.017128,32.805344,95.4086,83.976898,0,0,0,G4
2,0.013906,44.423435,80.800201,100.599998,0,0,0,G4
2,0.016069,39.716812,85.166801,66.398399,0,0,0,G4
2,0.013521,47.848164,77.186798,102.106003,0,0,0,G4
2,0.011151,55.99432,98.770699,117.346001,0,0,0,G4
2,0.012976,47.99987,84.903198,110.689003,0,0,0,G4
2,0.013781,45.919861,77.205902,104.996002,0,0,0,G4
1,1,1,115.234001,0,0,0,0,G4
2,0.024069,21.402111,99.137802,100.497002,0,0,0,G5
2,0.021582,23.92918,105.412003,104.166,0,0,0,G5
2,0.020918,16.443775,101.150002,40.991699,0,0,0,G5
0,0,0,0,0,0,0,0,G5
2,0.02335,22.162588,106.418999,103.488998,0,0,0,G5
2,0.023011,22.216434,109.420998,109.174004,0,0,0,G5
2,0.023433,21.863609,100.999001,101.077003,0,0,0,G5
3,0.03708,15.804931,67.905098,27.709,69.029503,0,0,G5
0,0,0,0,0,0,0,0,G5
0,0,0,0,0,0,0,0,G5
2,0.029199,17.562973,89.367302,100.408997,0,0,0,G6
