@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R1,2,4,7-11,12'

@attribute numFingers numeric
@attribute fingersExtended numeric
@attribute Max_X numeric
@attribute newFingerTipDistRefined_f1 numeric
@attribute newFingerTipDistRefined_f2 numeric
@attribute newFingerTipDistRefined_f3 numeric
@attribute newFingerTipDistRefined_f4 numeric
@attribute newFingerTipDistRefined_f5 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
4,10001,1.367796,89.891197,52.7439,53.3228,93.218102,0,G7
4,11001,1.775124,89.828796,128.800003,100.601997,107.473999,0,G8
2,11001,0.288527,120.622002,99.072304,0,0,0,G8
3,11001,0.32148,85.422897,112.344002,95.417603,0,0,G8
3,11001,0.155239,87.181602,118.410004,92.854202,0,0,G8
3,11001,0.274512,88.029999,119.420998,96.723297,0,0,G8
3,11001,0.31914,90.052299,119.950996,94.284798,0,0,G8
3,11001,0.479261,82.440697,118.263,96.090302,0,0,G8
3,11001,0.500359,82.578796,119.093002,97.554703,0,0,G8
4,11001,0.446692,82.320396,114.208,62.678101,93.828796,0,G8
4,11001,2.231167,88.002602,124.795998,98.902199,116.662003,0,G8
5,11111,0.912641,78.682098,98.1875,115.551003,109.176003,98.935799,G9
5,11111,0.795213,79.446404,100.408997,113.814003,108.580002,100.053001,G9
5,11111,0.66777,81.096802,108.737,111.497002,105.644997,95.629097,G9
5,11111,0.777736,80.346298,101.346001,117.628998,112.877998,100.939003,G9
5,11111,0.782084,79.9515,100.525002,111.099998,107.495003,97.080704,G9
5,11111,0.792103,76.128197,98.556999,104.976997,101.321999,87.906898,G9
5,11111,0.642047,80.093201,104.990997,110.138,101.912003,87.214996,G9
3,11111,-0.196212,88.005898,129.524994,127.332001,0,0,G9
3,11111,0.671083,77.586998,108.464996,100.129997,0,0,G9
5,11111,0.730756,78.734901,100.089996,112.954002,110.310997,98.261497,G9
0,0,0,0,0,0,0,0,G1
1,0,0.734957,70.420799,0,0,0,0,G1
2,0,0.581342,89.3414,83.4944,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
1,0,-0.667931,49.6796,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
4,1101,0.861251,104.249001,107.045998,72.637604,63.828499,0,G0
3,1101,0.461436,98.852097,100.426003,69.803596,0,0,G0
3,1101,0.41388,102.278,103.185997,69.633102,0,0,G0
5,1101,1.781367,105.611,107.828003,89.5401,73.624702,64.329597,G0
3,1101,0.36219,103.638,105.167999,76.681999,0,0,G0
3,1101,0.457707,100.558998,102.319,73.338097,0,0,G0
3,1101,0.568438,92.939598,95.064102,66.604897,0,0,G0
2,1101,-0.014742,94.625999,94.842697,0,0,0,G0
4,1101,0.961435,101.498001,101.127998,68.302498,70.649498,0,G0
4,1101,0.910031,104.625999,105.299004,69.062302,66.723999,0,G0
1,1000,-0.303567,111.202003,0,0,0,0,G2
0,1000,0,0,0,0,0,0,G2
0,1000,0,0,0,0,0,0,G2
0,1000,0,0,0,0,0,0,G2
1,1000,-0.315823,90.2397,0,0,0,0,G2
1,1000,-0.111525,97.142799,0,0,0,0,G2
1,1000,-0.210051,98.831902,0,0,0,0,G2
0,1000,0,0,0,0,0,0,G2
1,1000,-0.267906,100.456001,0,0,0,0,G2
1,1000,-0.291259,106.125,0,0,0,0,G2
2,1,0.488662,53.955299,96.091202,0,0,0,G3
0,1,0,0,0,0,0,0,G3
2,1,0.822483,101.106003,54.215,0,0,0,G3
1,1,0.211315,102.898003,0,0,0,0,G3
1,1,0.257286,111.007004,0,0,0,0,G3
1,1,0.294008,103.665001,0,0,0,0,G3
1,1,0.213918,103.464996,0,0,0,0,G3
1,1,0.220521,94.733803,0,0,0,0,G3
1,1,0.164169,94.151001,0,0,0,0,G3
1,1,0.15234,94.468201,0,0,0,0,G3
2,11000,-0.174105,81.444099,104.693001,0,0,0,G4
2,11000,-0.122953,82.606903,106.641998,0,0,0,G4
3,11000,0.18846,79.563797,99.409798,45.200901,0,0,G4
2,11000,-0.164602,82.450897,102.738998,0,0,0,G4
1,11000,-0.94572,80.345802,0,0,0,0,G4
2,11000,-0.150126,82.655403,100.515999,0,0,0,G4
1,11000,-0.98293,83.321503,0,0,0,0,G4
3,11000,-0.008154,82.270599,102.299004,132.115005,0,0,G4
2,11000,-0.180848,83.3769,103.444,0,0,0,G4
3,11000,1.36589,79.847298,106.023003,75.832497,0,0,G4
3,1100,-0.063246,109.807999,81.869202,108.115997,0,0,G5
3,1100,0.972259,101.319,102.403999,67.296097,0,0,G5
3,1100,0.856262,98.9683,100.460999,78.587799,0,0,G5
2,1100,-0.077521,105.43,104.100998,0,0,0,G5
3,1100,1.139007,109.017998,107.667999,78.561501,0,0,G5
2,1100,-0.078388,106.488998,106.644997,0,0,0,G5
2,1100,0.136451,105.225998,105.227997,0,0,0,G5
2,1100,0.192035,103.306,102.261002,0,0,0,G5
2,1100,0.017633,103.278,100.757004,0,0,0,G5
3,1100,-0.183645,106.117996,86.162201,104.172997,0,0,G5
3,1110,0.15807,109.470001,111.377998,101.550003,0,0,G6
3,1110,0.699618,108.288002,107.841003,54.438702,0,0,G6
3,1110,0.125004,117.348999,121.922997,111.858002,0,0,G6
4,1110,0.641382,107.685997,110.085999,107.335999,66.395798,0,G6
3,1110,0.070663,118.036003,120.792999,110.647003,0,0,G6
3,1110,-0.009252,118.408997,122.827003,110.969002,0,0,G6
4,1110,0.667561,110.906998,113.906998,105.185997,57.7229,0,G6
4,1110,1.009683,92.632797,94.7015,86.297798,72.273399,0,G6
3,1110,0.356224,96.690903,96.978401,92.155899,0,0,G6
3,1110,0.24501,106.295998,103.376999,97.815201,0,0,G6
2,10001,0.13836,108.629997,105.540001,0,0,0,G7
2,10001,-0.164355,110.470001,78.867798,0,0,0,G7
1,10001,-0.624042,116.438004,0,0,0,0,G7
3,10001,0.329231,109.402,79.420601,115.086998,0,0,G7
3,10001,0.38034,97.747597,70.721298,100.450996,0,0,G7
4,10001,0.793739,101.245003,67.151299,103.316002,57.3367,0,G7
2,10001,0.29787,100.677002,105.967003,0,0,0,G7
4,10001,3.005895,101.487,98.313797,63.998501,108.275002,0,G7
4,10001,1.964791,97.7491,48.603699,102.117996,67.434998,0,G7
3,10001,2.029247,100.240997,103.486,98.358803,0,0,G7
3,11001,0.470137,67.805801,95.4105,73.435303,0,0,G8
2,11001,-0.328652,72.985603,97.5476,0,0,0,G8
3,11001,0.308704,74.391403,99.069603,75.749603,0,0,G8
4,11001,4.830279,76.928802,97.195702,71.464203,140.391998,0,G8
3,11001,0.317377,71.557899,100.503998,76.3759,0,0,G8
3,11001,0.478468,69.734703,95.968201,73.282097,0,0,G8
3,11001,0.378964,74.223396,101.098999,77.633003,0,0,G8
3,11001,0.325927,73.683403,95.292297,75.525597,0,0,G8
3,11001,0.254995,73.379898,93.639397,70.889702,0,0,G8
3,11001,0.253362,70.679703,93.587097,69.161499,0,0,G8
5,11111,0.985754,72.9674,100.315002,99.550201,97.2388,88.5345,G9
5,11111,0.842018,75.194,99.327904,104.710999,96.952103,84.852303,G9
5,11111,1.16038,71.341103,93.413002,94.100502,90.988403,81.5905,G9
4,11111,1.081631,82.800797,100.335999,99.413399,85.691498,0,G9
4,11111,0.925269,96.412399,91.8265,87.408096,81.054901,0,G9
4,11111,0.821203,96.104202,98.079102,90.254501,80.102699,0,G9
5,11111,0.964381,74.068199,96.593201,101.089996,95.693802,85.179604,G9
5,11111,0.810025,77.534599,96.471199,104.921997,98.367203,85.010498,G9
5,11111,0.666753,77.532898,107.834999,112.140999,100.997002,86.773903,G9
5,11111,0.702865,81.7164,100.445,112.633003,105.209999,94.239502,G9
1,0,-0.728452,92.757401,0,0,0,0,G1
1,0,-0.672955,88.7939,0,0,0,0,G1
1,0,-0.720727,91.302002,0,0,0,0,G1
1,0,-0.701598,89.174301,0,0,0,0,G1
1,0,-0.693084,91.323898,0,0,0,0,G1
1,0,-0.762485,93.280502,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
1,0,-0.698562,92.1054,0,0,0,0,G1
3,1101,0.726182,110.100998,108.872002,96.006699,0,0,G0
3,1101,0.792688,103.665001,104.507004,89.101898,0,0,G0
3,1101,0.809091,105.664001,106.190002,91.221397,0,0,G0
3,1101,0.838553,103.954002,104.920998,91.006897,0,0,G0
3,1101,0.655823,112.164001,107.615997,94.002403,0,0,G0
3,1101,0.86205,100.766998,102.349998,90.623497,0,0,G0
3,1101,0.956434,98.759903,99.075996,88.512802,0,0,G0
3,1101,0.955239,98.685699,97.797096,88.874496,0,0,G0
4,1101,1.007363,101.384003,99.042603,44.7682,89.588097,0,G0
3,1101,0.734132,109.601997,107.653,93.5047,0,0,G0
1,1000,-0.357227,108.240997,0,0,0,0,G2
1,1000,-0.078084,113.851997,0,0,0,0,G2
1,1000,-0.18588,118.884003,0,0,0,0,G2
1,1000,-0.085474,111.732002,0,0,0,0,G2
1,1000,-0.179387,108.666,0,0,0,0,G2
1,1000,-0.199327,119.919998,0,0,0,0,G2
1,1000,-0.255902,111.024002,0,0,0,0,G2
1,1000,-0.244464,104.801003,0,0,0,0,G2
1,1000,-0.125303,106.720001,0,0,0,0,G2
1,1000,-0.239968,103.684998,0,0,0,0,G2
1,1,0.443697,94.5905,0,0,0,0,G3
2,1,0.86226,43.213799,89.242302,0,0,0,G3
2,1,0.750588,44.604401,91.579201,0,0,0,G3
2,1,0.893559,46.279999,93.237801,0,0,0,G3
1,1,0.517816,87.092697,0,0,0,0,G3
1,1,0.492226,96.373497,0,0,0,0,G3
1,1,0.483866,89.412697,0,0,0,0,G3
2,1,0.967046,24.764601,67.292702,0,0,0,G3
1,1,0.502763,86.0812,0,0,0,0,G3
1,1,0.51584,91.511299,0,0,0,0,G3
3,11000,0.00827,88.104698,113.115997,53.1287,0,0,G4
2,11000,-0.44694,81.058502,110.088997,0,0,0,G4
2,11000,-0.455291,86.782997,113.379997,0,0,0,G4
3,11000,-0.073055,89.873199,113.014,53.868401,0,0,G4
3,11000,0.004683,85.680901,112.621002,51.333099,0,0,G4
3,11000,0.010504,85.057404,110.245003,48.794998,0,0,G4
3,11000,0.036607,87.821098,113.025002,51.2234,0,0,G4
3,11000,-0.058973,90.376404,112.655998,52.140301,0,0,G4
3,11000,-0.015395,88.048302,112.733002,53.362499,0,0,G4
2,11000,-0.220726,85.526604,111.188004,0,0,0,G4
2,1100,0.189658,96.607101,100.533997,0,0,0,G5
2,1100,0.319402,100.203003,103.064003,0,0,0,G5
2,1100,0.259142,107.435997,110.830002,0,0,0,G5
2,1100,0.100846,106.809998,109.952003,0,0,0,G5
2,1100,0.283289,101.716003,107.213997,0,0,0,G5
2,1100,0.220504,100.238998,103.624001,0,0,0,G5
2,1100,0.07513,100.918999,103.399002,0,0,0,G5
2,1100,-0.022152,112.789001,112.904999,0,0,0,G5
2,1100,0.04532,107.183998,110.566002,0,0,0,G5
2,1100,0.025468,107.901001,108.522003,0,0,0,G5
3,1110,0.322959,99.731201,103.691002,95.385902,0,0,G6
3,1110,0.248405,105.178001,108.317001,98.829399,0,0,G6
3,1110,0.340859,102.57,108.024002,97.5467,0,0,G6
3,1110,0.420885,102.334999,106.429001,97.915604,0,0,G6
3,1110,0.329623,98.624702,101.056999,92.139198,0,0,G6
3,1110,0.270949,100.558998,102.740997,93.388199,0,0,G6
3,1110,0.288639,101.649002,103.987999,95.304398,0,0,G6
3,1110,0.044501,104.345001,108.488998,96.738098,0,0,G6
3,1110,0.239615,107.361,112.332001,107.963997,0,0,G6
3,1110,0.244437,106.583,110.602997,101.742996,0,0,G6
2,10001,1.347333,87.765198,98.198303,0,0,0,G7
2,10001,1.202937,93.669601,106.105003,0,0,0,G7
2,10001,1.145428,93.931999,104.966003,0,0,0,G7
2,10001,1.153348,91.997299,106.206001,0,0,0,G7
2,10001,1.182747,93.113701,106.073997,0,0,0,G7
2,10001,1.150035,93.060204,105.580002,0,0,0,G7
2,10001,0.951274,95.456398,105.427002,0,0,0,G7
2,10001,0.945516,91.325104,104.530998,0,0,0,G7
2,10001,0.999471,82.694504,101.974998,0,0,0,G7
2,10001,1.297328,82.8283,97.822304,0,0,0,G7
3,11001,0.544992,89.0159,118.25,111.641998,0,0,G8
3,11001,0.811194,87.262901,106.184998,101.087997,0,0,G8
4,11001,0.873147,85.8162,105.974998,43.532501,102.863998,0,G8
4,11001,0.921665,84.794296,104.760002,43.0877,103.070999,0,G8
3,11001,0.690302,85.798302,107.428001,101.891998,0,0,G8
3,11001,0.828407,83.594398,106.244003,103.294998,0,0,G8
3,11001,0.923193,82.986,104.980003,102.559998,0,0,G8
3,11001,0.495076,89.027901,113.727997,105.744003,0,0,G8
3,11001,0.376799,89.667503,121.080002,108.667999,0,0,G8
4,11001,0.352291,88.526802,119.829002,57.411598,108.728996,0,G8
5,11111,1.282685,93.653099,90.691704,93.905197,92.075302,88.500198,G9
5,11111,1.095357,90.600998,102.817001,113.889,113.903999,102.617996,G9
5,11111,1.047545,94.1446,106.278999,113.304001,111.959,102.265999,G9
5,11111,1.152834,91.177597,105.319,111.027,111.846001,102.566002,G9
5,11111,0.9195,91.791,105.237,110.667999,111.336998,102.150002,G9
5,11111,0.735712,92.161598,105.071999,110.390999,110.834,101.737999,G9
5,11111,0.897672,88.107498,101.271004,107.776001,107.021004,100.945,G9
5,11111,1.009016,89.900398,103.209999,109.597,111.253998,101.665001,G9
5,11111,1.13926,87.906197,102.197998,109.362999,110.168999,100.502998,G9
5,11111,1.177129,89.914803,102.153,107.088997,106.363998,98.248398,G9
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
3,1101,0.493973,99.106003,102.475998,77.884804,0,0,G0
3,1101,0.707169,102.163002,107.524002,80.106499,0,0,G0
3,1101,0.405435,103.384003,109.427002,83.659798,0,0,G0
3,1101,0.807531,97.610603,104.010002,81.145798,0,0,G0
3,1101,0.639225,97.965897,100.165001,75.444099,0,0,G0
2,1101,-0.38578,102.301003,105.824997,0,0,0,G0
3,1101,0.334742,100.564003,104.541,77.441902,0,0,G0
3,1101,0.587771,99.334702,103.165001,78.558601,0,0,G0
3,1101,0.771776,98.757004,104.573997,82.718803,0,0,G0
3,1101,0.809268,103.198997,105.330002,79.452103,0,0,G0
1,1000,-0.446635,118.742996,0,0,0,0,G2
0,1000,0,0,0,0,0,0,G2
1,1000,-0.63726,111.456001,0,0,0,0,G2
1,1000,-0.562339,113.245003,0,0,0,0,G2
1,1000,-0.023712,112.677002,0,0,0,0,G2
1,1000,-0.295672,100.258003,0,0,0,0,G2
1,1000,-0.329493,77.093399,0,0,0,0,G2
1,1000,-0.377284,74.0868,0,0,0,0,G2
1,1000,-0.260873,109.299004,0,0,0,0,G2
1,1000,-0.251762,104.555,0,0,0,0,G2
0,1,0,0,0,0,0,0,G3
2,1,1.007043,58.749001,94.4468,0,0,0,G3
0,1,0,0,0,0,0,0,G3
0,1,0,0,0,0,0,0,G3
1,1,0.398717,91.157097,0,0,0,0,G3
0,1,0,0,0,0,0,0,G3
1,1,0.496599,114.378998,0,0,0,0,G3
1,1,0.473024,112.337997,0,0,0,0,G3
1,1,0.490308,73.053902,0,0,0,0,G3
0,1,0,0,0,0,0,0,G3
1,11000,-0.49783,94.032402,0,0,0,0,G4
2,11000,0.265145,74.2901,107.931999,0,0,0,G4
2,11000,0.150528,95.4086,83.976898,0,0,0,G4
2,11000,0.479933,80.800201,100.599998,0,0,0,G4
2,11000,0.540778,85.166801,66.398399,0,0,0,G4
2,11000,0.402733,77.186798,102.106003,0,0,0,G4
2,11000,-0.211578,98.770699,117.346001,0,0,0,G4
2,11000,0.20852,84.903198,110.689003,0,0,0,G4
2,11000,0.6976,77.205902,104.996002,0,0,0,G4
1,11000,0.446533,115.234001,0,0,0,0,G4
2,1100,0.317808,99.137802,100.497002,0,0,0,G5
2,1100,0.21086,105.412003,104.166,0,0,0,G5
2,1100,0.354287,101.150002,40.991699,0,0,0,G5
0,1100,0,0,0,0,0,0,G5
2,1100,0.01223,106.418999,103.488998,0,0,0,G5
2,1100,0.229529,109.420998,109.174004,0,0,0,G5
2,1100,0.26645,100.999001,101.077003,0,0,0,G5
3,1100,0.800136,67.905098,27.709,69.029503,0,0,G5
0,1100,0,0,0,0,0,0,G5
0,1100,0,0,0,0,0,0,G5
2,1110,-0.043368,89.367302,100.408997,0,0,0,G6
3,1110,0.511672,81.848198,83.912399,77.544502,0,0,G6
1,1110,-0.489108,101.267998,0,0,0,0,G6
3,1110,0.481586,98.306999,105.699997,92.065903,0,0,G6
3,1110,0.43352,96.862503,105.011002,89.342201,0,0,G6
