@relation gesture-weka.filters.unsupervised.attribute.Remove-V-R2-19

@attribute newFingerTipDistRefined_f1 numeric
@attribute newFingerTipDistRefined_f2 numeric
@attribute newFingerTipDistRefined_f3 numeric
@attribute newFingerTipDistRefined_f4 numeric
@attribute newFingerTipDistRefined_f5 numeric
@attribute fingertipAngles_f1 numeric
@attribute fingertipAngles_f2 numeric
@attribute fingertipAngles_f3 numeric
@attribute fingertipAngles_f4 numeric
@attribute fingertipAngles_f5 numeric
@attribute fingertipElevation_f1 numeric
@attribute fingertipElevation_f2 numeric
@attribute fingertipElevation_f3 numeric
@attribute fingertipElevation_f4 numeric
@attribute fingertipElevation_f5 numeric
@attribute fingersExtended numeric
@attribute fingersAreasAverage numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
1.01323,1.162508,1.003663,0,0,2.332092,2.922037,2.450712,0,0,2.120311,2.365904,2.140013,0,0,1110,15.437461,G6
1.020718,1.151259,0.996078,0,0,2.456793,2.83587,2.594562,0,0,2.546532,2.750862,2.556167,0,0,1110,14.978341,G6
1.012124,1.152325,1.014071,0,0,2.408872,2.877037,2.522352,0,0,2.380176,2.605932,2.410807,0,0,1110,15.487595,G6
1.10895,1.05385,0,0,0,2.450743,2.505576,0,0,0,2.747643,2.709472,0,0,0,1110,38.0121,G6
1.037224,1.168654,0.993292,0,0,2.417784,2.847576,2.49469,0,0,2.535672,2.753147,2.513848,0,0,1110,16.068598,G6
1.021107,1.179351,0.990766,0,0,2.502391,2.817981,2.628977,0,0,3.225746,3.458158,3.232599,0,0,1110,16.370155,G6
1.362553,1.402706,0,0,0,1.710957,1.803276,0,0,0,2.482913,2.585142,0,0,0,10001,69.908165,G7
1.495028,1.47539,0,0,0,1.871696,2.01238,0,0,0,3.797475,3.898848,0,0,0,10001,77.238541,G7
1.525296,1.521101,0,0,0,1.851555,1.962879,0,0,0,3.830956,3.925811,0,0,0,10001,79.161362,G7
1.608017,1.527635,0,0,0,1.790354,1.778244,0,0,0,3.459963,3.379407,0,0,0,10001,83.083595,G7
1.533414,1.599384,0,0,0,1.857993,2.017506,0,0,0,4.532323,4.741308,0,0,0,10001,78.348076,G7
1.742828,0.749626,1.916591,0,0,1.992417,2.354001,1.927038,0,0,5.440592,4.877326,5.511092,0,0,10001,17.543447,G7
1.527672,1.532308,0,0,0,1.531925,1.825168,0,0,0,2.534494,2.779773,0,0,0,10001,78.815231,G7
1.655551,1.820297,0,0,0,1.613042,2.316349,0,0,0,7.381264,8.375031,0,0,0,10001,75.410538,G7
1.520147,1.475253,0,0,0,1.665666,1.97061,0,0,0,3.23059,3.456703,0,0,0,10001,79.038055,G7
1.364509,1.43662,0,0,0,1.945165,2.129726,0,0,0,3.801165,4.002843,0,0,0,10001,70.284538,G7
1.323038,1.493192,1.272961,0,0,1.660666,2.951969,2.025239,0,0,3.647359,4.541636,3.928185,0,0,11001,36.169849,G8
1.717563,1.833593,0,0,0,1.727037,1.931046,0,0,0,5.400174,5.742901,0,0,0,11001,87.031273,G8
1.361097,1.639122,1.398471,0,0,1.531257,2.987785,1.920433,0,0,3.655792,4.830408,4.076703,0,0,11001,40.576683,G8
1.785518,1.842662,0,0,0,1.704058,1.982154,0,0,0,5.708855,6.109691,0,0,0,11001,88.510788,G8
1.487607,1.578825,1.496449,0,0,1.489335,2.978245,1.908152,0,0,4.143015,5.293864,4.627994,0,0,11001,40.252026,G8
1.585532,1.689582,0,0,0,1.698475,2.080961,0,0,0,4.522891,5.009287,0,0,0,11001,81.049911,G8
1.267448,1.388642,1.307486,0,0,1.802439,3.059047,1.940806,0,0,3.672434,4.37043,3.820997,0,0,11001,27.16869,G8
1.406868,1.484619,0,0,0,1.974745,2.130697,0,0,0,4.833115,5.031978,0,0,0,11001,71.723534,G8
1.319996,1.435062,1.356818,0,0,1.731696,2.902609,1.935304,0,0,3.885646,4.664822,4.101339,0,0,11001,32.047165,G8
1.435517,1.530489,1.410834,0,0,1.600357,2.966914,1.867119,0,0,3.950901,4.909639,4.212711,0,0,11001,37.006699,G8
1.224135,1.324919,1.553882,1.23879,0,1.56146,2.888341,2.677135,2.048826,0,4.140366,5.090964,5.258568,4.605475,0,11111,19.266119,G9
1.074623,1.262796,1.361339,1.338072,1.159438,1.442987,2.859332,2.91142,2.644178,2.212591,3.036631,4.029668,4.13579,4.052598,3.695958,11111,15.042491,G9
1.04729,1.20686,1.339974,1.340831,1.159621,1.441096,2.805149,2.849608,2.589648,2.289967,2.651221,3.54582,3.685647,3.625459,3.334631,11111,14.6588,G9
1.217972,1.308928,1.436699,1.390486,1.196883,1.342182,2.760829,2.915002,2.598053,2.1552,3.556464,4.680151,4.839375,4.706978,4.295236,11111,14.425028,G9
1,0,0,0,0,2.347407,0,0,0,0,1.899161,0,0,0,0,11111,0,G9
1.247904,1.352921,1.456467,1.431395,1.293319,1.364714,2.873924,2.696498,2.380569,1.989951,3.914217,5.102254,5.15669,4.987046,4.58841,11111,15.82129,G9
1,0,0,0,0,2.09069,0,0,0,0,2.414654,0,0,0,0,11111,0,G9
1.339485,1.335655,1.516683,1.479023,1.277966,1.054562,2.671854,2.780809,2.482291,2.020833,2.618071,3.961159,4.167908,4.034494,3.587493,11111,16.535208,G9
1.38298,1.337304,1.551574,1.540417,1.369457,1.098039,2.651018,2.735512,2.425652,1.94914,3.132445,4.483907,4.720399,4.584064,4.103108,11111,16.089895,G9
1.243542,1.59266,1.479555,1.313363,0,1.183959,2.92986,2.699477,2.259909,0,3.590008,5.240202,5.070769,4.699021,0,11111,25.688187,G9
1,0,0,0,0,2.147892,0,0,0,0,1.777302,0,0,0,0,0,0,G1
1,0,0,0,0,2.493728,0,0,0,0,2.124987,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
1,0,0,0,0,2.654117,0,0,0,0,2.322778,0,0,0,0,0,0,G1
1,0,0,0,0,2.616184,0,0,0,0,3.687448,0,0,0,0,0,0,G1
1,0,0,0,0,2.740096,0,0,0,0,3.144806,0,0,0,0,0,0,G1
1,0,0,0,0,2.677825,0,0,0,0,2.694212,0,0,0,0,0,0,G1
1,0,0,0,0,2.651916,0,0,0,0,2.452326,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
1.231874,1.262247,0.879672,0,0,1.866405,2.746947,1.715891,0,0,1.747296,1.937189,1.347058,0,0,1101,14.566617,G0
1.213938,1.259386,0.978551,0,0,1.901042,2.945807,1.834341,0,0,1.956516,2.218632,1.700621,0,0,1101,16.844587,G0
1.223786,1.256832,0.950821,0,0,1.923013,2.865753,2.011668,0,0,2.161407,2.43873,1.93843,0,0,1101,16.703552,G0
1.29586,1.321256,0.99597,0,0,1.772041,2.913146,1.688519,0,0,2.057047,2.383836,1.730752,0,0,1101,18.728821,G0
1.54977,1.569883,0.608505,1.261545,0,1.344904,2.533819,1.98081,1.865545,0,1.960845,2.540933,1.456636,2.030975,0,1101,15.597527,G0
1.221959,1.242875,0.906978,0,0,1.867449,2.901536,2.062291,0,0,1.945522,2.194056,1.710254,0,0,1101,20.908434,G0
1.179181,1.158932,0.969527,0,0,2.365585,2.814207,2.398824,0,0,3.866393,3.99514,3.687164,0,0,1101,17.034702,G0
1.218792,1.236568,0.961816,0,0,2.164585,3.027217,2.280319,0,0,3.266629,3.53889,3.087073,0,0,1101,19.25824,G0
1.226592,1.255801,0.934303,0,0,1.931605,3.074897,2.010055,0,0,2.081799,2.343077,1.830847,0,0,1101,18.870056,G0
1.318948,1.312379,0.900718,0,0,1.842888,2.724744,1.573076,0,0,1.955744,2.154966,1.429949,0,0,1101,15.930725,G0
1,0,0,0,0,0.397919,0,0,0,0,0.514539,0,0,0,0,1000,0,G2
1,0,0,0,0,0.596546,0,0,0,0,0.680598,0,0,0,0,1000,0,G2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,G2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,G2
1,0,0,0,0,0.65616,0,0,0,0,0.651294,0,0,0,0,1000,0,G2
1,0,0,0,0,0.726251,0,0,0,0,0.708041,0,0,0,0,1000,0,G2
1.390457,0.671405,0,0,0,0.763552,0.217111,0,0,0,1.044729,0.433266,0,0,0,1000,18.586517,G2
1.409506,0.65759,0,0,0,0.813055,0.368347,0,0,0,1.10383,0.43582,0,0,0,1000,18.952829,G2
1.402403,0.663032,0,0,0,1.276263,1.651752,0,0,0,1.345424,0.686488,0,0,0,1000,19.019991,G2
1.410385,0.668234,0,0,0,0.464191,0.082241,0,0,0,0.845885,0.188437,0,0,0,1000,20.502623,G2
1,0,0,0,0,2.883296,0,0,0,0,1.761956,0,0,0,0,1,0,G3
1,0,0,0,0,2.4944,0,0,0,0,2.427105,0,0,0,0,1,0,G3
1,0,0,0,0,2.857095,0,0,0,0,1.959951,0,0,0,0,1,0,G3
1,0,0,0,0,2.804402,0,0,0,0,2.267077,0,0,0,0,1,0,G3
1,0,0,0,0,2.679297,0,0,0,0,2.859358,0,0,0,0,1,0,G3
1,0,0,0,0,2.768977,0,0,0,0,2.23115,0,0,0,0,1,0,G3
0.958517,1.518914,0,0,0,2.069209,2.164771,0,0,0,2.81739,3.385674,0,0,0,1,43.806084,G3
1,0,0,0,0,2.80312,0,0,0,0,1.703367,0,0,0,0,1,0,G3
1,0,0,0,0,2.741521,0,0,0,0,1.72396,0,0,0,0,1,0,G3
1,0,0,0,0,2.709359,0,0,0,0,1.93749,0,0,0,0,1,0,G3
1.044875,1.371887,0,0,0,1.384781,1.771853,0,0,0,1.225886,1.701352,0,0,0,11000,53.363533,G4
1.03314,1.32875,0,0,0,1.7003,1.947558,0,0,0,1.480442,1.861036,0,0,0,11000,55.445675,G4
1.035889,1.331875,0,0,0,1.636003,1.62374,0,0,0,1.364171,1.650402,0,0,0,11000,57.632858,G4
1.251107,1.613654,0.845595,0,0,1.668418,1.771799,1.481592,0,0,1.681572,2.086187,1.209855,0,0,11000,31.933825,G4
1.240829,1.68375,0.835185,0,0,1.145567,2.233959,1.709542,0,0,1.307954,2.213711,1.230309,0,0,11000,32.241947,G4
1.275016,1.635229,0.848882,0,0,1.042032,2.232322,1.627072,0,0,1.213791,2.075226,1.145435,0,0,11000,32.935017,G4
1.281491,1.62056,0.876318,0,0,1.370029,2.405096,1.893224,0,0,1.6922,2.487475,1.600553,0,0,11000,33.269924,G4
1.297518,1.662786,0.885705,0,0,1.04916,2.113447,1.563685,0,0,1.249614,2.112467,1.179361,0,0,11000,34.57196,G4
1.055298,1.348257,0,0,0,1.651715,2.009898,0,0,0,1.54044,1.96664,0,0,0,11000,53.907883,G4
1.05845,1.35198,0,0,0,1.643523,2.086944,0,0,0,1.591134,2.053533,0,0,0,11000,54.080479,G4
1.075695,1.073737,0,0,0,2.388844,2.172344,0,0,0,1.905487,1.854031,0,0,0,1100,35.383423,G5
1.043373,1.082661,0,0,0,2.447196,2.504097,0,0,0,2.062269,2.112619,0,0,0,1100,35.510876,G5
1.0362,1.077828,0,0,0,2.307125,2.557878,0,0,0,1.831598,1.917133,0,0,0,1100,36.217762,G5
2.485811,2.645671,2.683549,0,0,1.736284,2.905191,0.101731,0,0,3.896853,4.667479,0.378649,0,0,1100,58.507679,G5
1.021522,1.085004,0,0,0,2.465603,2.565403,0,0,0,2.131417,2.21418,0,0,0,1100,35.175339,G5
1.035015,1.089712,0,0,0,2.536602,2.628853,0,0,0,2.620394,2.695342,0,0,0,1100,36.02306,G5
1.04583,1.087219,0,0,0,2.444486,2.453632,0,0,0,2.040568,2.083658,0,0,0,1100,35.848511,G5
1.072826,1.091221,0,0,0,2.28562,2.333337,0,0,0,1.926158,1.955444,0,0,0,1100,35.379021,G5
1.047692,1.076644,0,0,0,2.356778,2.380452,0,0,0,1.899811,1.933576,0,0,0,1100,33.79295,G5
1.062927,1.079596,0,0,0,2.394614,2.131652,0,0,0,1.763835,1.727625,0,0,0,1100,35.247337,G5
1.039745,1.102573,0.968233,0,0,2.536019,3.054857,2.422673,0,0,1.958068,2.065973,1.866892,0,0,1110,9.428574,G6
1.289748,1.354539,0.600773,1.265327,0,2.385465,3.007252,1.691326,2.349698,0,2.57332,2.739355,1.668595,2.538485,0,1110,8.840269,G6
1.053252,1.096191,1.002216,0,0,2.332323,3.065488,2.270235,0,0,1.801968,1.916539,1.738299,0,0,1110,11.603854,G6
1.104152,1.137588,0.981874,0,0,2.203954,3.041177,2.240016,0,0,1.997224,2.151975,1.88613,0,0,1110,11.417221,G6
1.061707,1.123521,1.003844,0,0,2.534703,2.96255,2.206951,0,0,2.32594,2.444495,2.179388,0,0,1110,9.845193,G6
1.039279,1.114564,1.001766,0,0,2.326373,2.960735,2.405349,0,0,1.909319,2.065951,1.888517,0,0,1110,9.979114,G6
1.032279,1.097495,0.996246,0,0,2.523149,3.099095,2.590533,0,0,2.470532,2.606683,2.449893,0,0,1110,9.520653,G6
1.040026,1.105345,0.986658,0,0,2.481199,3.031696,2.616626,0,0,2.815992,2.974155,2.799173,0,0,1110,9.669628,G6
1.030378,1.105459,0.998882,0,0,2.519959,3.068863,2.577138,0,0,2.799346,2.95688,2.783392,0,0,1110,9.823969,G6
1.016864,1.106099,0.989156,0,0,2.641851,3.07114,2.559056,0,0,2.559534,2.695724,2.51478,0,0,1110,10.124149,G6
1.48451,1.495176,0,0,0,0.74984,0.694192,0,0,0,1.011761,0.956591,0,0,0,10001,80.422737,G7
1.559994,0.991845,1.691039,0,0,0.835067,1.950184,1.413482,0,0,1.229554,1.384579,1.869916,0,0,10001,24.369425,G7
1.528104,1.00054,1.628437,0,0,1.104243,2.106975,1.640615,0,0,1.618637,1.711591,2.142963,0,0,10001,24.752146,G7
1.426547,1.593795,0,0,0,1.532338,1.86092,0,0,0,2.434556,2.848105,0,0,0,10001,74.734032,G7
1.483242,1.586853,0,0,0,1.639751,1.62252,0,0,0,2.527049,2.606421,0,0,0,10001,76.033142,G7
1.558045,0.992799,1.626951,0,0,0.92354,2.020906,1.539627,0,0,1.356734,1.479126,1.934364,0,0,10001,24.768681,G7
1.539915,1.049817,0.976128,1.586575,0,1.088928,2.393508,1.917122,1.460588,0,1.531411,1.642864,1.471326,1.872988,0,10001,13.272937,G7
1.785488,1.063701,1.059552,1.815837,0,0.408562,0.947514,0.747971,0.725901,0,0.710862,0.900476,0.729625,1.209474,0,10001,13.106444,G7
1.894308,1.034957,1.085044,1.891683,0,0.556029,1.629816,1.087929,0.936455,0,1.005833,1.145414,0.992289,1.53884,0,10001,13.278553,G7
1.846188,1.083244,1.095145,1.914507,0,0.103001,0.037586,0.017629,0.219632,0,0.214614,0.09792,0.0326,0.50894,0,10001,13.301299,G7
2.000269,2.868088,2.240199,2.393213,0,1.345961,2.486413,1.957213,0.145219,0,2.618955,4.25606,3.400037,0.51094,0,11001,35.159847,G8
1.181476,0.970397,0,0,0,3.024831,1.906193,0,0,0,2.265623,1.822753,0,0,0,11001,40.308922,G8
1.086569,1.429008,1.213705,0,0,1.769153,3.056013,1.93098,0,0,2.406044,3.169844,2.620257,0,0,11001,24.528629,G8
1.074405,1.459269,1.144319,0,0,1.675741,3.124461,1.688704,0,0,1.811319,2.549367,1.883199,0,0,11001,24.264366,G8
1.064703,1.444371,1.169845,0,0,1.647909,3.118744,1.608276,0,0,1.712801,2.434833,1.788014,0,0,11001,25.483545,G8
1.079626,1.438076,1.130369,0,0,1.467196,3.038068,1.372311,0,0,1.375134,2.043718,1.370904,0,0,11001,24.668108,G8
1.028131,1.474878,1.198357,0,0,1.307495,2.607083,1.280535,0,0,1.172054,1.934845,1.312227,0,0,11001,26.331705,G8
1.024392,1.477354,1.210173,0,0,1.733899,2.930089,1.678895,0,0,1.856683,2.637744,1.996173,0,0,11001,27.209732,G8
1.139236,1.580526,0.867405,1.298498,0,1.810821,2.986142,2.510803,2.008935,0,3.146877,4.077566,3.276005,3.425293,0,11001,16.666693,G8
2.261693,3.207315,2.541823,2.998256,0,1.6659,2.745538,2.158177,0.116163,0,4.657246,6.520862,5.495451,0.825639,0,11001,44.271637,G8
0.987537,1.232341,1.450275,1.370264,1.241734,1.467565,2.844522,2.936215,2.565406,1.962327,2.886926,3.855342,4.085877,3.918613,3.474774,11111,10.935635,G9
0.980028,1.238607,1.403978,1.339413,1.234221,1.46337,2.819708,2.916372,2.522315,1.871544,2.330731,3.232668,3.410392,3.26334,2.84068,11111,10.66839,G9
1.012867,1.358067,1.392545,1.319466,1.194366,1.319551,2.710966,3.050954,2.669243,2.056329,2.448194,3.593818,3.676095,3.54543,3.163843,11111,12.52271,G9
0.963031,1.214738,1.409905,1.352955,1.209862,1.569472,2.939518,2.859422,2.491112,1.966046,2.848297,3.72731,3.910608,3.753439,3.336542,11111,10.820264,G9
0.994658,1.250602,1.382173,1.337316,1.20776,1.547698,2.834949,2.981842,2.598239,2.076569,3.191601,4.125418,4.277683,4.147567,3.761934,11111,10.938109,G9
1.01315,1.311628,1.397072,1.348429,1.169892,1.425565,2.815006,2.926353,2.533472,1.981269,2.628631,3.664258,3.766043,3.626928,3.182909,11111,11.197824,G9
1.022288,1.340066,1.405767,1.300761,1.113181,1.311384,2.716866,3.020911,2.58622,2.020733,2.091589,3.154746,3.258385,3.08598,2.679865,11111,11.903898,G9
0.85684,1.261064,1.239723,0,0,2.014968,2.858955,2.440551,0,0,2.244422,2.877027,2.769956,0,0,11111,22.077978,G9
1.120802,1.56685,1.44645,0,0,1.772606,3.097934,1.994416,0,0,4.39732,5.471673,4.837096,0,0,11111,29.894125,G9
0.979921,1.2457,1.405801,1.372915,1.222946,1.482504,2.883003,2.926547,2.561973,1.998591,2.917695,3.898855,4.064389,3.943558,3.506793,11111,11.146586,G9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
1,0,0,0,0,0.955988,0,0,0,0,1.040206,0,0,0,0,0,0,G1
1.035874,0.968071,0,0,0,0.535686,0.647236,0,0,0,0.881522,0.994497,0,0,0,0,5.416896,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
1,0,0,0,0,2.370572,0,0,0,0,3.937115,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G1
1.95785,2.010387,1.364172,1.198732,0,1.526395,2.257123,2.986625,0.660066,0,3.200804,3.866323,3.432589,1.578599,0,1101,16.548107,G0
1.224612,1.244117,0.864744,0,0,2.260941,2.977875,2.259257,0,0,2.869781,3.06101,2.529032,0,0,1101,14.510384,G0
1.2293,1.240222,0.836935,0,0,2.371172,3.036436,2.339345,0,0,3.455971,3.626464,3.077377,0,0,1101,14.342751,G0
4.022993,4.107459,3.410822,2.804549,2.450487,1.894132,2.635877,0.045443,2.574658,0.506698,7.758927,8.722976,1.401234,7.393506,3.218856,1101,24.003157,G0
1.190411,1.207986,0.880791,0,0,1.98333,2.913876,2.12123,0,0,1.929311,2.121263,1.66838,0,0,1101,13.945426,G0
1.2084,1.229562,0.881301,0,0,2.067129,3.022923,1.98746,0,0,1.962166,2.130976,1.614336,0,0,1101,14.527101,G0
1.226245,1.254268,0.878783,0,0,2.31657,2.885637,2.056099,0,0,2.668828,2.823006,2.236153,0,0,1101,14.004051,G0
1.026994,1.029347,0,0,0,2.69231,2.796352,0,0,0,2.519809,2.537647,0,0,0,1101,22.023912,G0
2.166431,2.158537,1.457892,1.507979,0,1.982211,2.603611,2.62001,0.522626,0,5.07996,5.543409,4.864698,2.488564,0,1101,16.006475,G0
2.065207,2.07847,1.363204,1.317068,0,1.980264,2.580167,2.720504,0.651039,0,5.056568,5.529736,4.884039,2.807004,0,1101,15.417848,G0
1,0,0,0,0,0.864813,0,0,0,0,0.782167,0,0,0,0,1000,0,G2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,G2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,G2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,G2
1,0,0,0,0,0.878316,0,0,0,0,0.811374,0,0,0,0,1000,0,G2
1,0,0,0,0,0.634243,0,0,0,0,0.624098,0,0,0,0,1000,0,G2
1,0,0,0,0,1.214981,0,0,0,0,0.96388,0,0,0,0,1000,0,G2
