@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R1,2,3,4,5,6,7-11,22-weka.filters.unsupervised.attribute.Remove-R12_gesture-weka.filters.unsupervised.attribute.Remove-V-R1,6,7-11,194-199,328'

@attribute numFingers numeric
@attribute fingersAreas numeric
@attribute newFingerTipDistRefined_f1 numeric
@attribute newFingerTipDistRefined_f2 numeric
@attribute newFingerTipDistRefined_f3 numeric
@attribute newFingerTipDistRefined_f4 numeric
@attribute newFingerTipDistRefined_f5 numeric
@attribute convexHull1 numeric
@attribute convexHull2 numeric
@attribute convexHull3 numeric
@attribute convexHull4 numeric
@attribute convexHull5 numeric
@attribute convexHull6 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
3,17.800419,0,1.012118,1.152329,1.014069,0,0.036556,0.093036,0.103619,0.01634,0.034482,0,G6
2,38.0121,0,1.108947,1.053854,0,0,0.074672,0.076716,0.051683,0.0691,0,0,G6
3,18.599554,0,1.037226,1.168654,0.993281,0,0.091073,0.088069,0.050481,0.060475,0,0,G6
3,18.201717,0,1.02111,1.179349,0.990766,0,0.070088,0.117477,0.055,0,0,0,G6
2,69.908165,1.362557,0,0,0,1.402702,0.031267,0.144009,0.087523,0.01354,0,0,G7
2,77.238541,1.49503,0,0,0,1.475383,0.358552,0.016289,0,0,0,0,G7
2,79.161362,1.525303,0,0,0,1.521094,0.413768,0,0,0,0,0,G7
2,83.083595,1.608012,0,0,0,1.527633,0.027329,0.271192,0.021299,0,0,0,G7
2,78.348076,1.533408,0,0,0,1.59939,0.371095,0,0,0,0,0,G7
3,44.688377,1.742836,0,0,0,0.749623,0.291166,0,0,0,0,0,G7
2,78.815231,1.527678,0,0,0,1.532306,0.280769,0,0,0,0,0,G7
2,75.410538,1.655546,0,0,0,1.82029,0.257591,0,0,0,0,0,G7
2,79.038055,1.520151,0,0,0,1.475261,0.133667,0.122543,0.014845,0,0,0,G7
2,70.284538,1.364512,0,0,0,1.436626,0.296905,0.012863,0,0,0,0,G7
3,31.84795,1.323037,1.493186,0,0,1.272959,0.222429,0.337619,0,0,0,0,G8
2,87.031273,1.71756,1.833586,0,0,0,0.028934,0.207811,0.316702,0,0,0,G8
3,31.582924,1.361092,1.63912,0,0,1.398472,0.243237,0.342531,0.022581,0,0,0,G8
2,88.510788,1.785503,1.842664,0,0,0,0.016625,0.205132,0.3285,0,0,0,G8
3,34.360435,1.48761,1.578832,0,0,1.496457,0.015723,0.220172,0.326151,0.010029,0,0,G8
2,81.049911,1.585537,1.689582,0,0,0,0.028643,0.147135,0.290536,0,0,0,G8
3,31.013523,1.26745,1.388645,0,0,1.307492,0.270724,0.228417,0.018513,0,0,0,G8
2,71.723534,1.406872,1.484627,0,0,0,0.186615,0.273484,0.026332,0,0,0,G8
3,32.058792,1.319997,1.435065,0,0,1.356813,0.220489,0.32962,0.015082,0,0,0,G8
3,33.020748,1.435508,1.530495,0,0,1.41083,0.244527,0.324508,0.026338,0,0,0,G8
4,16.910755,1.224136,1.324927,1.553876,1.238791,0,0.014116,0.00849,0.011527,0.060772,0.22572,0,G9
5,13.740136,1.074618,1.262787,1.361333,1.338076,1.159443,0.025507,0.02801,0.008478,0.05969,0.243613,0,G9
5,14.779031,1.047285,1.206853,1.33998,1.340826,1.159624,0.012229,0.030493,0.033575,0.072689,0.216022,0.010329,G9
5,11.713248,1.217972,1.308934,1.436707,1.390488,1.196891,0.014006,0.032132,0.020959,0.086645,0.230337,0,G9
1,1,0.999997,0,0,0,0,0.030373,0.070626,0.232652,0,0,0,G9
5,11.588235,1.247905,1.352915,1.45647,1.431388,1.293315,0.015546,0.031853,0.013586,0.077677,0.242484,0,G9
1,1,1.000001,0,0,0,0,0.029577,0.014631,0.009591,0.072841,0.233483,0,G9
5,11.072308,1.33949,1.335647,1.51667,1.479029,1.277968,0.029367,0.038814,0.025655,0.079549,0.255652,0,G9
5,10.192496,1.382982,1.337295,1.551566,1.540406,1.369454,0.038125,0.025238,0.077669,0.23401,0,0,G9
4,16.426311,1.243544,1.592666,1.479567,1.313366,0,0.039314,0.031863,0.011758,0.070324,0.232123,0,G9
1,1,0,0,0,0,0,0.076449,0.014265,0.01532,0.018083,0,0,G1
1,1,0,0,0,0,0,0.011205,0.00807,0.008234,0.00853,0.014769,0.008183,G1
0,0,0,0,0,0,0,0.009885,0.067136,0,0,0,0,G1
1,1,0,0,0,0,0,0.008428,0.009388,0,0,0,0,G1
1,1,0,0,0,0,0,0.013081,0.007526,0,0,0,0,G1
1,1,0,0,0,0,0,0.013366,0.008601,0,0,0,0,G1
1,1,0,0,0,0,0,0.051608,0,0,0,0,0,G1
1,1,0,0,0,0,0,0.009241,0.008941,0.016333,0,0,0,G1
0,0,0,0,0,0,0,0.01023,0.013082,0.01621,0,0,0,G1
0,0,0,0,0,0,0,0.019969,0.022851,0,0,0,0,G1
3,19.429249,0,1.231878,1.262241,0,0.879664,0.164475,0.109173,0.069325,0.05588,0.030002,0,G0
3,22.119347,0,1.213938,1.259384,0,0.978552,0.025514,0.256983,0.170483,0.013567,0,0,G0
3,22.894224,0,1.223794,1.256832,0,0.950819,0.03773,0.263549,0.178753,0.038489,0,0,G0
3,23.186516,0,1.295857,1.321249,0,0.995977,0.028554,0.332258,0.25687,0.023468,0,0,G0
4,19.955507,0,1.549778,1.569884,0,0.60851,0.27848,0.236559,0.035139,0.054283,0,0,G0
3,22.108004,0,1.221951,1.242878,0,0.906979,0.202033,0.066552,0.098439,0.033651,0.021654,0,G0
3,22.267647,0,1.179179,1.158923,0,0.969525,0.265951,0.055664,0.055333,0.015224,0,0,G0
3,22.644402,0,1.218788,1.236561,0,0.961814,0.044456,0.137859,0.177048,0.050799,0,0,G0
3,21.962376,0,1.226584,1.255798,0,0.934295,0.146374,0.16144,0.044402,0.110983,0,0,G0
3,19.529358,0,1.31894,1.312376,0,0.900717,0.116217,0.100002,0.031494,0.029264,0.022617,0,G0
1,1,0,0.999997,0,0,0,0.191896,0.035271,0.063466,0,0,0,G2
1,1,0,1.000006,0,0,0,0.093627,0.081129,0.09519,0,0,0,G2
0,0,0,0,0,0,0,0.130343,0.09275,0.024386,0,0,0,G2
0,0,0,0,0,0,0,0.157551,0.018437,0.021503,0.02435,0,0,G2
1,1,0,1.000004,0,0,0,0.202177,0.043812,0.042608,0,0,0,G2
1,1,0,0.999998,0,0,0,0.264552,0.078377,0.049151,0,0,0,G2
2,18.586517,0,1.390463,0,0,0,0.201498,0.024145,0.03959,0,0,0,G2
2,18.952829,0,1.409498,0,0,0,0.207396,0.032946,0.032744,0,0,0,G2
2,19.019991,0,1.402402,0,0,0,0.225402,0.034527,0.018057,0,0,0,G2
2,20.502623,0,1.410377,0,0,0,0.193204,0.023063,0,0,0,0,G2
1,1,0,0,0,0,1,0.362511,0.040466,0.044002,0,0,0,G3
1,1,0,0,0,0,0.999993,0.04739,0.161225,0.017697,0,0,0,G3
1,1,0,0,0,0,0.999995,0.081076,0.171943,0,0,0,0,G3
1,1,0,0,0,0,0.999996,0.278481,0.04211,0.014285,0,0,0,G3
1,1,0,0,0,0,1.000003,0.162376,0.030766,0,0,0,0,G3
1,1,0,0,0,0,0.999998,0.136771,0.018385,0.055545,0,0,0,G3
2,43.806084,0,0,0,0,0.958515,0.045473,0.175649,0.021738,0,0,0,G3
1,1,0,0,0,0,1,0.295524,0.062932,0.020753,0,0,0,G3
1,1,0,0,0,0,0.999993,0.326099,0.050809,0.047393,0,0,0,G3
1,1,0,0,0,0,0.999996,0.277708,0.049497,0,0,0,0,G3
2,53.363533,1.044876,1.371887,0,0,0,0.187624,0.313626,0,0,0,0,G4
2,55.445675,1.033141,1.32875,0,0,0,0.315828,0.441565,0.019914,0,0,0,G4
2,57.632858,1.035887,1.331885,0,0,0,0.12425,0.038107,0,0,0,0,G4
3,18.210123,1.251108,1.613654,0,0,0,0.243723,0.379174,0,0,0,0,G4
3,17.409941,1.24083,1.683763,0,0,0,0.229489,0.382081,0.014109,0,0,0,G4
3,18.754187,1.275016,1.635225,0,0,0,0.28759,0.388533,0.019135,0,0,0,G4
3,19.466267,1.28149,1.620566,0,0,0,0.450546,0.059512,0,0,0,0,G4
3,19.616816,1.297518,1.662786,0,0,0,0.054465,0.064935,0,0,0,0,G4
2,53.907883,1.055297,1.348256,0,0,0,0.17268,0.341997,0.013312,0,0,0,G4
2,54.080479,1.05845,1.351984,0,0,0,0.173963,0.35331,0.015231,0,0,0,G4
2,35.383423,0,1.075698,1.07374,0,0,0.178502,0.127322,0.053489,0.042291,0,0,G5
2,35.510876,0,1.043374,1.082661,0,0,0.273926,0.114544,0,0,0,0,G5
2,36.217762,0,1.0362,1.077833,0,0,0.346889,0.091781,0.020297,0.031134,0,0,G5
3,28.439514,0,2.48581,2.645688,0,0,0.287862,0.069067,0.031923,0.026939,0,0,G5
2,35.175339,0,1.021521,1.085006,0,0,0.194741,0.292639,0.072473,0,0,0,G5
2,36.02306,0,1.035018,1.089704,0,0,0.240843,0.085476,0.034533,0,0,0,G5
2,35.848511,0,1.045831,1.087224,0,0,0.268772,0.10805,0.030145,0,0,0,G5
2,35.379021,0,1.072834,1.091221,0,0,0.258699,0.118764,0.024032,0.031292,0,0,G5
2,33.79295,0,1.047691,1.07664,0,0,0.353483,0.104612,0.034524,0.023862,0,0,G5
2,35.247337,0,1.062924,1.079592,0,0,0.231957,0.257721,0.056586,0.011333,0,0,G5
3,15.573933,0,1.039738,1.102574,0.968234,0,0.200732,0.022984,0.030382,0,0,0,G6
4,14.413544,0,1.289743,1.354535,0.600769,0,0.163212,0.061091,0.03954,0.042739,0,0,G6
3,17.945267,0,1.053252,1.096192,1.002217,0,0.212399,0.066938,0.047002,0.025248,0,0,G6
3,17.476412,0,1.104144,1.13758,0.98187,0,0.061421,0.081713,0.127919,0.061221,0.013918,0,G6
3,15.826111,0,1.061707,1.123517,1.003842,0,0.04536,0.045552,0.037216,0.10506,0,0,G6
3,16.318581,0,1.039276,1.114566,1.001763,0,0.019347,0.026219,0.032672,0.040462,0.083424,0,G6
3,15.603787,0,1.032271,1.097488,0.996239,0,0.041604,0.063267,0.06801,0.03105,0,0,G6
3,15.716647,0,1.040026,1.105346,0.986661,0,0.183878,0.020986,0.024984,0.024732,0,0,G6
3,16.018442,0,1.030374,1.105451,0.998874,0,0.209993,0.025851,0.032864,0.03413,0.016959,0,G6
3,16.020119,0,1.016862,1.106096,0.989152,0,0.202656,0.02496,0.025496,0,0,0,G6
2,80.422737,1.48451,0,0,0,1.49518,0.16331,0,0,0,0,0,G7
3,41.267994,1.559991,0,0,0,0.991848,0.508553,0,0,0,0,0,G7
3,40.350845,1.528112,0,0,0,1.00054,0.050458,0.18255,0.016333,0.013516,0,0,G7
2,74.734032,1.426544,0,0,0,1.593801,0.398094,0.021374,0.017597,0,0,0,G7
2,76.033142,1.483248,0,0,0,1.586852,0.251693,0.023606,0,0,0,0,G7
3,40.558052,1.558043,0,0,0,0.992799,0.014959,0.354227,0.014105,0,0,0,G7
4,26.645836,1.539908,0,0,0,1.049828,0.313479,0.01263,0,0,0,0,G7
4,26.544914,1.785498,0,0,0,1.063711,0.081478,0.1332,0.010917,0,0,0,G7
4,27.584511,1.8943,0,0,0,1.034967,0.245469,0.011919,0,0,0,0,G7
4,26.861992,1.846189,0,0,0,1.083256,0.050848,0.143677,0.01234,0.013085,0,0,G7
4,17.067598,2.000286,2.868088,0,0,2.240181,0.246678,0.222402,0.028265,0,0,0,G8
2,40.308922,1.181476,0.970399,0,0,0,0.242876,0.2393,0,0,0,0,G8
3,25.895041,1.08657,1.429004,0,0,1.213702,0.222227,0.230446,0,0,0,0,G8
3,24.940514,1.07441,1.459263,0,0,1.144318,0.103436,0.109456,0.119377,0.068808,0,0,G8
3,25.743473,1.064701,1.444367,0,0,1.169844,0.209819,0.204904,0.023921,0.171114,0,0,G8
3,25.42441,1.079627,1.438079,0,0,1.13037,0.253194,0.249878,0.044192,0,0,0,G8
3,24.691273,1.028129,1.474874,0,0,1.198355,0.243377,0.255284,0,0,0,0,G8
3,24.97603,1.024393,1.477353,0,0,1.210169,0.268271,0.230638,0,0,0,0,G8
4,17.722002,1.139236,1.58053,0,0,0.867405,0.257243,0.24663,0,0,0,0,G8
4,18.097288,2.261702,3.207307,0,0,2.541826,0.225571,0.240727,0.014244,0,0,0,G8
5,10.475904,0.987534,1.232345,1.450273,1.37026,1.241736,0.020919,0.086574,0.026492,0.035708,0.189228,0,G9
5,10.736491,0.980029,1.238618,1.403978,1.339413,1.234226,0.023723,0.079758,0.030709,0.048061,0.188666,0,G9
5,10.215485,1.012862,1.358075,1.392547,1.319458,1.194364,0.0483,0.057735,0.0178,0.046102,0.20144,0,G9
5,10.836102,0.963031,1.214734,1.409902,1.352957,1.209856,0.055579,0.016049,0.037041,0.174139,0,0,G9
5,10.868353,0.994655,1.250605,1.382166,1.337317,1.207755,0.015474,0.050178,0.015524,0.03718,0.165274,0,G9
5,9.782095,1.013144,1.311636,1.397076,1.348434,1.1699,0.054779,0.03007,0.040309,0.179259,0,0,G9
5,10.083056,1.022283,1.340071,1.405765,1.300771,1.113184,0.035701,0.024252,0.049366,0.176145,0,0,G9
3,25.220232,0.856836,1.26107,1.239719,0,0,0.26165,0.021481,0.081624,0.022127,0,0,G9
3,25.929398,1.120799,1.566854,1.446449,0,0,0.04131,0.010875,0.010552,0.050836,0.197928,0,G9
5,10.531284,0.97992,1.245702,1.405805,1.372911,1.222945,0.068093,0.025069,0.046699,0.205005,0,0,G9
0,0,0,0,0,0,0,0.030344,0.007242,0.018092,0.035337,0,0,G1
1,1,0,0,0,0,0,0.225698,0,0,0,0,0,G1
2,5.416896,0,0,0,0,0,0.050056,0.013659,0.026212,0.059988,0,0,G1
0,0,0,0,0,0,0,0.018093,0.009113,0.007397,0,0,0,G1
0,0,0,0,0,0,0,0.037897,0.007579,0.009695,0.007471,0,0,G1
0,0,0,0,0,0,0,0.036547,0,0,0,0,0,G1
1,1,0,0,0,0,0,0.031532,0.006874,0.009999,0.010648,0,0,G1
0,0,0,0,0,0,0,0.031851,0.007853,0.019298,0.022994,0,0,G1
0,0,0,0,0,0,0,0.028027,0.007977,0,0,0,0,G1
0,0,0,0,0,0,0,0.021579,0.052894,0.01655,0.043574,0,0,G1
4,4.915854,0,1.957854,2.010384,0,1.364175,0.130236,0.130048,0.108012,0.019669,0.063251,0.021375,G0
3,19.595537,0,1.224617,1.244116,0,0.864754,0.269009,0.230152,0.038987,0.00989,0.014856,0,G0
3,19.243837,0,1.229299,1.240213,0,0.836934,0.070977,0.132543,0.107633,0.11206,0.014769,0,G0
5,7.804761,0,4.023008,4.10746,0,3.410824,0.222103,0.115615,0.074071,0.060646,0.021622,0,G0
3,19.793972,0,1.190412,1.207986,0,0.880788,0.182223,0.174514,0.097193,0.084134,0.021535,0.024318,G0
3,20.028419,0,1.208405,1.229555,0,0.881295,0.055713,0.178959,0.109747,0.069566,0.037024,0,G0
3,19.043934,0,1.226237,1.254268,0,0.87878,0.064143,0.132245,0.089737,0.098155,0,0,G0
2,22.023912,0,1.026995,1.029347,0,0,0.180066,0.14317,0.065606,0.010316,0,0,G0
4,1.973912,0,2.166436,2.158539,0,1.457891,0.015254,0.199252,0.12996,0.073515,0.012099,0,G0
4,4.449722,0,2.065204,2.078488,0,1.363215,0.206943,0.132472,0.086241,0.089626,0.016479,0,G0
1,1,0,1.000004,0,0,0,0.167888,0.023389,0.02683,0.034366,0,0,G2
0,0,0,0,0,0,0,0.141228,0.036643,0.034032,0,0,0,G2
0,0,0,0,0,0,0,0.019387,0.129898,0.018864,0.054785,0.030789,0.033935,G2
0,0,0,0,0,0,0,0.020189,0.013345,0.213797,0.070785,0.019737,0.023409,G2
1,1,0,0.999996,0,0,0,0.226951,0.150699,0.074967,0,0,0,G2
1,1,0,1.000002,0,0,0,0.072996,0.013963,0.026736,0.008356,0,0,G2
1,1,0,1.000004,0,0,0,0.064392,0.132221,0.053578,0.015952,0.022346,0.088593,G2
0,0,0,0,0,0,0,0.01886,0.167222,0.040002,0.029738,0.019226,0,G2
1,1,0,1.000001,0,0,0,0.055374,0.112738,0.042524,0.019886,0.016475,0,G2
1,1,0,1.000002,0,0,0,0.158383,0.036067,0.045255,0.024605,0.017955,0,G2
2,49.595951,0,0,0,0,1.767377,0.024271,0.127796,0.055877,0.056244,0.01778,0,G3
0,0,0,0,0,0,0,0.015537,0.152225,0.021145,0,0,0,G3
2,53.400436,0,0,0,0,2.123707,0.0153,0.12703,0,0,0,0,G3
1,1,0,0,0,0,0.999996,0.1817,0.018839,0,0,0,0,G3
1,1,0,0,0,0,1,0.012588,0.176239,0.012811,0.026737,0,0,G3
1,1,0,0,0,0,0.999998,0.176878,0.02328,0.016406,0,0,0,G3
1,1,0,0,0,0,1,0.185077,0,0,0,0,0,G3
1,1,0,0,0,0,1.000006,0.1178,0.039075,0.030919,0.090615,0,0,G3
1,1,0,0,0,0,1.000002,0.045904,0.155099,0,0,0,0,G3
1,1,0,0,0,0,0.999999,0.012876,0.115897,0.058483,0.020434,0,0,G3
2,50.252277,1.044579,1.342763,0,0,0,0.232131,0.352659,0.034741,0,0,0,G4
2,48.429398,1.02026,1.317112,0,0,0,0.205526,0.323599,0.039051,0,0,0,G4
3,14.786871,1.321736,1.651423,0,0,0,0.19207,0.312287,0.030417,0,0,0,G4
2,50.12207,1.062853,1.324382,0,0,0,0.220395,0.358957,0.037263,0,0,0,G4
1,1,0.999999,0,0,0,0,0.178893,0.328311,0.033604,0,0,0,G4
2,49.292255,1.073794,1.305825,0,0,0,0.221476,0.338445,0.034928,0,0,0,G4
1,1,1,0,0,0,0,0.251097,0.37343,0.048114,0,0,0,G4
3,77.524254,2.426124,3.016753,0,0,0,0.212227,0.362233,0.021786,0,0,0,G4
2,50.425652,1.064021,1.320108,0,0,0,0.242189,0.365885,0.021891,0,0,0,G4
3,34.100098,2.693211,3.576104,0,0,0,0.226665,0.361539,0.022286,0,0,0,G4
3,30.171564,0,2.199013,1.639511,0,0,0.02084,0.115725,0.128338,0.140512,0,0,G5
3,9.168107,0,2.141881,2.164818,0,0,0.186098,0.248852,0.108744,0.051951,0.018833,0,G5
3,11.501387,0,2.333805,2.369005,0,0,0.202524,0.1165,0.115255,0,0,0,G5
2,26.184465,0,1.039329,1.026227,0,0,0.100703,0.121804,0.110525,0.06263,0,0,G5
3,18.09214,0,2.224451,2.196905,0,0,0.090734,0.093063,0.103253,0.015029,0.13499,0,G5
2,26.263199,0,1.031068,1.032578,0,0,0.178245,0.401589,0.018363,0.023874,0,0,G5
2,27.691299,0,1.036524,1.036543,0,0,0.129645,0.220488,0.12748,0.010969,0,0,G5
2,27.695864,0,1.043691,1.033134,0,0,0.244332,0.150262,0.101273,0.01804,0,0,G5
2,28.322369,0,1.053787,1.028065,0,0,0.273997,0.382927,0.062235,0,0,0,G5
3,31.533884,0,2.297198,1.865203,0,0,0.220513,0.110127,0.092327,0.023254,0.015893,0,G5
3,19.914471,0,1.077399,1.096178,0.999451,0,0.098096,0.102584,0.131785,0.091713,0.019923,0,G6
3,7.737838,0,2.026054,2.017691,1.018541,0,0.067002,0.094637,0.131187,0.100562,0.025454,0,G6
3,19.64415,0,1.049706,1.090622,1.000589,0,0.060842,0.100826,0.17,0.120728,0.016169,0,G6
4,7.008226,0,1.657774,1.69472,1.652385,0,0.052269,0.127187,0.127487,0.105186,0.042024,0,G6
3,19.759106,0,1.060436,1.085205,0.994053,0,0.081202,0.200116,0.179534,0.089573,0.011799,0,G6
3,19.387762,0,1.053888,1.09321,0.987669,0,0.194203,0.070613,0.094744,0.054558,0.01376,0,G6
4,5.810316,0,1.63105,1.675169,1.546914,0,0.212991,0.058014,0.078351,0.043745,0.049891,0,G6
4,3.458053,0,1.930304,1.973412,1.798294,0,0.051509,0.225764,0.218299,0.046715,0,0,G6
3,20.15057,0,1.092186,1.095433,1.04096,0,0.212093,0.099485,0.116878,0.087781,0,0,G6
3,20.21986,0,1.102524,1.072247,1.014559,0,0.242192,0.082867,0.101415,0.081111,0,0,G6
2,53.090115,1.168152,0,0,0,1.134924,0.253093,0.042968,0,0,0,0,G7
2,28.018694,1.2235,0,0,0,0.873493,0.397763,0.029073,0.022879,0,0,0,G7
1,1,0.999999,0,0,0,0,0.012133,0.524674,0.037701,0.014353,0,0,G7
3,30.324524,1.216756,0,0,0,0.883307,0.013795,0.388551,0.038752,0.016731,0,0,G7
3,30.072052,1.285367,0,0,0,0.929975,0.014771,0.408378,0.025176,0.014785,0,0,G7
4,5.104064,2.118214,0,0,0,1.404917,0.010544,0.352792,0.029116,0.010145,0,0,G7
2,53.317043,1.137744,0,0,0,1.197526,0.037337,0.316162,0.057184,0,0,0,G7
4,26.40741,5.048185,0,0,0,4.890343,0.357802,0.029901,0.011434,0,0,0,G7
4,13.585074,4.32368,0,0,0,2.149859,0.368849,0.029531,0,0,0,0,G7
3,9.604671,2.969179,0,0,0,3.065298,0.049757,0.301934,0.016906,0,0,0,G7
3,19.364756,1.055774,1.485595,0,0,1.143429,0.010846,0.218009,0.191868,0.035291,0,0,G8
2,35.649731,0.944878,1.26286,0,0,0,0.013327,0.288239,0.187879,0.018962,0,0,G8
3,20.332781,1.07555,1.432347,0,0,1.095186,0.01046,0.197846,0.171332,0.019482,0,0,G8
