@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R1,2,3,4,5,6,7-11,22-weka.filters.unsupervised.attribute.Remove-R12_gesture-weka.filters.unsupervised.attribute.Remove-V-R2,3,6,7-11,328'

@attribute fingersExtended numeric
@attribute ratio numeric
@attribute fingersAreas numeric
@attribute newFingerTipDistRefined_f1 numeric
@attribute newFingerTipDistRefined_f2 numeric
@attribute newFingerTipDistRefined_f3 numeric
@attribute newFingerTipDistRefined_f4 numeric
@attribute newFingerTipDistRefined_f5 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
10001,0.010995,53.090115,1.168152,0,0,0,1.134924,G7
10001,0.018794,28.018694,1.2235,0,0,0,0.873493,G7
10001,1,1,0.999999,0,0,0,0,G7
10001,0.011389,30.324524,1.216756,0,0,0,0.883307,G7
10001,0.011811,30.072052,1.285367,0,0,0,0.929975,G7
10001,0.013733,5.104064,2.118214,0,0,0,1.404917,G7
10001,0.011211,53.317043,1.137744,0,0,0,1.197526,G7
10001,0.025956,26.40741,5.048185,0,0,0,4.890343,G7
10001,0.027612,13.585074,4.32368,0,0,0,2.149859,G7
10001,0.015468,9.604671,2.969179,0,0,0,3.065298,G7
11001,0.014554,19.364756,1.055774,1.485595,0,0,1.143429,G8
11001,0.016555,35.649731,0.944878,1.26286,0,0,0,G8
11001,0.013906,20.332781,1.07555,1.432347,0,0,1.095186,G8
11001,0.040954,69.943497,4.60176,5.814095,0,0,4.274877,G8
11001,0.0143,19.7327,1.035106,1.45382,0,0,1.1048,G8
11001,0.0143,19.846165,1.085714,1.494149,0,0,1.140944,G8
11001,0.013716,20.634821,1.063753,1.448928,0,0,1.112618,G8
11001,0.013726,20.530083,1.088946,1.408298,0,0,1.116171,G8
11001,0.014045,20.212069,1.141094,1.456139,0,0,1.10237,G8
11001,0.01463,19.471188,1.128674,1.494479,0,0,1.10443,G8
11111,0.009553,8.73686,1.013167,1.392894,1.382275,1.35018,1.229319,G9
11111,0.010038,8.881664,1.024812,1.35373,1.427096,1.321351,1.156444,G9
11111,0.010154,7.105643,1.110522,1.454101,1.464803,1.416359,1.270068,G9
11111,0.01013,15.284383,1.201026,1.455374,1.441992,1.242956,0,G9
11111,0.010769,16.43553,1.235293,1.176536,1.119924,1.038524,0,G9
11111,0.010833,15.619578,1.193114,1.217632,1.120491,0.994459,0,G9
11111,0.009926,8.800071,1.038205,1.353935,1.416966,1.341328,1.193952,G9
11111,0.009939,9.380643,1.047191,1.30295,1.417088,1.328558,1.148161,G9
11111,0.010001,9.375968,0.967904,1.346189,1.399944,1.260825,1.083267,G9
11111,0.009463,10.967755,0.990773,1.217849,1.365623,1.275622,1.14261,G9
0,1,1,0,0,0,0,0,G1
0,1,1,0,0,0,0,0,G1
0,1,1,0,0,0,0,0,G1
0,1,1,0,0,0,0,0,G1
0,1,1,0,0,0,0,0,G1
0,1,1,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,1,1,0,0,0,0,0,G1
1101,0.009691,28.205624,0,1.217814,1.204221,0,1.061919,G0
1101,0.010008,27.12533,0,1.236175,1.246215,0,1.062514,G0
1101,0.009704,28.109241,0,1.246101,1.252304,0,1.075778,G0
1101,0.0098,27.913639,0,1.240257,1.251794,0,1.085787,G0
1101,0.009855,28.283398,0,1.245692,1.195182,0,1.04399,G0
1101,0.009939,27.656107,0,1.23234,1.251699,0,1.108289,G0
1101,0.010025,27.393061,0,1.246368,1.250357,0,1.117048,G0
1101,0.010064,27.468975,0,1.246951,1.235723,0,1.12298,G0
1101,0.011507,21.126677,0,1.432204,1.399129,0,0.632419,G0
1101,0.009828,27.943962,0,1.232924,1.210999,0,1.051843,G0
1000,1,1,0,1.000002,0,0,0,G2
1000,1,1,0,0.999997,0,0,0,G2
1000,1,1,0,0.999999,0,0,0,G2
1000,1,1,0,1.000001,0,0,0,G2
1000,1,1,0,1.000006,0,0,0,G2
1000,1,1,0,1.000002,0,0,0,G2
1000,1,1,0,0.999994,0,0,0,G2
1000,1,1,0,1,0,0,0,G2
1000,1,1,0,0.999996,0,0,0,G2
1000,1,1,0,1.000002,0,0,0,G2
1,1,1,0,0,0,0,0.999998,G3
1,0.027471,8.558611,0,0,0,0,0.658807,G3
1,0.027034,8.260798,0,0,0,0,0.660618,G3
1,0.027406,6.617039,0,0,0,0,0.666826,G3
1,1,1,0,0,0,0,0.999999,G3
1,1,1,0,0,0,0,1.000003,G3
1,1,1,0,0,0,0,0.999996,G3
1,0.032967,6.362509,0,0,0,0,0.544725,G3
1,1,1,0,0,0,0,1.000002,G3
1,1,1,0,0,0,0,0.999998,G3
11000,0.017313,16.562922,1.268886,1.629099,0,0,0,G4
11000,0.012781,50.63102,1.00659,1.367093,0,0,0,G4
11000,0.011889,55.133663,1.045006,1.365276,0,0,0,G4
11000,0.016734,17.029902,1.283837,1.614403,0,0,0,G4
11000,0.01771,16.374195,1.282826,1.686177,0,0,0,G4
11000,0.017813,15.88985,1.305858,1.692554,0,0,0,G4
11000,0.017429,16.279348,1.285318,1.654193,0,0,0,G4
11000,0.017021,16.642817,1.300964,1.621678,0,0,0,G4
11000,0.017078,16.67091,1.267454,1.62279,0,0,0,G4
11000,0.011987,55.099251,1.055957,1.372786,0,0,0,G4
1100,0.019279,27.466497,0,1.020514,1.061996,0,0,G5
1100,0.019031,27.646662,0,1.024568,1.053821,0,0,G5
1100,0.018852,27.798517,0,1.018045,1.050206,0,0,G5
1100,0.018789,27.890408,0,1.019863,1.049865,0,0,G5
1100,0.019128,27.676783,0,1.009796,1.064378,0,0,G5
1100,0.018975,27.788082,0,1.022127,1.056644,0,0,G5
1100,0.018805,27.94903,0,1.027052,1.052291,0,0,G5
1100,0.018422,28.034847,0,1.031838,1.032899,0,0,G5
1100,0.019224,27.223623,0,1.016772,1.048854,0,0,G5
1100,0.018755,27.652082,0,1.031369,1.037305,0,0,G5
1110,0.015212,17.168375,0,1.052125,1.0939,1.006284,0,G6
1110,0.015099,17.378466,0,1.062312,1.094016,0.99819,0,G6
1110,0.015395,17.14905,0,1.050752,1.106624,0.999292,0,G6
1110,0.015289,17.237867,0,1.054394,1.096576,1.00886,0,G6
1110,0.015566,16.897444,0,1.071209,1.097627,1.000767,0,G6
1110,0.015577,16.801483,0,1.07042,1.093647,0.994089,0,G6
1110,0.015452,16.922415,0,1.065323,1.089836,0.998829,0,G6
1110,0.015818,16.54907,0,1.058643,1.100686,0.981466,0,G6
1110,0.01405,18.471989,0,1.028947,1.076589,1.034727,0,G6
1110,0.014772,17.622847,0,1.048856,1.088415,1.001226,0,G6
10001,0.011602,72.201683,1.507324,0,0,0,1.686507,G7
10001,0.010613,72.33197,1.365978,0,0,0,1.547323,G7
10001,0.010653,73.953262,1.418856,0,0,0,1.585526,G7
10001,0.010793,72.239662,1.36476,0,0,0,1.575543,G7
10001,0.010667,72.002129,1.35998,0,0,0,1.549273,G7
10001,0.010679,71.816238,1.362768,0,0,0,1.546107,G7
10001,0.010435,72.34948,1.373933,0,0,0,1.517443,G7
10001,0.010907,72.178688,1.388334,0,0,0,1.589092,G7
10001,0.012078,70.320694,1.409221,0,0,0,1.737786,G7
10001,0.012448,71.736969,1.535126,0,0,0,1.813022,G7
11001,0.009312,29.699686,1.079202,1.433628,0,0,1.353515,G8
11001,0.009687,28.802959,1.280525,1.558194,0,0,1.483399,G8
11001,0.010678,21.44853,1.373678,1.696364,0,0,0.696834,G8
11001,0.010698,21.427652,1.371171,1.694027,0,0,0.696752,G8
11001,0.009731,28.632725,1.205469,1.509367,0,0,1.431585,G8
11001,0.009711,28.429342,1.183859,1.504621,0,0,1.462857,G8
11001,0.009788,28.363503,1.193446,1.509748,0,0,1.474945,G8
11001,0.009503,29.338818,1.142745,1.45979,0,0,1.357309,G8
11001,0.009626,29.090879,1.087884,1.468993,0,0,1.318406,G8
11001,0.010783,21.3776,1.191578,1.612908,0,0,0.772765,G8
11111,0.008834,7.51787,1.564552,1.515079,1.568763,1.538193,1.478468,G9
11111,0.0082,10.037858,1.178463,1.337358,1.481374,1.481569,1.33477,G9
11111,0.007958,10.449368,1.21078,1.366839,1.457186,1.439888,1.315228,G9
11111,0.008063,9.683265,1.200763,1.386998,1.462169,1.472955,1.350742,G9
11111,0.008047,9.851491,1.210979,1.388369,1.460019,1.468845,1.347643,G9
11111,0.008023,10.246622,1.208579,1.377882,1.447633,1.453443,1.334161,G9
11111,0.008293,9.076012,1.218671,1.400744,1.490718,1.480276,1.396235,G9
11111,0.008237,9.387828,1.206793,1.385456,1.471193,1.493436,1.364717,G9
11111,0.008358,9.189385,1.188375,1.381582,1.478443,1.489339,1.358668,G9
11111,0.008271,9.54729,1.231344,1.39894,1.466537,1.456608,1.345468,G9
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,G1
1101,0.012631,20.882399,0,1.182831,1.223052,0,0.929556,G0
1101,0.012653,20.860098,0,1.168252,1.229556,0,0.916032,G0
1101,0.012625,20.991903,0,1.148684,1.215827,0,0.929531,G0
1101,0.012654,21.261385,0,1.154912,1.230629,0,0.960104,G0
1101,0.01246,21.232153,0,1.210232,1.237399,0,0.932007,G0
1101,0.026022,19.8237,0,1.001412,1.035907,0,0,G0
1101,0.012846,20.460182,0,1.181613,1.228342,0,0.909932,G0
1101,0.012614,21.052015,0,1.181768,1.227336,0,0.934598,G0
1101,0.01251,21.471386,0,1.1522,1.220068,0,0.965082,G0
1101,0.012624,20.57741,0,1.180267,1.204639,0,0.908678,G0
1000,1,1,0,0.999994,0,0,0,G2
1000,0,0,0,0,0,0,0,G2
1000,1,1,0,0.999992,0,0,0,G2
1000,1,1,0,1.000005,0,0,0,G2
1000,1,1,0,0.999996,0,0,0,G2
1000,1,1,0,1.000006,0,0,0,G2
1000,1,1,0,0.999999,0,0,0,G2
1000,1,1,0,0.999995,0,0,0,G2
1000,1,1,0,0.999999,0,0,0,G2
1000,1,1,0,0.999999,0,0,0,G2
1,0,0,0,0,0,0,0,G3
1,0.016718,37.467548,0,0,0,0,0.890484,G3
1,0,0,0,0,0,0,0,G3
1,0,0,0,0,0,0,0,G3
1,1,1,0,0,0,0,0.999997,G3
1,0,0,0,0,0,0,0,G3
1,1,1,0,0,0,0,0.999996,G3
1,1,1,0,0,0,0,1.000001,G3
1,1,1,0,0,0,0,0.999996,G3
1,0,0,0,0,0,0,0,G3
11000,1,1,1,0,0,0,0,G4
11000,0.014298,43.335747,0.933355,1.35602,0,0,0,G4
11000,0.017128,32.805344,1.143336,1.006343,0,0,0,G4
11000,0.013906,44.423435,1.024397,1.275422,0,0,0,G4
11000,0.016069,39.716812,1.325059,1.033052,0,0,0,G4
11000,0.013521,47.848164,1.023916,1.35448,0,0,0,G4
11000,0.011151,55.99432,1.070743,1.272113,0,0,0,G4
11000,0.012976,47.99987,1.000193,1.30396,0,0,0,G4
11000,0.013781,45.919861,0.986733,1.341906,0,0,0,G4
11000,1,1,1.000003,0,0,0,0,G4
1100,0.024069,21.402111,0,1.016849,1.03079,0,0,G5
1100,0.021582,23.92918,0,1.033244,1.02103,0,0,G5
