@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R1,2,3,4,5,6,7-11,22-weka.filters.unsupervised.attribute.Remove-R12_gesture-weka.filters.unsupervised.attribute.Remove-V-R4,7-11,328'

@attribute Max_X numeric
@attribute newFingerTipDistRefined_f1 numeric
@attribute newFingerTipDistRefined_f2 numeric
@attribute newFingerTipDistRefined_f3 numeric
@attribute newFingerTipDistRefined_f4 numeric
@attribute newFingerTipDistRefined_f5 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
-0.215154,0,0.999997,0,0,0,G2
0.795045,0,1.000006,0,0,0,G2
0,0,0,0,0,0,G2
0,0,0,0,0,0,G2
-0.186899,0,1.000004,0,0,0,G2
-0.122636,0,0.999998,0,0,0,G2
0.024574,0,1.390463,0,0,0,G2
0.129716,0,1.409498,0,0,0,G2
0.138083,0,1.402402,0,0,0,G2
0.035481,0,1.410377,0,0,0,G2
-0.108901,0,0,0,0,1,G3
0.483535,0,0,0,0,0.999993,G3
0.313593,0,0,0,0,0.999995,G3
0.147303,0,0,0,0,0.999996,G3
0.40733,0,0,0,0,1.000003,G3
0.261888,0,0,0,0,0.999998,G3
0.72652,0,0,0,0,0.958515,G3
0.20873,0,0,0,0,1,G3
0.04827,0,0,0,0,0.999993,G3
0.102806,0,0,0,0,0.999996,G3
-0.373879,1.044876,1.371887,0,0,0,G4
-0.434245,1.033141,1.32875,0,0,0,G4
-0.413022,1.035887,1.331885,0,0,0,G4
-0.037151,1.251108,1.613654,0,0,0,G4
-0.000103,1.24083,1.683763,0,0,0,G4
-0.060346,1.275016,1.635225,0,0,0,G4
-0.033475,1.28149,1.620566,0,0,0,G4
-0.013315,1.297518,1.662786,0,0,0,G4
-0.447857,1.055297,1.348256,0,0,0,G4
-0.45698,1.05845,1.351984,0,0,0,G4
0.264451,0,1.075698,1.07374,0,0,G5
0.30508,0,1.043374,1.082661,0,0,G5
0.161662,0,1.0362,1.077833,0,0,G5
1.997881,0,2.48581,2.645688,0,0,G5
0.207566,0,1.021521,1.085006,0,0,G5
0.263061,0,1.035018,1.089704,0,0,G5
0.295778,0,1.045831,1.087224,0,0,G5
0.302774,0,1.072834,1.091221,0,0,G5
0.291047,0,1.047691,1.07664,0,0,G5
0.345031,0,1.062924,1.079592,0,0,G5
0.054545,0,1.039738,1.102574,0.968234,0,G6
0.341613,0,1.289743,1.354535,0.600769,0,G6
0.183539,0,1.053252,1.096192,1.002217,0,G6
0.132188,0,1.104144,1.13758,0.98187,0,G6
0.299692,0,1.061707,1.123517,1.003842,0,G6
0.177524,0,1.039276,1.114566,1.001763,0,G6
0.124065,0,1.032271,1.097488,0.996239,0,G6
0.15952,0,1.040026,1.105346,0.986661,0,G6
0.093541,0,1.030374,1.105451,0.998874,0,G6
0.025135,0,1.016862,1.106096,0.989152,0,G6
1.095423,1.48451,0,0,0,1.49518,G7
1.109315,1.559991,0,0,0,0.991848,G7
0.911542,1.528112,0,0,0,1.00054,G7
0.83926,1.426544,0,0,0,1.593801,G7
1.004514,1.483248,0,0,0,1.586852,G7
0.944776,1.558043,0,0,0,0.992799,G7
1.053624,1.539908,0,0,0,1.049828,G7
1.353392,1.785498,0,0,0,1.063711,G7
1.458554,1.8943,0,0,0,1.034967,G7
1.367796,1.846189,0,0,0,1.083256,G7
1.775124,2.000286,2.868088,0,0,2.240181,G8
0.288527,1.181476,0.970399,0,0,0,G8
0.32148,1.08657,1.429004,0,0,1.213702,G8
0.155239,1.07441,1.459263,0,0,1.144318,G8
0.274512,1.064701,1.444367,0,0,1.169844,G8
0.31914,1.079627,1.438079,0,0,1.13037,G8
0.479261,1.028129,1.474874,0,0,1.198355,G8
0.500359,1.024393,1.477353,0,0,1.210169,G8
0.446692,1.139236,1.58053,0,0,0.867405,G8
2.231167,2.261702,3.207307,0,0,2.541826,G8
0.912641,0.987534,1.232345,1.450273,1.37026,1.241736,G9
0.795213,0.980029,1.238618,1.403978,1.339413,1.234226,G9
0.66777,1.012862,1.358075,1.392547,1.319458,1.194364,G9
0.777736,0.963031,1.214734,1.409902,1.352957,1.209856,G9
0.782084,0.994655,1.250605,1.382166,1.337317,1.207755,G9
0.792103,1.013144,1.311636,1.397076,1.348434,1.1699,G9
0.642047,1.022283,1.340071,1.405765,1.300771,1.113184,G9
-0.196212,0.856836,1.26107,1.239719,0,0,G9
0.671083,1.120799,1.566854,1.446449,0,0,G9
0.730756,0.97992,1.245702,1.405805,1.372911,1.222945,G9
0,0,0,0,0,0,G1
0.734957,0,0,0,0,0,G1
0.581342,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
-0.667931,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0.861251,0,1.957854,2.010384,0,1.364175,G0
0.461436,0,1.224617,1.244116,0,0.864754,G0
0.41388,0,1.229299,1.240213,0,0.836934,G0
1.781367,0,4.023008,4.10746,0,3.410824,G0
0.36219,0,1.190412,1.207986,0,0.880788,G0
0.457707,0,1.208405,1.229555,0,0.881295,G0
0.568438,0,1.226237,1.254268,0,0.87878,G0
-0.014742,0,1.026995,1.029347,0,0,G0
0.961435,0,2.166436,2.158539,0,1.457891,G0
0.910031,0,2.065204,2.078488,0,1.363215,G0
-0.303567,0,1.000004,0,0,0,G2
0,0,0,0,0,0,G2
0,0,0,0,0,0,G2
0,0,0,0,0,0,G2
-0.315823,0,0.999996,0,0,0,G2
-0.111525,0,1.000002,0,0,0,G2
-0.210051,0,1.000004,0,0,0,G2
0,0,0,0,0,0,G2
-0.267906,0,1.000001,0,0,0,G2
-0.291259,0,1.000002,0,0,0,G2
0.488662,0,0,0,0,1.767377,G3
0,0,0,0,0,0,G3
0.822483,0,0,0,0,2.123707,G3
0.211315,0,0,0,0,0.999996,G3
0.257286,0,0,0,0,1,G3
0.294008,0,0,0,0,0.999998,G3
0.213918,0,0,0,0,1,G3
0.220521,0,0,0,0,1.000006,G3
0.164169,0,0,0,0,1.000002,G3
0.15234,0,0,0,0,0.999999,G3
-0.174105,1.044579,1.342763,0,0,0,G4
-0.122953,1.02026,1.317112,0,0,0,G4
0.18846,1.321736,1.651423,0,0,0,G4
-0.164602,1.062853,1.324382,0,0,0,G4
-0.94572,0.999999,0,0,0,0,G4
-0.150126,1.073794,1.305825,0,0,0,G4
-0.98293,1,0,0,0,0,G4
-0.008154,2.426124,3.016753,0,0,0,G4
-0.180848,1.064021,1.320108,0,0,0,G4
1.36589,2.693211,3.576104,0,0,0,G4
-0.063246,0,2.199013,1.639511,0,0,G5
0.972259,0,2.141881,2.164818,0,0,G5
0.856262,0,2.333805,2.369005,0,0,G5
-0.077521,0,1.039329,1.026227,0,0,G5
1.139007,0,2.224451,2.196905,0,0,G5
-0.078388,0,1.031068,1.032578,0,0,G5
0.136451,0,1.036524,1.036543,0,0,G5
0.192035,0,1.043691,1.033134,0,0,G5
0.017633,0,1.053787,1.028065,0,0,G5
-0.183645,0,2.297198,1.865203,0,0,G5
0.15807,0,1.077399,1.096178,0.999451,0,G6
0.699618,0,2.026054,2.017691,1.018541,0,G6
0.125004,0,1.049706,1.090622,1.000589,0,G6
0.641382,0,1.657774,1.69472,1.652385,0,G6
0.070663,0,1.060436,1.085205,0.994053,0,G6
-0.009252,0,1.053888,1.09321,0.987669,0,G6
0.667561,0,1.63105,1.675169,1.546914,0,G6
1.009683,0,1.930304,1.973412,1.798294,0,G6
0.356224,0,1.092186,1.095433,1.04096,0,G6
0.24501,0,1.102524,1.072247,1.014559,0,G6
0.13836,1.168152,0,0,0,1.134924,G7
-0.164355,1.2235,0,0,0,0.873493,G7
-0.624042,0.999999,0,0,0,0,G7
0.329231,1.216756,0,0,0,0.883307,G7
0.38034,1.285367,0,0,0,0.929975,G7
0.793739,2.118214,0,0,0,1.404917,G7
0.29787,1.137744,0,0,0,1.197526,G7
3.005895,5.048185,0,0,0,4.890343,G7
1.964791,4.32368,0,0,0,2.149859,G7
2.029247,2.969179,0,0,0,3.065298,G7
0.470137,1.055774,1.485595,0,0,1.143429,G8
-0.328652,0.944878,1.26286,0,0,0,G8
0.308704,1.07555,1.432347,0,0,1.095186,G8
4.830279,4.60176,5.814095,0,0,4.274877,G8
0.317377,1.035106,1.45382,0,0,1.1048,G8
0.478468,1.085714,1.494149,0,0,1.140944,G8
0.378964,1.063753,1.448928,0,0,1.112618,G8
0.325927,1.088946,1.408298,0,0,1.116171,G8
0.254995,1.141094,1.456139,0,0,1.10237,G8
0.253362,1.128674,1.494479,0,0,1.10443,G8
0.985754,1.013167,1.392894,1.382275,1.35018,1.229319,G9
0.842018,1.024812,1.35373,1.427096,1.321351,1.156444,G9
1.16038,1.110522,1.454101,1.464803,1.416359,1.270068,G9
1.081631,1.201026,1.455374,1.441992,1.242956,0,G9
0.925269,1.235293,1.176536,1.119924,1.038524,0,G9
0.821203,1.193114,1.217632,1.120491,0.994459,0,G9
0.964381,1.038205,1.353935,1.416966,1.341328,1.193952,G9
0.810025,1.047191,1.30295,1.417088,1.328558,1.148161,G9
0.666753,0.967904,1.346189,1.399944,1.260825,1.083267,G9
0.702865,0.990773,1.217849,1.365623,1.275622,1.14261,G9
-0.728452,0,0,0,0,0,G1
-0.672955,0,0,0,0,0,G1
-0.720727,0,0,0,0,0,G1
-0.701598,0,0,0,0,0,G1
-0.693084,0,0,0,0,0,G1
-0.762485,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
-0.698562,0,0,0,0,0,G1
0.726182,0,1.217814,1.204221,0,1.061919,G0
0.792688,0,1.236175,1.246215,0,1.062514,G0
0.809091,0,1.246101,1.252304,0,1.075778,G0
0.838553,0,1.240257,1.251794,0,1.085787,G0
0.655823,0,1.245692,1.195182,0,1.04399,G0
0.86205,0,1.23234,1.251699,0,1.108289,G0
0.956434,0,1.246368,1.250357,0,1.117048,G0
0.955239,0,1.246951,1.235723,0,1.12298,G0
1.007363,0,1.432204,1.399129,0,0.632419,G0
0.734132,0,1.232924,1.210999,0,1.051843,G0
-0.357227,0,1.000002,0,0,0,G2
-0.078084,0,0.999997,0,0,0,G2
-0.18588,0,0.999999,0,0,0,G2
-0.085474,0,1.000001,0,0,0,G2
-0.179387,0,1.000006,0,0,0,G2
-0.199327,0,1.000002,0,0,0,G2
-0.255902,0,0.999994,0,0,0,G2
-0.244464,0,1,0,0,0,G2
-0.125303,0,0.999996,0,0,0,G2
-0.239968,0,1.000002,0,0,0,G2
0.443697,0,0,0,0,0.999998,G3
0.86226,0,0,0,0,0.658807,G3
0.750588,0,0,0,0,0.660618,G3
0.893559,0,0,0,0,0.666826,G3
0.517816,0,0,0,0,0.999999,G3
0.492226,0,0,0,0,1.000003,G3
0.483866,0,0,0,0,0.999996,G3
0.967046,0,0,0,0,0.544725,G3
0.502763,0,0,0,0,1.000002,G3
0.51584,0,0,0,0,0.999998,G3
0.00827,1.268886,1.629099,0,0,0,G4
-0.44694,1.00659,1.367093,0,0,0,G4
-0.455291,1.045006,1.365276,0,0,0,G4
-0.073055,1.283837,1.614403,0,0,0,G4
0.004683,1.282826,1.686177,0,0,0,G4
0.010504,1.305858,1.692554,0,0,0,G4
0.036607,1.285318,1.654193,0,0,0,G4
-0.058973,1.300964,1.621678,0,0,0,G4
-0.015395,1.267454,1.62279,0,0,0,G4
-0.220726,1.055957,1.372786,0,0,0,G4
0.189658,0,1.020514,1.061996,0,0,G5
0.319402,0,1.024568,1.053821,0,0,G5
0.259142,0,1.018045,1.050206,0,0,G5
0.100846,0,1.019863,1.049865,0,0,G5
0.283289,0,1.009796,1.064378,0,0,G5
0.220504,0,1.022127,1.056644,0,0,G5
0.07513,0,1.027052,1.052291,0,0,G5
-0.022152,0,1.031838,1.032899,0,0,G5
0.04532,0,1.016772,1.048854,0,0,G5
0.025468,0,1.031369,1.037305,0,0,G5
0.322959,0,1.052125,1.0939,1.006284,0,G6
0.248405,0,1.062312,1.094016,0.99819,0,G6
0.340859,0,1.050752,1.106624,0.999292,0,G6
0.420885,0,1.054394,1.096576,1.00886,0,G6
0.329623,0,1.071209,1.097627,1.000767,0,G6
0.270949,0,1.07042,1.093647,0.994089,0,G6
0.288639,0,1.065323,1.089836,0.998829,0,G6
0.044501,0,1.058643,1.100686,0.981466,0,G6
0.239615,0,1.028947,1.076589,1.034727,0,G6
0.244437,0,1.048856,1.088415,1.001226,0,G6
1.347333,1.507324,0,0,0,1.686507,G7
1.202937,1.365978,0,0,0,1.547323,G7
1.145428,1.418856,0,0,0,1.585526,G7
1.153348,1.36476,0,0,0,1.575543,G7
1.182747,1.35998,0,0,0,1.549273,G7
1.150035,1.362768,0,0,0,1.546107,G7
0.951274,1.373933,0,0,0,1.517443,G7
0.945516,1.388334,0,0,0,1.589092,G7
0.999471,1.409221,0,0,0,1.737786,G7
1.297328,1.535126,0,0,0,1.813022,G7
0.544992,1.079202,1.433628,0,0,1.353515,G8
0.811194,1.280525,1.558194,0,0,1.483399,G8
0.873147,1.373678,1.696364,0,0,0.696834,G8
0.921665,1.371171,1.694027,0,0,0.696752,G8
0.690302,1.205469,1.509367,0,0,1.431585,G8
0.828407,1.183859,1.504621,0,0,1.462857,G8
0.923193,1.193446,1.509748,0,0,1.474945,G8
0.495076,1.142745,1.45979,0,0,1.357309,G8
0.376799,1.087884,1.468993,0,0,1.318406,G8
0.352291,1.191578,1.612908,0,0,0.772765,G8
1.282685,1.564552,1.515079,1.568763,1.538193,1.478468,G9
1.095357,1.178463,1.337358,1.481374,1.481569,1.33477,G9
1.047545,1.21078,1.366839,1.457186,1.439888,1.315228,G9
1.152834,1.200763,1.386998,1.462169,1.472955,1.350742,G9
0.9195,1.210979,1.388369,1.460019,1.468845,1.347643,G9
0.735712,1.208579,1.377882,1.447633,1.453443,1.334161,G9
0.897672,1.218671,1.400744,1.490718,1.480276,1.396235,G9
1.009016,1.206793,1.385456,1.471193,1.493436,1.364717,G9
1.13926,1.188375,1.381582,1.478443,1.489339,1.358668,G9
1.177129,1.231344,1.39894,1.466537,1.456608,1.345468,G9
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0.493973,0,1.182831,1.223052,0,0.929556,G0
0.707169,0,1.168252,1.229556,0,0.916032,G0
0.405435,0,1.148684,1.215827,0,0.929531,G0
0.807531,0,1.154912,1.230629,0,0.960104,G0
0.639225,0,1.210232,1.237399,0,0.932007,G0
-0.38578,0,1.001412,1.035907,0,0,G0
0.334742,0,1.181613,1.228342,0,0.909932,G0
0.587771,0,1.181768,1.227336,0,0.934598,G0
0.771776,0,1.1522,1.220068,0,0.965082,G0
0.809268,0,1.180267,1.204639,0,0.908678,G0
-0.446635,0,0.999994,0,0,0,G2
0,0,0,0,0,0,G2
-0.63726,0,0.999992,0,0,0,G2
-0.562339,0,1.000005,0,0,0,G2
-0.023712,0,0.999996,0,0,0,G2
-0.295672,0,1.000006,0,0,0,G2
-0.329493,0,0.999999,0,0,0,G2
-0.377284,0,0.999995,0,0,0,G2
-0.260873,0,0.999999,0,0,0,G2
-0.251762,0,0.999999,0,0,0,G2
0,0,0,0,0,0,G3
1.007043,0,0,0,0,0.890484,G3
0,0,0,0,0,0,G3
0,0,0,0,0,0,G3
0.398717,0,0,0,0,0.999997,G3
0,0,0,0,0,0,G3
0.496599,0,0,0,0,0.999996,G3
0.473024,0,0,0,0,1.000001,G3
0.490308,0,0,0,0,0.999996,G3
0,0,0,0,0,0,G3
-0.49783,1,0,0,0,0,G4
0.265145,0.933355,1.35602,0,0,0,G4
0.150528,1.143336,1.006343,0,0,0,G4
0.479933,1.024397,1.275422,0,0,0,G4
0.540778,1.325059,1.033052,0,0,0,G4
0.402733,1.023916,1.35448,0,0,0,G4
-0.211578,1.070743,1.272113,0,0,0,G4
0.20852,1.000193,1.30396,0,0,0,G4
0.6976,0.986733,1.341906,0,0,0,G4
0.446533,1.000003,0,0,0,0,G4
0.317808,0,1.016849,1.03079,0,0,G5
0.21086,0,1.033244,1.02103,0,0,G5
0.354287,0,1.472835,0.596876,0,0,G5
0,0,0,0,0,0,G5
0.01223,0,1.037353,1.008792,0,0,G5
0.229529,0,1.022479,1.020171,0,0,G5
0.26645,0,1.023868,1.024659,0,0,G5
0.800136,0,1.551422,0.633065,0,0,G5
0,0,0,0,0,0,G5
0,0,0,0,0,0,G5
-0.043368,0,0.958435,1.076853,0,0,G6
0.511672,0,1.059936,1.086668,1.004203,0,G6
-0.489108,0,0.999999,0,0,0,G6
0.481586,0,1.037224,1.115226,0.971375,0,G6
0.43352,0,1.041881,1.129529,0.960991,0,G6
0.508264,0,1.165291,0.944768,0,0,G6
0.622914,0,1.079356,1.203329,0.998427,0,G6
0.004846,0,1.000003,0,0,0,G6
-0.563037,0,0.999993,0,0,0,G6
0.184303,0,1.033758,1.126031,0.951587,0,G6
1.172664,0.844194,0,0,0,1.457309,G7
1.219794,1.755065,0,0,0,1.76518,G7
0,0,0,0,0,0,G7
-0.152401,0.999999,0,0,0,0,G7
1.045063,1.373595,0,0,0,1.423205,G7
1.187844,1.384727,0,0,0,1.537459,G7
0,0,0,0,0,0,G7
1.172019,1.367256,0,0,0,1.48155,G7
1.116929,1.499211,0,0,0,1.371348,G7
1.323805,1.484609,0,0,0,1.436749,G7
0.89502,1.295289,1.374629,0,0,1.240201,G8
0.857352,1.294407,1.498242,0,0,1.268372,G8
-0.245824,1.004892,1.209229,0,0,0,G8
-0.206555,1.046291,1.146559,0,0,0,G8
0.644384,1.145719,1.431978,0,0,1.224919,G8
0.731228,1.240233,1.43595,0,0,1.267829,G8
1.015224,1.229485,1.494426,0,0,1.494856,G8
0.221916,1.162691,1.011037,0,0,0,G8
0.887352,1.285278,1.387937,0,0,1.303373,G8
1.033524,1.251602,1.478751,0,0,1.227762,G8
1.074907,1.130477,1.335742,1.337351,1.310384,1.181247,G9
1.392195,1.660332,1.59495,1.622065,1.533189,1.49777,G9
0.94556,1.191545,1.377095,1.439318,1.355778,1.235071,G9
0.939469,1.164319,1.368469,1.428492,1.38768,1.169015,G9
0.943199,1.207754,1.42765,1.434598,1.35366,1.215007,G9
0.896367,1.191086,1.254766,1.268647,1.245042,0,G9
0.667916,1.100644,1.353446,1.34881,1.305818,1.168731,G9
0.58002,1.151319,1.339425,1.343994,1.323795,1.223308,G9
1.052728,1.164565,1.40802,1.408159,1.287655,1.219154,G9
0.936526,1.146609,1.335061,1.330895,1.318071,1.176286,G9
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0.556589,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0.598957,0,1.24265,1.201938,0,0.862207,G0
0.553095,0,1.200796,1.234027,0,0.85895,G0
0.616175,0,1.174185,1.22888,0,0.892729,G0
0.612207,0,1.192528,1.24191,0,0.871867,G0
0.463449,0,1.190812,1.248969,0,0.814279,G0
0.705224,0,1.199541,1.24791,0,0.880722,G0
0.483673,0,1.212121,1.231711,0,0.82093,G0
0.628469,0,1.229028,1.165187,0,0.869909,G0
0.528844,0,1.234574,1.191104,0,0.844482,G0
0.721161,0,1.186335,1.214395,0,0.897114,G0
0,0,0,0,0,0,G2
0,0,0,0,0,0,G2
0,0,0,0,0,0,G2
0,0,0,0,0,0,G2
0,0,0,0,0,0,G2
0,0,0,0,0,0,G2
0,0,0,0,0,0,G2
0,0,0,0,0,0,G2
0,0,0,0,0,0,G2
0,0,0,0,0,0,G2
0.467396,0,0,0,0,1.000003,G3
0.461049,0,0,0,0,0.999997,G3
0.486204,0,0,0,0,1,G3
0.466035,0,0,0,0,1.000002,G3
0,0,0,0,0,0,G3
0,0,0,0,0,0,G3
0,0,0,0,0,0,G3
0.270761,0,0,0,0,1.000001,G3
0.231942,0,0,0,0,1.000002,G3
0.384351,0,0,0,0,0.999994,G3
-0.009127,1.132738,1.300698,0,0,0,G4
-0.182513,1.189796,1.363944,0,0,0,G4
-0.239257,1.239399,1.365749,0,0,0,G4
-0.890757,1.000005,0,0,0,0,G4
0.274832,1.372583,1.650121,0,0,0,G4
-0.968462,1,0,0,0,0,G4
0.182582,1.151952,1.426916,0,0,0,G4
-0.090671,1.041693,1.330722,0,0,0,G4
-0.064743,1.208348,1.375295,0,0,0,G4
0.172381,1.134478,1.444546,0,0,0,G4
0.552577,0,1.026048,1.035624,0,0,G5
0.234747,0,0.999994,0,0,0,G5
0.347492,0,1.000002,0,0,0,G5
0,0,0,0,0,0,G5
0.402656,0,1.090127,1.003513,0,0,G5
0.407046,0,1.115822,0.985227,0,0,G5
0.239673,0,1.042479,1.028126,0,0,G5
0.312447,0,1.015934,1.041754,0,0,G5
0,0,0,0,0,0,G5
0.415659,0,1.02692,1.038733,0,0,G5
0.582497,0,1.064651,1.104632,1.012888,0,G6
0.59541,0,1.085523,1.107346,1.008321,0,G6
0.532532,0,1.075459,1.080453,1.00948,0,G6
0.623132,0,1.084311,1.097829,0.983892,0,G6
0.4485,0,1.100736,1.108565,0.968007,0,G6
0.62582,0,1.075617,1.098641,0.961276,0,G6
0.483239,0,1.095581,1.006722,0.972298,0,G6
0.740884,0,1.085219,1.098258,1.041239,0,G6
0.750233,0,1.140257,1.162838,1.055852,0,G6
