@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R1,2,3,4,5,6,7-11,22-weka.filters.unsupervised.attribute.Remove-R12_gesture-weka.filters.unsupervised.attribute.Remove-V-R1,3,5,6,7-11,12-43,194-199,200-263,264-327,328'

@attribute numFingers numeric
@attribute ratio numeric
@attribute Max_Y numeric
@attribute fingersAreas numeric
@attribute newFingerTipDistRefined_f1 numeric
@attribute newFingerTipDistRefined_f2 numeric
@attribute newFingerTipDistRefined_f3 numeric
@attribute newFingerTipDistRefined_f4 numeric
@attribute newFingerTipDistRefined_f5 numeric
@attribute silhouette1 numeric
@attribute silhouette2 numeric
@attribute silhouette3 numeric
@attribute silhouette4 numeric
@attribute silhouette5 numeric
@attribute silhouette6 numeric
@attribute silhouette7 numeric
@attribute silhouette8 numeric
@attribute silhouette9 numeric
@attribute silhouette10 numeric
@attribute silhouette11 numeric
@attribute silhouette12 numeric
@attribute silhouette13 numeric
@attribute silhouette14 numeric
@attribute silhouette15 numeric
@attribute silhouette16 numeric
@attribute silhouette17 numeric
@attribute silhouette18 numeric
@attribute silhouette19 numeric
@attribute silhouette20 numeric
@attribute silhouette21 numeric
@attribute silhouette22 numeric
@attribute silhouette23 numeric
@attribute silhouette24 numeric
@attribute silhouette25 numeric
@attribute silhouette26 numeric
@attribute silhouette27 numeric
@attribute silhouette28 numeric
@attribute silhouette29 numeric
@attribute silhouette30 numeric
@attribute silhouette31 numeric
@attribute silhouette32 numeric
@attribute convexHull1 numeric
@attribute convexHull2 numeric
@attribute convexHull3 numeric
@attribute convexHull4 numeric
@attribute convexHull5 numeric
@attribute convexHull6 numeric
@attribute cellOccupancyNonZ1 numeric
@attribute cellOccupancyNonZ2 numeric
@attribute cellOccupancyNonZ3 numeric
@attribute cellOccupancyNonZ4 numeric
@attribute cellOccupancyNonZ5 numeric
@attribute cellOccupancyNonZ6 numeric
@attribute cellOccupancyNonZ7 numeric
@attribute cellOccupancyNonZ8 numeric
@attribute cellOccupancyNonZ9 numeric
@attribute cellOccupancyNonZ10 numeric
@attribute cellOccupancyNonZ11 numeric
@attribute cellOccupancyNonZ12 numeric
@attribute cellOccupancyNonZ13 numeric
@attribute cellOccupancyNonZ14 numeric
@attribute cellOccupancyNonZ15 numeric
@attribute cellOccupancyNonZ16 numeric
@attribute cellOccupancyNonZ17 numeric
@attribute cellOccupancyNonZ18 numeric
@attribute cellOccupancyNonZ19 numeric
@attribute cellOccupancyNonZ20 numeric
@attribute cellOccupancyNonZ21 numeric
@attribute cellOccupancyNonZ22 numeric
@attribute cellOccupancyNonZ23 numeric
@attribute cellOccupancyNonZ24 numeric
@attribute cellOccupancyNonZ25 numeric
@attribute cellOccupancyNonZ26 numeric
@attribute cellOccupancyNonZ27 numeric
@attribute cellOccupancyNonZ28 numeric
@attribute cellOccupancyNonZ29 numeric
@attribute cellOccupancyNonZ30 numeric
@attribute cellOccupancyNonZ31 numeric
@attribute cellOccupancyNonZ32 numeric
@attribute cellOccupancyNonZ33 numeric
@attribute cellOccupancyNonZ34 numeric
@attribute cellOccupancyNonZ35 numeric
@attribute cellOccupancyNonZ36 numeric
@attribute cellOccupancyNonZ37 numeric
@attribute cellOccupancyNonZ38 numeric
@attribute cellOccupancyNonZ39 numeric
@attribute cellOccupancyNonZ40 numeric
@attribute cellOccupancyNonZ41 numeric
@attribute cellOccupancyNonZ42 numeric
@attribute cellOccupancyNonZ43 numeric
@attribute cellOccupancyNonZ44 numeric
@attribute cellOccupancyNonZ45 numeric
@attribute cellOccupancyNonZ46 numeric
@attribute cellOccupancyNonZ47 numeric
@attribute cellOccupancyNonZ48 numeric
@attribute cellOccupancyNonZ49 numeric
@attribute cellOccupancyNonZ50 numeric
@attribute cellOccupancyNonZ51 numeric
@attribute cellOccupancyNonZ52 numeric
@attribute cellOccupancyNonZ53 numeric
@attribute cellOccupancyNonZ54 numeric
@attribute cellOccupancyNonZ55 numeric
@attribute cellOccupancyNonZ56 numeric
@attribute cellOccupancyNonZ57 numeric
@attribute cellOccupancyNonZ58 numeric
@attribute cellOccupancyNonZ59 numeric
@attribute cellOccupancyNonZ60 numeric
@attribute cellOccupancyNonZ61 numeric
@attribute cellOccupancyNonZ62 numeric
@attribute cellOccupancyNonZ63 numeric
@attribute cellOccupancyNonZ64 numeric
@attribute cellOccupancyAvg1 numeric
@attribute cellOccupancyAvg2 numeric
@attribute cellOccupancyAvg3 numeric
@attribute cellOccupancyAvg4 numeric
@attribute cellOccupancyAvg5 numeric
@attribute cellOccupancyAvg6 numeric
@attribute cellOccupancyAvg7 numeric
@attribute cellOccupancyAvg8 numeric
@attribute cellOccupancyAvg9 numeric
@attribute cellOccupancyAvg10 numeric
@attribute cellOccupancyAvg11 numeric
@attribute cellOccupancyAvg12 numeric
@attribute cellOccupancyAvg13 numeric
@attribute cellOccupancyAvg14 numeric
@attribute cellOccupancyAvg15 numeric
@attribute cellOccupancyAvg16 numeric
@attribute cellOccupancyAvg17 numeric
@attribute cellOccupancyAvg18 numeric
@attribute cellOccupancyAvg19 numeric
@attribute cellOccupancyAvg20 numeric
@attribute cellOccupancyAvg21 numeric
@attribute cellOccupancyAvg22 numeric
@attribute cellOccupancyAvg23 numeric
@attribute cellOccupancyAvg24 numeric
@attribute cellOccupancyAvg25 numeric
@attribute cellOccupancyAvg26 numeric
@attribute cellOccupancyAvg27 numeric
@attribute cellOccupancyAvg28 numeric
@attribute cellOccupancyAvg29 numeric
@attribute cellOccupancyAvg30 numeric
@attribute cellOccupancyAvg31 numeric
@attribute cellOccupancyAvg32 numeric
@attribute cellOccupancyAvg33 numeric
@attribute cellOccupancyAvg34 numeric
@attribute cellOccupancyAvg35 numeric
@attribute cellOccupancyAvg36 numeric
@attribute cellOccupancyAvg37 numeric
@attribute cellOccupancyAvg38 numeric
@attribute cellOccupancyAvg39 numeric
@attribute cellOccupancyAvg40 numeric
@attribute cellOccupancyAvg41 numeric
@attribute cellOccupancyAvg42 numeric
@attribute cellOccupancyAvg43 numeric
@attribute cellOccupancyAvg44 numeric
@attribute cellOccupancyAvg45 numeric
@attribute cellOccupancyAvg46 numeric
@attribute cellOccupancyAvg47 numeric
@attribute cellOccupancyAvg48 numeric
@attribute cellOccupancyAvg49 numeric
@attribute cellOccupancyAvg50 numeric
@attribute cellOccupancyAvg51 numeric
@attribute cellOccupancyAvg52 numeric
@attribute cellOccupancyAvg53 numeric
@attribute cellOccupancyAvg54 numeric
@attribute cellOccupancyAvg55 numeric
@attribute cellOccupancyAvg56 numeric
@attribute cellOccupancyAvg57 numeric
@attribute cellOccupancyAvg58 numeric
@attribute cellOccupancyAvg59 numeric
@attribute cellOccupancyAvg60 numeric
@attribute cellOccupancyAvg61 numeric
@attribute cellOccupancyAvg62 numeric
@attribute cellOccupancyAvg63 numeric
@attribute cellOccupancyAvg64 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
3,0.01185,0.965162,22.108004,0,1.221951,1.242878,0,0.906979,0,0,0,0,0,0,0,0,0,107.561089,136.391724,137.396088,124.346466,187.999084,175.16153,140.757584,117.200439,115.616211,118.691978,108.240845,101.976349,89.93721,91.219933,112.501526,124.492134,158.492065,172.725388,203.515289,241.069016,173.725876,66.866325,33.049831,0.202033,0.066552,0.098439,0.033651,0.021654,0,0,143,1570,41,0,0,0,0,0,371,997,2412,258,0,0,0,0,1240,1859,3552,3578,1190,0,0,0,26,1641,2155,3381,2792,144,0,0,0,0,0,2544,3600,2256,0,0,0,0,0,1448,3600,3284,0,0,0,0,0,31,3039,3300,0,0,0,0,0,0,536,2083,0,0,0.525833,7.335278,0.137222,0,0,0,0,0,1.544722,4.526111,12.038889,1.063611,0,0,0,0,5.868889,8.835,18.156389,17.879999,5.700833,0,0,0,0.045,7.443889,10.464723,17.702778,14.980556,0.658056,0,0,0,0,0,13.868333,20.184723,12.501667,0,0,0,0,0,8.054444,20.703888,19.190834,0,0,0,0,0,0.118333,17.425556,19.541945,0,0,0,0,0,0,2.81,12.448889,0,G0
3,0.011932,0.956813,22.267647,0,1.179179,1.158923,0,0.969525,0,0,0,0,0,0,0,0,0,151.140091,174.010529,166.797974,205.053848,181.709915,137.816956,123.260857,115.67157,104.334251,100.662712,95.965904,96.096748,98.907104,117.415817,135.877258,161.343292,204.360245,231.700089,203.311493,176.42244,0,0,0,0.265951,0.055664,0.055333,0.015224,0,0,15,777,13,0,0,0,0,0,326,1635,2543,1232,266,0,0,0,852,1784,3324,3600,3205,769,0,0,10,1313,1528,1996,3206,3279,1513,0,0,0,0,0,1398,3600,3586,960,0,0,0,0,47,2833,3600,2400,0,0,0,0,0,183,2649,2400,0,0,0,0,0,0,76,602,0.028889,3.923611,0.028333,0,0,0,0,0,1.5875,8.2575,13.434167,6.327222,1.272222,0,0,0,4.314167,9.026944,17.613056,19.422777,17.795279,4.151945,0,0,0.019167,6.658889,8.160556,10.783611,18.327223,18.996944,8.469167,0,0,0,0,0,7.729445,21.003334,21.339445,5.355278,0,0,0,0,0.211389,16.680555,21.866388,14.693889,0,0,0,0,0,0.940833,15.793612,14.881111,0,0,0,0,0,0,0.3675,3.638611,G0
3,0.011733,0.999659,22.644402,0,1.218788,1.236561,0,0.961814,93.612473,91.323631,117.195656,122.993568,129.30217,61.198586,98.402992,176.689209,190.167221,111.44313,60.208992,164.010101,157.224487,118.680016,138.582428,120.206688,105.453606,97.104332,92.039444,93.067581,102.900841,111.200951,148.791428,195.670929,215.025375,229.386642,249.410431,251.219666,194.766632,159.591141,137.758514,127.79744,0.044456,0.137859,0.177048,0.050799,0,0,0,0,0,0,0,0,0,0,0,1493,2295,669,0,0,0,0,0,75,1324,3254,1942,217,0,0,1027,1838,1794,2329,3600,3271,2491,1042,924,1526,1816,2082,3600,3600,3539,2396,0,69,2260,2671,3600,3600,3600,2400,0,0,646,642,695,1471,2091,1728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.18,11.438334,3.115278,0,0,0,0,0,0.236111,6.324444,17.375278,9.936111,0.882778,0,0,4.935278,9.111944,8.885834,11.693055,20,17.751667,12.630834,4.328889,4.363889,7.465278,8.856944,10.118889,19.4725,19.295279,17.271944,13.031667,0,0.117778,10.758056,13.275278,19,19.416945,19.909166,13.333333,0,0,2.709167,2.775278,3.100556,7.371944,10.825833,9.0175,0,0,0,0,0,0,0,0,G0
3,0.012033,1.013991,21.962376,0,1.226584,1.255798,0,0.934295,81.715553,76.847931,94.231544,107.114357,110.378548,29.807327,54.001469,156.112839,196.405319,136.377563,85.023773,181.651321,151.334869,145.28772,136.606415,117.645729,107.632843,108.13382,109.254364,113.794662,124.342018,158.682434,193.186539,219.792664,220.415222,229.386642,232.103043,212.175751,134.346863,117.987511,107.475716,103.338959,0.146374,0.16144,0.044402,0.110983,0,0,0,0,0,0,0,0,0,0,119,2386,1892,407,0,0,0,0,0,318,1898,3362,2607,1335,845,84,798,2175,2402,3226,3600,3600,3569,1997,898,1048,895,1456,3600,3573,3600,2400,0,0,1511,2420,2690,2779,2796,2095,0,0,0,0,0,0,0,959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.343611,12.395833,9.808611,1.723333,0,0,0,0,0,1.186389,9.718889,18.139166,13.816944,6.660833,3.631944,0.259722,3.703889,10.8425,12.017777,17.339722,19.997223,19.634445,17.958334,10.600555,3.992778,4.695,4.101389,6.676944,19.128334,18.478611,19.643333,13.413611,0,0,6.8,11.293056,13.631667,14.666667,14.7225,10.998055,0,0,0,0,0,0,0,5.030278,0,0,0,0,0,0,0,0,G0
3,0.013269,1.032953,19.529358,0,1.31894,1.312376,0,0.900717,8.527693,12.355753,16.861019,19.54454,23.861088,36.719517,74.085106,107.597984,91.229942,183.15979,172.171585,208.056274,190.882507,143.585632,126.576538,119.26461,123.604912,122.089012,114.444893,110.199837,107.049873,111.001389,137.816025,169.135056,141.723038,163.5168,189.85733,204.345581,144.82933,79.036736,53.420567,8.062258,0.116217,0.100002,0.031494,0.029264,0.022617,0,0,0,0,0,0,0,0,0,1032,2004,788,80,141,0,0,0,1465,2696,3521,3571,3285,599,0,0,0,12,1501,3584,3594,3246,2010,16,0,6,1156,1010,2142,3600,3600,1458,0,0,0,0,543,3161,3600,2377,0,0,0,0,0,172,1769,1193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.629167,9.886389,3.646111,0.164722,0.437778,0,0,0,6.703055,12.440833,18.301666,18.491945,16.553888,2.821667,0,0,0,0.031111,6.6125,17.866667,19.3925,18.2075,11.089444,0.048333,0,0.005,5.085834,4.848611,11.333055,20.918888,21.106945,8.320833,0,0,0,0,2.779444,18.249722,21.581667,14.410277,0,0,0,0,0,0.848333,10.273889,6.887778,0,0,0,0,0,0,0,0,G0
1,1,0.69643,1,0,0.999997,0,0,0,0,0,0,0,0,0,0,0,53.728062,68.094711,161.735016,149.593109,133.233566,122.375931,96.610481,127.504601,107.497337,80.292015,97.822586,88.980255,95.891853,116.313828,137.055557,166.833923,196.411316,229.344955,219.59288,207.858643,144.300598,77.834061,37.459068,32.637421,0.191896,0.035271,0.063466,0,0,0,0,0,0,0,0,0,0,0,728,1442,909,1382,401,0,0,0,390,825,2649,3244,2542,99,0,0,0,0,1018,2431,3526,3427,1696,12,0,0,0,0,3003,3600,3600,1574,0,0,0,0,707,3074,3600,2400,0,0,0,0,0,64,1393,1379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.969167,6.264444,4.033889,6.333055,1.736944,0,0,0,1.5425,3.608889,11.29,14.5525,12.456388,0.389167,0,0,0,0,4.286944,10.746388,18.178333,18.064444,8.634167,0.0275,0,0,0,0,15.480556,19,19.360834,8.311389,0,0,0,0,3.561944,16.401945,19.716667,13.333333,0,0,0,0,0,0.252778,7.268889,7.519166,0,0,0,0,0,0,0,0,G2
1,1,-0.381329,1,0,1.000006,0,0,0,44.146885,41.194492,37.105267,33.393383,31.641357,31.576529,37.487492,50.774231,63.348,170.536118,176.643539,187.508606,143.045853,114.888054,107.913734,117.198647,148.014786,164.308075,163.698456,167.174622,171.529251,184.578003,203.684174,218.147781,220.415222,229.386642,209.94603,198.411682,91.039566,79.900429,71.24704,51.520718,0.093627,0.081129,0.09519,0,0,0,0,0,0,0,0,0,0,0,0,47,0,33,2020,1150,0,0,1506,2709,2969,2847,3300,3586,2221,150,0,0,1656,3586,3600,3600,3600,2006,0,0,0,1304,3498,3600,3600,2400,0,0,0,0,503,977,1728,2114,0,0,0,0,0,0,0,907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029722,0,0.068333,8.9425,4.831944,0,0,6.558889,12.730556,13.839723,12.935,15.087778,16.911945,9.988889,0.555278,0,0,7.125,16.8575,17.239721,17.863056,17.205833,9.658055,0,0,0,5.561944,15.809444,17.064167,17,11.596389,0,0,0,0,1.870833,4.175278,7.807778,10.266389,0,0,0,0,0,0,0,4.226944,0,0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,0,0,46.307838,48.14666,47.622688,48.49876,49.938221,52.071598,51.069214,64.156586,147.818726,174.641342,154.120422,103.350952,81.502129,75.786057,71.844177,69.453941,81.075714,118.632759,147.166595,151.173569,167.503265,182.879944,208.457993,220.370773,220.415222,229.386642,233.151794,177.244049,150.374451,122.246559,86.647568,55.476658,0.130343,0.09275,0.024386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,241,0,0,71,881,446,423,2561,3461,2079,192,1456,2468,2986,3600,3600,3600,3600,2247,0,0,54,2082,3540,3600,3600,2400,0,0,0,0,1663,3390,3203,2329,0,0,0,0,0,63,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.610556,0.955278,0,0,0.193333,3.903056,1.833611,1.565556,11.465555,16.306667,9.683056,0.734444,6.851944,11.9925,13.839444,16.974167,17.0425,17.727777,18,10.952778,0,0,0.104722,9.048611,16.584999,17.503611,18,12,0,0,0,0,7.306944,16.350277,15.380834,11.433611,0,0,0,0,0,0.171111,0,0.618056,0,0,0,0,0,0,0,0,G2
0,0,0,0,0,0,0,0,0,36.241516,37.69162,41.019951,49.874588,59.881279,78.837517,150.009628,210.958328,211.088379,171.925552,132.732285,124.581711,105.927834,89.310028,77.470642,69.728218,67.43396,77.754814,92.332794,105.927841,122.201416,137.295456,189.962082,220.448059,220.415222,182.589874,102.166306,77.340134,59.937374,47.531921,35.425785,33.682381,0.157551,0.018437,0.021503,0.02435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1079,1069,1071,1153,52,60,1398,3340,3600,3600,3600,3600,3415,2394,1576,2955,2460,2433,2756,2912,3114,2400,0,0,0,0,0,0,105,693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013333,3.920556,3.874444,3.8675,4.262778,0.030556,0.036111,5.299445,14.754723,16.848888,17,17,16.985556,14.863055,10.814167,5.709167,12.927222,10.348333,10.298333,11.682777,12.369722,13.605278,11.333333,0,0,0,0,0,0,0.181667,2.425555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G2
1,1,0.780266,1,0,1.000004,0,0,0,0,0,0,0,0,0,0,0,0,58.37537,180.250687,146.714188,143.068619,127.598747,124.314774,131.884827,99.543335,78.203133,94.318123,87.36219,97.445763,114.389122,134.436462,159.225266,185.034454,190.937943,231.587219,185.280838,78.002609,0,0,0,0.202177,0.043812,0.042608,0,0,0,0,0,0,0,0,0,0,0,291,691,393,1056,121,0,0,0,723,1172,2735,3441,2663,235,0,0,0,0,444,2247,3421,3534,2015,31,0,0,0,0,1753,3600,3600,1911,0,0,0,0,63,1760,3394,2400,0,0,0,0,0,0,305,693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.155833,2.926667,1.620833,4.611945,0.479722,0,0,0,2.981945,5.193889,12.151389,15.6,13.201389,1.038333,0,0,0,0,1.729167,9.833611,17.39889,18.443056,10.298056,0.1025,0,0,0,0,8.798889,19,19.008055,9.9125,0,0,0,0,0.261667,8.907778,17.756945,12.875,0,0,0,0,0,0,1.461111,3.478333,0,0,0,0,0,0,0,0,G2
1,1,0.768555,1,0,0.999998,0,0,0,31.147171,19.619062,6.718309,5,5,0,5.85486,6.082763,178.866074,147.054108,123.126038,105.461372,82.902328,72.821045,71.917061,76.33506,59.47327,61.311466,93.027359,125.198532,174.757217,210.121216,221.149643,220.448059,220.415222,215.215195,202.54982,126.79126,118.637886,70.637085,49.271992,39.570114,0.264552,0.078377,0.049151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,177,805,1364,1352,1629,2321,3277,1131,1751,2484,2325,2421,3594,3600,3566,2400,0,0,0,187,2671,3600,3471,2381,0,0,0,0,249,2442,2480,1339,0,0,0,0,0,87,33,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.363889,0,0.496389,3.136111,6.001111,5.907778,7.300278,10.847777,14.787778,4.423333,7.143889,10.6875,10.267222,10.715555,16.048056,16.662777,16.398056,11.993611,0,0,0,0.505833,10.995277,16.439444,15.507778,11.057777,0,0,0,0,0.942778,10.480278,10.946389,5.770555,0,0,0,0,0,0.3025,0.081667,0.001944,0,0,0,0,0,0,0,0,G2
2,0.019961,1.024957,18.586517,0,1.390463,0,0,0,0,0,0,0,0,0,0,42.306194,43.855289,106.878906,148.51239,143.106735,143.600861,122.04187,122.469009,124.86042,117.697029,93.741554,73.734268,66.531654,96.797684,106.780762,144.725281,173.144531,190.917435,192.338303,203.189774,186.318954,112.353271,64.234383,0,0,0.201498,0.024145,0.03959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469,247,0,0,0,1037,2099,2951,3495,2644,365,0,0,0,0,1038,3292,3439,3596,2218,96,0,0,0,105,2284,3600,3600,1979,0,0,0,0,422,2507,3600,2400,0,0,0,0,0,0,631,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.862778,1.035278,0,0,0,4.141111,9.064445,12.955556,15.651667,12.501667,1.603056,0,0,0,0,3.834445,14.268888,17.175833,19.063612,11.453333,0.386667,0,0,0,0.303611,11.458333,19,19.208055,10.645555,0,0,0,0,2.083889,13.110833,19.763056,13.333333,0,0,0,0,0,0,3.168056,3.777778,0,0,0,0,0,0,0,0,G2
2,0.019659,1.0396,18.952829,0,1.409498,0,0,0,25.806585,25.246531,20.720106,14.013483,13.985425,15.665387,159.760208,148.230682,127.350105,142.70723,112.707756,89.985413,77.187294,73.104942,73.538132,74.416924,75.076782,84.8424,104.239311,136.017914,161.423813,213.005219,215.035172,202.999863,220.415222,223.282242,197.850693,166.561813,122.800766,87.41172,63.099239,50.641502,0.207396,0.032946,0.032744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,455,1392,2418,2406,1046,509,2094,3252,3527,3580,3579,3600,1806,1472,1770,649,530,3511,3600,3583,2400,0,0,0,0,674,2641,2706,1417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001667,1.714167,6.003334,11.160556,10.62,4.198333,1.852778,8.675555,14.621111,16.233612,16.361111,16.758333,16.720278,8.316112,5.993889,7.277778,2.302778,1.540556,15.069722,16.154167,16.128889,12.198334,0,0,0,0,2.459167,11.9725,12.445,6.250556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G2
2,0.019598,1.060463,19.019991,0,1.402402,0,0,0,46.368752,33.10107,18.144577,22.386703,25.74262,44.127636,148.455643,207.107651,155.805939,108.048225,78.393867,63.537971,57.4053,58.598965,57.516796,58.834,60.48621,67.481453,91.135689,120.560623,175.845291,192.179138,194.927261,210.927933,180.009766,178.631378,151.64473,155.456818,123.503387,91.063019,66.552879,62.263344,0.225402,0.034527,0.018057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14,0,0,0,0,727,2213,2954,954,30,852,2048,2976,3598,3600,3600,1557,1722,2991,1649,1518,3105,3600,3598,2109,20,0,0,19,1461,3243,3513,1224,0,0,0,0,0,24,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.058611,0,0,0,0,2.958055,10.298611,13.092222,3.999167,0.063333,3.394722,9.158334,13.458889,17.418612,17.693611,17.010834,7.262222,6.772778,13.17,7.288333,6.321944,13.658889,17.017778,16.970833,10.294167,0.022222,0,0,0.040278,6.165,14.596945,16.254999,4.713056,0,0,0,0,0,0.099444,0.166389,0,0,0,0,0,0,0,0,0,G2
2,0.019374,0.939747,20.502623,0,1.410377,0,0,0,4,4.754135,7.385231,12.156016,18.62122,22.831413,25.801239,48.839542,55.672386,172.659485,150.778427,151.673721,133.222565,126.85067,127.035439,122.682907,122.542442,109.918129,99.986252,103.119598,116.426109,137.104446,157.370712,194.307892,195.377945,181.122375,202.735107,169.892166,95.047813,39.653297,31.274483,0,0.193204,0.023063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,79,0,0,0,794,1890,2630,3390,2709,814,49,0,430,127,1463,3474,3446,3600,2843,472,0,0,59,481,2412,3600,3600,2389,0,0,0,0,222,2161,3451,2112,0,0,0,0,0,0,191,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.609167,0.252222,0,0,0,3.229167,8.238611,11.944445,15.551666,13.185278,3.990278,0.203056,0,1.650833,0.351389,6.061666,15.814722,17.378611,19.268055,15.056945,2.170833,0,0,0.181667,1.788056,12.299167,19.165277,19.736666,13.187778,0,0,0,0,1.038611,11.487778,18.96139,11.479445,0,0,0,0,0,0,0.928333,0.646389,0,0,0,0,0,0,0,0,G2
1,1,0.843878,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,196.910843,164.601791,177.571793,157.219284,168.652542,119.632484,99.198082,98.275597,99.361664,92.353088,107.021828,119.226669,122.977104,142.210403,174.240829,193.605896,218.063873,159.341614,181.163116,150.771347,92.064598,0.362511,0.040466,0.044002,0,0,0,0,0,1302,1539,0,0,0,0,0,1146,3280,3483,871,0,0,0,0,158,1282,2876,3099,173,0,0,0,0,0,365,3538,3070,113,0,0,0,0,1,2523,3600,1999,0,0,0,0,0,892,3590,3060,0,0,0,0,0,1827,3600,3060,0,0,0,0,0,0,802,1910,0,0,0,6.608333,7.748055,0,0,0,0,0,5.545833,17.581112,18.985834,4.476944,0,0,0,0,0.700278,6.722222,15.704722,16.969444,0.811389,0,0,0,0,0,1.775,19.471666,16.585556,0.422778,0,0,0,0,0.000556,13.394444,19.13611,10.606389,0,0,0,0,0,4.946111,19.305,16.322779,0,0,0,0,0,10.956111,20.521111,16.804445,0,0,0,0,0,0,4.186111,10.520278,0,G3
1,1,0.808117,1,0,0,0,0,0.999993,127.800987,144.789688,178.088516,183.676727,181.949493,166.739822,140.656845,140.723679,116.44677,91.011909,91.202736,101.561958,133.079865,173.959869,164.517517,150.599991,136.619705,144.717072,156.432678,179.222168,197.741074,215.325165,229.393311,220.448059,220.415222,229.386642,236.445862,194.587051,159.829575,141.119354,131.519196,129.867355,0.04739,0.161225,0.017697,0,0,0,0,0,0,0,0,0,0,0,0,0,1346,2065,1106,1189,555,0,0,0,1157,3600,3600,3590,3463,1388,0,108,2104,3600,3551,3550,3600,2400,0,1009,3040,3600,3600,3600,3600,2400,89,225,2071,3600,3600,3600,3600,2337,1557,2541,2371,933,537,410,343,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.898889,9.4475,4.751389,5.155556,2.171389,0,0,0,4.818611,18,18,17.588333,17.008612,6.55,0,0.321389,9.634167,18,17.420834,16.884722,18.063889,12.001945,0,4.295,14.215,18.4175,18.738333,18.955,18.75,12.05,0.178611,0.691111,9.791111,19,19,18.795834,18.282223,11.513056,7.204167,12.3375,12.081388,4.008611,2.018889,1.176111,0.971944,0.060833,0,0,0,0,0,0,0,0,G3
1,1,0.901246,1,0,0,0,0,0.999995,143.924622,154.399109,176.748184,152.103928,185.931046,202.385651,92.429314,102.360382,98.743385,88.877563,81.689758,81.780067,84.622078,122.277161,166.659424,164.090179,160.468384,160.444901,179.572876,188.104034,204.641068,218.512573,229.090591,220.448059,220.415222,229.386642,248.956635,228.54306,170.5112,152.333008,131.965164,138.34198,0.081076,0.171943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,2529,2289,2179,856,0,0,0,13,3345,3600,3600,3583,1545,0,0,1340,3597,3600,3600,3600,2400,0,0,1382,3588,3600,3600,3600,2400,847,1302,2147,3600,3600,3600,3600,2400,1469,2050,2255,1645,837,924,637,1081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233333,12.356112,10.578889,10.230556,3.621111,0,0,0,0.006667,15.783889,17.364166,17.929722,17.780556,7.073056,0,0,5.821389,17.499445,17.158056,18.149445,18.030834,12,0,0,6.1475,17.754444,18.026388,18.262501,18.002501,12,3.589167,5.7325,9.810555,17.951111,18,18,18,12,6.636389,9.658611,10.514444,7.582778,3.408611,4.060278,2.487222,4.921667,0,0,0,0,0,0,0,0,G3
