@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R1,2,3,4,5,6,7-11,22-weka.filters.unsupervised.attribute.Remove-R12_gesture-weka.filters.unsupervised.attribute.Remove-V-R2,3,4,5,6,7-11,328'

@attribute fingersExtended numeric
@attribute ratio numeric
@attribute Max_X numeric
@attribute Max_Y numeric
@attribute fingersAreas numeric
@attribute newFingerTipDistRefined_f1 numeric
@attribute newFingerTipDistRefined_f2 numeric
@attribute newFingerTipDistRefined_f3 numeric
@attribute newFingerTipDistRefined_f4 numeric
@attribute newFingerTipDistRefined_f5 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
1000,1,-0.138131,0.873468,1,0,1.000003,0,0,0,G2
1000,1,-0.20808,0.727005,1,0,1.000001,0,0,0,G2
1000,0,0,0,0,0,0,0,0,0,G2
1000,1,-0.358454,0.729622,1,0,1,0,0,0,G2
1,1,0.541412,0.83058,1,0,0,0,0,1.000003,G3
1,0,0,0,0,0,0,0,0,0,G3
1,1,0.462858,0.841609,1,0,0,0,0,0.999997,G3
1,1,0.659998,0.728467,1,0,0,0,0,1.000007,G3
1,0,0,0,0,0,0,0,0,0,G3
1,1,0.476256,0.828946,1,0,0,0,0,1.000001,G3
1,1,0.392557,0.889354,1,0,0,0,0,0.999997,G3
1,1,0.390461,0.873453,1,0,0,0,0,1.000003,G3
1,1,0.306161,0.746036,1,0,0,0,0,1.000001,G3
1,1,0.465563,0.87375,1,0,0,0,0,1.000002,G3
11000,0.00996,-0.308619,1.28561,68.443039,1.145792,1.390461,0,0,0,G4
11000,0.009741,-0.193841,1.128605,73.717079,1.337237,1.440097,0,0,0,G4
11000,1,0.761958,-0.644317,1,1.000008,0,0,0,0,G4
11000,1,-0.870415,0.246019,1,0.999998,0,0,0,0,G4
11000,0.01593,-0.442109,0.342575,36.890366,1.323784,0.890024,0,0,0,G4
11000,0.026462,2.217399,3.957813,99.374763,4.375272,4.654198,0,0,0,G4
11000,0.020799,0.025788,2.411074,54.74033,2.582871,2.650864,0,0,0,G4
11000,0.010248,-0.216412,1.204008,64.424599,1.264772,1.321828,0,0,0,G4
11000,0.010268,-0.337742,1.27062,69.695953,1.268483,1.443238,0,0,0,G4
11000,0.010397,-0.201674,1.357879,73.834328,1.361627,1.547966,0,0,0,G4
1100,1,0.057267,0.972637,1,0,1.000006,0,0,0,G5
1100,0.020365,0.064748,0.974128,25.616379,0,0.996102,1.052119,0,0,G5
1100,0.020396,-0.022499,0.867764,25.629665,0,1.002487,1.05151,0,0,G5
1100,0.020314,-0.009446,0.877682,25.679893,0,1.006217,1.047653,0,0,G5
1100,0.019104,0.006147,0.997972,27.027773,0,1.015902,1.033491,0,0,G5
1100,1,0.019301,0.960213,1,0,1.000003,0,0,0,G5
1100,0.019072,0.039962,1.034228,27.902817,0,0.991394,1.079594,0,0,G5
1100,1,0.032045,0.996419,1,0,1.000001,0,0,0,G5
1100,0,0,0,0,0,0,0,0,0,G5
1100,1,0.08606,0.969423,1,0,0.999999,0,0,0,G5
1110,0.014228,0.139896,0.993641,18.979395,0,1.03676,1.153706,0.996826,0,G6
1110,1,0.216966,0.938215,1,0,0.999998,0,0,0,G6
1110,0.014499,0.157546,0.926696,18.622959,0,1.022139,1.155098,1.007376,0,G6
1110,0.014726,0.14616,0.912681,18.366129,0,1.016173,1.160586,1.011489,0,G6
1110,0.015094,0.141615,0.922221,17.936562,0,1.013224,1.162504,1.003669,0,G6
1110,0.015183,0.212588,1.078765,17.76836,0,1.020718,1.151267,0.996078,0,G6
1110,0.015188,0.417174,1.005026,17.800419,0,1.012118,1.152329,1.014069,0,G6
1110,0.014549,-0.166341,0.745789,38.0121,0,1.108947,1.053854,0,0,G6
1110,0.014668,-0.073798,1.073336,18.599554,0,1.037226,1.168654,0.993281,0,G6
1110,0.01502,0.082209,1.170329,18.201717,0,1.02111,1.179349,0.990766,0,G6
10001,0.010028,0.844688,0.81088,69.908165,1.362557,0,0,0,1.402702,G7
10001,0.009677,0.811327,1.022262,77.238541,1.49503,0,0,0,1.475383,G7
10001,0.009634,0.842655,1.057828,79.161362,1.525303,0,0,0,1.521094,G7
10001,0.009664,1.014016,1.037736,83.083595,1.608012,0,0,0,1.527633,G7
10001,0.010198,0.91576,1.124422,78.348076,1.533408,0,0,0,1.59939,G7
10001,0.012656,0.86249,1.360674,44.688377,1.742836,0,0,0,0.749623,G7
10001,0.009721,0.508107,0.776607,78.815231,1.527678,0,0,0,1.532306,G7
10001,0.012008,0.839336,1.519801,75.410538,1.655546,0,0,0,1.82029,G7
10001,0.009612,0.644728,0.944019,79.038055,1.520151,0,0,0,1.475261,G7
10001,0.010206,0.29487,1.060393,70.284538,1.364512,0,0,0,1.436626,G7
11001,0.009102,0.483445,1.367308,31.84795,1.323037,1.493186,0,0,1.272959,G8
11001,0.010508,0.829864,1.373388,87.031273,1.71756,1.833586,0,0,0,G8
11001,0.009269,0.567829,1.426975,31.582924,1.361092,1.63912,0,0,1.398472,G8
11001,0.010403,0.761607,1.478418,88.510788,1.785503,1.842664,0,0,0,G8
11001,0.008864,0.642846,1.471149,34.360435,1.48761,1.578832,0,0,1.496457,G8
11001,0.010401,0.283297,1.272335,81.049911,1.585537,1.689582,0,0,0,G8
11001,0.009289,0.607018,1.179867,31.013523,1.26745,1.388645,0,0,1.307492,G8
11001,0.010335,0.633312,1.259652,71.723534,1.406872,1.484627,0,0,0,G8
11001,0.008903,0.447865,1.236284,32.058792,1.319997,1.435065,0,0,1.356813,G8
11001,0.008751,0.622475,1.343418,33.020748,1.435508,1.530495,0,0,1.41083,G8
11111,0.009334,0.530258,1.504573,16.910755,1.224136,1.324927,1.553876,1.238791,0,G9
11111,0.007592,0.579419,1.340814,13.740136,1.074618,1.262787,1.361333,1.338076,1.159443,G9
11111,0.007429,0.695679,1.295621,14.779031,1.047285,1.206853,1.33998,1.340826,1.159624,G9
11111,0.008589,0.791347,1.412484,11.713248,1.217972,1.308934,1.436707,1.390488,1.196891,G9
11111,1,-0.799085,0.600263,1,0.999997,0,0,0,0,G9
11111,0.008053,0.850534,1.42811,11.588235,1.247905,1.352915,1.45647,1.431388,1.293315,G9
11111,1,-0.788799,0.610598,1,1.000001,0,0,0,0,G9
11111,0.008228,0.653589,1.178239,11.072308,1.33949,1.335647,1.51667,1.479029,1.277968,G9
11111,0.008337,0.904786,1.352818,10.192496,1.382982,1.337295,1.551566,1.540406,1.369454,G9
11111,0.008789,0.522232,1.510261,16.426311,1.243544,1.592666,1.479567,1.313366,0,G9
0,1,-0.768864,0.635808,1,0,0,0,0,0,G1
0,1,-0.616738,0.778669,1,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,1,-0.553091,0.81432,1,0,0,0,0,0,G1
0,1,-0.50255,0.864201,1,0,0,0,0,0,G1
0,1,-0.617926,0.786069,1,0,0,0,0,0,G1
0,1,-0.739105,0.671906,1,0,0,0,0,0,G1
0,1,-0.698455,0.71264,1,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
1101,0.01326,0.426401,0.79501,19.429249,0,1.231878,1.262241,0,0.879664,G0
1101,0.012111,0.588854,1.055807,22.119347,0,1.213938,1.259384,0,0.978552,G0
1101,0.011576,0.471281,1.026527,22.894224,0,1.223794,1.256832,0,0.950819,G0
1101,0.011578,0.58508,1.053928,23.186516,0,1.295857,1.321249,0,0.995977,G0
1101,0.013132,0.857719,1.283488,19.955507,0,1.549778,1.569884,0,0.60851,G0
1101,0.01185,0.270615,0.965162,22.108004,0,1.221951,1.242878,0,0.906979,G0
1101,0.011932,0.302741,0.956813,22.267647,0,1.179179,1.158923,0,0.969525,G0
1101,0.011733,0.347208,0.999659,22.644402,0,1.218788,1.236561,0,0.961814,G0
1101,0.012033,0.385278,1.013991,21.962376,0,1.226584,1.255798,0,0.934295,G0
1101,0.013269,0.543801,1.032953,19.529358,0,1.31894,1.312376,0,0.900717,G0
1000,1,-0.215154,0.69643,1,0,0.999997,0,0,0,G2
1000,1,0.795045,-0.381329,1,0,1.000006,0,0,0,G2
1000,0,0,0,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,0,0,0,G2
1000,1,-0.186899,0.780266,1,0,1.000004,0,0,0,G2
1000,1,-0.122636,0.768555,1,0,0.999998,0,0,0,G2
1000,0.019961,0.024574,1.024957,18.586517,0,1.390463,0,0,0,G2
1000,0.019659,0.129716,1.0396,18.952829,0,1.409498,0,0,0,G2
1000,0.019598,0.138083,1.060463,19.019991,0,1.402402,0,0,0,G2
1000,0.019374,0.035481,0.939747,20.502623,0,1.410377,0,0,0,G2
1,1,-0.108901,0.843878,1,0,0,0,0,1,G3
1,1,0.483535,0.808117,1,0,0,0,0,0.999993,G3
1,1,0.313593,0.901246,1,0,0,0,0,0.999995,G3
1,1,0.147303,0.9465,1,0,0,0,0,0.999996,G3
1,1,0.40733,0.887323,1,0,0,0,0,1.000003,G3
1,1,0.261888,0.942052,1,0,0,0,0,0.999998,G3
1,0.01554,0.72652,1.277046,43.806084,0,0,0,0,0.958515,G3
1,1,0.20873,0.864457,1,0,0,0,0,1,G3
1,1,0.04827,0.831736,1,0,0,0,0,0.999993,G3
1,1,0.102806,0.8412,1,0,0,0,0,0.999996,G3
11000,0.012328,-0.373879,1.007392,53.363533,1.044876,1.371887,0,0,0,G4
11000,0.011536,-0.434245,1.03995,55.445675,1.033141,1.32875,0,0,0,G4
11000,0.011128,-0.413022,0.995725,57.632858,1.035887,1.331885,0,0,0,G4
11000,0.016534,-0.037151,1.404686,18.210123,1.251108,1.613654,0,0,0,G4
11000,0.017193,-0.000103,1.494884,17.409941,1.24083,1.683763,0,0,0,G4
11000,0.015802,-0.060346,1.271162,18.754187,1.275016,1.635225,0,0,0,G4
11000,0.015629,-0.033475,1.291995,19.466267,1.28149,1.620566,0,0,0,G4
11000,0.015646,-0.013315,1.089693,19.616816,1.297518,1.662786,0,0,0,G4
11000,0.012082,-0.447857,0.903819,53.907883,1.055297,1.348256,0,0,0,G4
11000,0.01208,-0.45698,0.939392,54.080479,1.05845,1.351984,0,0,0,G4
1100,0.0152,0.264451,0.887494,35.383423,0,1.075698,1.07374,0,0,G5
1100,0.015219,0.30508,0.925899,35.510876,0,1.043374,1.082661,0,0,G5
1100,0.014849,0.161662,0.88639,36.217762,0,1.0362,1.077833,0,0,G5
1100,0.011702,1.997881,2.267486,28.439514,0,2.48581,2.645688,0,0,G5
1100,0.015345,0.207566,0.888379,35.175339,0,1.021521,1.085006,0,0,G5
1100,0.015076,0.263061,0.867388,36.02306,0,1.035018,1.089704,0,0,G5
1100,0.015137,0.295778,0.891259,35.848511,0,1.045831,1.087224,0,0,G5
1100,0.015417,0.302774,0.913023,35.379021,0,1.072834,1.091221,0,0,G5
1100,0.015915,0.291047,0.896674,33.79295,0,1.047691,1.07664,0,0,G5
1100,0.01531,0.345031,0.843593,35.247337,0,1.062924,1.079592,0,0,G5
1110,0.016703,0.054545,0.949435,15.573933,0,1.039738,1.102574,0.968234,0,G6
1110,0.018297,0.341613,1.252604,14.413544,0,1.289743,1.354535,0.600769,0,G6
1110,0.014526,0.183539,0.811824,17.945267,0,1.053252,1.096192,1.002217,0,G6
1110,0.015055,0.132188,0.937772,17.476412,0,1.104144,1.13758,0.98187,0,G6
1110,0.01664,0.299692,1.043624,15.826111,0,1.061707,1.123517,1.003842,0,G6
1110,0.016096,0.177524,0.979963,16.318581,0,1.039276,1.114566,1.001763,0,G6
1110,0.016718,0.124065,0.917098,15.603787,0,1.032271,1.097488,0.996239,0,G6
1110,0.016642,0.15952,0.901396,15.716647,0,1.040026,1.105346,0.986661,0,G6
1110,0.016364,0.093541,0.866462,16.018442,0,1.030374,1.105451,0.998874,0,G6
1110,0.016364,0.025135,0.956087,16.020119,0,1.016862,1.106096,0.989152,0,G6
10001,0.009295,1.095423,0.518405,80.422737,1.48451,0,0,0,1.49518,G7
10001,0.010929,1.109315,0.908251,41.267994,1.559991,0,0,0,0.991848,G7
10001,0.010705,0.911542,0.783362,40.350845,1.528112,0,0,0,1.00054,G7
10001,0.010597,0.83926,0.900812,74.734032,1.426544,0,0,0,1.593801,G7
10001,0.010411,1.004514,0.870361,76.033142,1.483248,0,0,0,1.586852,G7
10001,0.010765,0.944776,0.805686,40.558052,1.558043,0,0,0,0.992799,G7
10001,0.01063,1.053624,1.08874,26.645836,1.539908,0,0,0,1.049828,G7
10001,0.012277,1.353392,1.285265,26.544914,1.785498,0,0,0,1.063711,G7
10001,0.012637,1.458554,1.449588,27.584511,1.8943,0,0,0,1.034967,G7
10001,0.012722,1.367796,1.142757,26.861992,1.846189,0,0,0,1.083256,G7
11001,0.014992,1.775124,1.977088,17.067598,2.000286,2.868088,0,0,2.240181,G8
11001,0.014084,0.288527,1.033955,40.308922,1.181476,0.970399,0,0,0,G8
11001,0.010925,0.32148,1.165574,25.895041,1.08657,1.429004,0,0,1.213702,G8
11001,0.011431,0.155239,0.956686,24.940514,1.07441,1.459263,0,0,1.144318,G8
11001,0.011112,0.274512,0.993523,25.743473,1.064701,1.444367,0,0,1.169844,G8
11001,0.011275,0.31914,1.031452,25.42441,1.079627,1.438079,0,0,1.13037,G8
11001,0.011513,0.479261,1.177462,24.691273,1.028129,1.474874,0,0,1.198355,G8
11001,0.01142,0.500359,1.209937,24.97603,1.024393,1.477353,0,0,1.210169,G8
11001,0.012065,0.446692,1.195472,17.722002,1.139236,1.58053,0,0,0.867405,G8
11001,0.016023,2.231167,2.391885,18.097288,2.261702,3.207307,0,0,2.541826,G8
11111,0.009365,0.912641,1.349664,10.475904,0.987534,1.232345,1.450273,1.37026,1.241736,G9
11111,0.009064,0.795213,1.367724,10.736491,0.980029,1.238618,1.403978,1.339413,1.234226,G9
11111,0.00898,0.66777,1.302834,10.215485,1.012862,1.358075,1.392547,1.319458,1.194364,G9
11111,0.009104,0.777736,1.302651,10.836102,0.963031,1.214734,1.409902,1.352957,1.209856,G9
11111,0.0092,0.782084,1.310955,10.868353,0.994655,1.250605,1.382166,1.337317,1.207755,G9
11111,0.0099,0.792103,1.300923,9.782095,1.013144,1.311636,1.397076,1.348434,1.1699,G9
11111,0.009947,0.642047,1.339228,10.083056,1.022283,1.340071,1.405765,1.300771,1.113184,G9
11111,0.010154,-0.196212,1.136419,25.220232,0.856836,1.26107,1.239719,0,0,G9
11111,0.010568,0.671083,1.357636,25.929398,1.120799,1.566854,1.446449,0,0,G9
11111,0.009201,0.730756,1.307832,10.531284,0.97992,1.245702,1.405805,1.372911,1.222945,G9
0,0,0,0,0,0,0,0,0,0,G1
0,1,0.734957,-0.436434,1,0,0,0,0,0,G1
0,0.084103,0.581342,-0.577997,5.416896,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,1,-0.667931,0.62587,1,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
1101,0.012041,0.861251,1.653102,4.915854,0,1.957854,2.010384,0,1.364175,G0
1101,0.013015,0.461436,1.011152,19.595537,0,1.224617,1.244116,0,0.864754,G0
1101,0.013016,0.41388,1.065574,19.243837,0,1.229299,1.240213,0,0.836934,G0
1101,0.02434,1.781367,3.374366,7.804761,0,4.023008,4.10746,0,3.410824,G0
1101,0.012943,0.36219,0.929811,19.793972,0,1.190412,1.207986,0,0.880788,G0
1101,0.01283,0.457707,0.937605,20.028419,0,1.208405,1.229555,0,0.881295,G0
1101,0.013519,0.568438,0.962773,19.043934,0,1.226237,1.254268,0,0.87878,G0
1101,0.023369,-0.014742,0.848819,22.023912,0,1.026995,1.029347,0,0,G0
1101,0.012594,0.961435,1.621572,1.973912,0,2.166436,2.158539,0,1.457891,G0
1101,0.012185,0.910031,1.746894,4.449722,0,2.065204,2.078488,0,1.363215,G0
1000,1,-0.303567,0.691537,1,0,1.000004,0,0,0,G2
1000,0,0,0,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,0,0,0,G2
1000,0,0,0,0,0,0,0,0,0,G2
1000,1,-0.315823,0.645461,1,0,0.999996,0,0,0,G2
1000,1,-0.111525,0.73004,1,0,1.000002,0,0,0,G2
1000,1,-0.210051,0.817998,1,0,1.000004,0,0,0,G2
1000,0,0,0,0,0,0,0,0,0,G2
1000,1,-0.267906,0.715518,1,0,1.000001,0,0,0,G2
1000,1,-0.291259,0.765787,1,0,1.000002,0,0,0,G2
1,0.021951,0.488662,2.687721,49.595951,0,0,0,0,1.767377,G3
1,0,0,0,0,0,0,0,0,0,G3
1,0.016166,0.822483,1.57313,53.400436,0,0,0,0,2.123707,G3
1,1,0.211315,0.854765,1,0,0,0,0,0.999996,G3
1,1,0.257286,0.895916,1,0,0,0,0,1,G3
1,1,0.294008,0.85043,1,0,0,0,0,0.999998,G3
1,1,0.213918,0.866428,1,0,0,0,0,1,G3
1,1,0.220521,0.823966,1,0,0,0,0,1.000006,G3
1,1,0.164169,0.803636,1,0,0,0,0,1.000002,G3
1,1,0.15234,0.808144,1,0,0,0,0,0.999999,G3
11000,0.012878,-0.174105,1.103987,50.252277,1.044579,1.342763,0,0,0,G4
11000,0.01306,-0.122953,1.115498,48.429398,1.02026,1.317112,0,0,0,G4
11000,0.01925,0.18846,1.460319,14.786871,1.321736,1.651423,0,0,0,G4
11000,0.012842,-0.164602,1.124563,50.12207,1.062853,1.324382,0,0,0,G4
11000,1,-0.94572,0.261743,1,0.999999,0,0,0,0,G4
11000,0.012948,-0.150126,1.15236,49.292255,1.073794,1.305825,0,0,0,G4
11000,1,-0.98293,0.149529,1,1,0,0,0,0,G4
11000,0.022598,-0.008154,2.584348,77.524254,2.426124,3.016753,0,0,0,G4
11000,0.012736,-0.180848,1.120862,50.425652,1.064021,1.320108,0,0,0,G4
11000,0.024596,1.36589,3.074546,34.100098,2.693211,3.576104,0,0,0,G4
1100,0.038341,-0.063246,1.608927,30.171564,0,2.199013,1.639511,0,0,G5
1100,0.012941,0.972259,1.275522,9.168107,0,2.141881,2.164818,0,0,G5
1100,0.013449,0.856262,1.844815,11.501387,0,2.333805,2.369005,0,0,G5
1100,0.019839,-0.077521,0.717603,26.184465,0,1.039329,1.026227,0,0,G5
1100,0.012127,1.139007,1.570754,18.09214,0,2.224451,2.196905,0,0,G5
1100,0.019658,-0.078388,0.701412,26.263199,0,1.031068,1.032578,0,0,G5
1100,0.018716,0.136451,0.731091,27.691299,0,1.036524,1.036543,0,0,G5
1100,0.018838,0.192035,0.831773,27.695864,0,1.043691,1.033134,0,0,G5
1100,0.018583,0.017633,0.82368,28.322369,0,1.053787,1.028065,0,0,G5
1100,0.039843,-0.183645,1.71031,31.533884,0,2.297198,1.865203,0,0,G5
1110,0.013051,0.15807,0.829726,19.914471,0,1.077399,1.096178,0.999451,0,G6
1110,0.012564,0.699618,1.753694,7.737838,0,2.026054,2.017691,1.018541,0,G6
1110,0.01325,0.125004,0.876376,19.64415,0,1.049706,1.090622,1.000589,0,G6
1110,0.009914,0.641382,1.39442,7.008226,0,1.657774,1.69472,1.652385,0,G6
1110,0.013093,0.070663,0.7709,19.759106,0,1.060436,1.085205,0.994053,0,G6
1110,0.013391,-0.009252,0.785042,19.387762,0,1.053888,1.09321,0.987669,0,G6
1110,0.010097,0.667561,1.313331,5.810316,0,1.63105,1.675169,1.546914,0,G6
1110,0.012,1.009683,0.913673,3.458053,0,1.930304,1.973412,1.798294,0,G6
1110,0.012938,0.356224,0.865698,20.15057,0,1.092186,1.095433,1.04096,0,G6
1110,0.013074,0.24501,0.913107,20.21986,0,1.102524,1.072247,1.014559,0,G6
10001,0.010995,0.13836,0.783446,53.090115,1.168152,0,0,0,1.134924,G7
10001,0.018794,-0.164355,0.71422,28.018694,1.2235,0,0,0,0.873493,G7
10001,1,-0.624042,0.682302,1,0.999999,0,0,0,0,G7
10001,0.011389,0.329231,0.982685,30.324524,1.216756,0,0,0,0.883307,G7
10001,0.011811,0.38034,0.829572,30.072052,1.285367,0,0,0,0.929975,G7
10001,0.013733,0.793739,1.705116,5.104064,2.118214,0,0,0,1.404917,G7
10001,0.011211,0.29787,1.017446,53.317043,1.137744,0,0,0,1.197526,G7
10001,0.025956,3.005895,-4.037921,26.40741,5.048185,0,0,0,4.890343,G7
10001,0.027612,1.964791,3.744629,13.585074,4.32368,0,0,0,2.149859,G7
10001,0.015468,2.029247,2.149701,9.604671,2.969179,0,0,0,3.065298,G7
11001,0.014554,0.470137,1.070538,19.364756,1.055774,1.485595,0,0,1.143429,G8
11001,0.016555,-0.328652,1.079445,35.649731,0.944878,1.26286,0,0,0,G8
11001,0.013906,0.308704,1.041452,20.332781,1.07555,1.432347,0,0,1.095186,G8
11001,0.040954,4.830279,-5.929143,69.943497,4.60176,5.814095,0,0,4.274877,G8
11001,0.0143,0.317377,1.018776,19.7327,1.035106,1.45382,0,0,1.1048,G8
11001,0.0143,0.478468,1.080394,19.846165,1.085714,1.494149,0,0,1.140944,G8
11001,0.013716,0.378964,1.171522,20.634821,1.063753,1.448928,0,0,1.112618,G8
11001,0.013726,0.325927,1.207806,20.530083,1.088946,1.408298,0,0,1.116171,G8
11001,0.014045,0.254995,1.092935,20.212069,1.141094,1.456139,0,0,1.10237,G8
11001,0.01463,0.253362,1.049074,19.471188,1.128674,1.494479,0,0,1.10443,G8
11111,0.009553,0.985754,1.059274,8.73686,1.013167,1.392894,1.382275,1.35018,1.229319,G9
11111,0.010038,0.842018,0.910056,8.881664,1.024812,1.35373,1.427096,1.321351,1.156444,G9
11111,0.010154,1.16038,1.12397,7.105643,1.110522,1.454101,1.464803,1.416359,1.270068,G9
11111,0.01013,1.081631,1.244326,15.284383,1.201026,1.455374,1.441992,1.242956,0,G9
11111,0.010769,0.925269,0.988158,16.43553,1.235293,1.176536,1.119924,1.038524,0,G9
11111,0.010833,0.821203,0.742008,15.619578,1.193114,1.217632,1.120491,0.994459,0,G9
11111,0.009926,0.964381,0.971874,8.800071,1.038205,1.353935,1.416966,1.341328,1.193952,G9
11111,0.009939,0.810025,0.942821,9.380643,1.047191,1.30295,1.417088,1.328558,1.148161,G9
11111,0.010001,0.666753,0.964272,9.375968,0.967904,1.346189,1.399944,1.260825,1.083267,G9
11111,0.009463,0.702865,1.080709,10.967755,0.990773,1.217849,1.365623,1.275622,1.14261,G9
0,1,-0.728452,0.513998,1,0,0,0,0,0,G1
0,1,-0.672955,0.584972,1,0,0,0,0,0,G1
0,1,-0.720727,0.537501,1,0,0,0,0,0,G1
0,1,-0.701598,0.532832,1,0,0,0,0,0,G1
0,1,-0.693084,0.469594,1,0,0,0,0,0,G1
0,1,-0.762485,0.47517,1,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,0,0,0,0,0,0,0,0,0,G1
0,1,-0.698562,0.527928,1,0,0,0,0,0,G1
1101,0.009691,0.726182,1.074775,28.205624,0,1.217814,1.204221,0,1.061919,G0
1101,0.010008,0.792688,1.182609,27.12533,0,1.236175,1.246215,0,1.062514,G0
1101,0.009704,0.809091,1.164044,28.109241,0,1.246101,1.252304,0,1.075778,G0
1101,0.0098,0.838553,1.075516,27.913639,0,1.240257,1.251794,0,1.085787,G0
1101,0.009855,0.655823,1.051815,28.283398,0,1.245692,1.195182,0,1.04399,G0
1101,0.009939,0.86205,1.089669,27.656107,0,1.23234,1.251699,0,1.108289,G0
1101,0.010025,0.956434,1.02905,27.393061,0,1.246368,1.250357,0,1.117048,G0
1101,0.010064,0.955239,0.944636,27.468975,0,1.246951,1.235723,0,1.12298,G0
1101,0.011507,1.007363,1.118087,21.126677,0,1.432204,1.399129,0,0.632419,G0
1101,0.009828,0.734132,1.070149,27.943962,0,1.232924,1.210999,0,1.051843,G0
1000,1,-0.357227,0.413412,1,0,1.000002,0,0,0,G2
1000,1,-0.078084,0.81329,1,0,0.999997,0,0,0,G2
1000,1,-0.18588,0.787667,1,0,0.999999,0,0,0,G2
1000,1,-0.085474,0.800882,1,0,1.000001,0,0,0,G2
1000,1,-0.179387,0.713245,1,0,1.000006,0,0,0,G2
1000,1,-0.199327,0.855622,1,0,1.000002,0,0,0,G2
1000,1,-0.255902,0.608424,1,0,0.999994,0,0,0,G2
1000,1,-0.244464,0.461732,1,0,1,0,0,0,G2
1000,1,-0.125303,0.601262,1,0,0.999996,0,0,0,G2
1000,1,-0.239968,0.602885,1,0,1.000002,0,0,0,G2
1,1,0.443697,0.555626,1,0,0,0,0,0.999998,G3
1,0.027471,0.86226,0.653779,8.558611,0,0,0,0,0.658807,G3
1,0.027034,0.750588,0.592454,8.260798,0,0,0,0,0.660618,G3
1,0.027406,0.893559,0.828634,6.617039,0,0,0,0,0.666826,G3
1,1,0.517816,0.639066,1,0,0,0,0,0.999999,G3
1,1,0.492226,0.655908,1,0,0,0,0,1.000003,G3
1,1,0.483866,0.707425,1,0,0,0,0,0.999996,G3
1,0.032967,0.967046,0.872807,6.362509,0,0,0,0,0.544725,G3
1,1,0.502763,0.467815,1,0,0,0,0,1.000002,G3
1,1,0.51584,0.433847,1,0,0,0,0,0.999998,G3
11000,0.017313,0.00827,1.100329,16.562922,1.268886,1.629099,0,0,0,G4
