@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R1,2,3,4,5,6,7-11,22-weka.filters.unsupervised.attribute.Remove-R12_gesture-weka.filters.unsupervised.attribute.Remove-V-R2,5,6,7-11,12-43,328'

@attribute fingersExtended numeric
@attribute Max_Y numeric
@attribute fingersAreas numeric
@attribute newFingerTipDistRefined_f1 numeric
@attribute newFingerTipDistRefined_f2 numeric
@attribute newFingerTipDistRefined_f3 numeric
@attribute newFingerTipDistRefined_f4 numeric
@attribute newFingerTipDistRefined_f5 numeric
@attribute silhouette1 numeric
@attribute silhouette2 numeric
@attribute silhouette3 numeric
@attribute silhouette4 numeric
@attribute silhouette5 numeric
@attribute silhouette6 numeric
@attribute silhouette7 numeric
@attribute silhouette8 numeric
@attribute silhouette9 numeric
@attribute silhouette10 numeric
@attribute silhouette11 numeric
@attribute silhouette12 numeric
@attribute silhouette13 numeric
@attribute silhouette14 numeric
@attribute silhouette15 numeric
@attribute silhouette16 numeric
@attribute silhouette17 numeric
@attribute silhouette18 numeric
@attribute silhouette19 numeric
@attribute silhouette20 numeric
@attribute silhouette21 numeric
@attribute silhouette22 numeric
@attribute silhouette23 numeric
@attribute silhouette24 numeric
@attribute silhouette25 numeric
@attribute silhouette26 numeric
@attribute silhouette27 numeric
@attribute silhouette28 numeric
@attribute silhouette29 numeric
@attribute silhouette30 numeric
@attribute silhouette31 numeric
@attribute silhouette32 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
0,0.93356,1,0,0,0,0,0,201.048523,174.573807,152.686829,141.830307,154.18898,152.280014,149.575409,158.256744,176.24501,189.552002,214.166473,226.177444,232.447144,228.845764,216.338669,215.483826,217.422638,214.703995,216.935532,231.791031,242.887299,229.018784,210.548492,202.302628,202.27005,210.548523,226.695419,220.237167,214.614853,209.907791,221.669281,219.498901,G1
1101,1.058861,32.128532,0,1.160427,0.920108,0,0,106.338898,117.201668,131.590622,111.752068,130.576523,135.521027,95.320381,94.910179,134.244415,214.16037,154.399734,155.793808,145.325897,146.212662,113.145561,95.345024,86.818016,107.500687,128.624496,152.272659,165.340683,174.790909,183.662521,201.788971,220.272858,229.386642,249.410431,210.226395,142.513107,119.904541,110.121269,100.960999,G0
1101,0.832151,1,0,0.999997,0,0,0,137.015564,116.982727,124.090919,133.137833,90.817398,72.378357,69.185379,152.064117,199.841949,138.792236,138.719131,164.350937,140.462112,112.584267,130.95105,119.097298,109.14019,105.23542,110.897026,152.863495,191.59726,214.483566,227.276367,220.448059,220.415222,228.97908,213.450912,166.789764,140.388214,123.158424,122.098488,127.972565,G0
1101,0.965314,23.471453,0,1.173661,1.234522,0,0.942133,93.329346,108.453094,119.0196,123.745972,71.699112,63.663452,49.775444,104.289009,191.75206,164.329041,101.192383,166.378403,145.719238,127.386497,124.22506,105.509949,92.608276,89.21859,96.996246,118.055519,160.587036,182.55455,193.330765,204.001312,220.361542,229.386642,222.491119,203.252121,132.884521,118.408607,114.223579,90.26889,G0
1101,0.988549,23.955109,0,1.196519,1.217923,0,0.939192,108.927017,104.012695,99.562698,108.388039,117.865044,104.291985,64.136116,68.86731,115.079453,200.798737,165.582977,157.473221,159.160172,176.918106,132.858627,104.341606,89.635284,85.537292,89.874565,135.101288,173.767227,182.281479,188.941528,192.008652,214.287766,229.386642,249.410431,224.081924,149.674576,117.849922,112.73037,105.454895,G0
1101,0.895118,23.617138,0,1.18299,1.232636,0,0.988413,115.709663,99.272728,120.60421,129.4776,128.784531,80.712296,57.861328,159.862976,144.789139,174.441193,112.019547,168.534027,142.603714,149.115677,116.94931,100.989708,97.987656,97.582031,105.640892,118.449593,144.421341,170.353683,182.586914,199.878815,220.272858,229.386642,217.007263,200.491791,133.913849,120.087471,109.454239,109.719086,G0
1101,0.870628,23.632465,0,1.191666,1.217141,0,0.975672,127.6838,133.436783,149.233063,80.816795,63.568462,38.836533,176.276581,139.702454,159.031921,146.142944,183.42894,171.066772,147.826385,156.87529,161.250931,148.0737,149.979797,153.242889,173.114212,205.017761,243.330215,245.661896,229.386642,220.448059,216.293015,211.416672,163.779495,137.451309,123.283936,116.727272,118.713493,131.866257,G0
1101,0.998301,23.944956,0,1.186488,1.220379,0,0.961907,121.039246,115.322479,139.164322,148.864304,92.396919,75.949295,62.470848,119.042915,202.42984,150.943726,81.671066,162.297638,139.078568,150.972794,118.06794,95.095314,90.778946,86.847343,100.122055,120.913933,162.468002,188.421036,200.896347,213.119629,220.415222,229.386642,242.573944,199.203064,156.475601,137.625656,127.737434,135.358124,G0
1101,1.068097,23.390223,0,1.158527,1.233534,0,0.983986,139.106613,110.345856,134.399429,147.382919,131.902359,80.764275,81.357819,127.489853,200.150909,165.088821,91.00248,156.400726,141.515442,135.148895,108.764587,94.927551,85.802528,82.446732,84.091469,113.324951,159.439423,178.120758,193.753906,208.217789,220.415222,229.386642,241.568192,211.111221,156.231995,132.116821,131.538742,130.910187,G0
1101,1.121722,31.454571,0,1.190305,0.904634,0,0,112.824654,125.690071,114.969849,123.687637,130.974228,89.737564,87.044693,93.950851,174.116211,182.566772,141.141617,146.091904,128.406815,133.473526,106.779739,93.125793,88.170868,88.508057,116.4123,146.130066,169.408096,178.932205,192.217636,210.82811,220.415222,229.386642,238.137772,175.683334,136.879395,120.274422,107.585724,108.853935,G0
1101,1.068544,31.916876,0,1.158608,0.917696,0,0,95.641708,98.380363,112.472076,137.567444,113.826141,131.75676,138.153793,106.649681,119.536163,201.711823,174.35556,156.281448,151.443008,149.365112,110.660347,94.008278,102.107559,127.87056,139.284286,153.806717,161.146027,169.694595,174.845062,197.058395,219.98497,229.386642,249.410431,206.440933,133.007263,111.487442,98.122337,91.019409,G0
1000,0,0,0,0,0,0,0,140.470108,140.215607,136.049942,128.786331,116.623436,117.481964,106.907585,148.703964,193.804092,161.89624,115.136711,97.180351,94.620872,96.974327,105.575539,134.974457,159.947464,164.504105,179.064346,189.81012,198.332047,206.579422,221.618698,220.448059,220.415222,229.386642,249.516235,230.189148,196.738983,176.133957,166.024124,149.555481,G2
1000,0.827349,1,0,0.999999,0,0,0,64.686577,53.189625,38.524818,24.550476,24.829332,36.247227,46.396622,50.326225,148.654892,157.534592,166.71608,126.526871,98.662422,88.28978,85.52388,82.553406,80.481674,89.373253,146.012421,183.38298,209.814911,208.748322,207.172272,212.728409,220.415222,229.386642,213.179077,203.022766,150.007843,141.529877,106.003136,73.440491,G2
1000,0.885353,1,0,0.999996,0,0,0,69.974686,51.400787,40.89975,44.747543,40.532612,39.308998,41.46043,42.30175,42.268223,158.954819,152.863724,124.559547,134.509598,110.464233,100.733253,93.181343,96.38974,147.537033,193.563461,195.68718,194.461655,194.247375,186.799316,207.152832,220.415222,229.386642,249.410431,222.175507,141.005997,119.244576,102.915657,83.42926,G2
1000,0.929243,1,0,1.000003,0,0,0,83.421623,73.760101,59.433559,49.111294,51.291298,57.309074,55.244221,54.3545,55.692886,169.87088,155.946274,161.503571,130.444977,111.36734,98.243324,99.184258,99.970665,146.336685,183.896545,198.74472,192.522812,192.313812,194.371246,214.782135,220.415222,229.386642,243.78035,210.356186,134.683075,121.174377,107.676323,93.589691,G2
1000,0.943691,1,0,1.000005,0,0,0,105.598412,91.397087,76.282089,67.985611,66.112259,56.853775,51.333633,52.038097,168.729004,148.473495,186.264923,146.722885,122.415108,95.106682,85.52388,88.235054,88.560158,120.582664,168.527084,187.714111,196.47084,198.735184,201.965485,217.130798,220.415222,229.386642,243.392487,212.185303,160.915375,142.659592,124.451843,109.673004,G2
1000,0.935648,1,0,1.000003,0,0,0,108.062126,82.385193,81.749184,73.22496,55.079582,52.868053,57.204769,57.310192,159.265167,152.441177,146.837875,126.243553,107.939346,93.21212,89.836021,88.068169,89.553932,89.1866,131.119766,185.198883,204.107376,208.292328,215.597107,220.448059,220.415222,229.386642,238.330139,196.145218,172.84288,158.238327,129.092529,124.668839,G2
1000,0.873468,1,0,1.000003,0,0,0,91.902779,71.284157,68.368774,61.136799,52.266968,47.005669,46.822742,45.740234,164.974945,151.583466,135.437103,132.271088,101.185181,90.837135,89.526367,88.109322,92.170914,115.67601,137.498047,200.876877,210.922806,216.170624,213.392715,215.909439,220.415222,229.386642,216.182556,186.210129,144.521027,126.444389,118.426476,118.459183,G2
1000,0.727005,1,0,1.000001,0,0,0,71.616371,56.152821,46.291904,40.272694,35.170551,39.395412,47.3009,54.561947,67.005547,61.032814,183.534576,156.182892,184.107529,154.959579,141.319183,138.556946,139.286911,167.348541,217.092422,212.244507,210.649963,197.666031,183.99408,214.148727,220.415222,229.386642,207.557556,226.481613,130.031708,107.870651,89.533997,78.526825,G2
1000,0,0,0,0,0,0,0,115.73288,109.281151,112.183266,108.889465,100.917137,94.29528,100.048294,97.591721,106.344307,179.676819,183.252213,136.751633,106.335732,94.032585,96.162979,111.294502,148.373032,167.422638,178.45433,189.493057,192.926804,200.132187,206.68013,218.972672,220.415222,229.386642,249.410431,227.564743,170.198364,145.543488,124.909531,122.210579,G2
1000,0.729622,1,0,1,0,0,0,68.124001,51.98423,40.819008,31.719316,37.232151,49.847668,56.543808,58.544846,65.86248,78.566978,82.600891,207.839767,191.540466,166.526443,151.347855,152.105209,162.475967,196.167099,238.386795,226.646271,211.333328,198.202286,181.281036,196.071259,214.388535,223.204544,229.460876,214.93074,212.943512,94.571251,84.067627,81.573631,G2
1,0.83058,1,0,0,0,0,1.000003,201.356659,202.390564,195.097565,221.321381,224.623749,144.055344,126.705132,109.946632,120.310898,126.696579,115.57695,135.737595,166.052597,199.67514,205.267471,207.348816,218.941528,217.613602,221.713699,226.52681,237.119965,227.66626,209.432251,201.309067,201.276398,209.432281,222.304245,206.368851,188.176056,172.713776,175.456802,181.578079,G3
1,0,0,0,0,0,0,0,186.077316,204.043854,181.610367,193.181183,211.031281,207.536667,130.590912,108.962006,102.665947,106.436165,99.827789,94.782257,119.08123,152.221375,185.885651,198.006302,199.821579,210.657684,222.158707,215.364731,223.003754,236.462173,229.386642,220.448059,220.415222,229.386642,248.550308,230.754395,211.432922,193.860672,183.306656,187.203262,G3
1,0.841609,1,0,0,0,0,0.999997,192.906097,208.477249,175.674957,193.316986,215.142609,202.955307,115.712303,92.03244,83.188148,83.814423,89.269325,88.117119,91.230148,115.683044,153.562622,184.324463,189.330017,203.104355,214.814529,217.543533,221.713196,233.775375,229.386642,220.448059,220.415222,229.386642,249.385666,241.846695,216.946548,199.134201,190.343231,184.222717,G3
1,0.728467,1,0,0,0,0,1.000007,200.181488,175.020279,193.501053,218.550735,131.555786,129.437622,100.685402,87.5952,103.640617,114.46051,130.403351,151.758469,174.590897,197.692978,199.580597,211.526672,219.244736,220.41217,221.389328,229.070053,224.625412,198.320175,182.340622,175.149857,175.117004,182.340622,194.808456,181.283615,169.156326,167.00563,171.978668,182.035812,G3
1,0,0,0,0,0,0,0,202.446838,210.143005,184.824249,180.737366,198.39267,204.471436,117.763611,103.082306,95.060532,90.597565,81.160339,86.697449,108.01001,138.334183,171.586716,188.742844,198.51207,217.672684,223.926697,217.732925,222.049347,236.367264,229.386642,220.448059,220.415222,229.386642,249.410431,260.811829,234.27182,219.5681,212.601028,192.981537,G3
1,0.828946,1,0,0,0,0,1.000001,184.135712,203.356552,196.909088,192.636429,219.016632,205.77771,123.034279,101.583389,99.723343,99.680893,98.118309,106.059883,124.141861,156.583618,184.301788,191.449631,197.859894,206.596939,212.026642,214.548111,221.795578,232.883331,229.386642,220.448059,220.415222,229.386642,247.115143,223.638565,202.642105,192.577911,189.097473,182.00946,G3
1,0.889354,1,0,0,0,0,0.999997,179.400162,197.527161,200.269455,171.062439,198.129349,210.461899,123.562012,107.117523,92.076126,92.28244,89.999046,91.353119,116.492966,139.865417,169.198196,186.9133,193.262299,201.765274,212.311707,215.699463,222.952301,233.59726,229.386642,220.448059,220.415222,229.386642,241.011017,216.054825,202.544708,190.487961,174.859039,177.091919,G3
1,0.873453,1,0,0,0,0,1.000003,177.995346,194.444016,159.143661,173.562103,193.153381,198.251968,111.787659,84.650139,66.299194,75.869392,86.488503,87.938148,98.518997,124.503815,154.332916,184.556534,192.472229,199.377502,209.999252,212.181854,219.024963,231.279633,229.386642,220.448059,220.415222,229.386642,247.277634,226.802322,204.465561,182.706528,172.327881,170.759583,G3
1,0.746036,1,0,0,0,0,1.000001,209.385239,221.00322,239.97467,197.341125,217.648926,210.935242,115.876122,107.193359,89.866638,81.409645,86.026588,90.793518,106.402893,116.926941,136.062454,184.754868,212.815353,212.75827,225.839722,228.985855,221.040649,239.593689,229.386642,220.448059,220.415222,229.386642,249.410431,272.798798,241.497696,224.526321,203.455063,207.18576,G3
1,0.87375,1,0,0,0,0,1.000002,183.240463,198.977493,199.252182,182.137024,206.06427,208.890762,124.643608,101.993492,90.976212,91.487534,96.335541,99.586311,112.117325,139.387512,168.380539,189.491837,186.657349,199.232681,208.855362,212.875946,216.807465,227.79924,229.386642,220.448059,220.415222,229.386642,246.483765,230.405533,202.120377,189.562943,179.458572,180.159424,G3
11000,1.28561,68.443039,1.145792,1.390461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205.58963,225.873276,203.190872,161.616394,153.09938,139.231781,159.956253,159.527847,158.019974,163.846329,212.423096,152.943604,157.402481,187.748291,200.751282,219.725296,223.317719,0,0,0,0,G4
11000,1.128605,73.717079,1.337237,1.440097,0,0,0,112.418106,77.897392,67.010307,69.285934,71.752548,96.699974,141.214539,190.902756,122.083351,36.49155,8.516623,6.403124,6.403124,8.516623,10.319173,9.55263,7.535534,207.597565,197.857193,178.02713,146.502121,131.414185,117.855667,177.781616,201.276398,209.432281,227.66629,260.433594,267.894653,246.597549,223.780685,180.730545,G4
11000,-0.644317,1,1.000008,0,0,0,0,94.990181,61.863312,51.35236,48.229504,64.324684,90.94117,135.238205,197.585175,168.598709,75.611977,33.228367,27.44602,22.381788,19.498804,17.899206,17.136436,17.102325,17.899208,213.3255,195.745667,166.48288,131.835876,147.403992,213.428192,213.394958,222.088196,241.334854,273.3992,269.153473,238.27417,193.573914,159.79332,G4
11000,0.246019,1,0.999998,0,0,0,0,36.241516,37.69162,38.652504,36.988647,37.046906,47.482399,62.000874,77.796928,154.904785,228.429672,225.894135,187.270493,136.945114,110.148819,98.860802,88.859116,86.509308,89.421616,84.256996,95.005898,110.642448,135.123428,157.295517,198.856094,220.415222,189.352066,187.889496,172.854767,78.881866,47.695683,37.69162,36.276012,G4
11000,0.342575,36.890366,1.323784,0.890024,0,0,0,119.377487,79.722099,56.598694,37.53508,41.103725,55.78371,74.889549,150.577164,196.233627,138.456512,82.212502,54.503239,45.845974,42.120827,38.807697,35.428955,31.934124,30.594488,206.588318,211.0672,159.531693,143.918442,200.304092,204.98558,210.348907,218.931946,237.973251,271.957855,265.623199,231.858215,206.859909,179.592834,G4
11000,3.957813,99.374763,4.375272,4.654198,0,0,0,0,0,0,0,0,0,0,0,0,186.221725,184.439743,188.573425,150.558548,138.326523,134.290985,125.638901,133.460327,136.519989,132.998428,155.789719,188.2565,199.368362,159.420288,167.322601,196.481064,202.001633,238.535217,257.776031,0,0,0,0,G4
11000,2.411074,54.74033,2.582871,2.650864,0,0,0,107.961319,77.011841,65.059174,65.660889,75.432663,95.837807,107.490448,156.112732,116.338936,0,0,0,1.414214,0,0,0,1,205.610077,192.928146,177.484619,160.94368,153.054611,141.678284,116.075134,170.946472,179.502945,231.250214,264.890594,275.586639,249.480499,227.266022,166.939575,G4
11000,1.204008,64.424599,1.264772,1.321828,0,0,0,135.768585,93.618523,67.177185,72.406342,80.29435,97.581215,121.840561,155.798889,142.58989,51.830788,9.396564,8.910934,9.219544,9.189127,8.395107,8.062258,8.031129,185.341385,170.602203,166.198944,157.812958,132.900894,142.90596,172.808929,214.388535,223.204544,242.687378,276.558594,276.258362,246.750351,228.707413,190.959671,G4
11000,1.27062,69.695953,1.268483,1.443238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198.675751,223.843216,184.458389,158.011292,159.701004,149.196014,172.759842,167.308975,177.060883,199.96048,154.770996,172.305237,166.924347,177.450882,181.084839,196.171875,220.576492,260.557831,0,0,0,G4
11000,1.357879,73.834328,1.361627,1.547966,0,0,0,136.09787,95.190254,74.98616,54.747475,60.44598,85.744904,144.533386,207.47731,165.606903,89.795601,49.951969,36.765049,33.207699,33.659409,32.728359,31.118328,32.423447,34.534958,75.716805,215.926697,166.01651,146.560944,198.467667,205.905029,215.382126,224.159286,243.566345,269.378479,264.067932,244.345001,220.771301,200.289871,G4
1100,0.972637,1,0,1.000006,0,0,0,59.028397,58.107658,55.685787,54.35677,68.734978,103.45829,162.269531,208.193359,126.046005,117.157822,131.420609,152.910095,115.433464,94.199715,76.752167,69.453941,81.719879,101.199173,131.034088,156.596008,172.385223,194.099854,217.271362,220.448059,220.415222,229.386642,217.61972,171.469543,146.776871,105.393799,89.64312,54.368744,G5
1100,0.974128,25.616379,0,0.996102,1.052119,0,0,47.246311,42.792095,40.363152,40.631565,51.851139,71.623978,153.687439,206.486404,152.57225,74.132545,153.373489,144.248337,145.328522,113.468925,94.875328,85.942757,82.010201,80.636131,106.306313,150.017242,173.155838,192.470245,207.033325,220.221191,220.415222,229.386642,223.017578,170.136856,145.298828,96.215691,67.190636,52.267994,G5
1100,0.867764,25.629665,0,1.002487,1.05151,0,0,64.136429,56.449039,51.665634,47.135029,45.217735,61.057674,91.863686,174.612,195.014313,120.913368,168.219116,153.812897,159.318146,125.793358,99.755135,89.918625,84.99218,85.301346,98.289207,138.479279,170.468262,183.596542,196.493225,216.067673,220.415222,229.386642,226.193069,178.865829,145.791931,132.803818,117.264252,84.316803,G5
1100,0.877682,25.679893,0,1.006217,1.047653,0,0,49.948322,36.918926,34.888023,32.440388,30.197824,45.933418,79.868782,174.838028,193.060745,121.9002,150.864548,153.566544,145.922699,132.463791,104.848518,92.830818,86.634743,89.033241,100.543922,140.111649,168.636292,185.171585,192.048477,214.23735,220.415222,229.386642,224.404739,159.690674,129.984314,115.553024,94.474594,57.945225,G5
1100,0.997972,27.027773,0,1.015902,1.033491,0,0,47.284641,42.814705,41.729408,44.52372,43.896255,55.037434,114.55909,202.549011,174.562317,91.817978,151.737061,131.350128,147.209122,118.418404,97.790398,85.262672,81.613899,89.70295,113.184624,149.856812,172.182083,185.163055,207.573318,220.448059,220.415222,229.386642,223.125076,168.482117,135.662048,121.371391,79.094383,51.642151,G5
1100,0.960213,1,0,1.000003,0,0,0,52.629089,48.337452,45.292068,44.642025,51.189129,73.300339,126.964355,196.493317,162.559525,79.496544,134.777618,142.457001,128.501328,97.998734,88.010155,79.922905,80.728165,104.680923,129.4021,153.146927,173.350204,189.247635,206.351761,220.00116,220.415222,229.386642,222.298309,164.792145,134.668457,119.141823,82.678978,53.004822,G5
1100,1.034228,27.902817,0,0.991394,1.079594,0,0,65.519615,68.293297,68.407394,67.354538,67.120995,80.695541,156.233932,216.843903,152.267975,71.317635,152.731293,127.794342,146.303482,115.186485,97.503922,86.475937,79.348534,84.091042,74.675644,109.969948,146.669525,167.307892,194.524109,218.938339,220.415222,229.386642,232.046997,190.046371,161.167221,137.370728,109.124443,74.406258,G5
1100,0.996419,1,0,1.000001,0,0,0,124.398651,113.120476,124.857849,144.901703,175.061569,158.701523,178.32959,0,0,0,0,0,160.110336,148.658234,158.464188,142.218338,155.445953,143.641861,146.342621,152.600525,179.91893,177.225998,172.735031,194.190872,148.917465,171.06871,216.765274,225.93045,185.008209,142.398392,131.105148,135.190125,G5
1100,0,0,0,0,0,0,0,118.481934,125.406876,138.019135,157.683762,190.607193,166.724533,176.085159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.150085,161.621017,174.724655,218.027054,146.439438,156.559677,132.645752,124.217888,G5
1100,0.969423,1,0,0.999999,0,0,0,68.206787,68.140282,67.644493,74.387604,95.727989,126.155823,189.359329,144.964432,47.401371,131.262939,177.338623,128.796707,98.398262,80.454781,70.685852,67.497253,81.594597,94.877487,120.246864,151.731812,164.464767,185.328918,211.690445,220.448059,220.415222,229.386642,220.723984,182.851166,149.386536,132.886841,100.327583,70.059677,G5
1110,0.993641,18.979395,0,1.03676,1.153706,0.996826,0,91.278252,99.918846,108.223686,124.75975,131.613098,123.152115,151.633621,209.913605,180.155441,103.204071,51.768173,36.181622,152.888702,152.130096,123.40361,108.10321,103.438179,88.886436,82.347221,101.414818,126.791725,159.860214,212.18042,220.448059,217.545715,212.328522,222.983505,234.473022,207.45134,159.689056,123.221138,97.939598,G6
1110,0.938215,1,0,0.999998,0,0,0,91.055786,85.152382,91.956573,111.121559,134.344574,173.817413,151.827896,186.984009,171.472488,90.605576,148.058517,128.660965,147.180466,122.180557,105.248848,88.357506,80.08065,82.898529,87.583801,116.071846,149.528366,170.352081,200.196228,220.199783,220.415222,229.386642,225.117722,172.815674,145.775848,132.832718,117.417992,105.476784,G6
1110,0.926696,18.622959,0,1.022139,1.155098,1.007376,0,58.028545,59.201786,63.281582,64.581932,72.97007,78.874443,128.400375,147.80159,165.989258,163.717804,149.329163,171.069962,101.135185,82.524567,73.664749,74.174622,78.813423,75.903748,72.696747,64.297714,61.421509,62.97562,77.893082,120.673332,186.650238,229.094055,237.554581,195.208344,133.355255,73.384056,58.897156,53.034458,G6
1110,0.912681,18.366129,0,1.016173,1.160586,1.011489,0,56.450817,60.219971,59.552834,59.916054,63.194572,71.29126,118.125572,154.527557,162.664551,167.151657,120.973045,175.183838,122.716202,83.023697,80.751892,76.909264,82.827667,82.633072,80.301506,77.037842,73.370712,70.517128,86.06813,132.958801,201.31987,229.386642,241.602264,203.556686,129.074722,72.961571,58.911377,60.708069,G6
1110,0.922221,17.936562,0,1.013224,1.162504,1.003669,0,115.430862,105.695839,109.263321,124.237625,129.490753,135.723511,165.078415,215.619659,180.841354,80.112251,21.747608,19.614279,158.958252,141.709641,111.682076,80.529305,97.405655,92.487633,96.445297,97.087059,115.563423,177.675949,221.506989,220.448059,220.415222,229.386642,249.410431,259.356628,205.207306,150.655975,133.721405,132.402985,G6
1110,1.078765,17.76836,0,1.020718,1.151267,0.996078,0,61.727531,67.779411,84.592438,105.363708,126.47641,163.303329,150.528275,180.449493,187.50766,116.765213,100.048676,148.869827,129.774338,131.685471,109.517174,92.943344,87.17067,86.348457,97.492722,122.290787,157.152618,179.38649,194.260681,214.524857,220.415222,229.386642,218.910461,154.77446,127.100838,105.658798,86.855064,71.393547,G6
1110,1.005026,17.800419,0,1.012118,1.152329,1.014069,0,77.293655,91.632561,111.682152,109.281731,120.978928,107.326546,140.72644,203.981979,142.623169,94.555336,133.809372,128.663528,101.667152,130.966064,118.68187,110.874794,105.308716,112.163864,129.974625,148.227585,178.185654,219.948334,229.455521,220.448059,215.999893,205.327362,156.429825,125.190933,112.250839,97.326233,83.684395,69.767944,G6
