@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R2,4,6,12'

@attribute fingersExtended numeric
@attribute Max_X numeric
@attribute fingersAreas numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
1,0.294008,1,G3
1,0.213918,1,G3
1,0.220521,1,G3
1,0.164169,1,G3
1,0.15234,1,G3
11000,-0.174105,50.252277,G4
11000,-0.122953,48.429398,G4
11000,0.18846,14.786871,G4
11000,-0.164602,50.12207,G4
11000,-0.94572,1,G4
11000,-0.150126,49.292255,G4
11000,-0.98293,1,G4
11000,-0.008154,77.524254,G4
11000,-0.180848,50.425652,G4
11000,1.36589,34.100098,G4
1100,-0.063246,30.171564,G5
1100,0.972259,9.168107,G5
1100,0.856262,11.501387,G5
1100,-0.077521,26.184465,G5
1100,1.139007,18.09214,G5
1100,-0.078388,26.263199,G5
1100,0.136451,27.691299,G5
1100,0.192035,27.695864,G5
1100,0.017633,28.322369,G5
1100,-0.183645,31.533884,G5
1110,0.15807,19.914471,G6
1110,0.699618,7.737838,G6
1110,0.125004,19.64415,G6
1110,0.641382,7.008226,G6
1110,0.070663,19.759106,G6
1110,-0.009252,19.387762,G6
1110,0.667561,5.810316,G6
1110,1.009683,3.458053,G6
1110,0.356224,20.15057,G6
1110,0.24501,20.21986,G6
10001,0.13836,53.090115,G7
10001,-0.164355,28.018694,G7
10001,-0.624042,1,G7
10001,0.329231,30.324524,G7
10001,0.38034,30.072052,G7
10001,0.793739,5.104064,G7
10001,0.29787,53.317043,G7
10001,3.005895,26.40741,G7
10001,1.964791,13.585074,G7
10001,2.029247,9.604671,G7
11001,0.470137,19.364756,G8
11001,-0.328652,35.649731,G8
11001,0.308704,20.332781,G8
11001,4.830279,69.943497,G8
11001,0.317377,19.7327,G8
11001,0.478468,19.846165,G8
11001,0.378964,20.634821,G8
11001,0.325927,20.530083,G8
11001,0.254995,20.212069,G8
11001,0.253362,19.471188,G8
11111,0.985754,8.73686,G9
11111,0.842018,8.881664,G9
11111,1.16038,7.105643,G9
11111,1.081631,15.284383,G9
11111,0.925269,16.43553,G9
11111,0.821203,15.619578,G9
11111,0.964381,8.800071,G9
11111,0.810025,9.380643,G9
11111,0.666753,9.375968,G9
11111,0.702865,10.967755,G9
0,-0.728452,1,G1
0,-0.672955,1,G1
0,-0.720727,1,G1
0,-0.701598,1,G1
0,-0.693084,1,G1
0,-0.762485,1,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,-0.698562,1,G1
1101,0.726182,28.205624,G0
1101,0.792688,27.12533,G0
1101,0.809091,28.109241,G0
1101,0.838553,27.913639,G0
1101,0.655823,28.283398,G0
1101,0.86205,27.656107,G0
1101,0.956434,27.393061,G0
1101,0.955239,27.468975,G0
1101,1.007363,21.126677,G0
1101,0.734132,27.943962,G0
1000,-0.357227,1,G2
1000,-0.078084,1,G2
1000,-0.18588,1,G2
1000,-0.085474,1,G2
1000,-0.179387,1,G2
1000,-0.199327,1,G2
1000,-0.255902,1,G2
1000,-0.244464,1,G2
1000,-0.125303,1,G2
1000,-0.239968,1,G2
1,0.443697,1,G3
1,0.86226,8.558611,G3
1,0.750588,8.260798,G3
1,0.893559,6.617039,G3
1,0.517816,1,G3
1,0.492226,1,G3
1,0.483866,1,G3
1,0.967046,6.362509,G3
1,0.502763,1,G3
1,0.51584,1,G3
11000,0.00827,16.562922,G4
11000,-0.44694,50.63102,G4
11000,-0.455291,55.133663,G4
11000,-0.073055,17.029902,G4
11000,0.004683,16.374195,G4
11000,0.010504,15.88985,G4
11000,0.036607,16.279348,G4
11000,-0.058973,16.642817,G4
11000,-0.015395,16.67091,G4
11000,-0.220726,55.099251,G4
1100,0.189658,27.466497,G5
1100,0.319402,27.646662,G5
1100,0.259142,27.798517,G5
1100,0.100846,27.890408,G5
1100,0.283289,27.676783,G5
1100,0.220504,27.788082,G5
1100,0.07513,27.94903,G5
1100,-0.022152,28.034847,G5
1100,0.04532,27.223623,G5
1100,0.025468,27.652082,G5
1110,0.322959,17.168375,G6
1110,0.248405,17.378466,G6
1110,0.340859,17.14905,G6
1110,0.420885,17.237867,G6
1110,0.329623,16.897444,G6
1110,0.270949,16.801483,G6
1110,0.288639,16.922415,G6
1110,0.044501,16.54907,G6
1110,0.239615,18.471989,G6
1110,0.244437,17.622847,G6
10001,1.347333,72.201683,G7
10001,1.202937,72.33197,G7
10001,1.145428,73.953262,G7
10001,1.153348,72.239662,G7
10001,1.182747,72.002129,G7
10001,1.150035,71.816238,G7
10001,0.951274,72.34948,G7
10001,0.945516,72.178688,G7
10001,0.999471,70.320694,G7
10001,1.297328,71.736969,G7
11001,0.544992,29.699686,G8
11001,0.811194,28.802959,G8
11001,0.873147,21.44853,G8
11001,0.921665,21.427652,G8
11001,0.690302,28.632725,G8
11001,0.828407,28.429342,G8
11001,0.923193,28.363503,G8
11001,0.495076,29.338818,G8
11001,0.376799,29.090879,G8
11001,0.352291,21.3776,G8
11111,1.282685,7.51787,G9
11111,1.095357,10.037858,G9
11111,1.047545,10.449368,G9
11111,1.152834,9.683265,G9
11111,0.9195,9.851491,G9
11111,0.735712,10.246622,G9
11111,0.897672,9.076012,G9
11111,1.009016,9.387828,G9
11111,1.13926,9.189385,G9
11111,1.177129,9.54729,G9
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
1101,0.493973,20.882399,G0
1101,0.707169,20.860098,G0
1101,0.405435,20.991903,G0
1101,0.807531,21.261385,G0
1101,0.639225,21.232153,G0
1101,-0.38578,19.8237,G0
1101,0.334742,20.460182,G0
1101,0.587771,21.052015,G0
1101,0.771776,21.471386,G0
1101,0.809268,20.57741,G0
1000,-0.446635,1,G2
1000,0,0,G2
1000,-0.63726,1,G2
1000,-0.562339,1,G2
1000,-0.023712,1,G2
1000,-0.295672,1,G2
1000,-0.329493,1,G2
1000,-0.377284,1,G2
1000,-0.260873,1,G2
1000,-0.251762,1,G2
1,0,0,G3
1,1.007043,37.467548,G3
1,0,0,G3
1,0,0,G3
1,0.398717,1,G3
1,0,0,G3
1,0.496599,1,G3
1,0.473024,1,G3
1,0.490308,1,G3
1,0,0,G3
11000,-0.49783,1,G4
11000,0.265145,43.335747,G4
11000,0.150528,32.805344,G4
11000,0.479933,44.423435,G4
11000,0.540778,39.716812,G4
11000,0.402733,47.848164,G4
11000,-0.211578,55.99432,G4
11000,0.20852,47.99987,G4
11000,0.6976,45.919861,G4
11000,0.446533,1,G4
1100,0.317808,21.402111,G5
1100,0.21086,23.92918,G5
1100,0.354287,16.443775,G5
1100,0,0,G5
1100,0.01223,22.162588,G5
1100,0.229529,22.216434,G5
1100,0.26645,21.863609,G5
1100,0.800136,15.804931,G5
1100,0,0,G5
1100,0,0,G5
1110,-0.043368,17.562973,G6
1110,0.511672,13.202558,G6
1110,-0.489108,1,G6
1110,0.481586,13.649017,G6
1110,0.43352,13.525636,G6
1110,0.508264,22.681602,G6
1110,0.622914,13.019904,G6
1110,0.004846,1,G6
1110,-0.563037,1,G6
1110,0.184303,13.217293,G6
10001,1.172664,37.84771,G7
10001,1.219794,72.603188,G7
10001,0,0,G7
10001,-0.152401,1,G7
10001,1.045063,70.606186,G7
10001,1.187844,70.109825,G7
10001,0,0,G7
10001,1.172019,70.54409,G7
10001,1.116929,70.084503,G7
10001,1.323805,70.591492,G7
11001,0.89502,26.484047,G8
11001,0.857352,23.794563,G8
11001,-0.245824,38.128246,G8
11001,-0.206555,31.819365,G8
11001,0.644384,23.968681,G8
11001,0.731228,25.091311,G8
11001,1.015224,24.495312,G8
11001,0.221916,37.014832,G8
11001,0.887352,26.107718,G8
11001,1.033524,24.757931,G8
11111,1.074907,10.972218,G9
11111,1.392195,6.586637,G9
11111,0.94556,10.187063,G9
11111,0.939469,10.263643,G9
11111,0.943199,10.127734,G9
11111,0.896367,15.87604,G9
11111,0.667916,10.776596,G9
11111,0.58002,11.155943,G9
11111,1.052728,11.073741,G9
11111,0.936526,11.279895,G9
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0.556589,1,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
1101,0.598957,21.950901,G0
1101,0.553095,21.175959,G0
1101,0.616175,21.540407,G0
1101,0.612207,21.725775,G0
1101,0.463449,19.810598,G0
1101,0.705224,22.240541,G0
1101,0.483673,20.829376,G0
1101,0.628469,21.165833,G0
1101,0.528844,21.224251,G0
1101,0.721161,22.230488,G0
1000,0,0,G2
1000,0,0,G2
1000,0,0,G2
1000,0,0,G2
1000,0,0,G2
1000,0,0,G2
1000,0,0,G2
1000,0,0,G2
1000,0,0,G2
1000,0,0,G2
1,0.467396,1,G3
1,0.461049,1,G3
1,0.486204,1,G3
1,0.466035,1,G3
1,0,0,G3
1,0,0,G3
1,0,0,G3
1,0.270761,1,G3
1,0.231942,1,G3
1,0.384351,1,G3
11000,-0.009127,60.291145,G4
11000,-0.182513,65.190086,G4
11000,-0.239257,57.752979,G4
11000,-0.890757,1,G4
11000,0.274832,19.895859,G4
11000,-0.968462,1,G4
11000,0.182582,64.328163,G4
11000,-0.090671,64.884415,G4
11000,-0.064743,67.481865,G4
11000,0.172381,65.172585,G4
1100,0.552577,26.83696,G5
1100,0.234747,1,G5
1100,0.347492,1,G5
1100,0,0,G5
1100,0.402656,31.140699,G5
1100,0.407046,32.815556,G5
1100,0.239673,28.256777,G5
1100,0.312447,25.189964,G5
1100,0,0,G5
1100,0.415659,27.55373,G5
1110,0.582497,18.980923,G6
1110,0.59541,19.703587,G6
1110,0.532532,18.328455,G6
1110,0.623132,17.970846,G6
1110,0.4485,18.655182,G6
1110,0.62582,16.783241,G6
1110,0.483239,12.948482,G6
1110,0.740884,20.249958,G6
1110,0.750233,20.156908,G6
1110,0.791949,18.80793,G6
10001,0.943968,67.945549,G7
10001,1.077569,36.497276,G7
10001,3.403178,124.514069,G7
10001,1.058594,37.33736,G7
10001,1.095505,70.948708,G7
10001,1.006503,36.409126,G7
10001,1.069142,66.473228,G7
10001,0.981127,66.771965,G7
10001,0.885921,65.038383,G7
10001,0.849016,66.394348,G7
11001,1.227301,20.396193,G8
11001,0.992309,25.542887,G8
11001,0.677979,27.315542,G8
11001,1.123231,24.433315,G8
11001,0.974945,26.35997,G8
11001,1.000095,24.703197,G8
11001,0.930347,26.63711,G8
11001,0.750694,25.718967,G8
11001,0.791638,25.982103,G8
11001,0.925355,25.234972,G8
11111,1.127704,15.185007,G9
11111,1.1819,15.276175,G9
11111,1.383087,15.187655,G9
11111,1.049647,19.015265,G9
11111,1.346604,15.613431,G9
11111,1.247788,15.682833,G9
11111,1.202673,15.486366,G9
11111,0.883985,18.255842,G9
11111,1.361782,9.37676,G9
11111,1.007664,18.710051,G9
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
1101,0.597382,23.849249,G0
1101,0.681706,24.9988,G0
1101,0.686494,24.508358,G0
1101,0.505489,54.984791,G0
1101,0.809986,25.160847,G0
1101,0.848038,25.775015,G0
1101,0.606749,24.676746,G0
1101,0.564187,23.645828,G0
1101,-0.360713,1,G0
1101,0.68375,23.794411,G0
1000,-0.324908,1,G2
1000,-0.244712,1,G2
1000,-0.085464,1,G2
1000,-0.302308,1,G2
1000,0,0,G2
1000,-0.20352,1,G2
1000,-0.217339,1,G2
1000,0,0,G2
1000,0.074399,33.111378,G2
1000,-0.157849,1,G2
1,0.330429,1,G3
1,0.174462,1,G3
1,0.285143,1,G3
1,0.411038,1,G3
1,0.234592,1,G3
1,0.134083,1,G3
1,0.04225,1,G3
1,0.286535,1,G3
1,0.382666,1,G3
1,0.296203,1,G3
11000,-0.965539,1,G4
11000,0.119147,20.527178,G4
11000,0.231276,20.604887,G4
11000,-0.14338,61.082603,G4
11000,-0.373114,57.431267,G4
11000,-0.547359,54.200619,G4
11000,-0.176782,54.161648,G4
11000,0.001529,56.480007,G4
11000,-0.272443,57.925606,G4
11000,-0.230886,56.000134,G4
1100,0.092056,26.642244,G5
1100,0.274169,37.154068,G5
1100,0.224598,34.104729,G5
1100,-0.106119,1,G5
1100,0.08176,26.021835,G5
1100,0.301604,24.800642,G5
1100,0.170835,1,G5
1100,0.11474,26.962458,G5
1100,0.10985,26.692886,G5
1100,0.018719,26.765795,G5
1110,0.413602,20.256214,G6
1110,0.377758,17.047852,G6
1110,0.298367,16.729675,G6
1110,0.459313,17.787954,G6
1110,0.491706,17.265451,G6
1110,0.256337,16.213783,G6
1110,0.488008,20.062643,G6
1110,0.50416,22.757629,G6
1110,0.457934,21.377962,G6
1110,0.374892,20.55521,G6
10001,0.701891,65.847382,G7
10001,-0.820075,1,G7
10001,-0.818262,1,G7
10001,0.768414,68.86422,G7
10001,0.785725,71.958382,G7
10001,1.105771,67.966751,G7
10001,0.548605,65.299904,G7
10001,0.248988,65.007561,G7
10001,0.527894,65.652946,G7
10001,0.619472,65.71978,G7
11001,0.485468,19.692427,G8
11001,0.955128,26.485064,G8
11001,0.766878,26.629318,G8
11001,1.305254,20.762381,G8
11001,0.937405,25.938713,G8
11001,0.633478,26.409336,G8
11001,0.961441,27.467936,G8
11001,1.20847,26.583305,G8
11001,1.363419,18.89397,G8
11001,0.977304,25.939802,G8
11111,0.835729,9.527532,G9
11111,0.911842,9.668103,G9
11111,1.011594,9.613049,G9
11111,0.799858,9.570864,G9
11111,0.800566,9.555344,G9
11111,0.98364,9.51868,G9
11111,0.788263,9.576638,G9
11111,0.839511,9.988613,G9
11111,0.599558,9.809388,G9
11111,0.929799,9.195293,G9
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
1101,0.445864,26.168962,G0
1101,0.479034,26.312696,G0
1101,0.726965,27.028696,G0
1101,0.67259,36.385403,G0
1101,0.543432,26.946838,G0
1101,0.349437,26.449289,G0
1101,0.598121,26.165817,G0
1101,0.796306,26.78388,G0
1101,0.769418,26.587257,G0
1101,0.614263,26.258286,G0
1000,-0.012735,1,G2
1000,0.005355,1,G2
1000,0.202659,1,G2
1000,-0.297177,1,G2
1000,-0.127664,1,G2
1000,-0.005915,1,G2
1000,0,0,G2
1000,0,0,G2
1000,-0.106377,1,G2
1000,0.159143,1,G2
1,0.382613,1,G3
1,0.214919,1,G3
1,0.182696,1,G3
1,-0.280551,1,G3
1,0.305531,1,G3
1,0.417575,1,G3
1,0.412537,1,G3
1,-0.067955,1,G3
1,0.042513,1,G3
1,0.380809,1,G3
11000,-0.909986,58.086987,G4
11000,0.087269,57.091476,G4
11000,-0.486802,56.859406,G4
11000,-0.045499,57.191746,G4
11000,0.10864,55.289829,G4
11000,-0.06354,57.419991,G4
11000,-0.314816,55.999855,G4
11000,-0.289388,57.919682,G4
11000,0.413275,55.645729,G4
11000,-0.778183,58.284771,G4
1100,0.168277,31.363859,G5
1100,0.433333,31.544939,G5
1100,-0.012718,30.578329,G5
1100,0.181923,1,G5
1100,0.490639,30.718582,G5
1100,0.315048,31.152681,G5
1100,-0.059789,30.603867,G5
1100,0,0,G5
1100,0.287377,1,G5
1100,0.480632,1,G5
1110,0.081234,21.632675,G6
1110,0.42676,21.888054,G6
1110,0.172185,21.601242,G6
1110,0.608557,21.487022,G6
1110,0.46298,21.360723,G6
1110,0.092397,21.818707,G6
1110,0.192309,46.536037,G6
1110,0.647684,22.232635,G6
1110,0.65487,22.062029,G6
1110,0.141944,21.714144,G6
10001,0.840307,72.915581,G7
10001,0.516876,71.795464,G7
10001,0.521569,1,G7
10001,0.103685,74.483971,G7
10001,0.331051,72.88903,G7
10001,0.845901,71.345612,G7
10001,0.720649,72.90947,G7
10001,0.146131,73.319832,G7
10001,0.524327,71.310219,G7
10001,0.922788,72.125488,G7
11001,0.238445,31.338329,G8
11001,0.282635,29.624895,G8
11001,1.082419,20.945076,G8
11001,0.97525,27.066563,G8
11001,0.529585,20.89237,G8
11001,0.034141,30.838646,G8
11001,0.226677,33.216892,G8
11001,0.948481,19.724712,G8
11001,0.915602,26.856787,G8
11001,0.51753,28.943487,G8
11111,0.779635,9.225645,G9
11111,0.971793,8.554334,G9
11111,1.335971,7.527702,G9
11111,1.170982,9.265546,G9
11111,0.487906,13.013872,G9
11111,0.951539,7.865595,G9
11111,1.292913,7.158701,G9
11111,1.302239,8.319952,G9
11111,1.366719,9.097486,G9
11111,1.255683,7.326109,G9
0,-0.659883,1,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,-0.536885,1,G1
1101,0.607003,23.832621,G0
1101,0.621065,24.683174,G0
1101,0.710747,24.046339,G0
1101,0.714895,24.023407,G0
1101,0.627897,24.130436,G0
1101,0.637064,24.313951,G0
1101,0.565185,24.521149,G0
1101,0.76783,24.014828,G0
1101,0.718374,23.529587,G0
1101,0.639895,23.898355,G0
1000,-0.186933,1,G2
1000,0,0,G2
1000,0,0,G2
1000,-0.209282,1,G2
1000,-0.284805,1,G2
1000,-0.217091,1,G2
1000,-0.27134,1,G2
1000,-0.238138,1,G2
1000,-0.139853,1,G2
1000,-0.073909,1,G2
1,0.344561,8.506701,G3
1,0.398717,7.927714,G3
1,0.487774,10.126935,G3
1,0.449431,1,G3
1,0.213496,1,G3
1,0.262937,1,G3
1,0.214955,1,G3
1,0.449552,1,G3
1,1.710599,23.497416,G3
1,0.708482,5.273829,G3
11000,-0.426197,59.469852,G4
11000,-0.069536,61.977364,G4
11000,0.022753,17.686871,G4
11000,0.059144,16.85124,G4
11000,-0.263844,59.102325,G4
11000,-0.3073,58.927902,G4
11000,-0.275646,55.643902,G4
11000,0.023907,16.527731,G4
11000,0.069277,16.144819,G4
11000,-0.38037,58.243668,G4
1100,0.288046,11.685607,G5
1100,0.317447,12.096399,G5
1100,0.074045,20.38121,G5
1100,0.209435,13.059745,G5
1100,-0.005151,18.398626,G5
1100,-0.069441,20.161581,G5
1100,-0.034059,20.579874,G5
1100,0.042963,21.918484,G5
1100,0.084807,21.838837,G5
1100,0.041713,22.028656,G5
1110,0.199688,16.657824,G6
1110,0.187067,17.518053,G6
1110,0.369454,18.369394,G6
1110,0.352403,17.416874,G6
1110,0.266749,17.6022,G6
1110,0.20345,17.486063,G6
1110,0.146607,17.368622,G6
1110,0.219407,16.699467,G6
1110,0.332046,16.363829,G6
1110,0.30911,16.45619,G6
10001,0.850724,70.715561,G7
10001,1.075712,75.25396,G7
10001,1.098629,74.476662,G7
10001,1.016533,74.238731,G7
10001,1.116785,38.641808,G7
10001,1.353137,38.536831,G7
10001,1.241883,38.583569,G7
10001,1.089298,74.622139,G7
10001,0.953686,73.155258,G7
10001,0.885284,71.551888,G7
11001,0.580094,26.781996,G8
11001,0.478482,28.80545,G8
11001,0.647255,28.613096,G8
11001,0.676838,27.207085,G8
11001,0.713781,27.657455,G8
11001,0.707518,27.518652,G8
11001,0.809132,27.286549,G8
11001,0.647453,28.26943,G8
11001,0.671939,22.030617,G8
11001,0.809869,19.272738,G8
11111,1.007206,8.117502,G9
11111,0.834694,10.38061,G9
11111,0.855786,10.620007,G9
11111,0.914123,10.668647,G9
11111,0.938263,10.380974,G9
11111,0.866689,10.107798,G9
11111,0.844801,10.786802,G9
11111,0.877421,10.873189,G9
11111,0.827236,10.106714,G9
11111,0.825258,8.679494,G9
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
0,0,0,G1
1101,0.697043,38.291283,G0
1101,0.355125,18.480722,G0
1101,0.061216,19.38308,G0
1101,0.555953,20.122631,G0
1101,0.52277,16.8874,G0
1101,0.292447,17.594244,G0
1101,0.213229,17.135557,G0
1101,0.544974,24.73082,G0
1101,0.659414,24.597374,G0
1101,0.45662,23.893164,G0
1000,0,0,G2
1000,-0.423096,1,G2
1000,0.81831,13.236033,G2
1000,0,0,G2
1000,0,0,G2
1000,-0.144776,31.299549,G2
1000,0,0,G2
1000,-0.572159,1,G2
1000,-0.433531,1,G2
1000,-0.089519,1,G2
1,0.258719,1,G3
1,0.242,1,G3
1,0.098345,1,G3
1,0.004216,1,G3
1,0.38494,1,G3
1,0.549606,1,G3
1,0.19082,1,G3
1,-0.10305,1,G3
1,0.435361,1,G3
1,0.591228,1,G3
11000,-0.412135,65.318405,G4
11000,0.03018,65.491806,G4
11000,-0.259703,65.689003,G4
11000,-0.219504,65.159004,G4
