@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R2,7-11,12'

@attribute fingersExtended numeric
@attribute newFingerTipDistRefined_f1 numeric
@attribute newFingerTipDistRefined_f2 numeric
@attribute newFingerTipDistRefined_f3 numeric
@attribute newFingerTipDistRefined_f4 numeric
@attribute newFingerTipDistRefined_f5 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
11111,103.224998,121.300003,130.766006,128.531998,111.373001,G9
11111,106.547997,122.781998,136.326004,136.412003,117.976997,G9
11111,95.237396,102.349998,112.341003,108.726997,93.588997,G9
11111,133.960999,0,0,0,0,G9
11111,97.067802,105.236,113.291,111.339996,100.599998,G9
11111,126.260002,0,0,0,0,G9
11111,101.417999,101.126999,114.833,111.983002,96.759903,G9
11111,98.643501,95.384804,110.667999,109.872002,97.678596,G9
11111,97.3955,124.738998,115.880997,102.863998,0,G9
0,86.944199,0,0,0,0,G1
0,98.389503,0,0,0,0,G1
0,0,0,0,0,0,G1
0,106.129997,0,0,0,0,G1
0,102.500999,0,0,0,0,G1
0,105.296997,0,0,0,0,G1
0,109.553001,0,0,0,0,G1
0,98.824997,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
1101,93.812103,96.124397,66.9897,0,0,G0
1101,93.563904,97.066597,75.4216,0,0,G0
1101,100.234001,102.940002,77.876198,0,0,G0
1101,93.298302,95.126404,71.707703,0,0,G0
1101,95.024597,96.257401,37.310799,77.351898,0,G0
1101,105.160004,106.960999,78.053802,0,0,G0
1101,104.260002,102.469002,85.7229,0,0,G0
1101,99.112701,100.557999,78.215401,0,0,G0
1101,98.651398,101.000999,75.143204,0,0,G0
1101,87.440903,87.005699,59.714199,0,0,G0
1000,115.737,0,0,0,0,G2
1000,80.178101,0,0,0,0,G2
1000,0,0,0,0,0,G2
1000,0,0,0,0,0,G2
1000,116.958,0,0,0,0,G2
1000,113.138,0,0,0,0,G2
1000,110.500999,53.357498,0,0,0,G2
1000,110.375,51.494499,0,0,0,G2
1000,111.318001,52.629601,0,0,0,G2
1000,109.982002,52.1091,0,0,0,G2
1,113.277,0,0,0,0,G3
1,91.757103,0,0,0,0,G3
1,106.957001,0,0,0,0,G3
1,110.268997,0,0,0,0,G3
1,109.665001,0,0,0,0,G3
1,135.882996,0,0,0,0,G3
1,59.834099,94.816498,0,0,0,G3
1,108.246002,0,0,0,0,G3
1,106.544998,0,0,0,0,G3
1,101.910004,0,0,0,0,G3
11000,83.315903,109.390999,0,0,0,G4
11000,92.199402,118.580002,0,0,0,G4
11000,95.2593,122.478996,0,0,0,G4
11000,87.117996,112.362999,58.881401,0,0,G4
11000,83.523903,113.338997,56.2192,0,0,G4
11000,88.517601,113.525002,58.933201,0,0,G4
11000,89.174004,112.768997,60.979599,0,0,G4
11000,88.610901,113.556,60.487099,0,0,G4
11000,86.2808,110.233002,0,0,0,G4
11000,86.022003,109.877998,0,0,0,G4
1100,96.672798,96.496902,0,0,0,G5
1100,102.778999,106.649002,0,0,0,G5
1100,109.610001,114.014,0,0,0,G5
1100,112.366997,119.594002,121.306,0,0,G5
1100,108.709999,115.466003,0,0,0,G5
1100,104.001999,109.497002,0,0,0,G5
1100,101.138,105.140999,0,0,0,G5
1100,91.851303,93.425598,0,0,0,G5
1100,98.891502,101.624001,0,0,0,G5
1100,97.521202,99.0504,0,0,0,G5
1110,105.122002,111.474998,97.892601,0,0,G6
1110,92.447098,97.091301,43.062302,90.696602,0,G6
1110,103.485001,107.704002,98.470703,0,0,G6
1110,89.549202,92.261002,79.6325,0,0,G6
1110,83.667999,88.539001,79.108002,0,0,G6
1110,92.661301,99.374199,89.316704,0,0,G6
1110,96.857697,102.976997,93.476799,0,0,G6
1110,97.362999,103.477997,92.367203,0,0,G6
1110,97.2173,104.301003,94.2453,0,0,G6
1110,105.761002,115.042,102.878998,0,0,G6
10001,108.107002,108.884003,0,0,0,G7
10001,98.513298,62.635101,106.789001,0,0,G7
10001,99.552498,65.182602,106.087997,0,0,G7
10001,94.540497,105.625,0,0,0,G7
10001,96.964104,103.737,0,0,0,G7
10001,100.123001,63.799301,104.551003,0,0,G7
10001,100.950996,68.823097,63.991699,104.011002,0,G7
10001,91.495903,54.508701,54.2957,93.050697,0,G7
10001,92.336098,50.448601,52.889301,92.208603,0,G7
10001,89.891197,52.7439,53.3228,93.218102,0,G7
11001,89.828796,128.800003,100.601997,107.473999,0,G8
11001,120.622002,99.072304,0,0,0,G8
11001,85.422897,112.344002,95.417603,0,0,G8
11001,87.181602,118.410004,92.854202,0,0,G8
11001,88.029999,119.420998,96.723297,0,0,G8
11001,90.052299,119.950996,94.284798,0,0,G8
11001,82.440697,118.263,96.090302,0,0,G8
11001,82.578796,119.093002,97.554703,0,0,G8
11001,82.320396,114.208,62.678101,93.828796,0,G8
11001,88.002602,124.795998,98.902199,116.662003,0,G8
11111,78.682098,98.1875,115.551003,109.176003,98.935799,G9
11111,79.446404,100.408997,113.814003,108.580002,100.053001,G9
11111,81.096802,108.737,111.497002,105.644997,95.629097,G9
11111,80.346298,101.346001,117.628998,112.877998,100.939003,G9
11111,79.9515,100.525002,111.099998,107.495003,97.080704,G9
11111,76.128197,98.556999,104.976997,101.321999,87.906898,G9
11111,80.093201,104.990997,110.138,101.912003,87.214996,G9
11111,88.005898,129.524994,127.332001,0,0,G9
11111,77.586998,108.464996,100.129997,0,0,G9
11111,78.734901,100.089996,112.954002,110.310997,98.261497,G9
0,0,0,0,0,0,G1
0,70.420799,0,0,0,0,G1
0,89.3414,83.4944,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,49.6796,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
1101,104.249001,107.045998,72.637604,63.828499,0,G0
1101,98.852097,100.426003,69.803596,0,0,G0
1101,102.278,103.185997,69.633102,0,0,G0
1101,105.611,107.828003,89.5401,73.624702,64.329597,G0
1101,103.638,105.167999,76.681999,0,0,G0
1101,100.558998,102.319,73.338097,0,0,G0
1101,92.939598,95.064102,66.604897,0,0,G0
1101,94.625999,94.842697,0,0,0,G0
1101,101.498001,101.127998,68.302498,70.649498,0,G0
1101,104.625999,105.299004,69.062302,66.723999,0,G0
1000,111.202003,0,0,0,0,G2
1000,0,0,0,0,0,G2
1000,0,0,0,0,0,G2
1000,0,0,0,0,0,G2
1000,90.2397,0,0,0,0,G2
1000,97.142799,0,0,0,0,G2
1000,98.831902,0,0,0,0,G2
1000,0,0,0,0,0,G2
1000,100.456001,0,0,0,0,G2
1000,106.125,0,0,0,0,G2
1,53.955299,96.091202,0,0,0,G3
1,0,0,0,0,0,G3
1,101.106003,54.215,0,0,0,G3
1,102.898003,0,0,0,0,G3
1,111.007004,0,0,0,0,G3
1,103.665001,0,0,0,0,G3
1,103.464996,0,0,0,0,G3
1,94.733803,0,0,0,0,G3
1,94.151001,0,0,0,0,G3
1,94.468201,0,0,0,0,G3
11000,81.444099,104.693001,0,0,0,G4
11000,82.606903,106.641998,0,0,0,G4
11000,79.563797,99.409798,45.200901,0,0,G4
11000,82.450897,102.738998,0,0,0,G4
11000,80.345802,0,0,0,0,G4
11000,82.655403,100.515999,0,0,0,G4
11000,83.321503,0,0,0,0,G4
11000,82.270599,102.299004,132.115005,0,0,G4
11000,83.3769,103.444,0,0,0,G4
11000,79.847298,106.023003,75.832497,0,0,G4
1100,109.807999,81.869202,108.115997,0,0,G5
1100,101.319,102.403999,67.296097,0,0,G5
1100,98.9683,100.460999,78.587799,0,0,G5
1100,105.43,104.100998,0,0,0,G5
1100,109.017998,107.667999,78.561501,0,0,G5
1100,106.488998,106.644997,0,0,0,G5
1100,105.225998,105.227997,0,0,0,G5
1100,103.306,102.261002,0,0,0,G5
1100,103.278,100.757004,0,0,0,G5
1100,106.117996,86.162201,104.172997,0,0,G5
1110,109.470001,111.377998,101.550003,0,0,G6
1110,108.288002,107.841003,54.438702,0,0,G6
1110,117.348999,121.922997,111.858002,0,0,G6
1110,107.685997,110.085999,107.335999,66.395798,0,G6
1110,118.036003,120.792999,110.647003,0,0,G6
1110,118.408997,122.827003,110.969002,0,0,G6
1110,110.906998,113.906998,105.185997,57.7229,0,G6
1110,92.632797,94.7015,86.297798,72.273399,0,G6
1110,96.690903,96.978401,92.155899,0,0,G6
1110,106.295998,103.376999,97.815201,0,0,G6
10001,108.629997,105.540001,0,0,0,G7
10001,110.470001,78.867798,0,0,0,G7
10001,116.438004,0,0,0,0,G7
10001,109.402,79.420601,115.086998,0,0,G7
10001,97.747597,70.721298,100.450996,0,0,G7
10001,101.245003,67.151299,103.316002,57.3367,0,G7
10001,100.677002,105.967003,0,0,0,G7
10001,101.487,98.313797,63.998501,108.275002,0,G7
10001,97.7491,48.603699,102.117996,67.434998,0,G7
10001,100.240997,103.486,98.358803,0,0,G7
11001,67.805801,95.4105,73.435303,0,0,G8
11001,72.985603,97.5476,0,0,0,G8
11001,74.391403,99.069603,75.749603,0,0,G8
11001,76.928802,97.195702,71.464203,140.391998,0,G8
11001,71.557899,100.503998,76.3759,0,0,G8
11001,69.734703,95.968201,73.282097,0,0,G8
11001,74.223396,101.098999,77.633003,0,0,G8
11001,73.683403,95.292297,75.525597,0,0,G8
11001,73.379898,93.639397,70.889702,0,0,G8
11001,70.679703,93.587097,69.161499,0,0,G8
11111,72.9674,100.315002,99.550201,97.2388,88.5345,G9
11111,75.194,99.327904,104.710999,96.952103,84.852303,G9
11111,71.341103,93.413002,94.100502,90.988403,81.5905,G9
11111,82.800797,100.335999,99.413399,85.691498,0,G9
11111,96.412399,91.8265,87.408096,81.054901,0,G9
11111,96.104202,98.079102,90.254501,80.102699,0,G9
11111,74.068199,96.593201,101.089996,95.693802,85.179604,G9
11111,77.534599,96.471199,104.921997,98.367203,85.010498,G9
11111,77.532898,107.834999,112.140999,100.997002,86.773903,G9
11111,81.7164,100.445,112.633003,105.209999,94.239502,G9
0,92.757401,0,0,0,0,G1
0,88.7939,0,0,0,0,G1
0,91.302002,0,0,0,0,G1
0,89.174301,0,0,0,0,G1
0,91.323898,0,0,0,0,G1
0,93.280502,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,92.1054,0,0,0,0,G1
1101,110.100998,108.872002,96.006699,0,0,G0
1101,103.665001,104.507004,89.101898,0,0,G0
1101,105.664001,106.190002,91.221397,0,0,G0
1101,103.954002,104.920998,91.006897,0,0,G0
1101,112.164001,107.615997,94.002403,0,0,G0
1101,100.766998,102.349998,90.623497,0,0,G0
1101,98.759903,99.075996,88.512802,0,0,G0
1101,98.685699,97.797096,88.874496,0,0,G0
1101,101.384003,99.042603,44.7682,89.588097,0,G0
1101,109.601997,107.653,93.5047,0,0,G0
1000,108.240997,0,0,0,0,G2
1000,113.851997,0,0,0,0,G2
1000,118.884003,0,0,0,0,G2
1000,111.732002,0,0,0,0,G2
1000,108.666,0,0,0,0,G2
1000,119.919998,0,0,0,0,G2
1000,111.024002,0,0,0,0,G2
1000,104.801003,0,0,0,0,G2
1000,106.720001,0,0,0,0,G2
1000,103.684998,0,0,0,0,G2
1,94.5905,0,0,0,0,G3
1,43.213799,89.242302,0,0,0,G3
1,44.604401,91.579201,0,0,0,G3
1,46.279999,93.237801,0,0,0,G3
1,87.092697,0,0,0,0,G3
1,96.373497,0,0,0,0,G3
1,89.412697,0,0,0,0,G3
1,24.764601,67.292702,0,0,0,G3
1,86.0812,0,0,0,0,G3
1,91.511299,0,0,0,0,G3
11000,88.104698,113.115997,53.1287,0,0,G4
11000,81.058502,110.088997,0,0,0,G4
11000,86.782997,113.379997,0,0,0,G4
11000,89.873199,113.014,53.868401,0,0,G4
11000,85.680901,112.621002,51.333099,0,0,G4
11000,85.057404,110.245003,48.794998,0,0,G4
11000,87.821098,113.025002,51.2234,0,0,G4
11000,90.376404,112.655998,52.140301,0,0,G4
11000,88.048302,112.733002,53.362499,0,0,G4
11000,85.526604,111.188004,0,0,0,G4
1100,96.607101,100.533997,0,0,0,G5
1100,100.203003,103.064003,0,0,0,G5
1100,107.435997,110.830002,0,0,0,G5
1100,106.809998,109.952003,0,0,0,G5
1100,101.716003,107.213997,0,0,0,G5
1100,100.238998,103.624001,0,0,0,G5
1100,100.918999,103.399002,0,0,0,G5
1100,112.789001,112.904999,0,0,0,G5
1100,107.183998,110.566002,0,0,0,G5
1100,107.901001,108.522003,0,0,0,G5
1110,99.731201,103.691002,95.385902,0,0,G6
1110,105.178001,108.317001,98.829399,0,0,G6
1110,102.57,108.024002,97.5467,0,0,G6
1110,102.334999,106.429001,97.915604,0,0,G6
1110,98.624702,101.056999,92.139198,0,0,G6
1110,100.558998,102.740997,93.388199,0,0,G6
1110,101.649002,103.987999,95.304398,0,0,G6
1110,104.345001,108.488998,96.738098,0,0,G6
1110,107.361,112.332001,107.963997,0,0,G6
1110,106.583,110.602997,101.742996,0,0,G6
10001,87.765198,98.198303,0,0,0,G7
10001,93.669601,106.105003,0,0,0,G7
10001,93.931999,104.966003,0,0,0,G7
10001,91.997299,106.206001,0,0,0,G7
10001,93.113701,106.073997,0,0,0,G7
10001,93.060204,105.580002,0,0,0,G7
10001,95.456398,105.427002,0,0,0,G7
10001,91.325104,104.530998,0,0,0,G7
10001,82.694504,101.974998,0,0,0,G7
10001,82.8283,97.822304,0,0,0,G7
11001,89.0159,118.25,111.641998,0,0,G8
11001,87.262901,106.184998,101.087997,0,0,G8
11001,85.8162,105.974998,43.532501,102.863998,0,G8
11001,84.794296,104.760002,43.0877,103.070999,0,G8
11001,85.798302,107.428001,101.891998,0,0,G8
11001,83.594398,106.244003,103.294998,0,0,G8
11001,82.986,104.980003,102.559998,0,0,G8
11001,89.027901,113.727997,105.744003,0,0,G8
11001,89.667503,121.080002,108.667999,0,0,G8
11001,88.526802,119.829002,57.411598,108.728996,0,G8
11111,93.653099,90.691704,93.905197,92.075302,88.500198,G9
11111,90.600998,102.817001,113.889,113.903999,102.617996,G9
11111,94.1446,106.278999,113.304001,111.959,102.265999,G9
11111,91.177597,105.319,111.027,111.846001,102.566002,G9
11111,91.791,105.237,110.667999,111.336998,102.150002,G9
11111,92.161598,105.071999,110.390999,110.834,101.737999,G9
11111,88.107498,101.271004,107.776001,107.021004,100.945,G9
11111,89.900398,103.209999,109.597,111.253998,101.665001,G9
11111,87.906197,102.197998,109.362999,110.168999,100.502998,G9
11111,89.914803,102.153,107.088997,106.363998,98.248398,G9
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
1101,99.106003,102.475998,77.884804,0,0,G0
1101,102.163002,107.524002,80.106499,0,0,G0
1101,103.384003,109.427002,83.659798,0,0,G0
1101,97.610603,104.010002,81.145798,0,0,G0
1101,97.965897,100.165001,75.444099,0,0,G0
1101,102.301003,105.824997,0,0,0,G0
1101,100.564003,104.541,77.441902,0,0,G0
1101,99.334702,103.165001,78.558601,0,0,G0
1101,98.757004,104.573997,82.718803,0,0,G0
1101,103.198997,105.330002,79.452103,0,0,G0
1000,118.742996,0,0,0,0,G2
1000,0,0,0,0,0,G2
1000,111.456001,0,0,0,0,G2
1000,113.245003,0,0,0,0,G2
1000,112.677002,0,0,0,0,G2
1000,100.258003,0,0,0,0,G2
1000,77.093399,0,0,0,0,G2
1000,74.0868,0,0,0,0,G2
1000,109.299004,0,0,0,0,G2
1000,104.555,0,0,0,0,G2
1,0,0,0,0,0,G3
1,58.749001,94.4468,0,0,0,G3
1,0,0,0,0,0,G3
1,0,0,0,0,0,G3
1,91.157097,0,0,0,0,G3
1,0,0,0,0,0,G3
1,114.378998,0,0,0,0,G3
1,112.337997,0,0,0,0,G3
1,73.053902,0,0,0,0,G3
1,0,0,0,0,0,G3
11000,94.032402,0,0,0,0,G4
11000,74.2901,107.931999,0,0,0,G4
11000,95.4086,83.976898,0,0,0,G4
11000,80.800201,100.599998,0,0,0,G4
11000,85.166801,66.398399,0,0,0,G4
11000,77.186798,102.106003,0,0,0,G4
11000,98.770699,117.346001,0,0,0,G4
11000,84.903198,110.689003,0,0,0,G4
11000,77.205902,104.996002,0,0,0,G4
11000,115.234001,0,0,0,0,G4
1100,99.137802,100.497002,0,0,0,G5
1100,105.412003,104.166,0,0,0,G5
1100,101.150002,40.991699,0,0,0,G5
1100,0,0,0,0,0,G5
1100,106.418999,103.488998,0,0,0,G5
1100,109.420998,109.174004,0,0,0,G5
1100,100.999001,101.077003,0,0,0,G5
1100,67.905098,27.709,69.029503,0,0,G5
1100,0,0,0,0,0,G5
1100,0,0,0,0,0,G5
1110,89.367302,100.408997,0,0,0,G6
1110,81.848198,83.912399,77.544502,0,0,G6
1110,101.267998,0,0,0,0,G6
1110,98.306999,105.699997,92.065903,0,0,G6
1110,96.862503,105.011002,89.342201,0,0,G6
1110,79.0737,64.109596,0,0,0,G6
1110,67.488503,75.240097,62.428299,0,0,G6
1110,98.881897,0,0,0,0,G6
1110,106.240997,0,0,0,0,G6
1110,104.314003,113.625,96.022301,0,0,G6
10001,58.949001,101.762001,0,0,0,G7
10001,87.972702,88.479698,0,0,0,G7
10001,0,0,0,0,0,G7
10001,90.546303,0,0,0,0,G7
10001,99.246498,102.831001,0,0,0,G7
10001,91.402496,101.484001,0,0,0,G7
10001,0,0,0,0,0,G7
10001,95.241402,103.203003,0,0,0,G7
10001,102.263,93.541298,0,0,0,G7
10001,98.460403,95.286301,0,0,0,G7
11001,86.799797,92.116501,83.1082,0,0,G8
11001,79.005501,91.4468,77.416397,0,0,G8
11001,81.095299,97.585403,0,0,0,G8
11001,74.141296,81.246399,0,0,0,G8
11001,78.860802,98.564201,84.312202,0,0,G8
11001,81.182297,93.993401,82.988701,0,0,G8
11001,70.255096,85.394302,85.4189,0,0,G8
11001,101.375999,88.153099,0,0,0,G8
11001,82.209396,88.775703,83.366798,0,0,G8
11001,83.186897,98.284203,81.602402,0,0,G8
11111,82.814301,97.851196,97.969101,95.993599,86.533501,G9
11111,83.773399,80.474503,81.842598,77.358299,75.571198,G9
11111,85.929604,99.310699,103.797997,97.773399,89.068497,G9
11111,87.155296,102.436996,106.93,103.875,87.506798,G9
11111,84.823196,100.266998,100.754997,95.070503,85.332603,G9
11111,77.410599,81.549301,82.451401,80.917297,0,G9
11111,79.670197,97.969299,97.633698,94.521698,84.598701,G9
11111,82.8722,96.412102,96.740997,95.287102,88.054001,G9
11111,83.753998,101.263,101.273003,92.606499,87.68,G9
11111,84.850899,98.7966,98.488297,97.539299,87.046997,G9
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,121.388,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
1101,113.667,109.943001,78.867302,0,0,G0
1101,111.152,114.227997,79.508904,0,0,G0
1101,108.948997,114.024002,82.833603,0,0,G0
1101,111.351997,115.962997,81.410301,0,0,G0
1101,114.665001,120.264999,78.408096,0,0,G0
1101,111.203003,115.686996,81.647003,0,0,G0
1101,117.808998,119.712997,79.7882,0,0,G0
1101,113.776001,107.865997,80.530899,0,0,G0
1101,115.931,111.848999,79.299896,0,0,G0
1101,111.573997,114.212997,84.373001,0,0,G0
1000,0,0,0,0,0,G2
1000,0,0,0,0,0,G2
1000,0,0,0,0,0,G2
1000,0,0,0,0,0,G2
1000,0,0,0,0,0,G2
1000,0,0,0,0,0,G2
1000,0,0,0,0,0,G2
1000,0,0,0,0,0,G2
1000,0,0,0,0,0,G2
1000,0,0,0,0,0,G2
1,127.955002,0,0,0,0,G3
1,113.902,0,0,0,0,G3
1,105.777,0,0,0,0,G3
1,119.129997,0,0,0,0,G3
1,0,0,0,0,0,G3
1,0,0,0,0,0,G3
1,0,0,0,0,0,G3
1,102.985001,0,0,0,0,G3
1,94.6408,0,0,0,0,G3
1,102.290001,0,0,0,0,G3
11000,98.882004,113.543999,0,0,0,G4
11000,98.061897,112.415001,0,0,0,G4
11000,85.927101,94.686897,0,0,0,G4
11000,101.910004,0,0,0,0,G4
11000,100.939003,121.348999,58.541901,0,0,G4
11000,101.954002,0,0,0,0,G4
11000,91.906502,113.844002,0,0,0,G4
11000,107.059998,136.764999,0,0,0,G4
11000,100.056999,113.880997,0,0,0,G4
11000,91.9263,117.051003,0,0,0,G4
1100,110.043999,111.070999,0,0,0,G5
1100,131.501007,0,0,0,0,G5
1100,120.014,0,0,0,0,G5
1100,0,0,0,0,0,G5
1100,109.763,101.042,0,0,0,G5
1100,114.003998,100.661003,0,0,0,G5
1100,109.888,108.375,0,0,0,G5
1100,105.803001,108.491997,0,0,0,G5
1100,0,0,0,0,0,G5
1100,109.535004,110.794998,0,0,0,G5
1110,103.264999,107.142998,98.244301,0,0,G6
1110,103.014,105.084999,95.687698,0,0,G6
1110,103.790001,104.272003,97.422501,0,0,G6
1110,103.233002,104.519997,93.672501,0,0,G6
1110,106.717003,107.475998,93.848801,0,0,G6
1110,109.222,111.559998,97.611397,0,0,G6
1110,106.129997,97.522102,94.187401,0,0,G6
1110,98.711197,99.897202,94.7108,0,0,G6
1110,85.370796,87.061401,79.051399,0,0,G6
1110,86.021301,90.941498,80.699997,0,0,G6
10001,94.689003,94.3311,0,0,0,G7
10001,96.646004,60.437698,96.646599,0,0,G7
10001,91.976601,90.056702,99.867996,0,0,G7
10001,94.789902,58.746201,98.2967,0,0,G7
10001,96.646103,102.93,0,0,0,G7
10001,91.581596,55.698799,97.9375,0,0,G7
10001,83.861702,91.912697,0,0,0,G7
10001,94.878304,96.476196,0,0,0,G7
10001,90.667099,94.402802,0,0,0,G7
10001,91.051804,94.603104,0,0,0,G7
11001,82.238602,93.128799,44.438099,88.439499,0,G8
11001,84.8255,102.462997,87.2211,0,0,G8
11001,88.339401,101.183998,89.328697,0,0,G8
11001,72.797699,96.658699,92.591301,0,0,G8
11001,85.916603,99.562302,86.389702,0,0,G8
11001,80.740501,96.404099,83.510201,0,0,G8
11001,91.829201,99.7323,81.940903,0,0,G8
11001,89.4189,101.901001,81.338799,0,0,G8
11001,87.555901,100.580002,83.341499,0,0,G8
11001,84.244904,90.264801,78.135498,0,0,G8
11111,92.300499,107.556999,111.091003,90.751701,109.633003,G9
11111,92.644302,107.420998,108.861,90.041702,108.103996,G9
11111,93.235603,107.357002,109.306999,91.104897,106.778999,G9
11111,95.805099,110.639999,109.094002,106.144997,0,G9
11111,95.587502,108.453003,109.801003,90.9459,106.782997,G9
11111,93.140297,110.074997,113.100998,95.463898,114.477997,G9
11111,92.645203,106.183998,111.914001,80.253502,110.303001,G9
11111,97.653702,111.644997,115.605003,102.017998,0,G9
11111,87.363998,105.891998,110.329002,106.975998,106.117996,G9
11111,93.828102,110.912003,116.084999,108.559998,0,G9
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
0,0,0,0,0,0,G1
1101,110.307999,112.932999,84.0597,0,0,G0
1101,111.892998,112.419998,84.806,0,0,G0
1101,107.433998,109.322998,81.563698,0,0,G0
1101,114.942001,87.376801,0,0,0,G0
